,when,was,ctenophore,mnemiopsis,leidyi,introduced,into,the,black,sea,and,the,sea,of,azov,?
black,0.1860525906085968,0.1419273465871811,0.24124380946159363,0.20939147472381592,0.18349872529506683,0.087015800178051,0.0980280339717865,0.28466513752937317,1.0,0.1989918053150177,0.24407927691936493,0.28466513752937317,0.1989918053150177,0.23966942727565765,0.24027134478092194,0.15159966051578522
sea,0.20553374290466309,0.18031850457191467,0.3315829038619995,0.24282921850681305,0.1633916199207306,0.15340259671211243,0.2345193475484848,0.30363768339157104,0.1989918053150177,1.0,0.30105236172676086,0.30363768339157104,1.0,0.2707739472389221,0.3487842082977295,0.15551945567131042
and,0.4716290831565857,0.3740963041782379,0.19002923369407654,0.22967760264873505,0.26506441831588745,0.27894338965415955,0.36597734689712524,0.5171257257461548,0.24407927691936493,0.30105236172676086,1.0,0.5171257257461548,0.30105236172676086,0.5116966962814331,0.19502732157707214,0.20544172823429108
sea,0.20553374290466309,0.18031850457191467,0.3315829038619995,0.24282921850681305,0.1633916199207306,0.15340259671211243,0.2345193475484848,0.30363768339157104,0.1989918053150177,1.0,0.30105236172676086,0.30363768339157104,1.0,0.2707739472389221,0.3487842082977295,0.15551945567131042
of,0.3757161796092987,0.4069072902202606,0.2790392339229584,0.264727383852005,0.31192028522491455,0.23328952491283417,0.32255905866622925,0.733189046382904,0.23966942727565765,0.2707739472389221,0.5116966962814331,0.733189046382904,0.2707739472389221,1.0,0.21088971197605133,0.1826142966747284
azov,0.23305583000183105,0.117275170981884,0.25514623522758484,0.212117001414299,0.28200262784957886,0.09202621132135391,0.19504722952842712,0.23515892028808594,0.24027134478092194,0.3487842082977295,0.19502732157707214,0.23515892028808594,0.3487842082977295,0.21088971197605133,0.9999998807907104,0.1760127991437912
via,0.24114570021629333,0.1762484461069107,0.1609194129705429,0.19813235104084015,0.16789457201957703,0.11727873980998993,0.2653549313545227,0.23979412019252777,0.05472724884748459,0.10602956265211105,0.20018906891345978,0.23979412019252777,0.10602956265211105,0.1293322592973709,0.08931523561477661,0.19443516433238983
the,0.5091903209686279,0.48711544275283813,0.2813475728034973,0.23440246284008026,0.2985493838787079,0.242969810962677,0.39493247866630554,1.0,0.28466513752937317,0.30363768339157104,0.5171257257461548,1.0,0.30363768339157104,0.733189046382904,0.23515892028808594,0.22068053483963013
ballast,0.3382321894168854,0.25903913378715515,0.26796507835388184,0.2386527806520462,0.21430343389511108,0.20396578311920166,0.21479319036006927,0.26772168278694153,0.13499027490615845,0.2514350116252899,0.30308085680007935,0.26772168278694153,0.2514350116252899,0.24479739367961884,0.2776786983013153,0.10565948486328125
tanks,0.20832028985023499,0.15540865063667297,0.24164752662181854,0.12598258256912231,0.10126898437738419,0.08273958414793015,0.21294891834259033,0.2629270851612091,0.1975085735321045,0.21421179175376892,0.30689284205436707,0.2629270851612091,0.21421179175376892,0.18444781005382538,0.24291348457336426,0.1436709761619568
of,0.3757161796092987,0.4069072902202606,0.2790392339229584,0.264727383852005,0.31192028522491455,0.23328952491283417,0.32255905866622925,0.733189046382904,0.23966942727565765,0.2707739472389221,0.5116966962814331,0.733189046382904,0.2707739472389221,1.0,0.21088971197605133,0.1826142966747284
ships,0.2804982364177704,0.21883714199066162,0.2433774173259735,0.17846377193927765,0.1961400955915451,0.14945043623447418,0.20842985808849335,0.279244989156723,0.1404688060283661,0.41655799746513367,0.27834877371788025,0.279244989156723,0.41655799746513367,0.2382369190454483,0.16789183020591736,0.18477600812911987
",",0.36674630641937256,0.45456063747406006,0.18335451185703278,0.32095542550086975,0.36187174916267395,0.22034090757369995,0.2826121151447296,0.4933079481124878,0.23807229101657867,0.30078184604644775,0.6633074283599854,0.4933079481124878,0.30078184604644775,0.4946078956127167,0.2248634397983551,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.19002923369407654,0.22967760264873505,0.26506441831588745,0.27894338965415955,0.36597734689712524,0.5171257257461548,0.24407927691936493,0.30105236172676086,1.0,0.5171257257461548,0.30105236172676086,0.5116966962814331,0.19502732157707214,0.20544172823429108
has,0.34538573026657104,0.40313825011253357,0.1627219319343567,0.1918441504240036,0.17775310575962067,0.18661446869373322,0.29681676626205444,0.4177538752555847,0.21553783118724823,0.15683573484420776,0.43716782331466675,0.4177538752555847,0.15683573484420776,0.3909035325050354,0.1086028665304184,0.15994466841220856
been,0.3339833617210388,0.518218457698822,0.18147744238376617,0.14624370634555817,0.2057192623615265,0.3029422163963318,0.23746316134929657,0.3563927710056305,0.1587599813938141,0.1618814766407013,0.3424558639526367,0.3563927710056305,0.1618814766407013,0.31685134768486023,0.0998792052268982,0.24354910850524902
blamed,0.2741604149341583,0.3108411133289337,0.11911779642105103,0.1522926539182663,0.1274731606245041,0.16338440775871277,0.1773349940776825,0.2461363822221756,0.11724064499139786,0.1522158533334732,0.2473568171262741,0.2461363822221756,0.1522158533334732,0.23866800963878632,0.14828132092952728,0.14765259623527527
for,0.43402108550071716,0.3863949179649353,0.1643882542848587,0.25431740283966064,0.2520224153995514,0.2018822282552719,0.231735959649086,0.4739971458911896,0.2090286761522293,0.17241841554641724,0.5064792633056641,0.4739971458911896,0.17241841554641724,0.4185989499092102,0.12816758453845978,0.264628142118454
causing,0.36632040143013,0.1618882715702057,0.16817405819892883,0.22404682636260986,0.1105162501335144,0.1672491580247879,0.3227423429489136,0.2816545367240906,0.1155744343996048,0.1976320743560791,0.293680340051651,0.2816545367240906,0.1976320743560791,0.2885251045227051,0.18634341657161713,0.1852436512708664
sharp,0.21219460666179657,0.11500541120767593,0.2842768728733063,0.2932876646518707,0.13748444616794586,0.1261393278837204,0.17929747700691223,0.20238399505615234,0.18405146896839142,0.21178340911865234,0.2658560276031494,0.20238399505615234,0.21178340911865234,0.18021084368228912,0.1457371860742569,0.10235925018787384
drops,0.33015263080596924,0.15799802541732788,0.2373882532119751,0.20715290307998657,0.11582179367542267,0.1756322681903839,0.2400544136762619,0.293539822101593,0.17434629797935486,0.2798141837120056,0.2587619721889496,0.293539822101593,0.2798141837120056,0.2201315313577652,0.24261583387851715,0.12476576864719391
in,0.4431333839893341,0.45514053106307983,0.1891518235206604,0.19060823321342468,0.3367040455341339,0.2614979147911072,0.38021373748779297,0.6662389636039734,0.20407067239284515,0.2302369773387909,0.4954058527946472,0.6662389636039734,0.2302369773387909,0.5696388483047485,0.16842807829380035,0.20430970191955566
fish,0.1947101503610611,0.10527832061052322,0.43588101863861084,0.2590174376964569,0.16951769590377808,0.20949895679950714,0.23486129939556122,0.23185352981090546,0.18556618690490723,0.3753899931907654,0.2571234405040741,0.23185352981090546,0.3753899931907654,0.2105162888765335,0.21643052995204926,0.1945318728685379
catches,0.3739956021308899,0.19582368433475494,0.27496790885925293,0.1476496011018753,0.15389792621135712,0.20008842647075653,0.2668197453022003,0.26279017329216003,0.20626968145370483,0.28212970495224,0.2357134222984314,0.26279017329216003,0.28212970495224,0.18386352062225342,0.24338842928409576,0.17583297193050385
by,0.4376842677593231,0.4752357602119446,0.14537595212459564,0.16947123408317566,0.2115217000246048,0.2554222345352173,0.30473223328590393,0.4408751428127289,0.1966358721256256,0.19145366549491882,0.4289871156215668,0.4408751428127289,0.19145366549491882,0.3646814823150635,0.10786983370780945,0.17966607213020325
eating,0.2796107530593872,0.11704089492559433,0.3505547046661377,0.32654303312301636,0.21841655671596527,0.20064763724803925,0.13534878194332123,0.2264447957277298,0.14428521692752838,0.23818005621433258,0.2720959186553955,0.2264447957277298,0.23818005621433258,0.21395421028137207,0.1584172546863556,0.24161317944526672
both,0.435994029045105,0.2990766167640686,0.20463450253009796,0.16601839661598206,0.21911567449569702,0.22054380178451538,0.2806639075279236,0.4931981563568115,0.20485025644302368,0.21250498294830322,0.5503310561180115,0.4931981563568115,0.21250498294830322,0.3565710783004761,0.13179145753383636,0.19455738365650177
fish,0.1947101503610611,0.10527832061052322,0.43588101863861084,0.2590174376964569,0.16951769590377808,0.20949895679950714,0.23486129939556122,0.23185352981090546,0.18556618690490723,0.3753899931907654,0.2571234405040741,0.23185352981090546,0.3753899931907654,0.2105162888765335,0.21643052995204926,0.1945318728685379
larvae,0.216940775513649,0.11080852150917053,0.5904150605201721,0.39720532298088074,0.25269776582717896,0.13062603771686554,0.20824170112609863,0.22907966375350952,0.19294065237045288,0.32635697722435,0.2113076150417328,0.22907966375350952,0.32635697722435,0.21030089259147644,0.21955400705337524,0.18174287676811218
and,0.4716290831565857,0.3740963041782379,0.19002923369407654,0.22967760264873505,0.26506441831588745,0.27894338965415955,0.36597734689712524,0.5171257257461548,0.24407927691936493,0.30105236172676086,1.0,0.5171257257461548,0.30105236172676086,0.5116966962814331,0.19502732157707214,0.20544172823429108
small,0.3321642279624939,0.16572418808937073,0.33364400267601013,0.2059398740530014,0.1830044388771057,0.17895041406154633,0.28315088152885437,0.39655908942222595,0.18177051842212677,0.2173941731452942,0.35207539796829224,0.39655908942222595,0.2173941731452942,0.353353351354599,0.15431194007396698,0.13914890587329865
crustaceans,0.18988855183124542,0.09425054490566254,0.6325751543045044,0.4248540699481964,0.23460184037685394,0.16757360100746155,0.18515968322753906,0.23209208250045776,0.2212943434715271,0.4489602744579315,0.27420347929000854,0.23209208250045776,0.4489602744579315,0.2203882485628128,0.26537129282951355,0.18080860376358032
that,0.5860282182693481,0.33670201897621155,0.28476929664611816,0.3065280020236969,0.30676180124282837,0.2056519091129303,0.3239944875240326,0.5473989248275757,0.22347763180732727,0.2267688512802124,0.4731321930885315,0.5473989248275757,0.2267688512802124,0.41498205065727234,0.18954825401306152,0.32716336846351624
would,0.4219970703125,0.41663143038749695,0.18591202795505524,0.2145218402147293,0.22705009579658508,0.2076328545808792,0.2832599878311157,0.4133751392364502,0.1652536243200302,0.17596907913684845,0.34921059012413025,0.4133751392364502,0.17596907913684845,0.3353942930698395,0.11362100392580032,0.37178951501846313
otherwise,0.35424375534057617,0.1923503428697586,0.301215261220932,0.24970869719982147,0.239932119846344,0.092874675989151,0.20215897262096405,0.2968122065067291,0.16614605486392975,0.15130341053009033,0.26766112446784973,0.2968122065067291,0.15130341053009033,0.2133692502975464,0.17225660383701324,0.29367905855178833
feed,0.25715431571006775,0.09842031449079514,0.38290444016456604,0.20249506831169128,0.2358873188495636,0.19127029180526733,0.2597697377204895,0.2381063848733902,0.13310128450393677,0.25015541911125183,0.21353454887866974,0.2381063848733902,0.25015541911125183,0.13772912323474884,0.20921240746974945,0.19348634779453278
the,0.5091903209686279,0.48711544275283813,0.2813475728034973,0.23440246284008026,0.2985493838787079,0.242969810962677,0.39493247866630554,1.0,0.28466513752937317,0.30363768339157104,0.5171257257461548,1.0,0.30363768339157104,0.733189046382904,0.23515892028808594,0.22068053483963013
adult,0.2259843349456787,0.1706767976284027,0.34483903646469116,0.29496344923973083,0.2505553364753723,0.15166674554347992,0.19982260465621948,0.22542093694210052,0.22049345076084137,0.21270297467708588,0.2955179810523987,0.22542093694210052,0.21270297467708588,0.2112857699394226,0.11913972347974777,0.14439715445041656
fish,0.1947101503610611,0.10527832061052322,0.43588101863861084,0.2590174376964569,0.16951769590377808,0.20949895679950714,0.23486129939556122,0.23185352981090546,0.18556618690490723,0.3753899931907654,0.2571234405040741,0.23185352981090546,0.3753899931907654,0.2105162888765335,0.21643052995204926,0.1945318728685379
.,0.475719153881073,0.40146201848983765,0.2398306131362915,0.29047080874443054,0.35918810963630676,0.2799728810787201,0.26250120997428894,0.5934505462646484,0.24577875435352325,0.2680719196796417,0.588965117931366,0.5934505462646484,0.2680719196796417,0.5352458953857422,0.24483506381511688,0.4130953550338745
