,what,word,was,luther,criticized,for,adding,in,romans3:28,?
'',0.08143015950918198,0.05225009098649025,0.04456103965640068,-0.04572787508368492,0.016497572883963585,-0.04479556903243065,0.028257451951503754,0.07432962208986282,-0.005866657942533493,0.018684765323996544
after,0.21973377466201782,0.17874576151371002,0.49306565523147583,0.17198127508163452,0.20185311138629913,0.3650246858596802,0.18298032879829407,0.44050168991088867,0.21252280473709106,0.16608688235282898
``,0.008517155423760414,0.12403237819671631,-0.012679691426455975,-0.013964727520942688,-0.1150706335902214,0.01270448137074709,0.08968081325292587,0.04765888676047325,0.1309550255537033,0.0685480609536171
faith,0.3120079040527344,0.16665776073932648,0.23632077872753143,0.2839079797267914,0.2241058498620987,0.19736909866333008,0.16315153241157532,0.16146141290664673,0.19899572432041168,0.2833177447319031
'',0.08143015950918198,0.05225009098649025,0.04456103965640068,-0.04572787508368492,0.016497572883963585,-0.04479556903243065,0.028257451951503754,0.07432962208986282,-0.005866657942533493,0.018684765323996544
in,0.30808621644973755,0.19815877079963684,0.45514053106307983,0.20523880422115326,0.20261619985103607,0.4322226941585541,0.23352821171283722,1.0,0.3096824288368225,0.20430970191955566
romans,0.2494993358850479,0.2703607976436615,0.26076552271842957,0.1621185839176178,0.07924284040927887,0.18362435698509216,0.1999952346086502,0.29633307456970215,0.8623365759849548,0.14755459129810333
3:28,-0.1527647227048874,0.0047694924287498,0.02848014049232006,0.04141577333211899,-0.03743808716535568,-0.07261115312576294,-0.12288349121809006,-0.07734981179237366,0.12320516258478165,-0.05866706371307373
",",0.3087472915649414,0.24605005979537964,0.45456063747406006,0.23255878686904907,0.20557846128940582,0.4464869201183319,0.26461556553840637,0.5201468467712402,0.24080058932304382,0.31091248989105225
he,0.3114890456199646,0.22539205849170685,0.5410010814666748,0.2454872578382492,0.23122943937778473,0.4540175199508667,0.12917640805244446,0.41690486669540405,0.22116000950336456,0.2089974731206894
replied,0.3829500675201416,0.21668225526809692,0.31417301297187805,0.2075139731168747,0.3655208945274353,0.21234063804149628,0.2273615002632141,0.1368218958377838,0.10664751380681992,0.349639892578125
in,0.30808621644973755,0.19815877079963684,0.45514053106307983,0.20523880422115326,0.20261619985103607,0.4322226941585541,0.23352821171283722,1.0,0.3096824288368225,0.20430970191955566
part,0.3476244807243347,0.19050166010856628,0.3407018780708313,0.12887465953826904,0.12963207066059113,0.250704288482666,0.20615796744823456,0.4499994218349457,0.189181387424469,0.08557961881160736
:,-0.12022944539785385,-0.07810953259468079,0.002802103292196989,-0.0567622147500515,-0.022181380540132523,-0.02522280067205429,-0.0991314947605133,0.020521078258752823,0.07017211616039276,-0.07156077772378922
``,0.008517155423760414,0.12403237819671631,-0.012679691426455975,-0.013964727520942688,-0.1150706335902214,0.01270448137074709,0.08968081325292587,0.04765888676047325,0.1309550255537033,0.0685480609536171
[,0.010752761736512184,-0.0712052509188652,0.03263993561267853,0.12499826401472092,0.11201996356248856,0.10575617104768753,0.05547569319605827,0.12324675917625427,0.03231089934706688,0.011015460826456547
t,0.37454068660736084,0.16111339628696442,0.19807380437850952,0.1281493455171585,0.21904104948043823,0.26018503308296204,0.27313438057899475,0.1924382597208023,0.08614762872457504,0.4954066574573517
],-0.03775298595428467,-0.059977587312459946,0.0001094614781322889,0.07567904889583588,0.047442127019166946,-0.023346275091171265,-0.06030036881566048,-0.1088862195611,-0.021736403927206993,-0.0022520492784678936
he,0.3114890456199646,0.22539205849170685,0.5410010814666748,0.2454872578382492,0.23122943937778473,0.4540175199508667,0.12917640805244446,0.41690486669540405,0.22116000950336456,0.2089974731206894
text,0.2818579077720642,0.2389330416917801,0.13834922015666962,0.1178223118185997,0.15982109308242798,0.20594926178455353,0.2854651212692261,0.12410706281661987,0.17213565111160278,0.263901948928833
itself,0.3625122308731079,0.3665500283241272,0.24240277707576752,0.1280430257320404,0.19342507421970367,0.25750136375427246,0.3206706643104553,0.28042417764663696,0.19551073014736176,0.17933900654315948
and,0.31309178471565247,0.20273149013519287,0.3740963041782379,0.20796556770801544,0.21213674545288086,0.5064792633056641,0.3165118992328644,0.4954058527946472,0.24797272682189941,0.20544172823429108
the,0.42745697498321533,0.2835540175437927,0.48711544275283813,0.1759674996137619,0.21370236575603485,0.4739971458911896,0.30152344703674316,0.6662389636039734,0.26186707615852356,0.22068053483963013
meaning,0.24135559797286987,0.6874851584434509,0.2090936303138733,0.11070564389228821,0.17860835790634155,0.2563263475894928,0.2094740867614746,0.2137773334980011,0.2373618483543396,0.20420892536640167
of,0.33290785551071167,0.23799116909503937,0.4069072902202606,0.1719115972518921,0.20767788589000702,0.4185989499092102,0.26542913913726807,0.5696388483047485,0.25254639983177185,0.1826142966747284
st.,0.10219959169626236,0.15984858572483063,0.17142929136753082,0.25595247745513916,0.1266801357269287,0.13670651614665985,0.10167842358350754,0.15931649506092072,0.15977446734905243,0.13592876493930817
paul,0.11217030137777328,0.08531755208969116,0.24299268424510956,0.2589608132839203,0.16573505103588104,0.18398262560367584,0.10986127704381943,0.21331322193145752,0.2201474905014038,0.16611461341381073
urgently,0.39387965202331543,0.1559251993894577,0.19363175332546234,0.17231404781341553,0.2812511920928955,0.2628430128097534,0.3491544723510742,0.21953824162483215,0.10525990277528763,0.32323944568634033
require,0.2487315833568573,0.13323843479156494,0.08236487209796906,0.11205524951219559,0.17300650477409363,0.33956968784332275,0.339864045381546,0.14079172909259796,0.10428501665592194,0.2463286817073822
and,0.31309178471565247,0.20273149013519287,0.3740963041782379,0.20796556770801544,0.21213674545288086,0.5064792633056641,0.3165118992328644,0.4954058527946472,0.24797272682189941,0.20544172823429108
demand,0.2007312774658203,0.1891150027513504,0.19385457038879395,0.1569545865058899,0.2567366361618042,0.3395264446735382,0.18959923088550568,0.22946900129318237,0.09545709192752838,0.13359291851520538
it,0.45803478360176086,0.27098557353019714,0.4577186405658722,0.15365919470787048,0.18880020081996918,0.32171204686164856,0.3076310455799103,0.5130809545516968,0.25021085143089294,0.25732165575027466
.,0.3567904531955719,0.13155406713485718,0.40146201848983765,0.24907569587230682,0.20633642375469208,0.4726039469242096,0.29334133863449097,0.5591574311256409,0.23604783415794373,0.4130953550338745
