,in,what,year,did,fresno,experience,the,most,rainfall,?
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.20478583872318268,0.18781724572181702,0.3456730246543884,0.23620007932186127,0.18849880993366241,0.42300865054130554
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.26126348972320557,0.19806437194347382,0.6662389636039734,0.41416558623313904,0.24792563915252686,0.20430970191955566
november,0.27148663997650146,0.23963461816310883,0.2922213673591614,0.27178457379341125,0.2268792688846588,0.22076794505119324,0.25734350085258484,0.17338785529136658,0.15057869255542755,0.3159552216529846
1885,0.10833704471588135,-0.03922257572412491,-0.04533272236585617,-0.1434294432401657,0.1469203233718872,-0.15243475139141083,0.07030917704105377,-0.04557077959179878,0.1435389369726181,-0.20159123837947845
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.21513071656227112,0.24539199471473694,0.5171257257461548,0.4309377074241638,0.21498344838619232,0.20544172823429108
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.22571885585784912,0.21682339906692505,1.0,0.47635307908058167,0.24584579467773438,0.22068053483963013
most,0.41416558623313904,0.3219912350177765,0.26422736048698425,0.2822507321834564,0.1402399241924286,0.23917551338672638,0.47635307908058167,1.0,0.22586441040039062,0.2107497900724411
rainfall,0.24792563915252686,0.1762358695268631,0.27335894107818604,0.11819510161876678,0.23467150330543518,0.18947291374206543,0.24584579467773438,0.22586441040039062,1.0,0.17489276826381683
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.26126348972320557,0.19806437194347382,0.6662389636039734,0.41416558623313904,0.24792563915252686,0.20430970191955566
24,-0.0006371065974235535,0.01621486060321331,-0.059001874178647995,-0.04566230997443199,-0.06824733316898346,-0.02749321609735489,0.009148004464805126,-0.01950681582093239,-0.09227126836776733,0.016154835000634193
hours,0.2001713663339615,0.21807120740413666,0.29230308532714844,0.24668937921524048,0.1814611554145813,0.27382904291152954,0.18919475376605988,0.1684299111366272,0.29397347569465637,0.21755769848823547
3.55,0.004557602107524872,0.06078936159610748,-0.023821966722607613,0.008376927115023136,0.015292665921151638,-0.03367072716355324,0.09834133833646774,0.00632430100813508,-0.010195336304605007,-0.07760494947433472
inches,0.21515873074531555,0.18465489149093628,0.21933002769947052,0.11995062977075577,0.25258195400238037,0.1461670696735382,0.23460479080677032,0.1880532205104828,0.44736942648887634,0.17945347726345062
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.188642680644989,0.1832369565963745,0.33289089798927307,0.20654040575027466,0.19782719016075134,0.40561532974243164
90.2,-0.12495642900466919,-0.24651522934436798,-0.06589248031377792,-0.11477041989564896,-0.08876340091228485,-0.1142272874712944,-0.1711655855178833,-0.12686662375926971,-0.2086641639471054,-0.1710062175989151
mm,0.14156535267829895,0.16184760630130768,0.20145492255687714,0.1144808754324913,0.17864727973937988,0.1139085441827774,0.20466946065425873,0.21831007301807404,0.4247162640094757,0.16094553470611572
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.20478583872318268,0.18781724572181702,0.3456730246543884,0.23620007932186127,0.18849880993366241,0.42300865054130554
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.25826847553253174,0.26401418447494507,0.5107308030128479,0.28303956985473633,0.28327783942222595,0.2714994251728058
november,0.27148663997650146,0.23963461816310883,0.2922213673591614,0.27178457379341125,0.2268792688846588,0.22076794505119324,0.25734350085258484,0.17338785529136658,0.15057869255542755,0.3159552216529846
18,-0.061147160828113556,-0.09284763038158417,-0.00789614487439394,-0.16295963525772095,-0.05004056543111801,0.0918617770075798,-0.07796193659305573,0.006013378035277128,-0.020935939624905586,-0.04919438064098358
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2561432421207428,0.22459560632705688,0.4933079481124878,0.3636029064655304,0.2549014389514923,0.31091248989105225
1885,0.10833704471588135,-0.03922257572412491,-0.04533272236585617,-0.1434294432401657,0.1469203233718872,-0.15243475139141083,0.07030917704105377,-0.04557077959179878,0.1435389369726181,-0.20159123837947845
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2480216920375824,0.22749435901641846,0.5934505462646484,0.35404038429260254,0.21397745609283447,0.4130953550338745
,in,what,year,did,fresno,experience,the,most,rainfall,?
annual,0.2557781934738159,0.14798973500728607,0.37299844622612,0.13183704018592834,0.14194504916667938,0.14677971601486206,0.2958983778953552,0.22632372379302979,0.3955511748790741,0.1083487942814827
rainfall,0.24792563915252686,0.1762358695268631,0.27335894107818604,0.11819510161876678,0.23467150330543518,0.18947291374206543,0.24584579467773438,0.22586441040039062,1.0,0.17489276826381683
has,0.4173259735107422,0.20338068902492523,0.2526876926422119,0.2124989777803421,0.15822423994541168,0.21613524854183197,0.4177538752555847,0.3426419198513031,0.21212847530841827,0.15994466841220856
ranged,0.2351108193397522,0.16069062054157257,0.1884576976299286,0.21475344896316528,0.12931247055530548,0.1509244441986084,0.2715573310852051,0.2612101435661316,0.2790246605873108,0.11487069725990295
from,0.4274188280105591,0.2737620174884796,0.2101740688085556,0.20248863101005554,0.26358702778816223,0.18313857913017273,0.40150508284568787,0.28580769896507263,0.20882150530815125,0.19969791173934937
23.57,0.0013056568568572402,0.03355032950639725,0.04756661877036095,0.08286220580339432,-0.002358228201046586,0.054515402764081955,0.0039262534119188786,0.009673425927758217,-0.1369600147008896,0.04611233249306679
inches,0.21515873074531555,0.18465489149093628,0.21933002769947052,0.11995062977075577,0.25258195400238037,0.1461670696735382,0.23460479080677032,0.1880532205104828,0.44736942648887634,0.17945347726345062
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.188642680644989,0.1832369565963745,0.33289089798927307,0.20654040575027466,0.19782719016075134,0.40561532974243164
598.7,0.13733109831809998,0.08409133553504944,0.12801872193813324,-0.031234025955200195,0.08094657212495804,-0.026259472593665123,0.1509542614221573,0.19590845704078674,0.18831220269203186,0.06371055543422699
mm,0.14156535267829895,0.16184760630130768,0.20145492255687714,0.1144808754324913,0.17864727973937988,0.1139085441827774,0.20466946065425873,0.21831007301807404,0.4247162640094757,0.16094553470611572
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.20478583872318268,0.18781724572181702,0.3456730246543884,0.23620007932186127,0.18849880993366241,0.42300865054130554
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.26126348972320557,0.19806437194347382,0.6662389636039734,0.41416558623313904,0.24792563915252686,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.22571885585784912,0.21682339906692505,1.0,0.47635307908058167,0.24584579467773438,0.22068053483963013
“,0.006943287327885628,-0.009074612520635128,-0.004820737987756729,-0.03815050050616264,-0.06510881334543228,-0.10845921188592911,-0.004561804234981537,-0.005847244523465633,-0.06658695638179779,-0.043535903096199036
rain,0.2159966677427292,0.16031549870967865,0.21544687449932098,0.17516864836215973,0.21053192019462585,0.111578069627285,0.238019198179245,0.1636405736207962,0.6981818675994873,0.16845054924488068
year,0.3359307050704956,0.15184831619262695,1.0,0.21422851085662842,0.20265795290470123,0.16810964047908783,0.3609684407711029,0.26422736048698425,0.27335894107818604,0.18315006792545319
”,-0.05599946156144142,-0.08669018000364304,-0.07197348773479462,-0.009469958953559399,-0.05055975168943405,0.03234788775444031,-0.13169695436954498,-0.0731649398803711,-0.07349909842014313,0.014230710454285145
from,0.4274188280105591,0.2737620174884796,0.2101740688085556,0.20248863101005554,0.26358702778816223,0.18313857913017273,0.40150508284568787,0.28580769896507263,0.20882150530815125,0.19969791173934937
july,0.26500701904296875,0.22688010334968567,0.3052220940589905,0.25485745072364807,0.20112155377864838,0.19508738815784454,0.2371699959039688,0.15351535379886627,0.11805395781993866,0.2897891402244568
1982,0.07702881097793579,0.007213894743472338,0.021840602159500122,0.01052793301641941,0.18532708287239075,0.057054176926612854,0.09180720150470734,-0.0014258649898692966,0.08606476336717606,-0.028324265033006668
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.22500741481781006,0.25535836815834045,0.535392165184021,0.321603000164032,0.18647831678390503,0.29463258385658264
june,0.29047903418540955,0.2171148657798767,0.2782505750656128,0.26244688034057617,0.23569801449775696,0.18028458952903748,0.24568822979927063,0.13441652059555054,0.09721123427152634,0.31416764855384827
1983,-0.00395767018198967,0.025786560028791428,-0.1255417764186859,0.04747678339481354,-0.03180976212024689,0.031900495290756226,-0.019107989966869354,0.03889285773038864,-0.024384189397096634,0.09926492720842361
down,0.2321847528219223,0.26226112246513367,0.15752841532230377,0.2029697746038437,0.09570533037185669,0.10284499824047089,0.3325848877429962,0.1313326507806778,0.18082164227962494,0.13836295902729034
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.22500741481781006,0.25535836815834045,0.535392165184021,0.321603000164032,0.18647831678390503,0.29463258385658264
4.43,0.013685242272913456,-0.019771091639995575,0.005082061048597097,0.11843138188123703,0.07150959223508835,0.005463185720145702,0.060235511511564255,-0.046283457428216934,-0.0720386877655983,-0.01502185221761465
inches,0.21515873074531555,0.18465489149093628,0.21933002769947052,0.11995062977075577,0.25258195400238037,0.1461670696735382,0.23460479080677032,0.1880532205104828,0.44736942648887634,0.17945347726345062
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.188642680644989,0.1832369565963745,0.33289089798927307,0.20654040575027466,0.19782719016075134,0.40561532974243164
112.5,0.13064447045326233,0.057913947850465775,0.08133216947317123,0.15626676380634308,0.05395277962088585,0.1253010332584381,0.08317604660987854,0.1777503341436386,0.06373815983533859,0.002560237655416131
mm,0.14156535267829895,0.16184760630130768,0.20145492255687714,0.1144808754324913,0.17864727973937988,0.1139085441827774,0.20466946065425873,0.21831007301807404,0.4247162640094757,0.16094553470611572
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.20478583872318268,0.18781724572181702,0.3456730246543884,0.23620007932186127,0.18849880993366241,0.42300865054130554
from,0.4274188280105591,0.2737620174884796,0.2101740688085556,0.20248863101005554,0.26358702778816223,0.18313857913017273,0.40150508284568787,0.28580769896507263,0.20882150530815125,0.19969791173934937
july,0.26500701904296875,0.22688010334968567,0.3052220940589905,0.25485745072364807,0.20112155377864838,0.19508738815784454,0.2371699959039688,0.15351535379886627,0.11805395781993866,0.2897891402244568
1933,0.14386238157749176,-0.0002672631817404181,0.06489189714193344,0.06241374462842941,0.10074034333229065,-0.012200393714010715,0.22824165225028992,0.020263994112610817,0.15174070000648499,-0.14505821466445923
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.22500741481781006,0.25535836815834045,0.535392165184021,0.321603000164032,0.18647831678390503,0.29463258385658264
june,0.29047903418540955,0.2171148657798767,0.2782505750656128,0.26244688034057617,0.23569801449775696,0.18028458952903748,0.24568822979927063,0.13441652059555054,0.09721123427152634,0.31416764855384827
1934,0.08321734517812729,-0.16851544380187988,0.08173156529664993,-0.07294992357492447,0.06119510158896446,-0.12322409451007843,0.14980897307395935,0.05653844028711319,0.14589135348796844,-0.21139533817768097
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2480216920375824,0.22749435901641846,0.5934505462646484,0.35404038429260254,0.21397745609283447,0.4130953550338745
