,what,theology,states,that,faith,alone,is,n't,enough,to,justify,man,?
by,0.2455483376979828,0.12718012928962708,0.23827408254146576,0.37496164441108704,0.15042667090892792,0.24745671451091766,0.3899846076965332,-0.025093624368309975,0.2295052856206894,0.33534231781959534,0.15502800047397614,0.17209449410438538,0.17966607213020325
the,0.42745697498321533,0.1939574033021927,0.3463578522205353,0.5473989248275757,0.20665863156318665,0.2769272029399872,0.5823672413825989,-0.11449059844017029,0.304282009601593,0.535392165184021,0.16716225445270538,0.23171134293079376,0.22068053483963013
roman,0.17852471768856049,0.33677178621292114,0.18781431019306183,0.20374512672424316,0.21058061718940735,0.17234782874584198,0.16690842807292938,0.048933207988739014,0.11747770756483078,0.24710409343242645,0.13978633284568787,0.15608349442481995,0.1663191318511963
catholic,0.1882777214050293,0.5228066444396973,0.18949392437934875,0.2050773948431015,0.35558444261550903,0.21970225870609283,0.19233417510986328,0.07750723510980606,0.15047675371170044,0.2619607746601105,0.21223393082618713,0.09393732249736786,0.16609853506088257
church,0.1944202184677124,0.4570952355861664,0.17393819987773895,0.18300943076610565,0.3661857843399048,0.18229563534259796,0.203276589512825,0.025127839297056198,0.1568112075328827,0.24439501762390137,0.15995293855667114,0.16446179151535034,0.18081501126289368
to,0.455847829580307,0.23310686647891998,0.2828785181045532,0.5436353087425232,0.2426898032426834,0.33432039618492126,0.42745086550712585,-0.14541994035243988,0.43150144815444946,1.0,0.27110159397125244,0.2487562596797943,0.29463258385658264
sell,0.24112503230571747,0.10833586007356644,0.23644737899303436,0.2741891145706177,0.09337020665407181,0.2648693919181824,0.20408901572227478,-0.13631665706634521,0.22781316936016083,0.35664159059524536,0.18929482996463776,0.12794055044651031,0.1556897759437561
indulgences,0.28368377685546875,0.4199661314487457,0.2102484554052353,0.3139660656452179,0.3893176019191742,0.21531696617603302,0.10412316769361496,0.11175920069217682,0.22556409239768982,0.2608080208301544,0.3047170639038086,0.1783463954925537,0.21964608132839203
to,0.455847829580307,0.23310686647891998,0.2828785181045532,0.5436353087425232,0.2426898032426834,0.33432039618492126,0.42745086550712585,-0.14541994035243988,0.43150144815444946,1.0,0.27110159397125244,0.2487562596797943,0.29463258385658264
raise,0.19120202958583832,0.09675043076276779,0.19074998795986176,0.23407793045043945,0.18368351459503174,0.2125728726387024,0.21629464626312256,-0.1588931679725647,0.2711455523967743,0.34016725420951843,0.20994549989700317,0.17571695148944855,0.13340649008750916
money,0.2704482674598694,0.13500352203845978,0.2010035216808319,0.3115869462490082,0.2538922131061554,0.20444221794605255,0.19318200647830963,-0.12562188506126404,0.2403504103422165,0.3124290704727173,0.2200457751750946,0.24658776819705963,0.2069680541753769
to,0.455847829580307,0.23310686647891998,0.2828785181045532,0.5436353087425232,0.2426898032426834,0.33432039618492126,0.42745086550712585,-0.14541994035243988,0.43150144815444946,1.0,0.27110159397125244,0.2487562596797943,0.29463258385658264
rebuild,0.24502845108509064,0.16620269417762756,0.14299044013023376,0.23375488817691803,0.2183561772108078,0.19470220804214478,0.1579015851020813,-0.14086508750915527,0.1937539428472519,0.3312245309352875,0.21220935881137848,0.13601619005203247,0.11057925969362259
st.,0.10219959169626236,0.12175469845533371,0.06905391067266464,0.13783733546733856,0.08778109401464462,0.14176568388938904,0.16120703518390656,-0.0012728925794363022,0.09738696366548538,0.20982599258422852,0.06810525059700012,0.25277960300445557,0.13592876493930817
peter,0.15377900004386902,0.18139320611953735,0.12485119700431824,0.1561819165945053,0.20318195223808289,0.19315457344055176,0.1711069494485855,0.024412065744400024,0.11246822774410248,0.18197166919708252,0.10737038403749466,0.23644615709781647,0.11650477349758148
's,0.02692362666130066,0.020489903166890144,-0.004298824816942215,0.04397977516055107,0.07204221934080124,0.03210477530956268,0.02396530658006668,-0.06347019225358963,-0.07335468381643295,0.03782717138528824,0.005273730959743261,-0.04544515535235405,-0.023395681753754616
basilica,0.19128791987895966,0.2761093080043793,0.1327701359987259,0.18389195203781128,0.2067444920539856,0.1597212255001068,0.19475068151950836,0.03733547776937485,0.1632998287677765,0.22675178945064545,0.1607026904821396,0.07528353482484818,0.17847876250743866
in,0.30808621644973755,0.23190923035144806,0.3977442979812622,0.435920387506485,0.16146141290664673,0.24454614520072937,0.5394441485404968,-0.0012929976219311357,0.24705477058887482,0.45010748505592346,0.14288990199565887,0.19554144144058228,0.20430970191955566
rome,0.17227812111377716,0.26471924781799316,0.22332265973091125,0.19937314093112946,0.15518304705619812,0.18198278546333313,0.1456800103187561,0.05887480080127716,0.1391994208097458,0.27313151955604553,0.18470053374767303,0.19041399657726288,0.16867119073867798
.,0.3567904531955719,0.20223373174667358,0.33941102027893066,0.4460422694683075,0.2496335357427597,0.27440783381462097,0.4569662809371948,0.01884327083826065,0.3491275906562805,0.4645031690597534,0.1799735277891159,0.27014487981796265,0.4130953550338745
