,what,was,the,name,of,the,telegraph,company,tesla,returned,to,after,it,became,functional,?
ferenc,0.12516885995864868,0.31761762499809265,0.16982068121433258,0.19796471297740936,0.15843814611434937,0.16982068121433258,0.2210942953824997,0.13994218409061432,0.31838393211364746,0.21536968648433685,0.1470741629600525,0.1816767305135727,0.12002892792224884,0.28153231739997864,0.1417495459318161,0.1401035487651825
puskás,0.12847581505775452,0.3130742609500885,0.20064599812030792,0.27557846903800964,0.15998691320419312,0.20064599812030792,0.16104687750339508,0.1306469738483429,0.3021250367164612,0.14035049080848694,0.12263622134923935,0.173235684633255,0.1491137146949768,0.2918602228164673,0.10549614578485489,0.15187932550907135
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.11450952291488647,0.42558613419532776,0.457212895154953,0.23884913325309753,0.17487694323062897,0.16552478075027466,0.2879260778427124,0.36524343490600586,0.3622083067893982,0.36473900079727173,0.23894885182380676,0.16604773700237274,0.21978627145290375
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.18788443505764008,0.22037413716316223,0.2211925983428955,0.22562164068222046,0.45503583550453186,0.3831600844860077,0.5452592968940735,0.28774285316467285,0.27382412552833557,0.23916715383529663
telegraph,0.1631035953760147,0.29198700189590454,0.2525936961174011,0.05802386999130249,0.16791218519210815,0.2525936961174011,0.9999999403953552,0.29550448060035706,0.24232685565948486,0.10602601617574692,0.1843106746673584,0.18000583350658417,0.20356127619743347,0.22717836499214172,0.0922611877322197,0.07475808262825012
company,0.2333769053220749,0.2293137013912201,0.26591673493385315,0.21465471386909485,0.20467796921730042,0.26591673493385315,0.29550448060035706,1.0,0.23045730590820312,0.16048188507556915,0.24903783202171326,0.21655593812465668,0.3082790970802307,0.16613920032978058,0.1419200897216797,0.12195809185504913
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2253839671611786,0.2697763442993164,0.20599327981472015,0.24382898211479187,0.44245919585227966,0.38860568404197693,0.48329564929008484,0.2798398435115814,0.21087999641895294,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.2525936961174011,0.26591673493385315,0.1324402391910553,0.32857778668403625,0.535392165184021,0.4565047025680542,0.6251175999641418,0.36325156688690186,0.24815106391906738,0.22068053483963013
budapest,0.11760804802179337,0.2643853425979614,0.14167028665542603,0.08936411887407303,0.16967304050922394,0.14167028665542603,0.24869981408119202,0.17951595783233643,0.30872756242752075,0.25514858961105347,0.16071493923664093,0.1909341663122177,0.12257883697748184,0.2782089412212372,0.1359698623418808,0.13112305104732513
telephone,0.16968877613544464,0.16656339168548584,0.22550040483474731,0.08924124389886856,0.17629897594451904,0.22550040483474731,0.5152019262313843,0.2714448869228363,0.2969077527523041,0.10458254814147949,0.21706709265708923,0.18960173428058624,0.2188006043434143,0.12885643541812897,0.11317519098520279,0.13201479613780975
exchange,0.11323627829551697,0.15612690150737762,0.2543705105781555,0.05673673376441002,0.23548997938632965,0.2543705105781555,0.20312528312206268,0.2517779767513275,0.11101709306240082,0.14816269278526306,0.20507046580314636,0.13904987275600433,0.1887912154197693,0.14275404810905457,0.20589038729667664,0.048212938010692596
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.17836575210094452,0.266353577375412,0.17949827015399933,0.22617055475711823,0.4645031690597534,0.35870397090911865,0.5593622326850891,0.2806840240955353,0.25234878063201904,0.4130953550338745
