,what,does,doctor,who,do,when,his,body,is,mortally,damaged,?
regenerate,0.23099561035633087,0.2818666696548462,0.32403048872947693,0.16389873623847961,0.3018869459629059,0.2768780589103699,0.18971917033195496,0.3654419183731079,0.22515206038951874,0.2683119475841522,0.32500898838043213,0.17953330278396606
when,0.4700249433517456,0.3380102217197418,0.16867952048778534,0.48282691836357117,0.28572237491607666,0.9999999403953552,0.37120407819747925,0.27947020530700684,0.3471449911594391,0.33497217297554016,0.27579328417778015,0.22841128706932068
his,0.26976513862609863,0.20403875410556793,0.2365143597126007,0.44966956973075867,0.15088757872581482,0.37120407819747925,0.9999998807907104,0.2533397674560547,0.24372583627700806,0.3998303711414337,0.20293529331684113,0.18075084686279297
body,0.2143840193748474,0.27194929122924805,0.23570314049720764,0.2087378203868866,0.1887626349925995,0.27947020530700684,0.2533397674560547,1.0,0.2790417969226837,0.24033039808273315,0.22164668142795563,0.20136451721191406
is,0.28837618231773376,0.4403602182865143,0.19875872135162354,0.24293622374534607,0.30895981192588806,0.3471449911594391,0.24372583627700806,0.2790417969226837,1.0,0.1965322643518448,0.1712125837802887,0.22961433231830597
mortally,0.17187219858169556,0.1624891459941864,0.21450786292552948,0.3925177752971649,0.09895931929349899,0.33497217297554016,0.3998303711414337,0.24033039808273315,0.1965322643518448,0.9999998807907104,0.33307960629463196,0.14380745589733124
damaged,0.2276492565870285,0.20144304633140564,0.15516352653503418,0.15397630631923676,0.21802805364131927,0.27579328417778015,0.20293529331684113,0.22164668142795563,0.1712125837802887,0.33307960629463196,0.9999998807907104,0.15946903824806213
",",0.3087472915649414,0.28617382049560547,0.20407600700855255,0.3365725874900818,0.3283645510673523,0.36674630641937256,0.3378419280052185,0.22437527775764465,0.4691906273365021,0.2732788920402527,0.2544972598552704,0.31091248989105225
taking,0.24635453522205353,0.23484738171100616,0.1974715143442154,0.2872755825519562,0.2517344057559967,0.3613632917404175,0.3116321265697479,0.3015489876270294,0.2171461582183838,0.2505159080028534,0.2355809509754181,0.19960761070251465
on,0.34226128458976746,0.2568802833557129,0.1636410653591156,0.2340552806854248,0.3025321364402771,0.37706470489501953,0.32064297795295715,0.20112086832523346,0.3635730445384979,0.24863244593143463,0.23764821887016296,0.2714994251728058
a,0.3320399522781372,0.38201746344566345,0.22883038222789764,0.36608949303627014,0.26237669587135315,0.44397395849227905,0.3497250974178314,0.26263290643692017,0.658733606338501,0.25817620754241943,0.23880434036254883,0.23916715383529663
new,0.2130378633737564,0.1745370477437973,0.12563565373420715,0.2378052920103073,0.21221688389778137,0.257220059633255,0.24132801592350006,0.15883728861808777,0.2208656519651413,0.14568489789962769,0.14126817882061005,0.14782847464084625
appearance,0.17546585202217102,0.2097291797399521,0.2350926250219345,0.18138431012630463,0.14967207610607147,0.22544918954372406,0.2528740167617798,0.2525881230831146,0.22147345542907715,0.12419924885034561,0.13957537710666656,0.17315366864204407
and,0.31309178471565247,0.3461615741252899,0.21673844754695892,0.41279885172843933,0.276123583316803,0.4716290831565857,0.4234102666378021,0.2872275710105896,0.3859752118587494,0.25760719180107117,0.30148008465766907,0.20544172823429108
personality,0.2489047348499298,0.15052656829357147,0.23017868399620056,0.30927449464797974,0.13617701828479767,0.15709759294986725,0.2848152220249176,0.23876778781414032,0.20453467965126038,0.12548017501831055,0.0916418582201004,0.1765366792678833
.,0.3567904531955719,0.3022993505001068,0.22361043095588684,0.3541337847709656,0.3613996207714081,0.475719153881073,0.3119256794452667,0.29751062393188477,0.4569662809371948,0.26034584641456604,0.28865447640419006,0.4130953550338745
