,what,sort,of,design,was,this,motor,?
avoiding,0.2860614061355591,0.24073441326618195,0.19775328040122986,0.15228396654129028,0.12828750908374786,0.3500756025314331,0.11829881370067596,0.2956450283527374
sparking,0.1802811324596405,0.1366124153137207,0.28046882152557373,0.22689706087112427,0.17925819754600525,0.24106289446353912,0.304219514131546,0.16501721739768982
and,0.31309178471565247,0.20330104231834412,0.5116966962814331,0.21815341711044312,0.3740963041782379,0.42353692650794983,0.20162664353847504,0.20544172823429108
the,0.42745697498321533,0.31158876419067383,0.733189046382904,0.27913451194763184,0.48711544275283813,0.6274310946464539,0.26024484634399414,0.22068053483963013
high,0.20466077327728271,0.14973501861095428,0.2803038954734802,0.16279974579811096,0.19978567957878113,0.23107047379016876,0.1983310580253601,0.11137914657592773
maintenance,0.2305917888879776,0.3480782210826874,0.2458939403295517,0.3357544541358948,0.1671823412179947,0.33340030908584595,0.20203682780265808,0.2885645627975464
of,0.33290785551071167,0.2691255807876587,1.0,0.2522938847541809,0.4069072902202606,0.45148900151252747,0.20839329063892365,0.1826142966747284
constantly,0.31931227445602417,0.2645304203033447,0.23180225491523743,0.18298746645450592,0.15642154216766357,0.2785528004169464,0.19219788908958435,0.191866934299469
servicing,0.19260118901729584,0.25269076228141785,0.24021872878074646,0.25987112522125244,0.2247423529624939,0.28177469968795776,0.29050809144973755,0.14838749170303345
and,0.31309178471565247,0.20330104231834412,0.5116966962814331,0.21815341711044312,0.3740963041782379,0.42353692650794983,0.20162664353847504,0.20544172823429108
replacing,0.1711706519126892,0.17970657348632812,0.22912712395191193,0.19685612618923187,0.23676848411560059,0.2576405704021454,0.17758384346961975,0.16467362642288208
mechanical,0.22318285703659058,0.24178797006607056,0.3339124023914337,0.40876030921936035,0.21271365880966187,0.28399428725242615,0.3587912917137146,0.10079140216112137
brushes,0.21808822453022003,0.2787478566169739,0.21921835839748383,0.2134317308664322,0.12875115871429443,0.2373814582824707,0.21503762900829315,0.15455827116966248
.,0.3567904531955719,0.24213188886642456,0.5352458953857422,0.24995818734169006,0.40146201848983765,0.500583827495575,0.19128412008285522,0.4130953550338745
,what,sort,of,design,was,this,motor,?
one,0.376489520072937,0.3137873113155365,0.4999135136604309,0.25033628940582275,0.3752199709415436,0.4978463351726532,0.2681330740451813,0.2673267424106598
of,0.33290785551071167,0.2691255807876587,1.0,0.2522938847541809,0.4069072902202606,0.45148900151252747,0.20839329063892365,0.1826142966747284
the,0.42745697498321533,0.31158876419067383,0.733189046382904,0.27913451194763184,0.48711544275283813,0.6274310946464539,0.26024484634399414,0.22068053483963013
things,0.5577362775802612,0.3655382990837097,0.2970648407936096,0.2397579550743103,0.19326671957969666,0.42080244421958923,0.2077092081308365,0.36181706190109253
tesla,0.23221199214458466,0.12568774819374084,0.18837453424930573,0.27540352940559387,0.16455206274986267,0.2066725641489029,0.3617369830608368,0.10250775516033173
developed,0.15555569529533386,0.14772287011146545,0.21960023045539856,0.3184886574745178,0.3253139555454254,0.27340129017829895,0.20324569940567017,0.10763012617826462
at,0.2838611304759979,0.20988729596138,0.42558613419532776,0.24967995285987854,0.36707764863967896,0.32544323801994324,0.19066749513149261,0.21978627145290375
that,0.6297725439071655,0.3928408622741699,0.41498205065727234,0.277990460395813,0.33670201897621155,0.6909449696540833,0.22301049530506134,0.32716336846351624
laboratory,0.20190474390983582,0.10704939812421799,0.23493865132331848,0.30572664737701416,0.24070261418819427,0.21374189853668213,0.1741941124200821,0.07445509731769562
in,0.30808621644973755,0.20928911864757538,0.5696388483047485,0.21856798231601715,0.45514053106307983,0.45205554366111755,0.21732762455940247,0.20430970191955566
1887,0.05784531682729721,-0.04374013841152191,-0.05138598755002022,-0.11214426904916763,0.035787295550107956,-0.03974796459078789,-0.13914883136749268,-0.017046842724084854
was,0.22111038863658905,0.12260091304779053,0.4069072902202606,0.2780803442001343,1.0000001192092896,0.3638818562030792,0.20476558804512024,0.18412111699581146
an,0.2821882665157318,0.2026878148317337,0.32280945777893066,0.2049156278371811,0.3694365322589874,0.41881775856018066,0.1450599581003189,0.19793890416622162
induction,0.21248550713062286,0.2543058693408966,0.273759663105011,0.30510279536247253,0.1620527058839798,0.31468668580055237,0.3147507905960083,0.1510571390390396
motor,0.18952611088752747,0.11078080534934998,0.20839329063892365,0.3118845522403717,0.20476558804512024,0.21545228362083435,0.9999999403953552,0.0637441948056221
that,0.6297725439071655,0.3928408622741699,0.41498205065727234,0.277990460395813,0.33670201897621155,0.6909449696540833,0.22301049530506134,0.32716336846351624
ran,0.12850850820541382,0.11719484627246857,0.21351689100265503,0.11716653406620026,0.3893149197101593,0.21492430567741394,0.1616169661283493,0.11304427683353424
on,0.34226128458976746,0.24071885645389557,0.3966929316520691,0.21461689472198486,0.3909217119216919,0.4193967580795288,0.19297735393047333,0.2714994251728058
alternating,0.10095972567796707,0.2111530750989914,0.28741198778152466,0.2749689221382141,0.15524277091026306,0.28690680861473083,0.21298687160015106,0.13878576457500458
current,0.18294453620910645,0.1425693780183792,0.31470298767089844,0.2035778909921646,0.20140352845191956,0.3110962510108948,0.2648129463195801,0.12074550241231918
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.19350415468215942,0.45456063747406006,0.4316047728061676,0.16592276096343994,0.31091248989105225
a,0.3320399522781372,0.31923773884773254,0.5052502155303955,0.25211480259895325,0.4508470594882965,0.5422310829162598,0.23198452591896057,0.23916715383529663
power,0.22216427326202393,0.1557551920413971,0.25273123383522034,0.1789396107196808,0.1794997751712799,0.24943022429943085,0.2523415684700012,0.15304024517536163
system,0.23557309806346893,0.191706120967865,0.25597915053367615,0.2638435363769531,0.2147521674633026,0.3294329345226288,0.24123358726501465,0.15556083619594574
format,0.16273964941501617,0.2513679563999176,0.1439143568277359,0.2548818588256836,0.1396103948354721,0.27956604957580566,0.1941809058189392,0.2222042977809906
that,0.6297725439071655,0.3928408622741699,0.41498205065727234,0.277990460395813,0.33670201897621155,0.6909449696540833,0.22301049530506134,0.32716336846351624
was,0.22111038863658905,0.12260091304779053,0.4069072902202606,0.2780803442001343,1.0000001192092896,0.3638818562030792,0.20476558804512024,0.18412111699581146
starting,0.25271084904670715,0.3295484781265259,0.23960795998573303,0.16934166848659515,0.26083552837371826,0.3334716260433197,0.23468416929244995,0.19133803248405457
to,0.455847829580307,0.3190220594406128,0.41548454761505127,0.26415011286735535,0.3636345863342285,0.5759071707725525,0.2615114748477936,0.29463258385658264
be,0.3929833769798279,0.35204896330833435,0.33904364705085754,0.2264687865972519,0.42228707671165466,0.566177248954773,0.1701211780309677,0.3324260413646698
built,0.1554843783378601,0.1110650971531868,0.23442776501178741,0.3965756297111511,0.3424932360649109,0.24369436502456665,0.2881893813610077,0.09449632465839386
in,0.30808621644973755,0.20928911864757538,0.5696388483047485,0.21856798231601715,0.45514053106307983,0.45205554366111755,0.21732762455940247,0.20430970191955566
europe,0.17179538309574127,0.17762045562267303,0.29299741983413696,0.20231936872005463,0.2931758761405945,0.2922499477863312,0.14839574694633484,0.18278923630714417
and,0.31309178471565247,0.20330104231834412,0.5116966962814331,0.21815341711044312,0.3740963041782379,0.42353692650794983,0.20162664353847504,0.20544172823429108
the,0.42745697498321533,0.31158876419067383,0.733189046382904,0.27913451194763184,0.48711544275283813,0.6274310946464539,0.26024484634399414,0.22068053483963013
united,0.20036718249320984,0.16813449561595917,0.3187655806541443,0.15139463543891907,0.31727492809295654,0.23579099774360657,0.22847726941108704,0.17266890406608582
states,0.21526020765304565,0.18741531670093536,0.30884552001953125,0.14929358661174774,0.2847922146320343,0.2684851288795471,0.19839374721050262,0.16272737085819244
because,0.46729007363319397,0.34287387132644653,0.4075504541397095,0.22636005282402039,0.3841400742530823,0.5723192095756531,0.19513671100139618,0.2528740465641022
of,0.33290785551071167,0.2691255807876587,1.0,0.2522938847541809,0.4069072902202606,0.45148900151252747,0.20839329063892365,0.1826142966747284
its,0.30393704771995544,0.20469123125076294,0.48690423369407654,0.29393360018730164,0.3518870174884796,0.43815311789512634,0.2535884380340576,0.15103481709957123
advantages,0.169710174202919,0.23549136519432068,0.22758880257606506,0.3265603184700012,0.10555581748485565,0.3497008979320526,0.21180234849452972,0.1219927966594696
in,0.30808621644973755,0.20928911864757538,0.5696388483047485,0.21856798231601715,0.45514053106307983,0.45205554366111755,0.21732762455940247,0.20430970191955566
long-distance,0.226483553647995,0.198505237698555,0.2480160892009735,0.19448235630989075,0.22688710689544678,0.2603597939014435,0.20922499895095825,0.14623819291591644
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.19350415468215942,0.45456063747406006,0.4316047728061676,0.16592276096343994,0.31091248989105225
high-voltage,0.2539892792701721,0.23982569575309753,0.2520264685153961,0.27312490344047546,0.24098360538482666,0.29982784390449524,0.3341774642467499,0.23572029173374176
transmission,0.21502315998077393,0.18701666593551636,0.2246399074792862,0.3155527710914612,0.1702040582895279,0.29992347955703735,0.4348399043083191,0.16372337937355042
.,0.3567904531955719,0.24213188886642456,0.5352458953857422,0.24995818734169006,0.40146201848983765,0.500583827495575,0.19128412008285522,0.4130953550338745
