,who,has,the,authority,of,a,pastor,only,within,the,context,and,during,the,time,of,the,appointment,?
during,0.30551859736442566,0.23098520934581757,0.4838213622570038,0.16585634648799896,0.3869180977344513,0.30341604351997375,0.16768264770507812,0.3186368942260742,0.2535322904586792,0.4838213622570038,0.19327932596206665,0.36462149024009705,1.0,0.4838213622570038,0.49996283650398254,0.3869180977344513,0.4838213622570038,0.24622347950935364,0.1325719803571701
the,0.3733934462070465,0.4177538752555847,1.0,0.2645063102245331,0.733189046382904,0.5829201340675354,0.13653714954853058,0.5497692227363586,0.39827480912208557,1.0,0.21470476686954498,0.5171257257461548,0.4838213622570038,1.0,0.43061500787734985,0.733189046382904,1.0,0.27414143085479736,0.22068053483963013
time,0.36634087562561035,0.25164222717285156,0.43061500787734985,0.20815743505954742,0.35127586126327515,0.3292340338230133,0.17061462998390198,0.3912617266178131,0.2541442811489105,0.43061500787734985,0.29104083776474,0.3025408685207367,0.49996283650398254,0.43061500787734985,0.9999998807907104,0.35127586126327515,0.43061500787734985,0.24085396528244019,0.27391523122787476
of,0.2827862501144409,0.3909035325050354,0.733189046382904,0.28063252568244934,1.0,0.5052502155303955,0.173655703663826,0.49632513523101807,0.39594778418540955,0.733189046382904,0.21264773607254028,0.5116966962814331,0.3869180977344513,0.733189046382904,0.35127586126327515,1.0,0.733189046382904,0.32000482082366943,0.1826142966747284
the,0.3733934462070465,0.4177538752555847,1.0,0.2645063102245331,0.733189046382904,0.5829201340675354,0.13653714954853058,0.5497692227363586,0.39827480912208557,1.0,0.21470476686954498,0.5171257257461548,0.4838213622570038,1.0,0.43061500787734985,0.733189046382904,1.0,0.27414143085479736,0.22068053483963013
appointment,0.26856571435928345,0.1344069242477417,0.27414143085479736,0.380161315202713,0.32000482082366943,0.223115473985672,0.28169289231300354,0.20207032561302185,0.13330456614494324,0.27414143085479736,0.20394670963287354,0.23583510518074036,0.24622347950935364,0.27414143085479736,0.24085396528244019,0.32000482082366943,0.27414143085479736,1.0000001192092896,0.16662907600402832
and,0.41279885172843933,0.43716782331466675,0.5171257257461548,0.22905389964580536,0.5116966962814331,0.3739250600337982,0.19818736612796783,0.4542345404624939,0.35049548745155334,0.5171257257461548,0.21056494116783142,1.0,0.36462149024009705,0.5171257257461548,0.3025408685207367,0.5116966962814331,0.5171257257461548,0.23583510518074036,0.20544172823429108
shall,0.25348061323165894,0.18012024462223053,0.28226348757743835,0.2654722034931183,0.2537289261817932,0.2228122502565384,0.1311730295419693,0.3289940357208252,0.24453994631767273,0.28226348757743835,0.1755637228488922,0.23530744016170502,0.1276765763759613,0.28226348757743835,0.18564021587371826,0.2537289261817932,0.28226348757743835,0.33155447244644165,0.3077273964881897
not,0.369414746761322,0.32239022850990295,0.4310511648654938,0.29407691955566406,0.3307090103626251,0.3791346549987793,0.17903611063957214,0.5868885517120361,0.33411741256713867,0.4310511648654938,0.31696808338165283,0.39099299907684326,0.2700311541557312,0.4310511648654938,0.3786478340625763,0.3307090103626251,0.4310511648654938,0.23667912185192108,0.41942933201789856
extend,0.09649529308080673,0.22394561767578125,0.29680711030960083,0.27248427271842957,0.2804538309574127,0.21946638822555542,0.05662599951028824,0.3138274848461151,0.35709670186042786,0.29680711030960083,0.2032882422208786,0.23680256307125092,0.1694929450750351,0.29680711030960083,0.2058495134115219,0.2804538309574127,0.29680711030960083,0.12104646116495132,0.2181791514158249
beyond,0.14859649538993835,0.24979953467845917,0.2982341945171356,0.2226094752550125,0.25559017062187195,0.19179145991802216,0.043696992099285126,0.28792905807495117,0.3535887897014618,0.2982341945171356,0.2179790586233139,0.2830713093280792,0.17347827553749084,0.2982341945171356,0.1570829302072525,0.25559017062187195,0.2982341945171356,0.12100060284137726,0.1875571459531784
it,0.2868398427963257,0.41962623596191406,0.6251175999641418,0.21199873089790344,0.38761502504348755,0.5452592968940735,0.10197439044713974,0.46795082092285156,0.31596240401268005,0.6251175999641418,0.2180848866701126,0.40957894921302795,0.26678937673568726,0.6251175999641418,0.3375589847564697,0.38761502504348755,0.6251175999641418,0.1860998272895813,0.25732165575027466
.,0.3541337847709656,0.4105546176433563,0.5934505462646484,0.19641262292861938,0.5352458953857422,0.50484299659729,0.21953769028186798,0.49507418274879456,0.2984525263309479,0.5934505462646484,0.20529794692993164,0.588965117931366,0.3485563397407532,0.5934505462646484,0.371569961309433,0.5352458953857422,0.5934505462646484,0.24278326332569122,0.4130953550338745
,who,has,the,authority,of,a,pastor,only,within,the,context,and,during,the,time,of,the,appointment,?
local,0.20416545867919922,0.11479144543409348,0.2130540907382965,0.2930438816547394,0.20668989419937134,0.2435571700334549,0.18587452173233032,0.24513544142246246,0.2303558737039566,0.2130540907382965,0.17300595343112946,0.2468787580728531,0.11701580137014389,0.2130540907382965,0.21634002029895782,0.20668989419937134,0.2130540907382965,0.21792376041412354,0.15022775530815125
pastors,0.3596363663673401,0.16555136442184448,0.1971966028213501,0.22609831392765045,0.22573843598365784,0.15536180138587952,0.7728760838508606,0.18687564134597778,0.16734425723552704,0.1971966028213501,0.09891193360090256,0.22662010788917542,0.20479872822761536,0.1971966028213501,0.2109590470790863,0.22573843598365784,0.1971966028213501,0.285757452249527,0.17702129483222961
are,0.27294138073921204,0.4313911199569702,0.40399202704429626,0.15189868211746216,0.39081433415412903,0.265255331993103,0.14280065894126892,0.4533037543296814,0.3069663643836975,0.40399202704429626,0.21196788549423218,0.48576638102531433,0.2297976016998291,0.40399202704429626,0.24188680946826935,0.39081433415412903,0.40399202704429626,0.07746365666389465,0.24591213464736938
not,0.369414746761322,0.32239022850990295,0.4310511648654938,0.29407691955566406,0.3307090103626251,0.3791346549987793,0.17903611063957214,0.5868885517120361,0.33411741256713867,0.4310511648654938,0.31696808338165283,0.39099299907684326,0.2700311541557312,0.4310511648654938,0.3786478340625763,0.3307090103626251,0.4310511648654938,0.23667912185192108,0.41942933201789856
required,0.1756134033203125,0.20454327762126923,0.27848219871520996,0.31814971566200256,0.26183071732521057,0.2891559302806854,0.12284737825393677,0.3897126317024231,0.3000641465187073,0.27848219871520996,0.28787553310394287,0.25104308128356934,0.21146009862422943,0.27848219871520996,0.3149583637714386,0.26183071732521057,0.27848219871520996,0.2641853392124176,0.24962718784809113
to,0.42656609416007996,0.3619994819164276,0.535392165184021,0.2155669927597046,0.41548454761505127,0.45503583550453186,0.1851397007703781,0.5096819996833801,0.34980177879333496,0.535392165184021,0.24175450205802917,0.48971283435821533,0.2828781306743622,0.535392165184021,0.3679993152618408,0.41548454761505127,0.535392165184021,0.24941734969615936,0.29463258385658264
have,0.39246654510498047,0.6353569626808167,0.40389683842658997,0.2106427103281021,0.3802283704280853,0.338716596364975,0.11718092858791351,0.5199421048164368,0.32346946001052856,0.40389683842658997,0.22860954701900482,0.4711785912513733,0.27574852108955383,0.40389683842658997,0.3659670352935791,0.3802283704280853,0.40389683842658997,0.15512900054454803,0.32991164922714233
advanced,0.18064400553703308,0.13516618311405182,0.2635994255542755,0.17102551460266113,0.2752973437309265,0.2437601238489151,0.06068291515111923,0.2114846110343933,0.19135107100009918,0.2635994255542755,0.31549134850502014,0.23157277703285217,0.14327333867549896,0.2635994255542755,0.25436925888061523,0.2752973437309265,0.2635994255542755,0.18428000807762146,0.1806638389825821
degrees,0.105921171605587,0.21890012919902802,0.22473014891147614,0.16986022889614105,0.22668468952178955,0.21313712000846863,0.1490144580602646,0.23714911937713623,0.23483814299106598,0.22473014891147614,0.17495331168174744,0.30814552307128906,0.17409183084964752,0.22473014891147614,0.22216400504112244,0.22668468952178955,0.22473014891147614,0.3012930750846863,0.1299446076154709
but,0.4487357437610626,0.41906601190567017,0.4859698414802551,0.17937566339969635,0.39942997694015503,0.44750767946243286,0.14844849705696106,0.6015474796295166,0.3166722059249878,0.4859698414802551,0.30164486169815063,0.5762497186660767,0.3328759968280792,0.4859698414802551,0.4371204376220703,0.39942997694015503,0.4859698414802551,0.23234714567661285,0.27921953797340393
are,0.27294138073921204,0.4313911199569702,0.40399202704429626,0.15189868211746216,0.39081433415412903,0.265255331993103,0.14280065894126892,0.4533037543296814,0.3069663643836975,0.40399202704429626,0.21196788549423218,0.48576638102531433,0.2297976016998291,0.40399202704429626,0.24188680946826935,0.39081433415412903,0.40399202704429626,0.07746365666389465,0.24591213464736938
required,0.1756134033203125,0.20454327762126923,0.27848219871520996,0.31814971566200256,0.26183071732521057,0.2891559302806854,0.12284737825393677,0.3897126317024231,0.3000641465187073,0.27848219871520996,0.28787553310394287,0.25104308128356934,0.21146009862422943,0.27848219871520996,0.3149583637714386,0.26183071732521057,0.27848219871520996,0.2641853392124176,0.24962718784809113
to,0.42656609416007996,0.3619994819164276,0.535392165184021,0.2155669927597046,0.41548454761505127,0.45503583550453186,0.1851397007703781,0.5096819996833801,0.34980177879333496,0.535392165184021,0.24175450205802917,0.48971283435821533,0.2828781306743622,0.535392165184021,0.3679993152618408,0.41548454761505127,0.535392165184021,0.24941734969615936,0.29463258385658264
attend,0.3078087270259857,0.189713716506958,0.23206810653209686,0.20452265441417694,0.2297111451625824,0.18028175830841064,0.24281232059001923,0.2605937123298645,0.16229814291000366,0.23206810653209686,0.10051978379487991,0.26535022258758545,0.2700767517089844,0.23206810653209686,0.20195890963077545,0.2297111451625824,0.23206810653209686,0.3585139513015747,0.14932334423065186
licensing,0.21822284162044525,0.18623627722263336,0.24331648647785187,0.3116205334663391,0.1692100167274475,0.1533125936985016,0.13707411289215088,0.27894651889801025,0.2273687869310379,0.24331648647785187,0.20015084743499756,0.23155921697616577,0.11241497844457626,0.24331648647785187,0.19788610935211182,0.1692100167274475,0.24331648647785187,0.2733599841594696,0.23048727214336395
school,0.21669194102287292,0.1724022775888443,0.22953221201896667,0.19649715721607208,0.2391800880432129,0.2245093584060669,0.2119062840938568,0.19216015934944153,0.11951503157615662,0.22953221201896667,0.1270635575056076,0.2752758264541626,0.16465038061141968,0.22953221201896667,0.1853182315826416,0.2391800880432129,0.22953221201896667,0.28612765669822693,0.15091250836849213
and,0.41279885172843933,0.43716782331466675,0.5171257257461548,0.22905389964580536,0.5116966962814331,0.3739250600337982,0.19818736612796783,0.4542345404624939,0.35049548745155334,0.5171257257461548,0.21056494116783142,1.0,0.36462149024009705,0.5171257257461548,0.3025408685207367,0.5116966962814331,0.5171257257461548,0.23583510518074036,0.20544172823429108
attend,0.3078087270259857,0.189713716506958,0.23206810653209686,0.20452265441417694,0.2297111451625824,0.18028175830841064,0.24281232059001923,0.2605937123298645,0.16229814291000366,0.23206810653209686,0.10051978379487991,0.26535022258758545,0.2700767517089844,0.23206810653209686,0.20195890963077545,0.2297111451625824,0.23206810653209686,0.3585139513015747,0.14932334423065186
and,0.41279885172843933,0.43716782331466675,0.5171257257461548,0.22905389964580536,0.5116966962814331,0.3739250600337982,0.19818736612796783,0.4542345404624939,0.35049548745155334,0.5171257257461548,0.21056494116783142,1.0,0.36462149024009705,0.5171257257461548,0.3025408685207367,0.5116966962814331,0.5171257257461548,0.23583510518074036,0.20544172823429108
pass,0.12504667043685913,0.17641186714172363,0.25961899757385254,0.061456020921468735,0.18302802741527557,0.19894953072071075,0.16756145656108856,0.22922289371490479,0.17448577284812927,0.25961899757385254,0.08107491582632065,0.2433357536792755,0.1507839411497116,0.25961899757385254,0.14543098211288452,0.18302802741527557,0.25961899757385254,0.09883835911750793,0.09478675574064255
an,0.2848317325115204,0.2991473078727722,0.4207492768764496,0.23001794517040253,0.32280945777893066,0.44552403688430786,0.09635242819786072,0.28787028789520264,0.180417001247406,0.4207492768764496,0.21310831606388092,0.2838519215583801,0.21076080203056335,0.4207492768764496,0.17594800889492035,0.32280945777893066,0.4207492768764496,0.20349735021591187,0.19793890416622162
approved,0.24999196827411652,0.18731732666492462,0.30207422375679016,0.2543792426586151,0.3106788992881775,0.272470086812973,0.12416094541549683,0.31244370341300964,0.19716355204582214,0.30207422375679016,0.2061220407485962,0.19026720523834229,0.19460363686084747,0.30207422375679016,0.24739594757556915,0.3106788992881775,0.30207422375679016,0.4043413996696472,0.25914356112480164
five-year,0.1698697805404663,0.211549773812294,0.3389248549938202,0.23076634109020233,0.2888520061969757,0.2326931208372116,0.18539875745773315,0.27634936571121216,0.27472907304763794,0.3389248549938202,0.1601991504430771,0.29842057824134827,0.3052097260951996,0.3389248549938202,0.3091123700141907,0.2888520061969757,0.3389248549938202,0.27355343103408813,0.3214563727378845
course,0.23641245067119598,0.2658419609069824,0.32268625497817993,0.2336055189371109,0.2579863667488098,0.2895289659500122,0.1609775573015213,0.30641213059425354,0.18998104333877563,0.32268625497817993,0.3059239387512207,0.30755242705345154,0.32675567269325256,0.32268625497817993,0.3046221137046814,0.2579863667488098,0.32268625497817993,0.21130011975765228,0.28826573491096497
of,0.2827862501144409,0.3909035325050354,0.733189046382904,0.28063252568244934,1.0,0.5052502155303955,0.173655703663826,0.49632513523101807,0.39594778418540955,0.733189046382904,0.21264773607254028,0.5116966962814331,0.3869180977344513,0.733189046382904,0.35127586126327515,1.0,0.733189046382904,0.32000482082366943,0.1826142966747284
study,0.21352694928646088,0.16058631241321564,0.2533665597438812,0.17652012407779694,0.29377859830856323,0.2268155962228775,0.11647959798574448,0.25600171089172363,0.21997681260108948,0.2533665597438812,0.2718655467033386,0.300253301858902,0.22369377315044403,0.2533665597438812,0.18666692078113556,0.29377859830856323,0.2533665597438812,0.21542924642562866,0.15902167558670044
at,0.22096660733222961,0.2743658423423767,0.457212895154953,0.16612522304058075,0.42558613419532776,0.3095070421695709,0.17026837170124054,0.30990660190582275,0.20427878201007843,0.457212895154953,0.15556499361991882,0.3571503460407257,0.372769296169281,0.457212895154953,0.3956010341644287,0.42558613419532776,0.457212895154953,0.24655404686927795,0.21978627145290375
an,0.2848317325115204,0.2991473078727722,0.4207492768764496,0.23001794517040253,0.32280945777893066,0.44552403688430786,0.09635242819786072,0.28787028789520264,0.180417001247406,0.4207492768764496,0.21310831606388092,0.2838519215583801,0.21076080203056335,0.4207492768764496,0.17594800889492035,0.32280945777893066,0.4207492768764496,0.20349735021591187,0.19793890416622162
approved,0.24999196827411652,0.18731732666492462,0.30207422375679016,0.2543792426586151,0.3106788992881775,0.272470086812973,0.12416094541549683,0.31244370341300964,0.19716355204582214,0.30207422375679016,0.2061220407485962,0.19026720523834229,0.19460363686084747,0.30207422375679016,0.24739594757556915,0.3106788992881775,0.30207422375679016,0.4043413996696472,0.25914356112480164
united,0.21193812787532806,0.17934498190879822,0.34367692470550537,0.23876377940177917,0.3187655806541443,0.2732578217983246,0.18753020465373993,0.25870639085769653,0.24872973561286926,0.34367692470550537,0.12017166614532471,0.28213179111480713,0.2649564743041992,0.34367692470550537,0.23353901505470276,0.3187655806541443,0.34367692470550537,0.27895522117614746,0.17266890406608582
methodist,0.21443013846874237,0.18049748241901398,0.21922016143798828,0.22781431674957275,0.28458893299102783,0.24651029706001282,0.5000805258750916,0.1818990558385849,0.2349887490272522,0.21922016143798828,0.1612868756055832,0.2376793771982193,0.1807044893503189,0.21922016143798828,0.19161073863506317,0.28458893299102783,0.21922016143798828,0.27443021535873413,0.1436992734670639
seminary,0.1845640242099762,0.17319944500923157,0.24656996130943298,0.19723764061927795,0.28827744722366333,0.22142621874809265,0.4525865614414215,0.14232556521892548,0.21838437020778656,0.24656996130943298,0.12777815759181976,0.2530673146247864,0.2117963433265686,0.24656996130943298,0.16890721023082733,0.28827744722366333,0.24656996130943298,0.2902764081954956,0.138591006398201
or,0.31144875288009644,0.316264808177948,0.4174870550632477,0.22092896699905396,0.3792596757411957,0.48853766918182373,0.16736099123954773,0.42634648084640503,0.33908307552337646,0.4174870550632477,0.32779812812805176,0.4713204801082611,0.2425481230020523,0.4174870550632477,0.2774261236190796,0.3792596757411957,0.4174870550632477,0.1877116858959198,0.32389625906944275
course,0.23641245067119598,0.2658419609069824,0.32268625497817993,0.2336055189371109,0.2579863667488098,0.2895289659500122,0.1609775573015213,0.30641213059425354,0.18998104333877563,0.32268625497817993,0.3059239387512207,0.30755242705345154,0.32675567269325256,0.32268625497817993,0.3046221137046814,0.2579863667488098,0.32268625497817993,0.21130011975765228,0.28826573491096497
of,0.2827862501144409,0.3909035325050354,0.733189046382904,0.28063252568244934,1.0,0.5052502155303955,0.173655703663826,0.49632513523101807,0.39594778418540955,0.733189046382904,0.21264773607254028,0.5116966962814331,0.3869180977344513,0.733189046382904,0.35127586126327515,1.0,0.733189046382904,0.32000482082366943,0.1826142966747284
study,0.21352694928646088,0.16058631241321564,0.2533665597438812,0.17652012407779694,0.29377859830856323,0.2268155962228775,0.11647959798574448,0.25600171089172363,0.21997681260108948,0.2533665597438812,0.2718655467033386,0.300253301858902,0.22369377315044403,0.2533665597438812,0.18666692078113556,0.29377859830856323,0.2533665597438812,0.21542924642562866,0.15902167558670044
school,0.21669194102287292,0.1724022775888443,0.22953221201896667,0.19649715721607208,0.2391800880432129,0.2245093584060669,0.2119062840938568,0.19216015934944153,0.11951503157615662,0.22953221201896667,0.1270635575056076,0.2752758264541626,0.16465038061141968,0.22953221201896667,0.1853182315826416,0.2391800880432129,0.22953221201896667,0.28612765669822693,0.15091250836849213
",",0.3365725874900818,0.3734780251979828,0.4933079481124878,0.22133024036884308,0.4946078956127167,0.427140474319458,0.25443756580352783,0.4220978021621704,0.2513136863708496,0.4933079481124878,0.2757153809070587,0.6633074283599854,0.3225448727607727,0.4933079481124878,0.3029961884021759,0.4946078956127167,0.4933079481124878,0.2784482538700104,0.31091248989105225
successfully,0.29564204812049866,0.2475300282239914,0.32525569200515747,0.16725195944309235,0.19373616576194763,0.2714724540710449,0.14571350812911987,0.2967892289161682,0.20979683101177216,0.32525569200515747,0.15879976749420166,0.27829113602638245,0.35249751806259155,0.32525569200515747,0.2809544503688812,0.19373616576194763,0.32525569200515747,0.25258591771125793,0.0971045047044754
complete,0.16334585845470428,0.1855987161397934,0.277624249458313,0.1323332041501999,0.3009350895881653,0.29913821816444397,0.10571274161338806,0.3626364469528198,0.19868867099285126,0.277624249458313,0.29470565915107727,0.20886704325675964,0.224863663315773,0.277624249458313,0.2867654263973236,0.3009350895881653,0.277624249458313,0.2068057805299759,0.11962060630321503
written,0.26459524035453796,0.20841866731643677,0.2582438886165619,0.10381726175546646,0.20874574780464172,0.22976966202259064,0.1728213131427765,0.2533213198184967,0.09762607514858246,0.2582438886165619,0.18100658059120178,0.26158156991004944,0.0841146782040596,0.2582438886165619,0.20809157192707062,0.20874574780464172,0.2582438886165619,0.23145176470279694,0.21451954543590546
and,0.41279885172843933,0.43716782331466675,0.5171257257461548,0.22905389964580536,0.5116966962814331,0.3739250600337982,0.19818736612796783,0.4542345404624939,0.35049548745155334,0.5171257257461548,0.21056494116783142,1.0,0.36462149024009705,0.5171257257461548,0.3025408685207367,0.5116966962814331,0.5171257257461548,0.23583510518074036,0.20544172823429108
oral,0.1860077977180481,0.1277739554643631,0.20887234807014465,0.08013494312763214,0.22543784976005554,0.14973129332065582,0.2200728803873062,0.17293742299079895,0.11990555375814438,0.20887234807014465,0.23421940207481384,0.17257970571517944,0.19935886561870575,0.20887234807014465,0.19140589237213135,0.22543784976005554,0.20887234807014465,0.25308433175086975,0.15616728365421295
examinations,0.19812601804733276,0.18199937045574188,0.2661936581134796,0.23129895329475403,0.27019232511520386,0.2702343165874481,0.13563156127929688,0.24182742834091187,0.2895624339580536,0.2661936581134796,0.2525235712528229,0.288658082485199,0.24044139683246613,0.2661936581134796,0.23854205012321472,0.27019232511520386,0.2661936581134796,0.3873249888420105,0.18493600189685822
",",0.3365725874900818,0.3734780251979828,0.4933079481124878,0.22133024036884308,0.4946078956127167,0.427140474319458,0.25443756580352783,0.4220978021621704,0.2513136863708496,0.4933079481124878,0.2757153809070587,0.6633074283599854,0.3225448727607727,0.4933079481124878,0.3029961884021759,0.4946078956127167,0.4933079481124878,0.2784482538700104,0.31091248989105225
and,0.41279885172843933,0.43716782331466675,0.5171257257461548,0.22905389964580536,0.5116966962814331,0.3739250600337982,0.19818736612796783,0.4542345404624939,0.35049548745155334,0.5171257257461548,0.21056494116783142,1.0,0.36462149024009705,0.5171257257461548,0.3025408685207367,0.5116966962814331,0.5171257257461548,0.23583510518074036,0.20544172823429108
appear,0.229751855134964,0.22380571067333221,0.3581200838088989,0.09731240570545197,0.2246912121772766,0.2526538372039795,0.12822720408439636,0.4060856103897095,0.2291923463344574,0.3581200838088989,0.2269892692565918,0.28562283515930176,0.18418042361736298,0.3581200838088989,0.23009346425533295,0.2246912121772766,0.3581200838088989,0.1502649337053299,0.22635367512702942
before,0.31244513392448425,0.24854764342308044,0.45900648832321167,0.14904430508613586,0.3282964527606964,0.3583870828151703,0.18017415702342987,0.4493531882762909,0.35961514711380005,0.45900648832321167,0.1953396201133728,0.3518902659416199,0.4833252727985382,0.45900648832321167,0.4620465338230133,0.3282964527606964,0.45900648832321167,0.2304975390434265,0.2507109045982361
the,0.3733934462070465,0.4177538752555847,1.0,0.2645063102245331,0.733189046382904,0.5829201340675354,0.13653714954853058,0.5497692227363586,0.39827480912208557,1.0,0.21470476686954498,0.5171257257461548,0.4838213622570038,1.0,0.43061500787734985,0.733189046382904,1.0,0.27414143085479736,0.22068053483963013
district,0.10794968158006668,0.1956915259361267,0.2690705955028534,0.24310989677906036,0.2673880457878113,0.20739410817623138,0.1785879284143448,0.21239735186100006,0.17545607686042786,0.2690705955028534,0.12446745485067368,0.23884956538677216,0.15045993030071259,0.2690705955028534,0.13070394098758698,0.2673880457878113,0.2690705955028534,0.17415514588356018,0.06725285202264786
committee,0.2034623622894287,0.17535506188869476,0.24322165548801422,0.30832189321517944,0.2920650243759155,0.1903151571750641,0.13547958433628082,0.18316343426704407,0.17810867726802826,0.24322165548801422,0.138505756855011,0.22311176359653473,0.19164693355560303,0.24322165548801422,0.17686590552330017,0.2920650243759155,0.24322165548801422,0.3477453887462616,0.12144632637500763
on,0.2340552806854248,0.34604379534721375,0.5107308030128479,0.17171882092952728,0.3966929316520691,0.3848365545272827,0.13553547859191895,0.38586410880088806,0.2702226936817169,0.5107308030128479,0.1804981678724289,0.4077630043029785,0.3347817361354828,0.5107308030128479,0.30044233798980713,0.3966929316520691,0.5107308030128479,0.19726745784282684,0.2714994251728058
ministry,0.16792069375514984,0.17860189080238342,0.23817597329616547,0.3979188799858093,0.2755489647388458,0.14863918721675873,0.2895740568637848,0.1671534776687622,0.1728958636522293,0.23817597329616547,0.18079620599746704,0.2559942901134491,0.21702569723129272,0.23817597329616547,0.18575190007686615,0.2755489647388458,0.23817597329616547,0.3535046875476837,0.18168897926807404
