,which,awards,show,has,its,rights,rotated,among,the,four,major,networks,on,a,yearly,basis,?
",",0.3658004403114319,0.27591487765312195,0.31928569078445435,0.3734780251979828,0.33157986402511597,0.2595706284046173,0.1853378713130951,0.2640531659126282,0.4933079481124878,0.31238991022109985,0.29355156421661377,0.20105446875095367,0.49057599902153015,0.427140474319458,0.23555438220500946,0.23746788501739502,0.31091248989105225
emmy,0.1481444537639618,0.6359357237815857,0.3982601463794708,0.2862095236778259,0.1518295705318451,0.20286786556243896,0.14709284901618958,0.2066948413848877,0.17476516962051392,0.25023317337036133,0.10851378738880157,0.22868461906909943,0.24307461082935333,0.1991163045167923,0.20689132809638977,0.15379509329795837,0.19688284397125244
awards,0.200836643576622,1.0000001192092896,0.2456497997045517,0.2708130478858948,0.1279328465461731,0.17506709694862366,0.1162918284535408,0.22536522150039673,0.22946466505527496,0.20749853551387787,0.1870136260986328,0.221358522772789,0.20980879664421082,0.18129821121692657,0.33540913462638855,0.18746982514858246,0.2122269868850708
(,0.2589828372001648,0.21851767599582672,0.21963447332382202,0.2498389035463333,0.1924784928560257,0.17563141882419586,0.09603357315063477,0.1510712206363678,0.33289089798927307,0.18616169691085815,0.19543711841106415,0.18320514261722565,0.28656116127967834,0.3206180930137634,0.21744993329048157,0.16453315317630768,0.40561532974243164
which,1.0,0.200836643576622,0.32096749544143677,0.4350704550743103,0.5154205560684204,0.1689544916152954,0.33624589443206787,0.3077724575996399,0.6521818041801453,0.37497180700302124,0.31470122933387756,0.269361287355423,0.4245251417160034,0.56894451379776,0.3243982195854187,0.37668848037719727,0.25814583897590637
are,0.42922598123550415,0.15812073647975922,0.26362085342407227,0.4313911199569702,0.30942749977111816,0.1375609040260315,0.24970349669456482,0.3811550438404083,0.40399202704429626,0.3568944036960602,0.21536177396774292,0.2735958993434906,0.268924742937088,0.265255331993103,0.21304340660572052,0.31422433257102966,0.24591213464736938
rotated,0.33624589443206787,0.1162918284535408,0.23812635242938995,0.18099181354045868,0.2673482298851013,0.13392502069473267,0.9999999403953552,0.1444057822227478,0.28645768761634827,0.35219091176986694,0.14162509143352509,0.1431432068347931,0.228892520070076,0.26484692096710205,0.19366024434566498,0.2712542414665222,0.09326861798763275
across,0.3903377950191498,0.15049022436141968,0.20376354455947876,0.2821457087993622,0.2542828917503357,0.13331446051597595,0.2529272735118866,0.2742123007774353,0.3816230297088623,0.18894292414188385,0.21833650767803192,0.3135691285133362,0.411987841129303,0.2660536468029022,0.20471957325935364,0.14678607881069183,0.17034576833248138
all,0.50777268409729,0.21331468224525452,0.2571442127227783,0.3343993127346039,0.29717665910720825,0.22061574459075928,0.29022857546806335,0.3706320822238922,0.4860881567001343,0.4096302092075348,0.27899685502052307,0.2493741810321808,0.3832052946090698,0.2696802616119385,0.25895535945892334,0.32454347610473633,0.29575422406196594
four,0.37497180700302124,0.20749853551387787,0.2222614288330078,0.31327760219573975,0.25624504685401917,0.13917513191699982,0.35219091176986694,0.23909051716327667,0.40344667434692383,1.0,0.19691403210163116,0.14584659039974213,0.27816104888916016,0.28236961364746094,0.22653356194496155,0.1426103562116623,0.14532537758350372
major,0.31470122933387756,0.1870136260986328,0.12536971271038055,0.2243996560573578,0.24033352732658386,0.12514404952526093,0.14162509143352509,0.23667089641094208,0.31775903701782227,0.19691403210163116,0.9999998807907104,0.24476246535778046,0.21282386779785156,0.22990699112415314,0.19673995673656464,0.1730724573135376,0.19788557291030884
networks,0.269361287355423,0.221358522772789,0.2811821699142456,0.16055281460285187,0.23475177586078644,0.23431594669818878,0.1431432068347931,0.21174360811710358,0.24705806374549866,0.14584659039974213,0.24476246535778046,1.0,0.26789405941963196,0.16109517216682434,0.2059973031282425,0.2546362578868866,0.17815114557743073
on,0.4245251417160034,0.20980879664421082,0.3708709180355072,0.34604379534721375,0.34331920742988586,0.22401921451091766,0.228892520070076,0.2041729986667633,0.5107308030128479,0.27816104888916016,0.21282386779785156,0.26789405941963196,0.9999999403953552,0.3848365545272827,0.2385827600955963,0.3159703016281128,0.2714994251728058
a,0.56894451379776,0.18129821121692657,0.24886544048786163,0.4670248031616211,0.4424409866333008,0.18041828274726868,0.26484692096710205,0.1789381206035614,0.5829201340675354,0.28236961364746094,0.22990699112415314,0.16109517216682434,0.3848365545272827,1.0,0.24527041614055634,0.3051576614379883,0.23916715383529663
year-to-year,0.23779025673866272,0.3256085515022278,0.1991562694311142,0.17527496814727783,0.15722624957561493,0.2575368285179138,0.12815940380096436,0.1423311084508896,0.32355234026908875,0.2121429443359375,0.19768637418746948,0.1807125061750412,0.2597509026527405,0.24737505614757538,0.5597520470619202,0.18243223428726196,0.38274189829826355
basis,0.37668848037719727,0.18746982514858246,0.21949349343776703,0.23770175874233246,0.27490729093551636,0.2824784219264984,0.2712542414665222,0.27192628383636475,0.2758672833442688,0.1426103562116623,0.1730724573135376,0.2546362578868866,0.3159703016281128,0.3051576614379883,0.31313446164131165,1.0000001192092896,0.14255106449127197
),0.2758678197860718,0.22488117218017578,0.22110877931118011,0.26944878697395325,0.20629894733428955,0.18886376917362213,0.07605719566345215,0.1445360779762268,0.3456730246543884,0.21153751015663147,0.17611342668533325,0.19912277162075043,0.29937487840652466,0.3640355169773102,0.2149321436882019,0.18813949823379517,0.42300865054130554
",",0.3658004403114319,0.27591487765312195,0.31928569078445435,0.3734780251979828,0.33157986402511597,0.2595706284046173,0.1853378713130951,0.2640531659126282,0.4933079481124878,0.31238991022109985,0.29355156421661377,0.20105446875095367,0.49057599902153015,0.427140474319458,0.23555438220500946,0.23746788501739502,0.31091248989105225
american,0.16603466868400574,0.2897343933582306,0.24534088373184204,0.15494826436042786,0.14820368587970734,0.22882525622844696,0.08946872502565384,0.20319409668445587,0.24562937021255493,0.1740189492702484,0.22642762959003448,0.17556624114513397,0.2356499582529068,0.22026167809963226,0.2216821163892746,0.14635005593299866,0.18877598643302917
music,0.27402597665786743,0.39040371775627136,0.26216647028923035,0.2257620394229889,0.13594356179237366,0.17561842501163483,0.1068987026810646,0.1392461508512497,0.2714049816131592,0.18854857981204987,0.16140040755271912,0.21954578161239624,0.2173950970172882,0.2234005630016327,0.20272579789161682,0.08426156640052795,0.18264494836330414
awards,0.200836643576622,1.0000001192092896,0.2456497997045517,0.2708130478858948,0.1279328465461731,0.17506709694862366,0.1162918284535408,0.22536522150039673,0.22946466505527496,0.20749853551387787,0.1870136260986328,0.221358522772789,0.20980879664421082,0.18129821121692657,0.33540913462638855,0.18746982514858246,0.2122269868850708
",",0.3658004403114319,0.27591487765312195,0.31928569078445435,0.3734780251979828,0.33157986402511597,0.2595706284046173,0.1853378713130951,0.2640531659126282,0.4933079481124878,0.31238991022109985,0.29355156421661377,0.20105446875095367,0.49057599902153015,0.427140474319458,0.23555438220500946,0.23746788501739502,0.31091248989105225
disney,0.22318677604198456,0.23533895611763,0.29615774750709534,0.1843615025281906,0.19488584995269775,0.22048398852348328,0.11020001024007797,0.14953061938285828,0.24980762600898743,0.1495053619146347,0.18369248509407043,0.2896259129047394,0.1984206587076187,0.21907898783683777,0.15060874819755554,0.09353093802928925,0.22150784730911255
parks,0.23859789967536926,0.22985275089740753,0.14913834631443024,0.2626350224018097,0.17661255598068237,0.24568355083465576,0.10631498694419861,0.12371189892292023,0.22552673518657684,0.17010052502155304,0.12926985323429108,0.23167204856872559,0.23272593319416046,0.18967588245868683,0.20262180268764496,0.1079624742269516,0.18846100568771362
christmas,0.19800183176994324,0.18899960815906525,0.18839715421199799,0.17057570815086365,0.15800465643405914,0.13347859680652618,0.12688381969928741,0.04131069779396057,0.2044597715139389,0.13900655508041382,0.11636168509721756,0.16647258400917053,0.27231931686401367,0.18815474212169647,0.20142637193202972,0.11855244636535645,0.23817040026187897
day,0.2760511040687561,0.16809318959712982,0.17508642375469208,0.14931762218475342,0.24083687365055084,0.21728062629699707,0.15236398577690125,0.1519462764263153,0.3062323033809662,0.2321026623249054,0.15069670975208282,0.10952185094356537,0.3332281708717346,0.18630309402942657,0.3479919135570526,0.21529030799865723,0.2141837179660797
parade,0.22869594395160675,0.2709999978542328,0.24240505695343018,0.13207638263702393,0.1746852546930313,0.10705547034740448,0.16103379428386688,0.12929661571979523,0.21481609344482422,0.15735957026481628,0.15197701752185822,0.13428188860416412,0.2572881579399109,0.2461797147989273,0.2540796101093292,0.05994052067399025,0.12773637473583221
",",0.3658004403114319,0.27591487765312195,0.31928569078445435,0.3734780251979828,0.33157986402511597,0.2595706284046173,0.1853378713130951,0.2640531659126282,0.4933079481124878,0.31238991022109985,0.29355156421661377,0.20105446875095367,0.49057599902153015,0.427140474319458,0.23555438220500946,0.23746788501739502,0.31091248989105225
tournament,0.23187696933746338,0.25889161229133606,0.29747137427330017,0.1584048718214035,0.15047034621238708,0.11376433819532394,0.13773678243160248,0.138443723320961,0.23608733713626862,0.2368045598268509,0.17086760699748993,0.18912537395954132,0.19473537802696228,0.17191314697265625,0.31782418489456177,0.14724257588386536,0.160465806722641
of,0.5011631846427917,0.20138365030288696,0.21383242309093475,0.3909035325050354,0.48690423369407654,0.19425496459007263,0.24031734466552734,0.3679063022136688,0.733189046382904,0.36293646693229675,0.2641255557537079,0.17763681709766388,0.3966929316520691,0.5052502155303955,0.29303279519081116,0.282950758934021,0.1826142966747284
roses,0.20022350549697876,0.18054652214050293,0.19760799407958984,0.1652296483516693,0.21143673360347748,0.0727890208363533,0.1580279916524887,0.17025937139987946,0.24968113005161285,0.19150300323963165,0.1530900001525879,0.09738507121801376,0.1673601269721985,0.22270916402339935,0.1737777292728424,0.07951603084802628,0.11230529099702835
parade,0.22869594395160675,0.2709999978542328,0.24240505695343018,0.13207638263702393,0.1746852546930313,0.10705547034740448,0.16103379428386688,0.12929661571979523,0.21481609344482422,0.15735957026481628,0.15197701752185822,0.13428188860416412,0.2572881579399109,0.2461797147989273,0.2540796101093292,0.05994052067399025,0.12773637473583221
",",0.3658004403114319,0.27591487765312195,0.31928569078445435,0.3734780251979828,0.33157986402511597,0.2595706284046173,0.1853378713130951,0.2640531659126282,0.4933079481124878,0.31238991022109985,0.29355156421661377,0.20105446875095367,0.49057599902153015,0.427140474319458,0.23555438220500946,0.23746788501739502,0.31091248989105225
country,0.2308337539434433,0.18610352277755737,0.20533311367034912,0.23112818598747253,0.25601598620414734,0.2157892882823944,0.07276032119989395,0.15550369024276733,0.30432501435279846,0.13886886835098267,0.21993425488471985,0.1780334711074829,0.21584933996200562,0.20991116762161255,0.2394970804452896,0.1481369584798813,0.12647280097007751
music,0.27402597665786743,0.39040371775627136,0.26216647028923035,0.2257620394229889,0.13594356179237366,0.17561842501163483,0.1068987026810646,0.1392461508512497,0.2714049816131592,0.18854857981204987,0.16140040755271912,0.21954578161239624,0.2173950970172882,0.2234005630016327,0.20272579789161682,0.08426156640052795,0.18264494836330414
association,0.22655081748962402,0.26466017961502075,0.1333257257938385,0.16709589958190918,0.17393700778484344,0.22987712919712067,0.13180777430534363,0.22369228303432465,0.26550325751304626,0.18464519083499908,0.1634429395198822,0.2168450951576233,0.12186131626367569,0.22860166430473328,0.34999698400497437,0.17980094254016876,0.1542656421661377
awards,0.200836643576622,1.0000001192092896,0.2456497997045517,0.2708130478858948,0.1279328465461731,0.17506709694862366,0.1162918284535408,0.22536522150039673,0.22946466505527496,0.20749853551387787,0.1870136260986328,0.221358522772789,0.20980879664421082,0.18129821121692657,0.33540913462638855,0.18746982514858246,0.2122269868850708
and,0.506277859210968,0.24970239400863647,0.3455478549003601,0.43716782331466675,0.3841775357723236,0.26346641778945923,0.20916207134723663,0.39211368560791016,0.5171257257461548,0.34700489044189453,0.29795366525650024,0.27532249689102173,0.4077630043029785,0.3739250600337982,0.2203490138053894,0.2805973291397095,0.20544172823429108
the,0.6521818041801453,0.22946466505527496,0.319829523563385,0.4177538752555847,0.559237003326416,0.2579100430011749,0.28645768761634827,0.3507058024406433,1.0,0.40344667434692383,0.31775903701782227,0.24705806374549866,0.5107308030128479,0.5829201340675354,0.3435767889022827,0.2758672833442688,0.22068053483963013
cma,0.30980896949768066,0.326058954000473,0.15735477209091187,0.2747882306575775,0.23785400390625,0.1866544634103775,0.11926786601543427,0.1660774052143097,0.26078566908836365,0.19778266549110413,0.2149246335029602,0.2037772834300995,0.1318250298500061,0.2777710258960724,0.24971505999565125,0.1569129079580307,0.21154996752738953
music,0.27402597665786743,0.39040371775627136,0.26216647028923035,0.2257620394229889,0.13594356179237366,0.17561842501163483,0.1068987026810646,0.1392461508512497,0.2714049816131592,0.18854857981204987,0.16140040755271912,0.21954578161239624,0.2173950970172882,0.2234005630016327,0.20272579789161682,0.08426156640052795,0.18264494836330414
festival,0.21862797439098358,0.3765612840652466,0.16517610847949982,0.19701087474822998,0.17810353636741638,0.11339596658945084,0.13183331489562988,0.10589281469583511,0.20982226729393005,0.14424355328083038,0.14290115237236023,0.16370470821857452,0.1707397699356079,0.16281212866306305,0.44102782011032104,0.11494316905736923,0.17767390608787537
.,0.45942068099975586,0.24817058444023132,0.3016606271266937,0.4105546176433563,0.3566088080406189,0.24957291781902313,0.1833736002445221,0.22495509684085846,0.5934505462646484,0.3278861939907074,0.3054012954235077,0.24027101695537567,0.49257001280784607,0.50484299659729,0.2410760521888733,0.2657107412815094,0.4130953550338745
