,how,many,nfl,teams,have,finished,the,regular,season,with,one,loss,?
six,0.20644865930080414,0.37673795223236084,0.1474575251340866,0.2748291790485382,0.32482776045799255,0.20727522671222687,0.3614266812801361,0.26170065999031067,0.2219657301902771,0.261430561542511,0.5123199820518494,0.19134005904197693,0.15298804640769958
teams,0.11085164546966553,0.1992911547422409,0.35639065504074097,1.0,0.27656877040863037,0.2884289622306824,0.3164927661418915,0.3347216546535492,0.44570213556289673,0.20248530805110931,0.30337628722190857,0.20257067680358887,0.11150168627500534
to,0.44169697165489197,0.40243685245513916,0.1526731252670288,0.2634691894054413,0.4544740617275238,0.24378257989883423,0.535392165184021,0.30861178040504456,0.22382742166519165,0.4239959120750427,0.4025384783744812,0.2457711398601532,0.29463258385658264
have,0.4370637536048889,0.5841760635375977,0.18029768764972687,0.27656877040863037,0.9999999403953552,0.17094801366329193,0.40389683842658997,0.3675557076931,0.20235268771648407,0.48046383261680603,0.4507926106452942,0.25157350301742554,0.32991164922714233
acquired,0.11872366070747375,0.14446644484996796,0.15773946046829224,0.16765739023685455,0.1963210105895996,0.12952563166618347,0.22202405333518982,0.17540273070335388,0.1935940384864807,0.2521265149116516,0.11634697020053864,0.2063000649213791,0.09366346150636673
a,0.29312583804130554,0.2872205972671509,0.1210956797003746,0.21163642406463623,0.338716596364975,0.2583567202091217,0.5829201340675354,0.313107967376709,0.1855505406856537,0.3783375024795532,0.4910551905632019,0.20714472234249115,0.23916715383529663
15–1,-0.22103790938854218,-0.2537030279636383,0.03573276102542877,-0.0761062279343605,-0.222250297665596,-0.14959563314914703,-0.2592649459838867,-0.15715448558330536,-0.04442024230957031,-0.19812224805355072,-0.23872147500514984,-0.1429973542690277,0.04290514066815376
record,0.1698412001132965,0.17106595635414124,0.26143500208854675,0.1979433000087738,0.23839209973812103,0.2446625679731369,0.23569516837596893,0.2587777376174927,0.2865971624851227,0.19528687000274658,0.26469558477401733,0.27488893270492554,0.14407116174697876
",",0.22659391164779663,0.40610817074775696,0.18939071893692017,0.22220629453659058,0.3541618287563324,0.2894314229488373,0.4933079481124878,0.2336544692516327,0.2232367992401123,0.4120737314224243,0.3696635365486145,0.23328691720962524,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.11480259895324707,0.19458292424678802,0.3577405512332916,0.3178233206272125,0.39804592728614807,0.280500590801239,0.21403980255126953,0.4426766335964203,0.3461143672466278,0.24118836224079132,0.21076419949531555
the,0.33890387415885925,0.4335206151008606,0.15305201709270477,0.3164927661418915,0.40389683842658997,0.2754973769187927,1.0,0.3214086890220642,0.2507155239582062,0.4223487675189972,0.5514441132545471,0.27898719906806946,0.22068053483963013
denver,0.15631112456321716,0.18606427311897278,0.39768490195274353,0.22444693744182587,0.17510470747947693,0.11362142860889435,0.2052404284477234,0.20430372655391693,0.2508152425289154,0.20079316198825836,0.12505562603473663,0.15033800899982452,0.1520889848470688
broncos,0.11217407882213593,0.1706678420305252,0.5295679569244385,0.4494050145149231,0.16986088454723358,0.21319273114204407,0.25985947251319885,0.26932692527770996,0.3664494454860687,0.2245701551437378,0.17801736295223236,0.21052643656730652,0.18377114832401276
became,0.10954522341489792,0.25642040371894836,0.1548083871603012,0.16736291348934174,0.16746708750724792,0.2149823009967804,0.36325156688690186,0.1131877601146698,0.22485962510108948,0.23679126799106598,0.3227209746837616,0.13987624645233154,0.11374033987522125
one,0.3213292360305786,0.4223630726337433,0.19273783266544342,0.30337628722190857,0.4507926106452942,0.24129511415958405,0.5514441132545471,0.3271937370300293,0.24332979321479797,0.3855307400226593,1.0000001192092896,0.23399928212165833,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.1524115800857544,0.27933305501937866,0.3802283704280853,0.19935797154903412,0.733189046382904,0.22916868329048157,0.1598338931798935,0.41827285289764404,0.4999135136604309,0.26357072591781616,0.1826142966747284
four,0.1955733299255371,0.4139232039451599,0.14371241629123688,0.3023456633090973,0.3544043302536011,0.17910195887088776,0.40344667434692383,0.2414717823266983,0.22295859456062317,0.32876577973365784,0.523897111415863,0.20912303030490875,0.14532537758350372
teams,0.11085164546966553,0.1992911547422409,0.35639065504074097,1.0,0.27656877040863037,0.2884289622306824,0.3164927661418915,0.3347216546535492,0.44570213556289673,0.20248530805110931,0.30337628722190857,0.20257067680358887,0.11150168627500534
to,0.44169697165489197,0.40243685245513916,0.1526731252670288,0.2634691894054413,0.4544740617275238,0.24378257989883423,0.535392165184021,0.30861178040504456,0.22382742166519165,0.4239959120750427,0.4025384783744812,0.2457711398601532,0.29463258385658264
have,0.4370637536048889,0.5841760635375977,0.18029768764972687,0.27656877040863037,0.9999999403953552,0.17094801366329193,0.40389683842658997,0.3675557076931,0.20235268771648407,0.48046383261680603,0.4507926106452942,0.25157350301742554,0.32991164922714233
made,0.2655200958251953,0.3638485074043274,0.14304013550281525,0.15167807042598724,0.2891587018966675,0.2866627275943756,0.3885267674922943,0.2385934740304947,0.1318005621433258,0.3459964990615845,0.3043140470981598,0.17196255922317505,0.17218779027462006
eight,0.222213014960289,0.348200261592865,0.1530182808637619,0.28549376130104065,0.31264185905456543,0.16275539994239807,0.34254369139671326,0.2805185616016388,0.1824951469898224,0.21947719156742096,0.5235236287117004,0.20423349738121033,0.11634626984596252
appearances,0.17353549599647522,0.27557653188705444,0.2629111707210541,0.2740537226200104,0.19192880392074585,0.18895655870437622,0.25270983576774597,0.35652679204940796,0.3922994136810303,0.27327048778533936,0.22399930655956268,0.2021053433418274,0.18098464608192444
in,0.2601168751716614,0.41474202275276184,0.12599408626556396,0.2639528214931488,0.36843645572662354,0.2933714687824249,0.6662389636039734,0.23172755539417267,0.2184021919965744,0.4080928862094879,0.4129433035850525,0.21028298139572144,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.15305201709270477,0.3164927661418915,0.40389683842658997,0.2754973769187927,1.0,0.3214086890220642,0.2507155239582062,0.4223487675189972,0.5514441132545471,0.27898719906806946,0.22068053483963013
super,0.11920704692602158,0.17302978038787842,0.319060355424881,0.26333683729171753,0.19903038442134857,0.2583681046962738,0.21959073841571808,0.21446830034255981,0.2755677402019501,0.1518537551164627,0.21711376309394836,0.1820397824048996,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.48354101181030273,0.2752957046031952,0.19536113739013672,0.26552706956863403,0.21576224267482758,0.2318909466266632,0.3117852509021759,0.18353787064552307,0.19098831713199615,0.19360493123531342,0.21118052303791046
.,0.3287222981452942,0.3974229395389557,0.1964210718870163,0.23459066450595856,0.41614407300949097,0.26350095868110657,0.5934505462646484,0.2778880000114441,0.24674734473228455,0.4446153938770294,0.4123194217681885,0.21266451478004456,0.4130953550338745
