,the,roots,miniseries,was,based,on,a,novel,by,what,author,?
based,0.29860720038414,0.20742855966091156,0.15177206695079803,0.2870393395423889,1.0000001192092896,0.36055147647857666,0.2977409064769745,0.3047667443752289,0.3462308943271637,0.274813175201416,0.17036005854606628,0.134929820895195
on,0.5107308030128479,0.14052170515060425,0.1893150508403778,0.3909217119216919,0.36055147647857666,0.9999999403953552,0.3848365545272827,0.20933225750923157,0.33887791633605957,0.34226128458976746,0.16987942159175873,0.2714994251728058
an,0.4207492768764496,0.22661741077899933,0.15483924746513367,0.3694365322589874,0.2026301473379135,0.3192969560623169,0.44552403688430786,0.12257129698991776,0.2719563841819763,0.2821882665157318,0.2481902837753296,0.19793890416622162
alex,0.17685191333293915,0.2003355175256729,0.23575186729431152,0.25692322850227356,0.06031272932887077,0.19987249374389648,0.19937162101268768,0.19933058321475983,0.16906389594078064,0.12907041609287262,0.2505236864089966,0.08971220999956131
haley,0.24109937250614166,0.1804381161928177,0.2724055349826813,0.24599061906337738,0.1194552406668663,0.24064581096172333,0.23586170375347137,0.14588120579719543,0.2435075044631958,0.18537922203540802,0.2623063623905182,0.20005309581756592
novel,0.2359684407711029,0.10135884582996368,0.3000488877296448,0.21315424144268036,0.3047667443752289,0.20933225750923157,0.20025339722633362,0.9999999403953552,0.23187467455863953,0.19251805543899536,0.4866146445274353,0.11398572474718094
that,0.5473989248275757,0.2350310981273651,0.15984667837619781,0.33670201897621155,0.31403544545173645,0.42569106817245483,0.47537946701049805,0.1944509595632553,0.37496164441108704,0.6297725439071655,0.19326357543468475,0.32716336846351624
was,0.48711544275283813,0.13453903794288635,0.230083629488945,1.0000001192092896,0.2870393395423889,0.3909217119216919,0.4508470594882965,0.21315424144268036,0.4752357602119446,0.22111038863658905,0.23446185886859894,0.18412111699581146
published,0.22017472982406616,0.1418927013874054,0.19392555952072144,0.2896443009376526,0.3339184820652008,0.26885396242141724,0.1993555724620819,0.48061996698379517,0.32986849546432495,0.20457668602466583,0.36714574694633484,0.16280238330364227
the,1.0,0.2583441734313965,0.2421441376209259,0.48711544275283813,0.29860720038414,0.5107308030128479,0.5829201340675354,0.2359684407711029,0.4408751428127289,0.42745697498321533,0.199458509683609,0.22068053483963013
previous,0.34706559777259827,0.08967719227075577,0.21824845671653748,0.2747909128665924,0.21899572014808655,0.24665234982967377,0.23051196336746216,0.10345496237277985,0.25115057826042175,0.2743692696094513,0.1422177106142044,0.16724538803100586
year,0.3609684407711029,0.09423255175352097,0.22653983533382416,0.3209837079048157,0.17329561710357666,0.27628999948501587,0.29350247979164124,0.16896946728229523,0.28805047273635864,0.15184831619262695,0.19450780749320984,0.18315006792545319
;,0.09152708947658539,0.06633542478084564,0.016716592013835907,0.0754367932677269,0.11460742354393005,-0.017878999933600426,-0.02122584730386734,0.026431050151586533,0.10469875484704971,0.10986888408660889,-0.038957033306360245,0.10349778085947037
in,0.6662389636039734,0.18261569738388062,0.24719132483005524,0.45514053106307983,0.3070422410964966,0.46853652596473694,0.539380669593811,0.23704485595226288,0.370934396982193,0.30808621644973755,0.18350110948085785,0.20430970191955566
september,0.2516939043998718,0.03312597796320915,0.223694309592247,0.4425655007362366,0.1832030713558197,0.39627984166145325,0.21795299649238586,0.1403857320547104,0.20146453380584717,0.2153792530298233,0.2737196087837219,0.2665146589279175
",",0.4933079481124878,0.24235887825489044,0.23109018802642822,0.45456063747406006,0.27976205945014954,0.49057599902153015,0.427140474319458,0.20844466984272003,0.3680937886238098,0.3087472915649414,0.3292938470840454,0.31091248989105225
the,1.0,0.2583441734313965,0.2421441376209259,0.48711544275283813,0.29860720038414,0.5107308030128479,0.5829201340675354,0.2359684407711029,0.4408751428127289,0.42745697498321533,0.199458509683609,0.22068053483963013
love,0.19631516933441162,0.1759352684020996,0.24715203046798706,0.15218229591846466,0.0931091383099556,0.16623444855213165,0.23674970865249634,0.2858748733997345,0.12564945220947266,0.2620820701122284,0.20122301578521729,0.24261747300624847
boat,0.2424127608537674,0.16861213743686676,0.22469477355480194,0.19691011309623718,0.10870062559843063,0.22551585733890533,0.26391369104385376,0.09510143101215363,0.17808277904987335,0.16556422412395477,0.10577927529811859,0.1711711287498474
",",0.4933079481124878,0.24235887825489044,0.23109018802642822,0.45456063747406006,0.27976205945014954,0.49057599902153015,0.427140474319458,0.20844466984272003,0.3680937886238098,0.3087472915649414,0.3292938470840454,0.31091248989105225
a,0.5829201340675354,0.20745879411697388,0.22260276973247528,0.4508470594882965,0.2977409064769745,0.3848365545272827,1.0,0.20025339722633362,0.32094135880470276,0.3320399522781372,0.2428053617477417,0.23916715383529663
comedy-drama,0.249520942568779,0.1660078912973404,0.5643929839134216,0.27078667283058167,0.27220380306243896,0.2670636773109436,0.2775287330150604,0.37653017044067383,0.24447275698184967,0.23432335257530212,0.2741483449935913,0.23804862797260284
anthology,0.2812962234020233,0.25828930735588074,0.3467015027999878,0.27746060490608215,0.15423987805843353,0.2565416395664215,0.22774028778076172,0.37428009510040283,0.2193632870912552,0.19700226187705994,0.3309870958328247,0.18870647251605988
series,0.31376904249191284,0.15522551536560059,0.6590506434440613,0.2261398285627365,0.24895106256008148,0.23828625679016113,0.23966510593891144,0.3223067820072174,0.267352432012558,0.17328087985515594,0.2160263955593109,0.1709602326154709
produced,0.22045251727104187,0.11292863637208939,0.23765385150909424,0.28463777899742126,0.32537955045700073,0.18712371587753296,0.21993228793144226,0.2148435264825821,0.4647648334503174,0.1393624097108841,0.12054187059402466,0.1623450517654419
by,0.4408751428127289,0.15005692839622498,0.12075143307447433,0.4752357602119446,0.3462308943271637,0.33887791633605957,0.32094135880470276,0.23187467455863953,1.0000001192092896,0.2455483376979828,0.17912176251411438,0.17966607213020325
aaron,0.201257586479187,0.09484031796455383,0.17230431735515594,0.251950204372406,0.16666381061077118,0.1696627140045166,0.21004095673561096,0.10911262035369873,0.17636340856552124,0.20156994462013245,0.21530045568943024,0.13720838725566864
spelling,0.23768942058086395,0.16590555012226105,0.11294445395469666,0.1815265715122223,0.1633845716714859,0.1778590828180313,0.17913690209388733,0.13458649814128876,0.1236463338136673,0.2473261058330536,0.20694158971309662,0.23016591370105743
which,0.6521818041801453,0.26459187269210815,0.1701531708240509,0.2830964922904968,0.3473800718784332,0.4245251417160034,0.56894451379776,0.16733351349830627,0.40543368458747864,0.5261979103088379,0.11506518721580505,0.25814583897590637
was,0.48711544275283813,0.13453903794288635,0.230083629488945,1.0000001192092896,0.2870393395423889,0.3909217119216919,0.4508470594882965,0.21315424144268036,0.4752357602119446,0.22111038863658905,0.23446185886859894,0.18412111699581146
based,0.29860720038414,0.20742855966091156,0.15177206695079803,0.2870393395423889,1.0000001192092896,0.36055147647857666,0.2977409064769745,0.3047667443752289,0.3462308943271637,0.274813175201416,0.17036005854606628,0.134929820895195
around,0.40085816383361816,0.14239314198493958,0.12067480385303497,0.24039418995380402,0.242187961935997,0.43118709325790405,0.3187784254550934,0.11564679443836212,0.2682798206806183,0.27475327253341675,0.042282022535800934,0.14729668200016022
the,1.0,0.2583441734313965,0.2421441376209259,0.48711544275283813,0.29860720038414,0.5107308030128479,0.5829201340675354,0.2359684407711029,0.4408751428127289,0.42745697498321533,0.199458509683609,0.22068053483963013
crew,0.25329816341400146,0.1150866374373436,0.1818479299545288,0.20329242944717407,0.09667880088090897,0.24291740357875824,0.15305642783641815,0.12233816087245941,0.176463782787323,0.17533187568187714,0.09472013264894485,0.16586194932460785
of,0.733189046382904,0.19995063543319702,0.2100723385810852,0.4069072902202606,0.3033197224140167,0.3966929316520691,0.5052502155303955,0.17949731647968292,0.3646814823150635,0.33290785551071167,0.18473520874977112,0.1826142966747284
a,0.5829201340675354,0.20745879411697388,0.22260276973247528,0.4508470594882965,0.2977409064769745,0.3848365545272827,1.0,0.20025339722633362,0.32094135880470276,0.3320399522781372,0.2428053617477417,0.23916715383529663
cruise,0.2040858268737793,0.07157575339078903,0.24201048910617828,0.20101673901081085,0.1399630457162857,0.23814602196216583,0.13497298955917358,0.15348032116889954,0.17609979212284088,0.09269098937511444,0.13841815292835236,0.19677983224391937
ship,0.24414241313934326,0.14518044888973236,0.2009669840335846,0.20396772027015686,0.1362556368112564,0.2015915811061859,0.20629847049713135,0.21474692225456238,0.18513618409633636,0.15709257125854492,0.12756642699241638,0.14488010108470917
and,0.5171257257461548,0.30323776602745056,0.1930193454027176,0.3740963041782379,0.2660958170890808,0.4077630043029785,0.3739250600337982,0.1729603260755539,0.4289871156215668,0.31309178471565247,0.290119469165802,0.20544172823429108
featured,0.28660184144973755,0.08097592741250992,0.3295901417732239,0.3064519464969635,0.236380472779274,0.38461124897003174,0.3058987855911255,0.17087116837501526,0.2284073531627655,0.20330384373664856,0.13459044694900513,0.2944096624851227
three,0.43452659249305725,0.16003645956516266,0.21258072555065155,0.2748996615409851,0.23026733100414276,0.2742598354816437,0.3025658130645752,0.1354743093252182,0.28754812479019165,0.24888746440410614,0.09977228939533234,0.20928427577018738
stories,0.2397296130657196,0.21278825402259827,0.3879227042198181,0.20611076056957245,0.24807509779930115,0.19654057919979095,0.16653454303741455,0.45204392075538635,0.2035069465637207,0.2844959497451782,0.3749348819255829,0.20536305010318756
centered,0.346942275762558,0.12937094271183014,0.13736703991889954,0.22325320541858673,0.2672072947025299,0.28487154841423035,0.31242263317108154,0.12202437222003937,0.17979155480861664,0.24975672364234924,0.07388164103031158,0.17524833977222443
partly,0.30254924297332764,0.19172650575637817,0.13953101634979248,0.26048532128334045,0.22862377762794495,0.21452556550502777,0.20117881894111633,0.21017739176750183,0.27545028924942017,0.2688411772251129,0.09518446028232574,0.12213768810033798
on,0.5107308030128479,0.14052170515060425,0.1893150508403778,0.3909217119216919,0.36055147647857666,0.9999999403953552,0.3848365545272827,0.20933225750923157,0.33887791633605957,0.34226128458976746,0.16987942159175873,0.2714994251728058
the,1.0,0.2583441734313965,0.2421441376209259,0.48711544275283813,0.29860720038414,0.5107308030128479,0.5829201340675354,0.2359684407711029,0.4408751428127289,0.42745697498321533,0.199458509683609,0.22068053483963013
ship,0.24414241313934326,0.14518044888973236,0.2009669840335846,0.20396772027015686,0.1362556368112564,0.2015915811061859,0.20629847049713135,0.21474692225456238,0.18513618409633636,0.15709257125854492,0.12756642699241638,0.14488010108470917
's,-0.01540423184633255,0.043716512620449066,0.019187627360224724,0.008974763564765453,0.06600074470043182,0.0026888418942689896,0.04866964742541313,0.10752026736736298,-0.010884488001465797,0.02692362666130066,0.08716395497322083,-0.023395681753754616
various,0.3235042691230774,0.2761339843273163,0.24813872575759888,0.14120686054229736,0.3084258437156677,0.2678913474082947,0.17124241590499878,0.024648454040288925,0.2973117232322693,0.26045072078704834,0.09103415161371231,0.12823495268821716
passengers,0.23639188706874847,0.07241688668727875,0.11881455034017563,0.2141026109457016,0.12612318992614746,0.2797923684120178,0.17623189091682434,0.12399772554636002,0.15516875684261322,0.1444476991891861,0.14129653573036194,0.15951235592365265
;,0.09152708947658539,0.06633542478084564,0.016716592013835907,0.0754367932677269,0.11460742354393005,-0.017878999933600426,-0.02122584730386734,0.026431050151586533,0.10469875484704971,0.10986888408660889,-0.038957033306360245,0.10349778085947037
although,0.3265823423862457,0.1709744781255722,0.08556065708398819,0.3711436688899994,0.2348061203956604,0.3547761142253876,0.29747897386550903,0.10862499475479126,0.2373359203338623,0.24844598770141602,0.10948386788368225,0.15541206300258636
critically,0.27402061223983765,0.139537051320076,0.1722770780324936,0.3421337902545929,0.1322816163301468,0.23559752106666565,0.22033444046974182,0.21063506603240967,0.3654678463935852,0.18416038155555725,0.176316037774086,0.16329805552959442
lambasted,0.33515724539756775,0.17027665674686432,0.28977909684181213,0.39943090081214905,0.1523020714521408,0.24314573407173157,0.29744914174079895,0.24157316982746124,0.29974910616874695,0.15309515595436096,0.1938590556383133,0.20076559484004974
",",0.4933079481124878,0.24235887825489044,0.23109018802642822,0.45456063747406006,0.27976205945014954,0.49057599902153015,0.427140474319458,0.20844466984272003,0.3680937886238098,0.3087472915649414,0.3292938470840454,0.31091248989105225
the,1.0,0.2583441734313965,0.2421441376209259,0.48711544275283813,0.29860720038414,0.5107308030128479,0.5829201340675354,0.2359684407711029,0.4408751428127289,0.42745697498321533,0.199458509683609,0.22068053483963013
series,0.31376904249191284,0.15522551536560059,0.6590506434440613,0.2261398285627365,0.24895106256008148,0.23828625679016113,0.23966510593891144,0.3223067820072174,0.267352432012558,0.17328087985515594,0.2160263955593109,0.1709602326154709
turned,0.3414173722267151,0.1778135597705841,0.15287691354751587,0.3994938135147095,0.22198811173439026,0.2674476206302643,0.32632166147232056,0.14862731099128723,0.2886216938495636,0.22427117824554443,0.16890119016170502,0.130948007106781
out,0.39404502511024475,0.31853553652763367,0.13821512460708618,0.28168347477912903,0.1515098512172699,0.39060163497924805,0.34264278411865234,0.09590699523687363,0.29497629404067993,0.3633197546005249,0.11072304844856262,0.22020699083805084
to,0.535392165184021,0.2079821676015854,0.16916456818580627,0.3636345863342285,0.19629007577896118,0.41031414270401,0.45503583550453186,0.10376545786857605,0.33534231781959534,0.455847829580307,0.17901532351970673,0.29463258385658264
be,0.4248143136501312,0.17805854976177216,0.1542782038450241,0.42228707671165466,0.24377326667308807,0.37900757789611816,0.39883795380592346,0.13992322981357574,0.43158695101737976,0.3929833769798279,0.13063909113407135,0.3324260413646698
a,0.5829201340675354,0.20745879411697388,0.22260276973247528,0.4508470594882965,0.2977409064769745,0.3848365545272827,1.0,0.20025339722633362,0.32094135880470276,0.3320399522781372,0.2428053617477417,0.23916715383529663
ratings,0.23356813192367554,0.1742728054523468,0.2555820643901825,0.2160990834236145,0.18732458353042603,0.3123399615287781,0.1921599805355072,0.12049303948879242,0.1909763514995575,0.19882218539714813,0.10906544327735901,0.19248855113983154
success,0.2764457166194916,0.16204530000686646,0.2659038305282593,0.315643846988678,0.2524511218070984,0.20526273548603058,0.2934626638889313,0.20473423600196838,0.2235364019870758,0.22873179614543915,0.15779046714305878,0.1216118186712265
and,0.5171257257461548,0.30323776602745056,0.1930193454027176,0.3740963041782379,0.2660958170890808,0.4077630043029785,0.3739250600337982,0.1729603260755539,0.4289871156215668,0.31309178471565247,0.290119469165802,0.20544172823429108
lasted,0.2910100221633911,0.08486273884773254,0.29974034428596497,0.4320896565914154,0.11825522780418396,0.2177032083272934,0.20681676268577576,0.125457301735878,0.20110012590885162,0.165528804063797,0.14322467148303986,0.13777512311935425
nine,0.33253175020217896,0.1625901609659195,0.20414969325065613,0.2782309651374817,0.1440059095621109,0.2514078915119171,0.2446976900100708,0.12602902948856354,0.24929305911064148,0.11931172013282776,0.10074153542518616,0.13964155316352844
seasons,0.24226845800876617,0.13500583171844482,0.30288729071617126,0.24377715587615967,0.1755896657705307,0.21111313998699188,0.17958885431289673,0.08898340910673141,0.09055586159229279,0.13544028997421265,0.11235959827899933,0.13766995072364807
.,0.5934505462646484,0.22038978338241577,0.2524820864200592,0.40146201848983765,0.29699069261550903,0.49257001280784607,0.50484299659729,0.16511791944503784,0.3936232924461365,0.3567904531955719,0.21841131150722504,0.4130953550338745
