,who,hired,tesla,when,he,moved,to,new,york,?
work,0.3146236836910248,0.34797903895378113,0.2545209228992462,0.2500542998313904,0.3134653568267822,0.2826503813266754,0.3482864499092102,0.2501217722892761,0.21467359364032745,0.2621155381202698
at,0.22096660733222961,0.1256089210510254,0.16552478075027466,0.38876327872276306,0.3280475437641144,0.35024771094322205,0.36524343490600586,0.1898733228445053,0.2137436866760254,0.21978627145290375
his,0.44966956973075867,0.33020874857902527,0.1580733060836792,0.37120407819747925,0.7171558737754822,0.2717689573764801,0.3715193271636963,0.24132801592350006,0.2475155144929886,0.18075084686279297
edison,0.19920577108860016,0.1528095006942749,0.35526686906814575,0.25418660044670105,0.25568121671676636,0.17245467007160187,0.21176284551620483,0.31342771649360657,0.33205801248550415,0.10244420915842056
machine,0.26473936438560486,0.12760773301124573,0.2521411180496216,0.2517889738082886,0.1702963262796402,0.12090899050235748,0.1634126603603363,0.1293853521347046,0.10228317975997925,0.17587624490261078
works,0.2919859290122986,0.23522411286830902,0.20543460547924042,0.2696959376335144,0.2879762649536133,0.2219703048467636,0.22564561665058136,0.17368952929973602,0.1864195317029953,0.19597402215003967
on,0.2340552806854248,0.17100319266319275,0.16159376502037048,0.37706470489501953,0.32403138279914856,0.27367034554481506,0.41031414270401,0.31106263399124146,0.2789517641067505,0.2714994251728058
manhattan,0.1947406828403473,0.22922460734844208,0.19268673658370972,0.20160408318042755,0.1864536702632904,0.21387743949890137,0.2035611867904663,0.4747370779514313,0.6139028072357178,0.08787932246923447
's,0.05599616840481758,-0.030750012025237083,0.06449045985937119,-0.03368149697780609,0.024063590914011,-0.05324588716030121,0.03782717138528824,-0.008355522528290749,-0.02817569300532341,-0.023395681753754616
lower,0.13005778193473816,0.06854446977376938,0.16620974242687225,0.19194231927394867,0.1496976912021637,0.13307778537273407,0.233318492770195,0.2116442620754242,0.15693241357803345,0.08471795171499252
east,0.20229652523994446,0.12063410133123398,0.07547537237405777,0.23069076240062714,0.24485228955745697,0.28276851773262024,0.24717837572097778,0.2007821798324585,0.20359237492084503,0.10070597380399704
side,0.18683703243732452,0.12518379092216492,0.10926658660173416,0.2733898162841797,0.1855577677488327,0.14209651947021484,0.2686329185962677,0.1991749107837677,0.1510649025440216,0.07831130921840668
.,0.3541337847709656,0.20825324952602386,0.17949827015399933,0.475719153881073,0.38061028718948364,0.3228634297847748,0.4645031690597534,0.35031336545944214,0.28861045837402344,0.4130953550338745
