,what,did,people,vote,the,doctor,who,series,as,in,a,2011,online,vote,?
the,0.42745697498321533,0.34736719727516174,0.36838498711586,0.22779929637908936,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.48381632566452026,0.6662389636039734,0.5829201340675354,0.07811610400676727,0.22717516124248505,0.22779929637908936,0.22068053483963013
center,0.1908310204744339,0.14647023379802704,0.18596406280994415,0.11734486371278763,0.29064592719078064,0.09469562023878098,0.09184163808822632,0.11278318613767624,0.20052886009216309,0.27253323793411255,0.2640431225299835,0.012721085920929909,0.2035641372203827,0.11734486371278763,0.12538520991802216
of,0.33290785551071167,0.2513895630836487,0.3251037895679474,0.19845709204673767,0.733189046382904,0.16895952820777893,0.2827862501144409,0.22268271446228027,0.3886612355709076,0.5696388483047485,0.5052502155303955,0.09709474444389343,0.19929544627666473,0.19845709204673767,0.1826142966747284
many,0.36131182312965393,0.375588983297348,0.4171447455883026,0.14577564597129822,0.4335206151008606,0.18319568037986755,0.4149286150932312,0.2703429162502289,0.4070141911506653,0.41474202275276184,0.2872205972671509,0.17145752906799316,0.19279514253139496,0.14577564597129822,0.2124512493610382
people,0.32444337010383606,0.26765021681785583,1.0000001192092896,0.28452056646347046,0.36838498711586,0.2473353147506714,0.3933800458908081,0.10404983162879944,0.15704652667045593,0.39605680108070374,0.3483705520629883,0.09670346975326538,0.17865845561027527,0.28452056646347046,0.23739641904830933
's,0.02692362666130066,0.05069678649306297,0.023582622408866882,0.022564241662621498,-0.01540423184633255,0.031664930284023285,0.05599616840481758,0.0006390819908119738,-0.05775856226682663,-0.037580832839012146,0.04866964742541313,-0.07039705663919449,0.03594027832150459,0.022564241662621498,-0.023395681753754616
relationship,0.24358563125133514,0.23271940648555756,0.08132246136665344,0.16077888011932373,0.21018025279045105,0.15925320982933044,0.2678191661834717,0.19746741652488708,0.2814804017543793,0.20233847200870514,0.25691166520118713,-0.025599149987101555,0.08992527425289154,0.16077888011932373,0.11361731588840485
with,0.2464839518070221,0.25472134351730347,0.20958639681339264,0.12805518507957458,0.4223487675189972,0.17277967929840088,0.3282766342163086,0.17767351865768433,0.40387406945228577,0.4080928862094879,0.3783375024795532,0.062362536787986755,0.14799796044826508,0.12805518507957458,0.2433311939239502
the,0.42745697498321533,0.34736719727516174,0.36838498711586,0.22779929637908936,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.48381632566452026,0.6662389636039734,0.5829201340675354,0.07811610400676727,0.22717516124248505,0.22779929637908936,0.22068053483963013
show,0.29653704166412354,0.1697595715522766,0.20209737122058868,0.19728627800941467,0.319829523563385,0.2094513326883316,0.2095358669757843,0.41789430379867554,0.30768129229545593,0.27595704793930054,0.24886544048786163,0.0837109163403511,0.2167527675628662,0.19728627800941467,0.2520138621330261
'',0.08143015950918198,0.01978493109345436,0.0037952337879687548,-0.0031090988777577877,0.041273195296525955,0.06782495975494385,0.024401003494858742,-0.014226003549993038,0.006628023460507393,0.07432962208986282,0.04890415817499161,0.008024569600820541,0.11380378901958466,-0.0031090988777577877,0.018684765323996544
",",0.3087472915649414,0.3015086054801941,0.36644625663757324,0.27201512455940247,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.24060699343681335,0.48816442489624023,0.5201468467712402,0.427140474319458,0.08851227909326553,0.1955561488866806,0.27201512455940247,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.3016039729118347,0.1828758865594864,0.5171257257461548,0.21673844754695892,0.41279885172843933,0.26972857117652893,0.49487000703811646,0.4954058527946472,0.3739250600337982,0.0998905599117279,0.16058434545993805,0.1828758865594864,0.20544172823429108
a,0.3320399522781372,0.2552328109741211,0.3483705520629883,0.21813347935676575,0.5829201340675354,0.22883038222789764,0.36608949303627014,0.23966510593891144,0.39550232887268066,0.539380669593811,1.0,0.03359675034880638,0.20674628019332886,0.21813347935676575,0.23916715383529663
2011,0.04286744073033333,-0.03760814294219017,0.09670346975326538,-0.03649180009961128,0.07811610400676727,-0.01649976149201393,0.023839345201849937,0.003232794813811779,0.10110048204660416,0.08290185779333115,0.03359675034880638,1.0,0.11294045299291611,-0.03649180009961128,0.005212190095335245
online,0.14688250422477722,0.13709670305252075,0.17865845561027527,0.1583205908536911,0.22717516124248505,0.15807311236858368,0.1755371391773224,0.18107765913009644,0.17307688295841217,0.23201559484004974,0.20674628019332886,0.11294045299291611,1.0,0.1583205908536911,0.2474360167980194
vote,0.30723845958709717,0.27747371792793274,0.28452056646347046,1.0,0.22779929637908936,0.14667022228240967,0.3261251747608185,0.12707781791687012,0.20532511174678802,0.21458156406879425,0.21813347935676575,-0.03649180009961128,0.1583205908536911,1.0,0.2888886630535126
at,0.2838611304759979,0.28390252590179443,0.2582513391971588,0.14803512394428253,0.457212895154953,0.2165924310684204,0.22096660733222961,0.1310107558965683,0.28092536330223083,0.4374977946281433,0.3095070421695709,-0.017194323241710663,0.20598451793193817,0.14803512394428253,0.21978627145290375
digital,0.1757969856262207,0.10377924144268036,0.09929316490888596,0.17403315007686615,0.18361380696296692,0.14229458570480347,0.1301393359899521,0.15324652194976807,0.14300262928009033,0.1500016450881958,0.19387772679328918,0.13629871606826782,0.3473089039325714,0.17403315007686615,0.12982943654060364
spy,0.18355518579483032,0.15270765125751495,0.14428643882274628,0.143289253115654,0.16499696671962738,0.2158845216035843,0.2958638668060303,0.2765234708786011,0.13608692586421967,0.23066559433937073,0.22880542278289795,-0.07586666196584702,0.1270655244588852,0.143289253115654,0.09503090381622314
deemed,0.26345115900039673,0.26409369707107544,0.19909238815307617,0.2754329442977905,0.23937971889972687,0.06573966890573502,0.28377267718315125,0.1450691968202591,0.31062936782836914,0.2179366648197174,0.20292270183563232,0.10632400959730148,0.17068785429000854,0.2754329442977905,0.23173536360263824
the,0.42745697498321533,0.34736719727516174,0.36838498711586,0.22779929637908936,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.48381632566452026,0.6662389636039734,0.5829201340675354,0.07811610400676727,0.22717516124248505,0.22779929637908936,0.22068053483963013
series,0.17328087985515594,0.15581852197647095,0.10404983162879944,0.12707781791687012,0.31376904249191284,0.2712797522544861,0.21484537422657013,1.0000001192092896,0.2641415596008301,0.2914260923862457,0.23966510593891144,0.003232794813811779,0.18107765913009644,0.12707781791687012,0.1709602326154709
the,0.42745697498321533,0.34736719727516174,0.36838498711586,0.22779929637908936,1.0,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.48381632566452026,0.6662389636039734,0.5829201340675354,0.07811610400676727,0.22717516124248505,0.22779929637908936,0.22068053483963013
``,0.008517155423760414,-0.029888948425650597,0.08962737023830414,0.08675257116556168,0.029072100296616554,0.03718610852956772,0.02397952415049076,-0.08478077501058578,0.03910288214683533,0.04765888676047325,0.07272057235240936,0.08376037329435349,-0.12675468623638153,0.08675257116556168,0.0685480609536171
scariest,0.35832446813583374,0.25752928853034973,0.2508856952190399,0.1622404158115387,0.34830382466316223,0.34533268213272095,0.3341577649116516,0.29050448536872864,0.24754729866981506,0.31392204761505127,0.2861799895763397,0.001266554114408791,0.16959215700626373,0.1622404158115387,0.28393757343292236
tv,0.20700684189796448,0.12035900354385376,0.1602458506822586,0.1764255166053772,0.20034731924533844,0.23672568798065186,0.20096197724342346,0.5038743615150452,0.21589502692222595,0.17989183962345123,0.2169625610113144,0.015295367687940598,0.23275165259838104,0.1764255166053772,0.20290863513946533
show,0.29653704166412354,0.1697595715522766,0.20209737122058868,0.19728627800941467,0.319829523563385,0.2094513326883316,0.2095358669757843,0.41789430379867554,0.30768129229545593,0.27595704793930054,0.24886544048786163,0.0837109163403511,0.2167527675628662,0.19728627800941467,0.2520138621330261
of,0.33290785551071167,0.2513895630836487,0.3251037895679474,0.19845709204673767,0.733189046382904,0.16895952820777893,0.2827862501144409,0.22268271446228027,0.3886612355709076,0.5696388483047485,0.5052502155303955,0.09709474444389343,0.19929544627666473,0.19845709204673767,0.1826142966747284
all,0.41981086134910583,0.33943864703178406,0.31366872787475586,0.3025979697704315,0.4860881567001343,0.14317180216312408,0.3698336184024811,0.26130741834640503,0.33195313811302185,0.3335905969142914,0.2696802616119385,0.08477666974067688,0.21437934041023254,0.3025979697704315,0.29575422406196594
time,0.36319252848625183,0.3567926585674286,0.25196269154548645,0.25893062353134155,0.43061500787734985,0.22827142477035522,0.36634087562561035,0.2359362095594406,0.3239102065563202,0.3431483507156372,0.3292340338230133,-0.03973166272044182,0.26492342352867126,0.25893062353134155,0.27391523122787476
'',0.08143015950918198,0.01978493109345436,0.0037952337879687548,-0.0031090988777577877,0.041273195296525955,0.06782495975494385,0.024401003494858742,-0.014226003549993038,0.006628023460507393,0.07432962208986282,0.04890415817499161,0.008024569600820541,0.11380378901958466,-0.0031090988777577877,0.018684765323996544
.,0.3567904531955719,0.35288307070732117,0.33118996024131775,0.27672019600868225,0.5934505462646484,0.22361043095588684,0.3541337847709656,0.3121925890445709,0.515582263469696,0.5591574311256409,0.50484299659729,0.10024500638246536,0.23714536428451538,0.27672019600868225,0.4130953550338745
