,approximately,how,many,gems,in,reverend,chauncy,hare,townshend,'s,collection,was,given,to,the,museum,?
154,0.17847642302513123,0.2478218972682953,0.06990480422973633,0.08402311056852341,0.05752888694405556,0.138823002576828,0.026930222287774086,0.0047241016291081905,0.12939848005771637,-0.042714186012744904,0.03289703279733658,-0.0015490669757127762,0.1608361303806305,0.28490403294563293,0.18359190225601196,0.039721373468637466,0.266965389251709
gems,0.121101513504982,0.1865231841802597,0.23457071185112,1.0000001192092896,0.16301465034484863,0.18691886961460114,0.1945929229259491,0.04151129350066185,0.16817620396614075,0.07074031978845596,0.2563253939151764,0.12906786799430847,0.18228673934936523,0.22353056073188782,0.2031181901693344,0.20098498463630676,0.1336745172739029
bequeathed,0.3278842270374298,0.10464462637901306,0.24680019915103912,0.20110321044921875,0.30938994884490967,0.36977678537368774,0.3055216372013092,0.3334082067012787,0.270186185836792,0.023139791563153267,0.3697202205657959,0.4350752532482147,0.2785637676715851,0.25286343693733215,0.33061784505844116,0.3917529881000519,0.10575178265571594
in,0.3145860731601715,0.2601168751716614,0.41474202275276184,0.16301465034484863,1.0,0.2380610704421997,0.2678554952144623,0.1784706711769104,0.24689491093158722,-0.037580832839012146,0.23004686832427979,0.45514053106307983,0.2528568208217621,0.45010748505592346,0.6662389636039734,0.2407650351524353,0.20430970191955566
1869,-0.08329451829195023,-0.005637621972709894,-0.044903431087732315,0.0019488896941766143,-0.023044336587190628,0.2717534899711609,0.15615467727184296,0.08250334113836288,0.14164964854717255,0.019840387627482414,0.1748742163181305,0.132489413022995,0.05301223322749138,-0.05272897705435753,0.024187540635466576,0.12345144152641296,-0.025194555521011353
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.17583541572093964,0.5201468467712402,0.33965903520584106,0.34415093064308167,0.2906651198863983,0.3653388023376465,-0.0016132977325469255,0.2277175933122635,0.45456063747406006,0.2843315005302429,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
lady,0.11307919025421143,0.14844340085983276,0.13919489085674286,0.1151043251156807,0.2036832869052887,0.3241429626941681,0.23100493848323822,0.20060355961322784,0.30580443143844604,-0.016619781032204628,0.19945506751537323,0.22953040897846222,0.14610908925533295,0.18840491771697998,0.21662424504756927,0.1768854558467865,0.14158371090888977
cory,0.09790322929620743,0.10872136801481247,0.07759053260087967,0.20780622959136963,0.15190966427326202,0.27749335765838623,0.3564862906932831,0.2708449363708496,0.3175641894340515,0.014519136399030685,0.17247529327869415,0.2259826511144638,0.07847130298614502,0.18565911054611206,0.18997178971767426,0.20378124713897705,0.18568909168243408
's,0.017990030348300934,-0.026164190843701363,0.01698932610452175,0.07074031978845596,-0.037580832839012146,0.024746235460042953,-0.004969189874827862,0.10197870433330536,0.06038576737046242,0.9999999403953552,0.003388406243175268,0.008974763564765453,-0.024429189041256905,0.03782717138528824,-0.01540423184633255,-0.011753248050808907,-0.023395681753754616
1951,-0.16363807022571564,-0.1367572546005249,-0.11618638783693314,-0.05251123756170273,-0.18103405833244324,-0.05467445030808449,-0.26780539751052856,-0.10925022512674332,-0.1858353167772293,0.05847541242837906,-0.15594610571861267,-0.15923678874969482,-0.1378002017736435,-0.14842139184474945,-0.20524539053440094,-0.17584800720214844,-0.20064012706279755
gift,0.1722884625196457,0.20630408823490143,0.14767691493034363,0.2092108130455017,0.19502383470535278,0.23571379482746124,0.21594418585300446,0.18565668165683746,0.21949969232082367,0.0963224545121193,0.28258222341537476,0.2019146829843521,0.3209392726421356,0.21320243179798126,0.23132675886154175,0.23908092081546783,0.1950901448726654
of,0.34526896476745605,0.2480744868516922,0.37253960967063904,0.20048688352108002,0.5696388483047485,0.23484614491462708,0.2758171260356903,0.18918932974338531,0.20114754140377045,-0.03817026689648628,0.2915455996990204,0.4069072902202606,0.39388060569763184,0.41548454761505127,0.733189046382904,0.23314370214939117,0.1826142966747284
major,0.16224710643291473,0.12500809133052826,0.2907782793045044,0.0838463306427002,0.3249945342540741,0.16220472753047943,0.19647854566574097,0.19822892546653748,0.2445679008960724,-0.010959804058074951,0.18903550505638123,0.20676274597644806,0.14245600998401642,0.19240309298038483,0.31775903701782227,0.13597285747528076,0.19788557291030884
diamond,0.18589715659618378,0.09721522033214569,0.1612793654203415,0.42024195194244385,0.2137380689382553,0.17081861197948456,0.2351558655500412,0.179550901055336,0.21462227404117584,-0.04169813543558121,0.19710895419120789,0.20147955417633057,0.14321906864643097,0.1710454821586609,0.18828736245632172,0.15713359415531158,0.10509363561868668
jewellery,0.1837928742170334,0.20919500291347504,0.29095256328582764,0.43002134561538696,0.2104388326406479,0.22070033848285675,0.2799537181854248,0.1988285779953003,0.2081482708454132,0.05835748463869095,0.34589406847953796,0.20858196914196014,0.22870363295078278,0.23540540039539337,0.19773870706558228,0.2936083972454071,0.15173175930976868
from,0.302482545375824,0.22939439117908478,0.33099696040153503,0.12214506417512894,0.4274188280105591,0.19249498844146729,0.11707687377929688,0.1538458913564682,0.2113979458808899,-0.01936490088701248,0.2754948139190674,0.31171464920043945,0.28116533160209656,0.4069952368736267,0.40150508284568787,0.20791949331760406,0.19969791173934937
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.2031181901693344,0.6662389636039734,0.21770034730434418,0.2970399260520935,0.22638079524040222,0.20970672369003296,-0.01540423184633255,0.25281965732574463,0.48711544275283813,0.37508252263069153,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
18th,0.16920101642608643,0.19687892496585846,0.10557981580495834,0.19089166820049286,0.19408075511455536,0.28051888942718506,0.17146992683410645,0.16516390442848206,0.20085600018501282,0.12255296856164932,0.14714926481246948,0.2556672692298889,0.17953653633594513,0.19349952042102814,0.2844390869140625,0.08404199779033661,0.11879357695579529
and,0.3228789269924164,0.33647966384887695,0.5296266674995422,0.21430926024913788,0.4954058527946472,0.2811555862426758,0.28546199202537537,0.22137707471847534,0.2967555522918701,0.06895173341035843,0.2379438579082489,0.3740963041782379,0.30185943841934204,0.48971283435821533,0.5171257257461548,0.21554097533226013,0.20544172823429108
19th,0.16763116419315338,0.15654316544532776,0.10000927746295929,0.22755226492881775,0.15408828854560852,0.259672075510025,0.17818006873130798,0.10732798278331757,0.17857950925827026,0.09424189478158951,0.16749516129493713,0.24231374263763428,0.24033606052398682,0.18742936849594116,0.24964287877082825,0.06397612392902374,0.004712673369795084
centuries,0.17325599491596222,0.15849389135837555,0.370494544506073,0.19899484515190125,0.2558690905570984,0.1641600877046585,0.16035792231559753,0.11246171593666077,0.1378065049648285,-0.011494642123579979,0.2218795269727707,0.27720052003860474,0.21749021112918854,0.2275104820728302,0.32166481018066406,0.1781580150127411,0.13179439306259155
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.17583541572093964,0.5201468467712402,0.33965903520584106,0.34415093064308167,0.2906651198863983,0.3653388023376465,-0.0016132977325469255,0.2277175933122635,0.45456063747406006,0.2843315005302429,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
and,0.3228789269924164,0.33647966384887695,0.5296266674995422,0.21430926024913788,0.4954058527946472,0.2811555862426758,0.28546199202537537,0.22137707471847534,0.2967555522918701,0.06895173341035843,0.2379438579082489,0.3740963041782379,0.30185943841934204,0.48971283435821533,0.5171257257461548,0.21554097533226013,0.20544172823429108
jewellery,0.1837928742170334,0.20919500291347504,0.29095256328582764,0.43002134561538696,0.2104388326406479,0.22070033848285675,0.2799537181854248,0.1988285779953003,0.2081482708454132,0.05835748463869095,0.34589406847953796,0.20858196914196014,0.22870363295078278,0.23540540039539337,0.19773870706558228,0.2936083972454071,0.15173175930976868
scholar,0.11113859713077545,0.12961706519126892,0.17750366032123566,0.15013791620731354,0.13179342448711395,0.3065556585788727,0.26053133606910706,0.12055555731058121,0.2511364221572876,0.040988847613334656,0.22255419194698334,0.28704655170440674,0.20560260117053986,0.18490804731845856,0.16383583843708038,0.22032620012760162,0.1606755405664444
dame,0.07931826263666153,0.14531372487545013,0.17411944270133972,0.14401403069496155,0.2553365230560303,0.25414323806762695,0.33562421798706055,0.19841571152210236,0.19853390753269196,-0.026876220479607582,0.11640749871730804,0.25002744793891907,0.13026003539562225,0.15133850276470184,0.24509219825267792,0.1509353667497635,0.1115170493721962
joan,0.13657346367835999,0.09102306514978409,0.17286022007465363,0.1521534025669098,0.1662837415933609,0.27542638778686523,0.21933290362358093,0.16222810745239258,0.24673062562942505,0.016368649899959564,0.16106608510017395,0.1992645412683487,0.22077807784080505,0.13096833229064941,0.12128341197967529,0.17496882379055023,0.11817244440317154
evans,0.08466335386037827,0.1478862464427948,0.17631500959396362,0.1716366857290268,0.22539855539798737,0.3502409756183624,0.4002858102321625,0.2434511035680771,0.3622466027736664,0.11680831015110016,0.1031118631362915,0.2650309205055237,0.11053125560283661,0.20991384983062744,0.24545583128929138,0.06840577721595764,0.1579946130514145
',0.10089071094989777,0.18823795020580292,0.15973903238773346,0.13948939740657806,0.4158826768398285,0.29651084542274475,0.2844933569431305,0.2247883826494217,0.18690834939479828,0.07651367038488388,0.2383844554424286,0.33675912022590637,0.25781694054603577,0.34544456005096436,0.474788099527359,0.1479852944612503,0.330942302942276
1977,0.06770659983158112,-0.08239716291427612,0.0018902458250522614,-0.036242157220840454,0.09717167168855667,0.0025539929047226906,-0.052276670932769775,0.050484608858823776,0.013915509916841984,0.024843718856573105,-0.007533556316047907,0.047073230147361755,0.02094597928225994,0.04582442715764046,0.06613131612539291,-0.037973254919052124,-0.059247612953186035
gift,0.1722884625196457,0.20630408823490143,0.14767691493034363,0.2092108130455017,0.19502383470535278,0.23571379482746124,0.21594418585300446,0.18565668165683746,0.21949969232082367,0.0963224545121193,0.28258222341537476,0.2019146829843521,0.3209392726421356,0.21320243179798126,0.23132675886154175,0.23908092081546783,0.1950901448726654
of,0.34526896476745605,0.2480744868516922,0.37253960967063904,0.20048688352108002,0.5696388483047485,0.23484614491462708,0.2758171260356903,0.18918932974338531,0.20114754140377045,-0.03817026689648628,0.2915455996990204,0.4069072902202606,0.39388060569763184,0.41548454761505127,0.733189046382904,0.23314370214939117,0.1826142966747284
more,0.3425437808036804,0.4319567084312439,0.48608261346817017,0.19267338514328003,0.32563260197639465,0.12549065053462982,0.18980364501476288,0.12091038376092911,0.17405053973197937,0.032942235469818115,0.19879412651062012,0.21525104343891144,0.26218181848526,0.47084665298461914,0.39758381247520447,0.077372707426548,0.27894994616508484
than,0.3712998330593109,0.29763275384902954,0.39069414138793945,0.1777603179216385,0.3270052373409271,0.0838305726647377,0.13184669613838196,0.1174621507525444,0.11500237882137299,0.0585811510682106,0.1624053567647934,0.1872616857290268,0.24328041076660156,0.3192550539970398,0.3227543234825134,0.08831054717302322,0.24917294085025787
800,0.014321972616016865,0.07474814355373383,0.06312678754329681,-0.027972621843218803,0.010950660333037376,0.0734417587518692,0.02562149055302143,0.022627491503953934,0.05920780450105667,-0.001953079248778522,0.05127240717411041,0.055157002061605453,0.10266563296318054,0.047120727598667145,0.007269678637385368,0.14892537891864777,0.04938950017094612
jewels,0.11878019571304321,0.15615206956863403,0.21767368912696838,0.47427046298980713,0.1654551774263382,0.17637422680854797,0.23903639614582062,0.1912626475095749,0.21513573825359344,0.018480436876416206,0.3201775550842285,0.22425991296768188,0.22733604907989502,0.2356695532798767,0.2692396938800812,0.21033157408237457,0.15486109256744385
dating,0.21222923696041107,0.1927265226840973,0.2347424179315567,0.25992998480796814,0.2300887107849121,0.193855419754982,0.19911132752895355,0.03234320133924484,0.15716327726840973,-0.07326678186655045,0.18527427315711975,0.17555896937847137,0.13278762996196747,0.17611581087112427,0.23401090502738953,0.20265792310237885,0.1135709211230278
from,0.302482545375824,0.22939439117908478,0.33099696040153503,0.12214506417512894,0.4274188280105591,0.19249498844146729,0.11707687377929688,0.1538458913564682,0.2113979458808899,-0.01936490088701248,0.2754948139190674,0.31171464920043945,0.28116533160209656,0.4069952368736267,0.40150508284568787,0.20791949331760406,0.19969791173934937
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.2031181901693344,0.6662389636039734,0.21770034730434418,0.2970399260520935,0.22638079524040222,0.20970672369003296,-0.01540423184633255,0.25281965732574463,0.48711544275283813,0.37508252263069153,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
middle,0.2238876074552536,0.1679641306400299,0.2010502815246582,0.11326692998409271,0.26767921447753906,0.1905166655778885,0.2228148728609085,0.07430867850780487,0.24312397837638855,-0.017355401068925858,0.10509289056062698,0.21038298308849335,0.1668901890516281,0.2015334814786911,0.3405749201774597,0.07178838551044464,0.13139553368091583
ages,0.19268423318862915,0.2198406457901001,0.25978216528892517,0.167254239320755,0.23238429427146912,0.17646226286888123,0.18825577199459076,0.0526384562253952,0.22244593501091003,0.034693848341703415,0.1413511484861374,0.20646628737449646,0.21387329697608948,0.18168984353542328,0.28271523118019104,0.1360076516866684,0.16701677441596985
to,0.27967149019241333,0.44169697165489197,0.40243685245513916,0.22353056073188782,0.45010748505592346,0.22424015402793884,0.21688321232795715,0.21566303074359894,0.24616986513137817,0.03782717138528824,0.15417452156543732,0.3636345863342285,0.3428947925567627,1.0,0.535392165184021,0.1640389859676361,0.29463258385658264
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.2031181901693344,0.6662389636039734,0.21770034730434418,0.2970399260520935,0.22638079524040222,0.20970672369003296,-0.01540423184633255,0.25281965732574463,0.48711544275283813,0.37508252263069153,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
early,0.23987001180648804,0.2415190190076828,0.4033903181552887,0.14581049978733063,0.34672921895980835,0.18708036839962006,0.2336188405752182,0.11774907261133194,0.27154338359832764,0.03384959325194359,0.28198525309562683,0.4148794412612915,0.22488035261631012,0.24557004868984222,0.34442198276519775,0.23575761914253235,0.15272949635982513
19th,0.16763116419315338,0.15654316544532776,0.10000927746295929,0.22755226492881775,0.15408828854560852,0.259672075510025,0.17818006873130798,0.10732798278331757,0.17857950925827026,0.09424189478158951,0.16749516129493713,0.24231374263763428,0.24033606052398682,0.18742936849594116,0.24964287877082825,0.06397612392902374,0.004712673369795084
century,0.17752541601657867,0.1569085419178009,0.3132779002189636,0.13189686834812164,0.3174034655094147,0.20677998661994934,0.19653388857841492,0.1580989509820938,0.1861671656370163,-0.0005286295781843364,0.2717791497707367,0.3521432876586914,0.14617815613746643,0.20143604278564453,0.3617299497127533,0.21636970341205597,0.1026201918721199
.,0.27396154403686523,0.3287222981452942,0.3974229395389557,0.18285781145095825,0.5591574311256409,0.34600216150283813,0.34071314334869385,0.2143649309873581,0.2970004677772522,-0.003708066651597619,0.2516246736049652,0.40146201848983765,0.3169408142566681,0.4645031690597534,0.5934505462646484,0.19497929513454437,0.4130953550338745
