,what,century,did,the,name,of,the,rhine,come,from,?
(,0.2411840260028839,0.15864071249961853,0.18979617953300476,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.12381801009178162,0.235469788312912,0.25806233286857605,0.40561532974243164
1st,0.23860467970371246,0.1623414158821106,0.2443438470363617,0.2525756061077118,0.05066470429301262,0.20500582456588745,0.2525756061077118,0.22343063354492188,0.14965756237506866,0.12860049307346344,0.2033112645149231
century,0.20422613620758057,1.0,0.2333737462759018,0.3617299497127533,0.17616520822048187,0.2826060354709625,0.3617299497127533,0.21836237609386444,0.21024838089942932,0.24901773035526276,0.1026201918721199
bc,0.21395325660705566,0.4302828013896942,0.12187761813402176,0.2513079047203064,0.12614215910434723,0.2062062919139862,0.2513079047203064,0.25015801191329956,0.13793496787548065,0.21324317157268524,0.1382298320531845
),0.26259949803352356,0.14800427854061127,0.18584993481636047,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.12686386704444885,0.219970241189003,0.2672361731529236,0.42300865054130554
as,0.31749409437179565,0.24608509242534637,0.3596470057964325,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.18380387127399445,0.192745640873909,0.3251767158508301,0.27043893933296204
greek,0.14808377623558044,0.21091130375862122,0.1255291998386383,0.23564283549785614,0.26015329360961914,0.2256247103214264,0.23564283549785614,0.14018139243125916,0.21442489326000214,0.2486233115196228,0.11180876195430756
ῥῆνος,0.15329088270664215,0.07179462909698486,0.15029782056808472,0.03025021031498909,0.08534085005521774,-0.007389982230961323,0.03025021031498909,0.03885845094919205,0.22764571011066437,0.14496386051177979,0.21105007827281952
(,0.2411840260028839,0.15864071249961853,0.18979617953300476,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.12381801009178162,0.235469788312912,0.25806233286857605,0.40561532974243164
rhēnos,0.15828873217105865,0.14011727273464203,0.16945070028305054,0.24777035415172577,0.13526594638824463,0.19102126359939575,0.24777035415172577,0.2646097242832184,0.20757919549942017,0.1209569051861763,0.21905288100242615
),0.26259949803352356,0.14800427854061127,0.18584993481636047,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.12686386704444885,0.219970241189003,0.2672361731529236,0.42300865054130554
",",0.3087472915649414,0.24487493932247162,0.3015086054801941,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.167837992310524,0.350309282541275,0.39760664105415344,0.31091248989105225
latin,0.1759578436613083,0.261457234621048,0.11352607607841492,0.24914836883544922,0.32249414920806885,0.23412929475307465,0.24914836883544922,0.18566949665546417,0.21235644817352295,0.2724078595638275,0.1303461492061615
rhenus,0.2085077166557312,0.20585758984088898,0.18212278187274933,0.3206646144390106,0.23840181529521942,0.2958637773990631,0.3206646144390106,0.44949477910995483,0.1594168096780777,0.1834229677915573,0.2204820066690445
.,0.3567904531955719,0.27413639426231384,0.35288307070732117,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.2089352011680603,0.2866859436035156,0.41536515951156616,0.4130953550338745
