,how,many,societal,class,divisions,were,in,the,plan,kublai,rejected,?
later,0.2534695267677307,0.3450429439544678,0.14721280336380005,0.14864027500152588,0.16369839012622833,0.46195727586746216,0.40857815742492676,0.4060266613960266,0.21965853869915009,0.3611445426940918,0.31822699308395386,0.1417175978422165
four,0.1955733299255371,0.4139232039451599,0.1145811676979065,0.10618548840284348,0.2694883644580841,0.3769223988056183,0.3085027039051056,0.40344667434692383,0.1873883157968521,0.18091818690299988,0.10810165852308273,0.14532537758350372
",",0.22659391164779663,0.40610817074775696,0.19046662747859955,0.1753857135772705,0.27065619826316833,0.36755475401878357,0.5201468467712402,0.4933079481124878,0.21265573799610138,0.2569756805896759,0.2369922697544098,0.31091248989105225
classes,0.27750828862190247,0.2907905578613281,0.28645187616348267,0.7096753120422363,0.2989881932735443,0.248728409409523,0.20728561282157898,0.21469499170780182,0.17151232063770294,0.10028910636901855,0.13933569192886353,0.14397528767585754
with,0.3525622487068176,0.35744401812553406,0.14097873866558075,0.17964689433574677,0.17412646114826202,0.3179011940956116,0.4080928862094879,0.4223487675189972,0.2686347961425781,0.1752355396747589,0.21661750972270966,0.2433311939239502
the,0.33890387415885925,0.4335206151008606,0.29459434747695923,0.18034407496452332,0.3125615119934082,0.3906462490558624,0.6662389636039734,1.0,0.2852855324745178,0.32886171340942383,0.2610994279384613,0.22068053483963013
han,0.1633017361164093,0.24089652299880981,0.19206903874874115,0.11407658457756042,0.13625399768352509,0.185258150100708,0.1791689544916153,0.253618985414505,0.14108534157276154,0.465512216091156,0.11797510832548141,0.17129439115524292
chinese,0.21388240158557892,0.27965980768203735,0.22093205153942108,0.16544924676418304,0.10477504879236221,0.22925853729248047,0.20821347832679749,0.2785343527793884,0.13368049263954163,0.38022753596305847,0.1459999829530716,0.20843194425106049
occupying,0.10418752580881119,0.245362788438797,0.21282987296581268,0.07684055715799332,0.36681056022644043,0.26976272463798523,0.32528671622276306,0.3747284412384033,0.2841741144657135,0.28253304958343506,0.2282390147447586,0.09100895375013351
the,0.33890387415885925,0.4335206151008606,0.29459434747695923,0.18034407496452332,0.3125615119934082,0.3906462490558624,0.6662389636039734,1.0,0.2852855324745178,0.32886171340942383,0.2610994279384613,0.22068053483963013
lowest,0.17798972129821777,0.189046248793602,0.20627206563949585,0.2007335126399994,0.24131952226161957,0.14833728969097137,0.2796158194541931,0.3453028202056885,0.06544774770736694,0.1095082238316536,0.08658993989229202,0.11098209768533707
rank,0.15192629396915436,0.17737597227096558,0.19067691266536713,0.3064260482788086,0.33181890845298767,0.16585007309913635,0.20269498229026794,0.2690342664718628,0.10053468495607376,0.26601171493530273,0.1390559822320938,0.16137325763702393
.,0.3287222981452942,0.3974229395389557,0.22558282315731049,0.24688394367694855,0.3021276295185089,0.3378238379955292,0.5591574311256409,0.5934505462646484,0.2966235876083374,0.2311694622039795,0.2487819641828537,0.4130953550338745
