,what,was,warsaw,'s,first,literary,cabaret,?
1939,0.11055738478899002,0.2539779245853424,0.1926027536392212,-0.01742924377322197,0.12773080170154572,-0.02740781009197235,-0.028458310291171074,-0.0777229517698288
",",0.3087472915649414,0.45456063747406006,0.25300899147987366,-0.0016132977325469255,0.34503069519996643,0.2613956928253174,0.26835551857948303,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.2083624005317688,0.06895173341035843,0.3167642652988434,0.22260333597660065,0.2910536825656891,0.20544172823429108
in,0.30808621644973755,0.45514053106307983,0.22642600536346436,-0.037580832839012146,0.4127444326877594,0.20486970245838165,0.28513452410697937,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,0.23137180507183075,-0.01540423184633255,0.49448907375335693,0.20471718907356262,0.21999342739582062,0.22068053483963013
inter-war,0.2985334098339081,0.24459849298000336,0.2688729465007782,-0.07840049266815186,0.2788597047328949,0.2774904668331146,0.15902060270309448,0.2168840914964676
period,0.24507179856300354,0.2820133864879608,0.18795393407344818,-0.05741342157125473,0.3305831849575043,0.17922280728816986,0.18035832047462463,0.18706195056438446
",",0.3087472915649414,0.45456063747406006,0.25300899147987366,-0.0016132977325469255,0.34503069519996643,0.2613956928253174,0.26835551857948303,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,0.23137180507183075,-0.01540423184633255,0.49448907375335693,0.20471718907356262,0.21999342739582062,0.22068053483963013
theatre,0.12211663275957108,0.2824205458164215,0.26380211114883423,0.041160330176353455,0.22594355046749115,0.3027908205986023,0.4491404592990875,0.1159285232424736
complex,0.2605343163013458,0.15738925337791443,0.07394781708717346,-0.03034111298620701,0.183018296957016,0.1447414606809616,0.11002741008996964,0.17752902209758759
also,0.42747777700424194,0.4032125174999237,0.16331592202186584,-0.0014726108638569713,0.43768298625946045,0.19107380509376526,0.24545717239379883,0.21848613023757935
included,0.2288810908794403,0.3148443400859833,0.13980647921562195,-0.041006240993738174,0.23475037515163422,0.17471443116664886,0.1693415343761444,0.14385655522346497
momus,0.2592058479785919,0.23792313039302826,0.22287167608737946,0.10715420544147491,0.15158790349960327,0.1393519788980484,0.20623542368412018,0.23615162074565887
",",0.3087472915649414,0.45456063747406006,0.25300899147987366,-0.0016132977325469255,0.34503069519996643,0.2613956928253174,0.26835551857948303,0.31091248989105225
warsaw,0.10373849421739578,0.2614976763725281,1.0,0.02839025668799877,0.19408388435840607,0.17753678560256958,0.16356010735034943,0.09769917279481888
's,0.02692362666130066,0.008974763564765453,0.02839025668799877,0.9999999403953552,-0.014458609744906425,0.000694391957949847,0.027373554185032845,-0.023395681753754616
first,0.28086137771606445,0.5022147297859192,0.19408388435840607,-0.014458609744906425,1.0,0.2074470818042755,0.14231334626674652,0.18701928853988647
literary,0.154927596449852,0.2289194017648697,0.17753678560256958,0.000694391957949847,0.2074470818042755,0.9999999403953552,0.18738611042499542,0.14493726193904877
cabaret,0.16180627048015594,0.2094697654247284,0.16356010735034943,0.027373554185032845,0.14231334626674652,0.18738611042499542,0.9999998807907104,0.15239831805229187
",",0.3087472915649414,0.45456063747406006,0.25300899147987366,-0.0016132977325469255,0.34503069519996643,0.2613956928253174,0.26835551857948303,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.2083624005317688,0.06895173341035843,0.3167642652988434,0.22260333597660065,0.2910536825656891,0.20544172823429108
leon,0.18487244844436646,0.20790810883045197,0.15371301770210266,-0.013214081525802612,0.1499631553888321,0.12718844413757324,0.214087575674057,0.1691356748342514
schiller,0.2178276777267456,0.2660825848579407,0.3314700126647949,0.11226513236761093,0.2948746383190155,0.27889570593833923,0.24382565915584564,0.1644025593996048
's,0.02692362666130066,0.008974763564765453,0.02839025668799877,0.9999999403953552,-0.014458609744906425,0.000694391957949847,0.027373554185032845,-0.023395681753754616
musical,0.22908931970596313,0.22424104809761047,0.18828555941581726,0.06973093003034592,0.2284097969532013,0.2972106635570526,0.38190141320228577,0.187048077583313
theatre,0.12211663275957108,0.2824205458164215,0.26380211114883423,0.041160330176353455,0.22594355046749115,0.3027908205986023,0.4491404592990875,0.1159285232424736
melodram,0.20833279192447662,0.23670576512813568,0.16010336577892303,0.14864230155944824,0.18257494270801544,0.29703664779663086,0.2945474684238434,0.15151634812355042
.,0.3567904531955719,0.40146201848983765,0.26825499534606934,-0.003708066651597619,0.4345304071903229,0.16020378470420837,0.25175490975379944,0.4130953550338745
