,how,many,television,and,radio,channels,could,the,new,digital,service,carry,?
28.5°e,0.07879084348678589,0.13244682550430298,0.1441369354724884,0.10533024370670319,0.1260392665863037,0.06802040338516235,0.1711972951889038,0.016633067280054092,0.02285538800060749,0.13634058833122253,0.09643767029047012,0.033972449600696564,0.25977110862731934
),0.17939934134483337,0.16602720320224762,0.27724143862724304,0.4961937665939331,0.21417279541492462,0.209791898727417,0.19699417054653168,0.3456730246543884,0.253329336643219,0.17788442969322205,0.17408718168735504,0.1394006609916687,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.27995240688323975,0.6633074283599854,0.25251123309135437,0.2199012041091919,0.27399855852127075,0.4933079481124878,0.36073189973831177,0.17865565419197083,0.2389259785413742,0.1951419711112976,0.31091248989105225
enabled,0.2830977141857147,0.214308500289917,0.09516902267932892,0.23255655169487,0.15115517377853394,0.1905762255191803,0.36566516757011414,0.2653752565383911,0.2650352418422699,0.13776269555091858,0.23000992834568024,0.19389429688453674,0.25340956449508667
the,0.33890387415885925,0.4335206151008606,0.24569597840309143,0.5171257257461548,0.23511973023414612,0.27277594804763794,0.35393214225769043,1.0,0.3845241069793701,0.18361380696296692,0.22661015391349792,0.26752355694770813,0.22068053483963013
company,0.15308363735675812,0.196149542927742,0.25623777508735657,0.23788511753082275,0.13528293371200562,0.18634894490242004,0.15805432200431824,0.26591673493385315,0.16146139800548553,0.19660061597824097,0.265422523021698,0.14478807151317596,0.12195809185504913
to,0.44169697165489197,0.40243685245513916,0.1933557242155075,0.48971283435821533,0.16918617486953735,0.21767447888851166,0.5461788773536682,0.535392165184021,0.33159172534942627,0.1787031590938568,0.24411341547966003,0.32521840929985046,0.29463258385658264
launch,0.15294672548770905,0.15432266891002655,0.21629789471626282,0.18879936635494232,0.2305004745721817,0.2653808295726776,0.1823994368314743,0.2628649175167084,0.21595123410224915,0.2516619861125946,0.28502675890922546,0.30516231060028076,0.22009649872779846
a,0.29312583804130554,0.2872205972671509,0.22552843391895294,0.3739250600337982,0.19488471746444702,0.18764011561870575,0.3736826181411743,0.5829201340675354,0.3214259147644043,0.19387772679328918,0.23104366660118103,0.2364719659090042,0.23916715383529663
new,0.20832711458206177,0.2992318272590637,0.25368571281433105,0.31402453780174255,0.1785462647676468,0.1410730928182602,0.2219955027103424,0.3845241069793701,0.9999999403953552,0.17902426421642303,0.21442657709121704,0.12178708612918854,0.14782847464084625
all-digital,0.17514605820178986,0.2057167887687683,0.3738345503807068,0.26417747139930725,0.40116676688194275,0.37719058990478516,0.2243931144475937,0.21790152788162231,0.21216239035129547,0.9496155381202698,0.25242239236831665,0.14808537065982819,0.17306490242481232
service,0.12199638783931732,0.21650798618793488,0.2054690420627594,0.24532052874565125,0.24494734406471252,0.27798375487327576,0.18462923169136047,0.22661015391349792,0.21442657709121704,0.2400941252708435,0.9999998807907104,0.20712953805923462,0.1676298975944519
",",0.22659391164779663,0.40610817074775696,0.27995240688323975,0.6633074283599854,0.25251123309135437,0.2199012041091919,0.27399855852127075,0.4933079481124878,0.36073189973831177,0.17865565419197083,0.2389259785413742,0.1951419711112976,0.31091248989105225
sky,0.17595531046390533,0.20073868334293365,0.20846030116081238,0.2200697511434555,0.2423005998134613,0.23975785076618195,0.23377546668052673,0.26521286368370056,0.08702775835990906,0.24256861209869385,0.09141623228788376,0.12617605924606323,0.11270341277122498
",",0.22659391164779663,0.40610817074775696,0.27995240688323975,0.6633074283599854,0.25251123309135437,0.2199012041091919,0.27399855852127075,0.4933079481124878,0.36073189973831177,0.17865565419197083,0.2389259785413742,0.1951419711112976,0.31091248989105225
with,0.3525622487068176,0.35744401812553406,0.17469868063926697,0.5477725267410278,0.15850627422332764,0.1873491257429123,0.32055896520614624,0.4223487675189972,0.24325589835643768,0.10750167816877365,0.20442402362823486,0.22976382076740265,0.2433311939239502
the,0.33890387415885925,0.4335206151008606,0.24569597840309143,0.5171257257461548,0.23511973023414612,0.27277594804763794,0.35393214225769043,1.0,0.3845241069793701,0.18361380696296692,0.22661015391349792,0.26752355694770813,0.22068053483963013
potential,0.3267870843410492,0.2784624695777893,0.10446836054325104,0.2564159035682678,0.11920145899057388,0.2531680166721344,0.37623170018196106,0.27955570816993713,0.2220136970281601,0.1097068190574646,0.097163625061512,0.18284310400485992,0.20122039318084717
to,0.44169697165489197,0.40243685245513916,0.1933557242155075,0.48971283435821533,0.16918617486953735,0.21767447888851166,0.5461788773536682,0.535392165184021,0.33159172534942627,0.1787031590938568,0.24411341547966003,0.32521840929985046,0.29463258385658264
carry,0.29718565940856934,0.28331053256988525,0.16886550188064575,0.2731964588165283,0.18107746541500092,0.2736532986164093,0.3312416672706604,0.26752355694770813,0.12178708612918854,0.1400996744632721,0.20712953805923462,0.9999998807907104,0.17171701788902283
hundreds,0.30532944202423096,0.6037355661392212,0.18874461948871613,0.3448633551597595,0.13811874389648438,0.24272939562797546,0.32235661149024963,0.31001466512680054,0.21229997277259827,0.13859398663043976,0.10677123814821243,0.31308746337890625,0.17484495043754578
of,0.2480744868516922,0.37253960967063904,0.21995750069618225,0.5116966962814331,0.16079017519950867,0.17560617625713348,0.29043012857437134,0.733189046382904,0.343457967042923,0.20011478662490845,0.18425606191158295,0.23692575097084045,0.1826142966747284
television,0.20427560806274414,0.23433995246887207,1.0000001192092896,0.29514092206954956,0.5466874837875366,0.44117656350135803,0.15418753027915955,0.24569597840309143,0.25368571281433105,0.327540785074234,0.2054690420627594,0.16886550188064575,0.16825827956199646
and,0.33647966384887695,0.5296266674995422,0.29514092206954956,1.0,0.2658638060092926,0.2887432873249054,0.3385082483291626,0.5171257257461548,0.31402453780174255,0.20433840155601501,0.24532052874565125,0.2731964588165283,0.20544172823429108
radio,0.1959047019481659,0.20007941126823425,0.5466874837875366,0.2658638060092926,0.9999999403953552,0.3773115575313568,0.15939903259277344,0.23511973023414612,0.1785462647676468,0.38331758975982666,0.24494734406471252,0.18107746541500092,0.08763375133275986
channels,0.19186846911907196,0.2569890022277832,0.44117656350135803,0.2887432873249054,0.3773115575313568,1.0,0.2017042636871338,0.27277594804763794,0.1410730928182602,0.35592758655548096,0.27798375487327576,0.2736532986164093,0.19657258689403534
.,0.3287222981452942,0.3974229395389557,0.2806251645088196,0.588965117931366,0.20650681853294373,0.24374878406524658,0.3200591504573822,0.5934505462646484,0.35031336545944214,0.1748691350221634,0.2115515172481537,0.21299658715724945,0.4130953550338745
