,in,2012,",",how,many,stadiums,were,named,as,finalists,for,hosting,super,bowl,50,before,the,final,stadium,was,chosen,?
the,0.6662389636039734,0.46885523200035095,0.4933079481124878,0.33890387415885925,0.4335206151008606,0.2981659770011902,0.3906462490558624,0.3521348536014557,0.48381632566452026,0.28001731634140015,0.4739971458911896,0.3117837607860565,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.45900648832321167,1.0,0.3543182611465454,0.21145665645599365,0.48711544275283813,0.32853078842163086,0.22068053483963013
two,0.36463531851768494,0.30329978466033936,0.35859420895576477,0.2499001920223236,0.5147606730461121,0.191816508769989,0.4493520259857178,0.31202685832977295,0.3029302954673767,0.21918395161628723,0.34734001755714417,0.16638056933879852,0.19097526371479034,0.20622028410434723,0.019217558205127716,0.3067365288734436,0.43858039379119873,0.21285849809646606,0.11908403038978577,0.27166637778282166,0.23317429423332214,0.19645625352859497
finalists,0.2169053852558136,0.20097310841083527,0.20704138278961182,0.1328703612089157,0.24770088493824005,0.3123489022254944,0.24409334361553192,0.13457520306110382,0.13695557415485382,1.0000001192092896,0.21857798099517822,0.24410255253314972,0.1484403759241104,0.21504653990268707,0.015316781587898731,0.17026261985301971,0.28001731634140015,0.5148085355758667,0.2478853166103363,0.1985495388507843,0.32973650097846985,0.1289905160665512
were,0.3815755248069763,0.25845152139663696,0.36755475401878357,0.2082374095916748,0.4804460406303406,0.24795924127101898,1.0000001192092896,0.20632974803447723,0.3025437891483307,0.24409334361553192,0.33592689037323,0.11840006709098816,0.18743500113487244,0.17085392773151398,0.025104328989982605,0.3127685785293579,0.3906462490558624,0.17690886557102203,0.15496990084648132,0.590133786201477,0.18266253173351288,0.17890112102031708
sun,0.16873624920845032,0.3125842213630676,0.27459269762039185,0.2054978907108307,0.20761610567569733,0.15025073289871216,0.12194310873746872,0.09558558464050293,0.21215587854385376,0.18052363395690918,0.1499021351337433,0.13143634796142578,0.19575519859790802,0.1716381013393402,0.10816854238510132,0.1857183575630188,0.258540540933609,0.10990254580974579,0.14790156483650208,0.20506168901920319,0.13627107441425323,0.1497713327407837
life,0.27054134011268616,0.14786095917224884,0.24050940573215485,0.24822278320789337,0.291175901889801,0.11206826567649841,0.1938122808933258,0.16617770493030548,0.23248597979545593,0.11564424633979797,0.244698166847229,0.13098318874835968,0.11999484151601791,0.12527509033679962,0.035228993743658066,0.2111174762248993,0.23528170585632324,0.1127200648188591,0.10503630340099335,0.22970539331436157,0.15392319858074188,0.21677987277507782
stadium,0.21361783146858215,0.18786531686782837,0.2056228220462799,0.054756078869104385,0.15739767253398895,0.8583540916442871,0.15496990084648132,0.18557560443878174,0.1262112706899643,0.2478853166103363,0.18393352627754211,0.22913341224193573,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.13323405385017395,0.21145665645599365,0.20205752551555634,1.0,0.20318599045276642,0.1792728453874588,0.07579939067363739
and,0.4954058527946472,0.38536936044692993,0.6633074283599854,0.33647966384887695,0.5296266674995422,0.2271653711795807,0.42175528407096863,0.23097854852676392,0.49487000703811646,0.20736482739448547,0.5064792633056641,0.28479841351509094,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.3518902659416199,0.5171257257461548,0.2635152339935303,0.11777293682098389,0.3740963041782379,0.1962766945362091,0.20544172823429108
levi,0.13398480415344238,0.07592707127332687,0.2592664957046509,0.12608356773853302,0.08425374329090118,0.13798938691616058,0.19408033788204193,0.10618292540311813,0.16246658563613892,0.11432020366191864,0.16166196763515472,0.06513100117444992,0.08340612053871155,0.1602962166070938,-0.008762326091527939,0.1710968017578125,0.15661084651947021,0.17003878951072693,0.16388165950775146,0.22001278400421143,0.1922226846218109,0.09252339601516724
's,-0.037580832839012146,-0.022972648963332176,-0.0016132977325469255,-0.026164190843701363,0.01698932610452175,0.08834433555603027,0.007088581565767527,-0.06022389233112335,-0.05775856226682663,0.0166211798787117,-0.07241261005401611,0.03509955853223801,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.01158253662288189,-0.01540423184633255,0.03147284314036369,0.06718146800994873,0.008974763564765453,-0.02459627017378807,-0.023395681753754616
stadium,0.21361783146858215,0.18786531686782837,0.2056228220462799,0.054756078869104385,0.15739767253398895,0.8583540916442871,0.15496990084648132,0.18557560443878174,0.1262112706899643,0.2478853166103363,0.18393352627754211,0.22913341224193573,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.13323405385017395,0.21145665645599365,0.20205752551555634,1.0,0.20318599045276642,0.1792728453874588,0.07579939067363739
.,0.5591574311256409,0.37805238366127014,0.6812511086463928,0.3287222981452942,0.3974229395389557,0.25977063179016113,0.3378238379955292,0.24760639667510986,0.515582263469696,0.17699584364891052,0.4726039469242096,0.2664221525192261,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.36693984270095825,0.5934505462646484,0.24325628578662872,0.1958179920911789,0.40146201848983765,0.242553249001503,0.4130953550338745
