,what,put,a,hierarchical,structure,in,place,?
expressly,0.2244151085615158,0.19373083114624023,0.20350489020347595,0.23442447185516357,0.15584102272987366,0.16332072019577026,0.14341969788074493,0.15493391454219818
defined,0.25343453884124756,0.20813338458538055,0.25929558277130127,0.36307865381240845,0.2993099093437195,0.2143561989068985,0.13759443163871765,0.22494901716709137
in,0.30808621644973755,0.26728662848472595,0.539380669593811,0.113643579185009,0.2992834448814392,1.0,0.38128477334976196,0.20430970191955566
the,0.42745697498321533,0.34150463342666626,0.5829201340675354,0.2614166736602783,0.2933249771595001,0.6662389636039734,0.4179787337779999,0.22068053483963013
taihō,0.19662462174892426,0.16320012509822845,0.22581861913204193,0.35509583353996277,0.2097088247537613,0.26877012848854065,0.22610241174697876,0.17502492666244507
code,0.2450651079416275,0.15463420748710632,0.22008100152015686,0.2837483286857605,0.19572137296199799,0.20991306006908417,0.205162912607193,0.22105959057807922
(,0.2411840260028839,0.17309410870075226,0.3206180930137634,0.18785886466503143,0.18451423943042755,0.3087427020072937,0.20666886866092682,0.40561532974243164
701,0.02832159399986267,0.04315163940191269,-0.03248193860054016,0.10625068843364716,0.028580691665410995,-0.0016219747485592961,0.05655097961425781,0.03595533221960068
),0.26259949803352356,0.19101889431476593,0.3640355169773102,0.17464527487754822,0.20600534975528717,0.3326910734176636,0.2269994467496872,0.42300865054130554
and,0.31309178471565247,0.3297767639160156,0.3739250600337982,0.2400970757007599,0.24419280886650085,0.4954058527946472,0.2813849449157715,0.20544172823429108
re-stated,0.32316067814826965,0.3483334481716156,0.21878014504909515,0.24158555269241333,0.11761941015720367,0.2764894962310791,0.1932387799024582,0.22842873632907867
in,0.30808621644973755,0.26728662848472595,0.539380669593811,0.113643579185009,0.2992834448814392,1.0,0.38128477334976196,0.20430970191955566
the,0.42745697498321533,0.34150463342666626,0.5829201340675354,0.2614166736602783,0.2933249771595001,0.6662389636039734,0.4179787337779999,0.22068053483963013
yōrō,0.28210046887397766,0.18033373355865479,0.2833506464958191,0.265012264251709,0.14943230152130127,0.3319862484931946,0.3063533306121826,0.27390944957733154
code,0.2450651079416275,0.15463420748710632,0.22008100152015686,0.2837483286857605,0.19572137296199799,0.20991306006908417,0.205162912607193,0.22105959057807922
(,0.2411840260028839,0.17309410870075226,0.3206180930137634,0.18785886466503143,0.18451423943042755,0.3087427020072937,0.20666886866092682,0.40561532974243164
718,-0.034699082374572754,0.008101402781903744,-0.04326964542269707,0.09544068574905396,-0.004130075220018625,-0.05421622470021248,-0.010873750783503056,-0.05540534108877182
),0.26259949803352356,0.19101889431476593,0.3640355169773102,0.17464527487754822,0.20600534975528717,0.3326910734176636,0.2269994467496872,0.42300865054130554
.,0.3567904531955719,0.32595527172088623,0.50484299659729,0.19558298587799072,0.26570191979408264,0.5591574311256409,0.2844318151473999,0.4130953550338745
