,how,many,frenchman,won,battle,of,carillon,?
decisively,0.2110467255115509,0.20953674614429474,0.27746349573135376,0.25829869508743286,0.5274224877357483,0.27930545806884766,0.19697019457817078,0.1723511964082718
defeated,0.10988643020391464,0.14528289437294006,0.21228455007076263,0.4306989014148712,0.46693575382232666,0.21236225962638855,0.10865943133831024,0.1413237303495407
abercrombie,0.10892599076032639,0.175389364361763,0.1617458015680313,0.12973128259181976,0.20490290224552155,0.27341529726982117,0.23183970153331757,0.19258330762386322
's,-0.026164190843701363,0.01698932610452175,0.07101237773895264,-0.07419146597385406,-0.03793543204665184,-0.03817026689648628,0.029478320851922035,-0.023395681753754616
force,0.16030928492546082,0.1819681078195572,0.2112383395433426,0.12079399079084396,0.2098400741815567,0.27094775438308716,0.15456800162792206,0.1650998443365097
of,0.2480744868516922,0.37253960967063904,0.1867460459470749,0.20832067728042603,0.2291749268770218,1.0,0.3646637201309204,0.1826142966747284
"18,000",0.16440072655677795,0.1716766655445099,0.23284313082695007,0.14661943912506104,0.18521812558174133,0.3837079107761383,0.358372300863266,0.17872478067874908
regulars,0.33266663551330566,0.36554235219955444,0.17981122434139252,0.24594837427139282,0.1531589776277542,0.21325792372226715,0.1809014230966568,0.33824622631073
",",0.22659391164779663,0.40610817074775696,0.27049118280410767,0.35968565940856934,0.23037992417812347,0.4946078956127167,0.2668619155883789,0.31091248989105225
militia,0.15412473678588867,0.21987643837928772,0.19061528146266937,0.11045565456151962,0.2977945804595947,0.22431901097297668,0.20900633931159973,0.16097775101661682
and,0.33647966384887695,0.5296266674995422,0.26178932189941406,0.2795773446559906,0.15482768416404724,0.5116966962814331,0.30971401929855347,0.20544172823429108
native,0.14082223176956177,0.28211280703544617,0.18336404860019684,0.15137238800525665,0.15808388590812683,0.2524676024913788,0.12297867238521576,0.1457047313451767
american,0.22688741981983185,0.22814549505710602,0.27807193994522095,0.2515941262245178,0.13562926650047302,0.22180068492889404,0.21159186959266663,0.18877598643302917
allies,0.17029130458831787,0.23132847249507904,0.27286529541015625,0.18522964417934418,0.43972286581993103,0.21651434898376465,0.1662430614233017,0.16798950731754303
outside,0.2897700369358063,0.3308001160621643,0.1305721402168274,0.1482267826795578,0.0891791582107544,0.2973117530345917,0.24993084371089935,0.14839068055152893
the,0.33890387415885925,0.4335206151008606,0.23174822330474854,0.29432493448257446,0.2820790410041809,0.733189046382904,0.3277492821216583,0.22068053483963013
fort,0.03157204017043114,0.1379803568124771,0.283857136964798,0.15938042104244232,0.32382732629776,0.18979716300964355,0.3183613717556,0.15686731040477753
the,0.33890387415885925,0.4335206151008606,0.23174822330474854,0.29432493448257446,0.2820790410041809,0.733189046382904,0.3277492821216583,0.22068053483963013
french,0.14884154498577118,0.2158181369304657,0.6816498637199402,0.18151827156543732,0.1784413456916809,0.19450366497039795,0.3178308606147766,0.1386883556842804
called,0.2869613468647003,0.3552800714969635,0.15564295649528503,0.19417233765125275,0.15913890302181244,0.4222904443740845,0.30295106768608093,0.18963319063186646
carillon,0.16875824332237244,0.23761534690856934,0.3436463475227356,0.12371651083230972,0.1540890336036682,0.3646637201309204,1.0000001192092896,0.16890698671340942
and,0.33647966384887695,0.5296266674995422,0.26178932189941406,0.2795773446559906,0.15482768416404724,0.5116966962814331,0.30971401929855347,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.23174822330474854,0.29432493448257446,0.2820790410041809,0.733189046382904,0.3277492821216583,0.22068053483963013
british,0.17564475536346436,0.23270447552204132,0.33400651812553406,0.20830580592155457,0.17756831645965576,0.23701532185077667,0.21051163971424103,0.09711728990077972
called,0.2869613468647003,0.3552800714969635,0.15564295649528503,0.19417233765125275,0.15913890302181244,0.4222904443740845,0.30295106768608093,0.18963319063186646
ticonderoga,0.14483363926410675,0.21677209436893463,0.3845364451408386,0.11271203309297562,0.3959161639213562,0.3081483542919159,0.3561752438545227,0.1987834870815277
.,0.3287222981452942,0.3974229395389557,0.2109643965959549,0.3011801838874817,0.1661834716796875,0.5352458953857422,0.24690909683704376,0.4130953550338745
