,what,was,the,name,of,the,50th,anniversary,show,?
incarnation,0.2737259864807129,0.27158328890800476,0.3089248239994049,0.27889466285705566,0.28596875071525574,0.3089248239994049,0.17040035128593445,0.25466540455818176,0.20797431468963623,0.20495687425136566
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.11716882884502411,0.2393128126859665,0.21383242309093475,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.19595111906528473,0.29318708181381226,0.319829523563385,0.22068053483963013
doctor,0.20870667695999146,0.19672659039497375,0.2820442318916321,0.19494794309139252,0.16895952820777893,0.2820442318916321,0.19160239398479462,0.17330653965473175,0.2094513326883316,0.1462511420249939
known,0.20381177961826324,0.35203275084495544,0.3624623417854309,0.3659360110759735,0.35814476013183594,0.3624623417854309,0.059668682515621185,0.20297355949878693,0.19663648307323456,0.18314571678638458
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.07544080913066864,0.15546119213104248,0.30768129229545593,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.19595111906528473,0.29318708181381226,0.319829523563385,0.22068053483963013
war,0.22516006231307983,0.3560331463813782,0.366199791431427,0.13651461899280548,0.31680163741111755,0.366199791431427,0.07535332441329956,0.23100262880325317,0.13999536633491516,0.15510529279708862
doctor,0.20870667695999146,0.19672659039497375,0.2820442318916321,0.19494794309139252,0.16895952820777893,0.2820442318916321,0.19160239398479462,0.17330653965473175,0.2094513326883316,0.1462511420249939
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.11835864186286926,0.25491592288017273,0.27595704793930054,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.19595111906528473,0.29318708181381226,0.319829523563385,0.22068053483963013
run-up,0.18786773085594177,0.2238515019416809,0.2389344871044159,0.20627711713314056,0.1719106137752533,0.2389344871044159,0.1616479456424713,0.152279794216156,0.18458738923072815,0.17800939083099365
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.10572241246700287,0.16979461908340454,0.29833272099494934,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.19595111906528473,0.29318708181381226,0.319829523563385,0.22068053483963013
show,0.29653704166412354,0.20142383873462677,0.319829523563385,0.18636876344680786,0.21383242309093475,0.319829523563385,0.13593152165412903,0.20774516463279724,0.9999999403953552,0.2520138621330261
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.13025708496570587,-0.008144883438944817,6.513196422019973e-05,-0.023395681753754616
50th,0.08142440766096115,0.17689552903175354,0.19595111906528473,0.094526007771492,0.11716882884502411,0.19595111906528473,1.0000001192092896,0.26162034273147583,0.13593152165412903,0.004919986240565777
anniversary,0.15616674721240997,0.28924626111984253,0.29318708181381226,0.20528048276901245,0.2393128126859665,0.29318708181381226,0.26162034273147583,1.0,0.20774516463279724,0.1981802135705948
special,0.24134232103824615,0.1585642695426941,0.3027077615261078,0.11142970621585846,0.27998968958854675,0.3027077615261078,0.050610799342393875,0.3297252953052521,0.2602277398109436,0.29623302817344666
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,-0.0076248059049248695,-0.07950975000858307,0.015512588433921337,0.0685480609536171
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.19595111906528473,0.29318708181381226,0.319829523563385,0.22068053483963013
day,0.2990210950374603,0.24314451217651367,0.3062323033809662,0.1633823662996292,0.2934032380580902,0.3062323033809662,0.16363441944122314,0.4596174657344818,0.17508642375469208,0.2141837179660797
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.11716882884502411,0.2393128126859665,0.21383242309093475,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.19595111906528473,0.29318708181381226,0.319829523563385,0.22068053483963013
doctor,0.20870667695999146,0.19672659039497375,0.2820442318916321,0.19494794309139252,0.16895952820777893,0.2820442318916321,0.19160239398479462,0.17330653965473175,0.2094513326883316,0.1462511420249939
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,-0.03024963289499283,-0.05068732053041458,0.04856986179947853,0.018684765323996544
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.15041887760162354,0.2281392365694046,0.3016606271266937,0.4130953550338745
