,where,did,the,first,shipment,of,minerals,ship,from,?
[,0.09494096785783768,0.030549485236406326,0.07130392640829086,0.08353309333324432,0.20487073063850403,0.010817250236868858,-0.0653344914317131,0.1721411496400833,0.1347220540046692,0.011015460826456547
and,0.43859338760375977,0.34479495882987976,0.5171257257461548,0.3167642652988434,0.29333528876304626,0.5116966962814331,0.259337455034256,0.22449490427970886,0.3601827025413513,0.20544172823429108
hoped,0.19832083582878113,0.4753778874874115,0.2776607275009155,0.28885984420776367,0.19781926274299622,0.22824585437774658,0.15268732607364655,0.231441468000412,0.21871337294578552,0.15560154616832733
to,0.47735077142715454,0.4452643394470215,0.535392165184021,0.3792489171028137,0.2237001359462738,0.41548454761505127,0.2579089403152466,0.25755465030670166,0.4069952368736267,0.29463258385658264
],-0.015714233741164207,0.024806415662169456,-0.04779602214694023,0.09368002414703369,-0.020273614674806595,-0.035044461488723755,-0.051040053367614746,0.025252079591155052,0.007451207842677832,-0.0022520492784678936
...,0.12833768129348755,0.04458035156130791,0.04743409901857376,0.06119551882147789,-0.043626993894577026,0.15639884769916534,0.009597096592187881,-0.05841604992747307,0.15265369415283203,-0.07163430005311966
gain,0.1787673532962799,0.2568015456199646,0.2682225704193115,0.17162758111953735,0.1571032553911209,0.27324017882347107,0.1653183102607727,0.1311810314655304,0.18999575078487396,0.1417919248342514
support,0.14046981930732727,0.2911772131919861,0.22984638810157776,0.19952791929244995,0.23742255568504333,0.2307697981595993,0.16330216825008392,0.1399374008178711,0.17207206785678864,0.22626608610153198
from,0.3713873624801636,0.20248863101005554,0.40150508284568787,0.23348960280418396,0.2412574738264084,0.4249346852302551,0.17447802424430847,0.1733790934085846,1.0,0.19969791173934937
china,0.2026863694190979,0.16472692787647247,0.3110525608062744,0.20471592247486115,0.25609341263771057,0.27699828147888184,0.1968582272529602,0.18466052412986755,0.17287437617778778,0.18007943034172058
for,0.38599511981010437,0.318512886762619,0.4739971458911896,0.3800288736820221,0.3261779546737671,0.4185989499092102,0.20315875113010406,0.2597459554672241,0.314039945602417,0.264628142118454
a,0.40997210144996643,0.2552328109741211,0.5829201340675354,0.4287874400615692,0.2336420863866806,0.5052502155303955,0.2353302240371704,0.20629847049713135,0.322764128446579,0.23916715383529663
planned,0.1395723819732666,0.3708326518535614,0.3010992109775543,0.2937391698360443,0.21374641358852386,0.2487981617450714,0.05058068037033081,0.20710226893424988,0.14108526706695557,0.16188396513462067
$,0.14413857460021973,0.23203131556510925,0.23367542028427124,0.22852157056331635,0.3025081157684326,0.11268499493598938,0.09408551454544067,0.16756267845630646,0.10954198986291885,0.2786129117012024
2.5,-0.10656161606311798,-0.2193155735731125,-0.2036779820919037,-0.13163819909095764,-0.17492415010929108,-0.24039185047149658,-0.033891450613737106,-0.06305272877216339,-0.15880917012691498,0.058774158358573914
billion,0.08863131701946259,0.1482735127210617,0.2162325382232666,0.1890326887369156,0.2497587502002716,0.19335569441318512,0.2014407217502594,0.1746264100074768,0.18705260753631592,0.25791820883750916
railway,0.1763903647661209,0.13646093010902405,0.2692219316959381,0.17453445494174957,0.28972718119621277,0.21322962641716003,0.16371460258960724,0.2674501836299896,0.16502360999584198,0.07994066178798676
from,0.3713873624801636,0.20248863101005554,0.40150508284568787,0.23348960280418396,0.2412574738264084,0.4249346852302551,0.17447802424430847,0.1733790934085846,1.0,0.19969791173934937
the,0.5003893971443176,0.34736719727516174,1.0,0.49448907375335693,0.3082832992076874,0.733189046382904,0.22513850033283234,0.24414241313934326,0.40150508284568787,0.22068053483963013
southern,0.2580642104148865,0.13322393596172333,0.3282862603664398,0.19240817427635193,0.14899253845214844,0.31933003664016724,0.24330641329288483,0.15579143166542053,0.21689370274543762,0.11225555837154388
kenyan,0.14668767154216766,0.17606396973133087,0.1675717681646347,0.2358042597770691,0.15668798983097076,0.16629895567893982,0.09113097935914993,0.13728325068950653,0.13041892647743225,0.1738916039466858
port,0.18759340047836304,0.10525383055210114,0.2648184895515442,0.16493208706378937,0.3713435232639313,0.19644224643707275,0.20021122694015503,0.31954655051231384,0.1802603304386139,0.06519711017608643
of,0.38066378235816956,0.2513895630836487,0.733189046382904,0.3536086082458496,0.2997748851776123,1.0,0.2877640724182129,0.23378267884254456,0.4249346852302551,0.1826142966747284
mombasa,0.26369455456733704,0.08541414886713028,0.28063899278640747,0.2281571924686432,0.21168021857738495,0.24401752650737762,0.17742633819580078,0.24850577116012573,0.21873235702514648,0.15605612099170685
to,0.47735077142715454,0.4452643394470215,0.535392165184021,0.3792489171028137,0.2237001359462738,0.41548454761505127,0.2579089403152466,0.25755465030670166,0.4069952368736267,0.29463258385658264
neighboring,0.2410007268190384,0.1133442223072052,0.2893197238445282,0.13754062354564667,0.09391453117132187,0.2801951467990875,0.20872150361537933,0.07316906750202179,0.20317400991916656,0.05513705313205719
uganda,0.15335841476917267,0.16877932846546173,0.2260068655014038,0.199699267745018,0.1257796585559845,0.17741093039512634,0.17848776280879974,0.0936405286192894,0.1314368098974228,0.14235436916351318
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.34503069519996643,0.2602141201496124,0.4946078956127167,0.2618362605571747,0.2015654593706131,0.39760664105415344,0.31091248989105225
as,0.35409465432167053,0.3596470057964325,0.48381632566452026,0.33842000365257263,0.19719378650188446,0.3886612355709076,0.24725009500980377,0.19207081198692322,0.3251767158508301,0.27043893933296204
well,0.4122413992881775,0.4341743588447571,0.42630070447921753,0.320014625787735,0.18679332733154297,0.3343164324760437,0.25457751750946045,0.11517969518899918,0.31084778904914856,0.24815571308135986
as,0.35409465432167053,0.3596470057964325,0.48381632566452026,0.33842000365257263,0.19719378650188446,0.3886612355709076,0.24725009500980377,0.19207081198692322,0.3251767158508301,0.27043893933296204
a,0.40997210144996643,0.2552328109741211,0.5829201340675354,0.4287874400615692,0.2336420863866806,0.5052502155303955,0.2353302240371704,0.20629847049713135,0.322764128446579,0.23916715383529663
nearly,0.27324095368385315,0.2667127847671509,0.3409946858882904,0.23250055313110352,0.2303166538476944,0.3455437123775482,0.15081770718097687,0.21460634469985962,0.3037787079811096,0.11670064926147461
$,0.14413857460021973,0.23203131556510925,0.23367542028427124,0.22852157056331635,0.3025081157684326,0.11268499493598938,0.09408551454544067,0.16756267845630646,0.10954198986291885,0.2786129117012024
1.8,0.1887856125831604,-0.06506136059761047,0.2105393409729004,0.06663426756858826,0.08606091141700745,0.21890372037887573,0.193271204829216,0.11095444113016129,0.05965322256088257,0.1605871468782425
billion,0.08863131701946259,0.1482735127210617,0.2162325382232666,0.1890326887369156,0.2497587502002716,0.19335569441318512,0.2014407217502594,0.1746264100074768,0.18705260753631592,0.25791820883750916
dam,0.15216213464736938,0.13450704514980316,0.2182406634092331,0.1874798983335495,0.24103015661239624,0.1477166712284088,0.18139813840389252,0.20630453526973724,0.15226517617702484,0.08216840028762817
'',0.016034942120313644,0.01978493109345436,0.041273195296525955,-0.03874251991510391,-0.11182232201099396,0.13035868108272552,0.0019156503258273005,-0.10689864307641983,-0.011389154009521008,0.018684765323996544
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.34503069519996643,0.2602141201496124,0.4946078956127167,0.2618362605571747,0.2015654593706131,0.39760664105415344,0.31091248989105225
according,0.1970262974500656,0.19118738174438477,0.3202974498271942,0.1620355099439621,0.09993037581443787,0.3307822346687317,0.17589975893497467,0.14398883283138275,0.24556046724319458,0.21173474192619324
to,0.47735077142715454,0.4452643394470215,0.535392165184021,0.3792489171028137,0.2237001359462738,0.41548454761505127,0.2579089403152466,0.25755465030670166,0.4069952368736267,0.29463258385658264
a,0.40997210144996643,0.2552328109741211,0.5829201340675354,0.4287874400615692,0.2336420863866806,0.5052502155303955,0.2353302240371704,0.20629847049713135,0.322764128446579,0.23916715383529663
statement,0.18497464060783386,0.2726841866970062,0.20954233407974243,0.24768909811973572,0.15087595582008362,0.1980573982000351,0.18967925012111664,0.039010483771562576,0.16176478564739227,0.28978636860847473
from,0.3713873624801636,0.20248863101005554,0.40150508284568787,0.23348960280418396,0.2412574738264084,0.4249346852302551,0.17447802424430847,0.1733790934085846,1.0,0.19969791173934937
the,0.5003893971443176,0.34736719727516174,1.0,0.49448907375335693,0.3082832992076874,0.733189046382904,0.22513850033283234,0.24414241313934326,0.40150508284568787,0.22068053483963013
president,0.1105213314294815,0.1801012009382248,0.24330610036849976,0.2690713107585907,0.14582888782024384,0.21610750257968903,0.10551769286394119,0.13206589221954346,0.14635725319385529,0.14148259162902832
's,0.0007701900321990252,0.05069678649306297,-0.01540423184633255,-0.014458609744906425,0.009628218598663807,-0.03817026689648628,-0.008402695879340172,-0.012179100885987282,-0.01936490088701248,-0.023395681753754616
office,0.14498522877693176,0.1974928379058838,0.27314993739128113,0.27228352427482605,0.23343737423419952,0.24605777859687805,0.12469631433486938,0.20028571784496307,0.23025791347026825,0.16497313976287842
also,0.5413004159927368,0.39334940910339355,0.6021018624305725,0.43768298625946045,0.23892515897750854,0.4924938678741455,0.28217053413391113,0.16175733506679535,0.33783096075057983,0.21848613023757935
at,0.4402937591075897,0.28390252590179443,0.457212895154953,0.3138778805732727,0.1928952932357788,0.42558613419532776,0.15632441639900208,0.14877007901668549,0.3447161316871643,0.21978627145290375
the,0.5003893971443176,0.34736719727516174,1.0,0.49448907375335693,0.3082832992076874,0.733189046382904,0.22513850033283234,0.24414241313934326,0.40150508284568787,0.22068053483963013
time,0.3538551926612854,0.3567926585674286,0.43061500787734985,0.4013477563858032,0.23893392086029053,0.35127586126327515,0.1614227592945099,0.16266708076000214,0.2964353561401367,0.27391523122787476
of,0.38066378235816956,0.2513895630836487,0.733189046382904,0.3536086082458496,0.2997748851776123,1.0,0.2877640724182129,0.23378267884254456,0.4249346852302551,0.1826142966747284
the,0.5003893971443176,0.34736719727516174,1.0,0.49448907375335693,0.3082832992076874,0.733189046382904,0.22513850033283234,0.24414241313934326,0.40150508284568787,0.22068053483963013
trip,0.24205918610095978,0.17639218270778656,0.2299763560295105,0.28243494033813477,0.256357342004776,0.20024117827415466,0.16075019538402557,0.3312765955924988,0.2549302279949188,0.09162633121013641
.,0.41390106081962585,0.35288307070732117,0.5934505462646484,0.4345304071903229,0.2551029920578003,0.5352458953857422,0.2557322084903717,0.2356855869293213,0.41536515951156616,0.4130953550338745
