,what,differs,about,secondary,chloroplasts,',membranes,?
original,0.24651947617530823,0.2495245635509491,0.21706604957580566,0.1591881513595581,0.2131224274635315,0.26560282707214355,0.11198829859495163,0.17256900668144226
two,0.23363454639911652,0.3010996878147125,0.29597052931785583,0.22640569508075714,0.2635502219200134,0.23614099621772766,0.2547849714756012,0.19645625352859497
",",0.3087472915649414,0.24592074751853943,0.3877100944519043,0.2158004194498062,0.20794041454792023,0.5178600549697876,0.22312511503696442,0.31091248989105225
as,0.31749409437179565,0.2104581892490387,0.2989700436592102,0.2349337488412857,0.22593098878860474,0.41391023993492126,0.19154605269432068,0.27043893933296204
a,0.3320399522781372,0.29222291707992554,0.34171196818351746,0.225028395652771,0.24622295796871185,0.48837921023368835,0.1770123988389969,0.23916715383529663
result,0.19945499300956726,0.21957166492938995,0.1532125622034073,0.138541117310524,0.2035979926586151,0.23247525095939636,0.2080669403076172,0.17218433320522308
of,0.33290785551071167,0.35657602548599243,0.40939709544181824,0.219074085354805,0.23179760575294495,0.39136970043182373,0.23994219303131104,0.1826142966747284
the,0.42745697498321533,0.34397226572036743,0.37995871901512146,0.21037471294403076,0.23062430322170258,0.474788099527359,0.2330547422170639,0.22068053483963013
secondary,0.20388361811637878,0.2344539910554886,0.18064267933368683,1.0,0.2724728286266327,0.16050881147384644,0.20510739088058472,0.18118004500865936
endosymbiotic,0.23980018496513367,0.31106820702552795,0.22710569202899933,0.33545711636543274,0.7235426306724548,0.16992492973804474,0.5970563292503357,0.1917099803686142
event,0.26981404423713684,0.17706434428691864,0.2461247444152832,0.1835455298423767,0.2234708070755005,0.23141597211360931,0.09385364502668381,0.16076280176639557
",",0.3087472915649414,0.24592074751853943,0.3877100944519043,0.2158004194498062,0.20794041454792023,0.5178600549697876,0.22312511503696442,0.31091248989105225
when,0.4700249433517456,0.16494065523147583,0.3835894465446472,0.21972805261611938,0.2671385407447815,0.2558356821537018,0.24708013236522675,0.22841128706932068
a,0.3320399522781372,0.29222291707992554,0.34171196818351746,0.225028395652771,0.24622295796871185,0.48837921023368835,0.1770123988389969,0.23916715383529663
nonphotosynthetic,0.2261371910572052,0.2513829171657562,0.1956285834312439,0.26029688119888306,0.7261040210723877,0.14673811197280884,0.5584191083908081,0.1846344918012619
eukaryote,0.24212315678596497,0.2864840626716614,0.1550767719745636,0.26666906476020813,0.7301114797592163,0.12133558839559555,0.5905784368515015,0.18971607089042664
engulfed,0.2526431679725647,0.28300872445106506,0.274570494890213,0.1984512060880661,0.5026228427886963,0.21536526083946228,0.4346589744091034,0.1501116305589676
a,0.3320399522781372,0.29222291707992554,0.34171196818351746,0.225028395652771,0.24622295796871185,0.48837921023368835,0.1770123988389969,0.23916715383529663
chloroplast-containing,0.2329888492822647,0.30697280168533325,0.2239905744791031,0.2951767146587372,0.9033114314079285,0.1545974314212799,0.6577036380767822,0.1842491328716278
alga,0.12795694172382355,0.25197046995162964,0.13364523649215698,0.26107949018478394,0.6178844571113586,0.16882212460041046,0.40578585863113403,0.15664592385292053
but,0.5029441118240356,0.3376481235027313,0.4257524609565735,0.219523623585701,0.28110963106155396,0.33652931451797485,0.19563862681388855,0.27921953797340393
failed,0.26093074679374695,0.22407366335391998,0.1531909555196762,0.1760968267917633,0.18493551015853882,0.198049396276474,0.09667687863111496,0.16487033665180206
to,0.455847829580307,0.2660142183303833,0.391953706741333,0.27947136759757996,0.23370109498500824,0.34544456005096436,0.21002532541751862,0.29463258385658264
digest,0.1574338972568512,0.16468112170696259,0.1510627567768097,0.07984060794115067,0.3249489963054657,0.14437836408615112,0.3141923248767853,0.22005607187747955
it—much,0.36884328722953796,0.26944291591644287,0.3780117928981781,0.18329133093357086,0.20182904601097107,0.2763839066028595,0.18043598532676697,0.28889206051826477
like,0.4320242702960968,0.2571386992931366,0.4135996997356415,0.15030129253864288,0.21969065070152283,0.2713732421398163,0.32165127992630005,0.3268813192844391
the,0.42745697498321533,0.34397226572036743,0.37995871901512146,0.21037471294403076,0.23062430322170258,0.474788099527359,0.2330547422170639,0.22068053483963013
cyanobacterium,0.241913303732872,0.21387124061584473,0.21893461048603058,0.22093342244625092,0.6887122988700867,0.1421496570110321,0.5246164202690125,0.20120567083358765
at,0.2838611304759979,0.19724364578723907,0.3110121488571167,0.1936700940132141,0.18055656552314758,0.22634780406951904,0.14306285977363586,0.21978627145290375
the,0.42745697498321533,0.34397226572036743,0.37995871901512146,0.21037471294403076,0.23062430322170258,0.474788099527359,0.2330547422170639,0.22068053483963013
beginning,0.3351518511772156,0.2114948183298111,0.2932986915111542,0.12415733933448792,0.13925346732139587,0.20603032410144806,0.1529618799686432,0.19413669407367706
of,0.33290785551071167,0.35657602548599243,0.40939709544181824,0.219074085354805,0.23179760575294495,0.39136970043182373,0.23994219303131104,0.1826142966747284
this,0.5489566326141357,0.35962653160095215,0.3886062204837799,0.1917422115802765,0.32268521189689636,0.4329338073730469,0.27352672815322876,0.3155723512172699
story,0.3410749137401581,0.1586681604385376,0.3591892421245575,0.11078736186027527,0.13701044023036957,0.2111559510231018,0.10745757073163986,0.2304346114397049
.,0.3567904531955719,0.16250881552696228,0.42038556933403015,0.195527583360672,0.23868323862552643,0.4806240200996399,0.23524518311023712,0.4130953550338745
