,what,type,of,prime,distribution,does,the,riemann,hypothesis,propose,is,also,true,for,short,intervals,near,x,?
x/log,0.2847920358181,0.18139663338661194,0.12709543108940125,0.16079597175121307,0.22736266255378723,0.20865799486637115,0.19001157581806183,0.2660602331161499,0.1790691465139389,0.2696719765663147,0.19694100320339203,0.19142377376556396,0.2562580704689026,0.19143126904964447,0.22461634874343872,0.32064953446388245,0.06134568527340889,0.2534381151199341,0.3966628611087799
x,0.13783220946788788,0.151067852973938,0.1708947718143463,0.10484098643064499,0.21962817013263702,0.15616215765476227,0.20980626344680786,0.24767278134822845,0.12872910499572754,0.15033718943595886,0.1738782823085785,0.2138911932706833,0.20076438784599304,0.18337465822696686,0.15718211233615875,0.14290164411067963,0.08842530101537704,0.9999999403953552,0.23304535448551178
of,0.33290785551071167,0.18112817406654358,1.0,0.23935265839099884,0.254255473613739,0.3119818866252899,0.733189046382904,0.25200456380844116,0.18608006834983826,0.2539187967777252,0.4854315221309662,0.4924938678741455,0.21835467219352722,0.4185989499092102,0.2761780321598053,0.1844199150800705,0.2651676535606384,0.1708947718143463,0.1826142966747284
numbers,0.24586999416351318,0.1971423625946045,0.228018656373024,0.26943376660346985,0.31260761618614197,0.21437682211399078,0.293011337518692,0.3114839196205139,0.25703126192092896,0.22843246161937714,0.19465886056423187,0.2499070018529892,0.2958272099494934,0.2885598838329315,0.12652045488357544,0.40743282437324524,0.08714387565851212,0.23992422223091125,0.19297972321510315
less,0.31119704246520996,0.2475823312997818,0.30836719274520874,0.13727137446403503,0.18247641623020172,0.33181050419807434,0.29185041785240173,0.27874478697776794,0.19212046265602112,0.23877958953380585,0.3123510479927063,0.34449490904808044,0.15882863104343414,0.3358951508998871,0.23846058547496796,0.3620789051055908,0.14923232793807983,0.1685672402381897,0.22418740391731262
than,0.29388150572776794,0.21065692603588104,0.33036211133003235,0.1307777762413025,0.18538735806941986,0.32178643345832825,0.3227543234825134,0.2228088527917862,0.23353712260723114,0.23312008380889893,0.2839990258216858,0.3524617850780487,0.1928773671388626,0.30793827772140503,0.21131935715675354,0.3055766820907593,0.14371472597122192,0.2102220505475998,0.24917294085025787
x,0.13783220946788788,0.151067852973938,0.1708947718143463,0.10484098643064499,0.21962817013263702,0.15616215765476227,0.20980626344680786,0.24767278134822845,0.12872910499572754,0.15033718943595886,0.1738782823085785,0.2138911932706833,0.20076438784599304,0.18337465822696686,0.15718211233615875,0.14290164411067963,0.08842530101537704,0.9999999403953552,0.23304535448551178
are,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.12279369682073593,0.25215670466423035,0.3126322329044342,0.40399202704429626,0.15264558792114258,0.17942708730697632,0.2175574153661728,0.5330929756164551,0.4565894305706024,0.27334368228912354,0.3895993232727051,0.22836530208587646,0.34868934750556946,0.20196682214736938,0.14163224399089813,0.24591213464736938
primes,0.2505246102809906,0.14125247299671173,0.22199293971061707,0.7104739546775818,0.2172791212797165,0.24454741179943085,0.22359657287597656,0.35033124685287476,0.3432275354862213,0.22263728082180023,0.2382466346025467,0.2720433473587036,0.30416977405548096,0.23085950314998627,0.08852428197860718,0.3858385980129242,0.09478794783353806,0.24774925410747528,0.18851876258850098
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2565026581287384,0.20136328041553497,0.28617382049560547,0.4933079481124878,0.260956346988678,0.15448060631752014,0.25586456060409546,0.4691906273365021,0.4717654287815094,0.252440869808197,0.4464869201183319,0.311238169670105,0.17925195395946503,0.3141826391220093,0.2696380019187927,0.31091248989105225
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.19960100948810577,0.27569329738616943,0.35928019881248474,1.0,0.22838398814201355,0.2221619188785553,0.2302119880914688,0.5823672413825989,0.6021018624305725,0.19509610533714294,0.4739971458911896,0.29603123664855957,0.26482245326042175,0.2879819869995117,0.20980626344680786,0.22068053483963013
prime,0.15586113929748535,0.09346602857112885,0.23935265839099884,1.0,0.1501522660255432,0.19604897499084473,0.19960100948810577,0.2151615172624588,0.20387697219848633,0.19787903130054474,0.16680827736854553,0.20427973568439484,0.1760728508234024,0.17833133041858673,0.1211274191737175,0.21404580771923065,0.1078440248966217,0.10484098643064499,0.11276303976774216
number,0.23046229779720306,0.2370503842830658,0.2778518795967102,0.2556258738040924,0.2562501132488251,0.1831183135509491,0.35145696997642517,0.26941773295402527,0.2197747528553009,0.20069445669651031,0.22390379011631012,0.36623433232307434,0.2451673299074173,0.2861633002758026,0.1495889276266098,0.3268159031867981,0.11625891178846359,0.2715412676334381,0.19256845116615295
theorem,0.27076783776283264,0.09597141295671463,0.18068012595176697,0.3795034885406494,0.26188725233078003,0.19861112534999847,0.18430666625499725,0.4118043780326843,0.42808613181114197,0.3022206723690033,0.23679251968860626,0.1779899001121521,0.27268415689468384,0.1530822366476059,0.10331938415765762,0.3374544084072113,0.03390653431415558,0.18739941716194153,0.18729111552238464
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.20705947279930115,0.15289439260959625,0.2575884759426117,0.3456730246543884,0.2088596224784851,0.14567962288856506,0.21001864969730377,0.37732169032096863,0.32058730721473694,0.25102391839027405,0.3639558255672455,0.20856474339962006,0.18153150379657745,0.1572476029396057,0.22413621842861176,0.42300865054130554
also,0.42747777700424194,0.26631516218185425,0.4924938678741455,0.20427973568439484,0.19198758900165558,0.4118025600910187,0.6021018624305725,0.18913960456848145,0.22282759845256805,0.20575056970119476,0.5012649297714233,1.0000001192092896,0.25773146748542786,0.5373267531394958,0.2965235412120819,0.2183464914560318,0.23091714084148407,0.2138911932706833,0.21848613023757935
holds,0.08176258951425552,0.15219196677207947,0.2644946873188019,0.11926645785570145,0.21999450027942657,0.2685805559158325,0.28190866112709045,0.10514279454946518,0.07757152616977692,0.08161972463130951,0.3216874897480011,0.2579821050167084,0.21235975623130798,0.28103771805763245,0.09704045951366425,0.11972074955701828,0.1726313829421997,0.19368481636047363,0.11379207670688629
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.17833133041858673,0.2117459923028946,0.35159170627593994,0.4739971458911896,0.20640519261360168,0.19596698880195618,0.2834506332874298,0.43268078565597534,0.5373267531394958,0.1881425529718399,0.9999999403953552,0.2793668806552887,0.2186695635318756,0.12145546078681946,0.18337465822696686,0.264628142118454
much,0.45316147804260254,0.24851489067077637,0.2671096920967102,0.12798334658145905,0.21887044608592987,0.38653305172920227,0.35023224353790283,0.2546706795692444,0.26088571548461914,0.22153587639331818,0.3156087100505829,0.4144500195980072,0.1845025271177292,0.2994346022605896,0.24510779976844788,0.268242210149765,0.12638729810714722,0.18256863951683044,0.23442231118679047
shorter,0.22753900289535522,0.224944606423378,0.24916739761829376,0.10706716030836105,0.07752400636672974,0.23357130587100983,0.2848663032054901,0.1863763928413391,0.17543941736221313,0.24563194811344147,0.2704732120037079,0.25396203994750977,0.19080600142478943,0.24041691422462463,0.5644459128379822,0.33118897676467896,0.11867114156484604,0.22075779736042023,0.21036715805530548
intervals,0.2616005539894104,0.18487970530986786,0.1844199150800705,0.21404580771923065,0.15460450947284698,0.17458423972129822,0.26482245326042175,0.23090305924415588,0.24809479713439941,0.254492849111557,0.20076794922351837,0.2183464914560318,0.16921848058700562,0.2186695635318756,0.2619008719921112,1.0,0.11978506296873093,0.14290164411067963,0.2090180516242981
of,0.33290785551071167,0.18112817406654358,1.0,0.23935265839099884,0.254255473613739,0.3119818866252899,0.733189046382904,0.25200456380844116,0.18608006834983826,0.2539187967777252,0.4854315221309662,0.4924938678741455,0.21835467219352722,0.4185989499092102,0.2761780321598053,0.1844199150800705,0.2651676535606384,0.1708947718143463,0.1826142966747284
length,0.20598092675209045,0.2075970470905304,0.22847424447536469,0.15492188930511475,0.26414111256599426,0.1581840068101883,0.26581600308418274,0.1935288906097412,0.18903078138828278,0.13602730631828308,0.2527557909488678,0.17695224285125732,0.2374681681394577,0.15237358212471008,0.3985499441623688,0.38109490275382996,0.1833372712135315,0.21286477148532867,0.16668567061424255
about,0.47976887226104736,0.1371919810771942,0.40939709544181824,0.1290404349565506,0.18622231483459473,0.26877498626708984,0.37995871901512146,0.22545748949050903,0.2329171597957611,0.24336329102516174,0.3532065451145172,0.32894372940063477,0.26915234327316284,0.3312419354915619,0.27152472734451294,0.23175622522830963,0.257497102022171,0.11477513611316681,0.302409827709198
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.19960100948810577,0.27569329738616943,0.35928019881248474,1.0,0.22838398814201355,0.2221619188785553,0.2302119880914688,0.5823672413825989,0.6021018624305725,0.19509610533714294,0.4739971458911896,0.29603123664855957,0.26482245326042175,0.2879819869995117,0.20980626344680786,0.22068053483963013
square,0.12660330533981323,0.06994355469942093,0.2585134208202362,0.1872110515832901,0.19884033501148224,0.14797891676425934,0.2809545397758484,0.22030124068260193,0.15459518134593964,0.059091635048389435,0.2405121773481369,0.19063931703567505,0.1077522560954094,0.1615643948316574,0.07789213955402374,0.2422705441713333,0.2330639660358429,0.17351074516773224,0.1201515942811966
root,0.1299125850200653,0.16053533554077148,0.15549561381340027,0.21586139500141144,0.19384343922138214,0.17508769035339355,0.16797003149986267,0.20351570844650269,0.19366104900836945,0.08772808313369751,0.19921329617500305,0.20833365619182587,0.32179462909698486,0.10509967058897018,0.08367130905389786,0.1655031144618988,0.05668952316045761,0.20556043088436127,0.14390654861927032
of,0.33290785551071167,0.18112817406654358,1.0,0.23935265839099884,0.254255473613739,0.3119818866252899,0.733189046382904,0.25200456380844116,0.18608006834983826,0.2539187967777252,0.4854315221309662,0.4924938678741455,0.21835467219352722,0.4185989499092102,0.2761780321598053,0.1844199150800705,0.2651676535606384,0.1708947718143463,0.1826142966747284
x,0.13783220946788788,0.151067852973938,0.1708947718143463,0.10484098643064499,0.21962817013263702,0.15616215765476227,0.20980626344680786,0.24767278134822845,0.12872910499572754,0.15033718943595886,0.1738782823085785,0.2138911932706833,0.20076438784599304,0.18337465822696686,0.15718211233615875,0.14290164411067963,0.08842530101537704,0.9999999403953552,0.23304535448551178
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.21646767854690552,0.15190289914608002,0.2728188931941986,0.33289089798927307,0.190224751830101,0.16238409280776978,0.22151732444763184,0.35393038392066956,0.2962331771850586,0.24057362973690033,0.3357032239437103,0.21569035947322845,0.17408347129821777,0.16812613606452942,0.2501775324344635,0.40561532974243164
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.17833133041858673,0.2117459923028946,0.35159170627593994,0.4739971458911896,0.20640519261360168,0.19596698880195618,0.2834506332874298,0.43268078565597534,0.5373267531394958,0.1881425529718399,0.9999999403953552,0.2793668806552887,0.2186695635318756,0.12145546078681946,0.18337465822696686,0.264628142118454
intervals,0.2616005539894104,0.18487970530986786,0.1844199150800705,0.21404580771923065,0.15460450947284698,0.17458423972129822,0.26482245326042175,0.23090305924415588,0.24809479713439941,0.254492849111557,0.20076794922351837,0.2183464914560318,0.16921848058700562,0.2186695635318756,0.2619008719921112,1.0,0.11978506296873093,0.14290164411067963,0.2090180516242981
near,0.19414293766021729,0.09284024685621262,0.2651676535606384,0.1078440248966217,0.10735709220170975,0.11424306035041809,0.2879819869995117,0.17353671789169312,0.0981142446398735,0.10664913803339005,0.25453904271125793,0.23091714084148407,0.03546939045190811,0.12145546078681946,0.1627105474472046,0.11978506296873093,1.0000001192092896,0.08842530101537704,0.10734958201646805
x,0.13783220946788788,0.151067852973938,0.1708947718143463,0.10484098643064499,0.21962817013263702,0.15616215765476227,0.20980626344680786,0.24767278134822845,0.12872910499572754,0.15033718943595886,0.1738782823085785,0.2138911932706833,0.20076438784599304,0.18337465822696686,0.15718211233615875,0.14290164411067963,0.08842530101537704,0.9999999403953552,0.23304535448551178
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.20705947279930115,0.15289439260959625,0.2575884759426117,0.3456730246543884,0.2088596224784851,0.14567962288856506,0.21001864969730377,0.37732169032096863,0.32058730721473694,0.25102391839027405,0.3639558255672455,0.20856474339962006,0.18153150379657745,0.1572476029396057,0.22413621842861176,0.42300865054130554
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.17658381164073944,0.22641029953956604,0.3022993505001068,0.5934505462646484,0.2941560745239258,0.16023044288158417,0.2183939814567566,0.4569662809371948,0.49166762828826904,0.2852628827095032,0.4726039469242096,0.2740369439125061,0.24027910828590393,0.2532462477684021,0.27645573019981384,0.4130953550338745
