,in,his,defense,of,doctor,who,",",what,did,philip,howard,compare,to,the,london,property,market,?
:,0.020521078258752823,-0.010826457291841507,0.02602366916835308,-0.08807745575904846,-0.004988687578588724,-0.0025186005514115095,-0.004729332868009806,-0.12022944539785385,-0.05305134505033493,-0.07703102380037308,-0.07764297723770142,-0.038735631853342056,-0.09243495017290115,-0.03403344005346298,-0.08977361768484116,-0.06664508581161499,0.0032356292940676212,-0.07156077772378922
both,0.3960166871547699,0.3092226982116699,0.17241176962852478,0.3565710783004761,0.17321419715881348,0.31663915514945984,0.38080528378486633,0.3361809551715851,0.34255191683769226,0.11212106049060822,0.16979363560676575,0.29339131712913513,0.3897709250450134,0.4931981563568115,0.18240205943584442,0.18734592199325562,0.18957626819610596,0.19455738365650177
are,0.3841303884983063,0.1785505712032318,0.20513470470905304,0.39081433415412903,0.12730668485164642,0.27294138073921204,0.4062570035457611,0.29724663496017456,0.2159031480550766,0.1345178186893463,0.14961013197898865,0.3406890630722046,0.3504326641559601,0.40399202704429626,0.12451720982789993,0.17053012549877167,0.18948231637477875,0.24591213464736938
fantasies,0.1287347972393036,0.31029024720191956,0.18808476626873016,0.18043076992034912,0.22958488762378693,0.26469412446022034,0.19231629371643066,0.2712719440460205,0.2136135995388031,0.1983003169298172,0.19540750980377197,0.18699109554290771,0.16309064626693726,0.1804419308900833,0.1952841430902481,0.16611114144325256,0.09955068677663803,0.21001479029655457
",",0.5201468467712402,0.3378419280052185,0.21538467705249786,0.4946078956127167,0.20407600700855255,0.3365725874900818,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.28930366039276123,0.2676442265510559,0.22873489558696747,0.44245919585227966,0.4933079481124878,0.2571207880973816,0.19562678039073944,0.2499394416809082,0.31091248989105225
but,0.48674455285072327,0.38552024960517883,0.2097063660621643,0.39942997694015503,0.21460343897342682,0.4487357437610626,0.48126736283302307,0.5029441118240356,0.49033689498901367,0.21356458961963654,0.18163569271564484,0.3359749913215637,0.5542377829551697,0.4859698414802551,0.25541895627975464,0.23382197320461273,0.1657838374376297,0.27921953797340393
one,0.4129433035850525,0.3774510324001312,0.21137118339538574,0.4999135136604309,0.17397142946720123,0.40083858370780945,0.3696635365486145,0.376489520072937,0.27659472823143005,0.11569949984550476,0.16168031096458435,0.31999537348747253,0.4025384783744812,0.5514441132545471,0.19502635300159454,0.20649354159832,0.19177107512950897,0.2673267424106598
is,0.5394441485404968,0.24372583627700806,0.17166511714458466,0.4854315221309662,0.19875872135162354,0.24293622374534607,0.4691906273365021,0.28837618231773376,0.19247472286224365,0.16814041137695312,0.14383739233016968,0.2483411580324173,0.42745086550712585,0.5823672413825989,0.15162920951843262,0.1944577693939209,0.2463478147983551,0.22961433231830597
meant,0.25344955921173096,0.22926250100135803,0.24893440306186676,0.2713906168937683,0.07948198914527893,0.27816009521484375,0.2770281732082367,0.40698376297950745,0.46665212512016296,0.0988992303609848,0.09632913768291473,0.2716260552406311,0.38652777671813965,0.34852901101112366,0.16669005155563354,0.18545162677764893,0.17977647483348846,0.28817421197891235
to,0.45010748505592346,0.3715193271636963,0.22797247767448425,0.41548454761505127,0.22950075566768646,0.42656609416007996,0.44245919585227966,0.455847829580307,0.4452643394470215,0.17181846499443054,0.11114994436502457,0.31307893991470337,1.0,0.535392165184021,0.2021344155073166,0.26292115449905396,0.23798635601997375,0.29463258385658264
be,0.3481820821762085,0.21738691627979279,0.17630356550216675,0.33904364705085754,0.1729569286108017,0.3371641933917999,0.39254459738731384,0.3929833769798279,0.22657383978366852,0.14483249187469482,0.17164555191993713,0.3252727687358856,0.4972836375236511,0.4248143136501312,0.14569836854934692,0.2193349301815033,0.21534386277198792,0.3324260413646698
taken,0.2500644326210022,0.2693137228488922,0.07231799513101578,0.2889742851257324,0.20950709283351898,0.23395919799804688,0.28904372453689575,0.26014965772628784,0.2038538008928299,0.07928136736154556,0.11599595844745636,0.1814003735780716,0.2772596478462219,0.3309854567050934,0.19829116761684418,0.12628401815891266,0.17638835310935974,0.17662954330444336
seriously,0.2015220671892166,0.34694674611091614,0.17954371869564056,0.17238835990428925,0.2257480025291443,0.34856754541397095,0.32095465064048767,0.38736292719841003,0.32510069012641907,0.1119815856218338,0.08588691055774689,0.20744012296199799,0.32719436287879944,0.23979465663433075,0.1764764040708542,0.19773466885089874,0.13182401657104492,0.3182626962661743
.,0.5591574311256409,0.3119256794452667,0.26610422134399414,0.5352458953857422,0.22361043095588684,0.3541337847709656,0.6812511086463928,0.3567904531955719,0.35288307070732117,0.2297613024711609,0.241692453622818,0.24470208585262299,0.4645031690597534,0.5934505462646484,0.26322779059410095,0.22922755777835846,0.19660170376300812,0.4130953550338745
'',0.07432962208986282,0.016508836299180984,-0.0919923335313797,0.13035868108272552,0.06782495975494385,0.024401003494858742,-0.037358131259679794,0.08143015950918198,0.01978493109345436,-0.024310098960995674,0.06000414118170738,0.13516025245189667,-0.009905828163027763,0.041273195296525955,0.01416484359651804,-0.006740100681781769,0.022494228556752205,0.018684765323996544
