,what,guide,states,the,univeristy,of,chicago,is,known,for,their,heavy,workload,and,academic,difficulty,?
their,0.35142919421195984,0.17213162779808044,0.20773419737815857,0.516537070274353,0.28033241629600525,0.4329940676689148,0.17923840880393982,0.2101074606180191,0.22521670162677765,0.3406745493412018,1.0,0.23977521061897278,0.29138118028640747,0.45114588737487793,0.09768950194120407,0.33458951115608215,0.1898253709077835
demanding,0.23580121994018555,0.15030968189239502,0.18132005631923676,0.31346237659454346,0.2349604219198227,0.3026946187019348,0.18526619672775269,0.18405453860759735,0.10987678915262222,0.334464430809021,0.3160756826400757,0.250460684299469,0.4182458221912384,0.2986477315425873,0.15799939632415771,0.3488207161426544,0.11861293762922287
standards,0.2855789363384247,0.16370046138763428,0.21993005275726318,0.2433546632528305,0.2943408191204071,0.18525971472263336,0.21039070188999176,0.19850283861160278,0.1328938603401184,0.3276354670524597,0.21969735622406006,0.18801893293857574,0.3622089922428131,0.299522340297699,0.3245444893836975,0.2634999752044678,0.2011813372373581
",",0.3087472915649414,0.21336932480335236,0.3315127193927765,0.4933079481124878,0.33228012919425964,0.4946078956127167,0.2679542899131775,0.4691906273365021,0.3604377806186676,0.4464869201183319,0.3045167922973633,0.2612200081348419,0.25833001732826233,0.6633074283599854,0.3273942470550537,0.21331651508808136,0.31091248989105225
heavy,0.19175288081169128,0.11976154893636703,0.1418493390083313,0.2532151937484741,0.24785053730010986,0.24240271747112274,0.14024858176708221,0.23454418778419495,0.16933612525463104,0.22900916635990143,0.23977521061897278,0.9999998807907104,0.2811703085899353,0.3313291370868683,0.08223658800125122,0.22484037280082703,0.16717074811458588
workload,0.4107888340950012,0.14787304401397705,0.1466149240732193,0.2274261862039566,0.22904513776302338,0.19291165471076965,0.180104061961174,0.23793621361255646,0.08973465114831924,0.3224145174026489,0.29138118028640747,0.2811703085899353,1.0000001192092896,0.3210570514202118,0.24775879085063934,0.3745116889476776,0.3890828788280487
and,0.31309178471565247,0.1849318891763687,0.2974761426448822,0.5171257257461548,0.3345358073711395,0.5116966962814331,0.23260825872421265,0.3859752118587494,0.3468935489654541,0.5064792633056641,0.45114588737487793,0.3313291370868683,0.3210570514202118,1.0,0.2552715241909027,0.24149617552757263,0.20544172823429108
academic,0.10352335125207901,0.16148105263710022,0.19936974346637726,0.15387672185897827,0.32115066051483154,0.20802809298038483,0.2689683437347412,0.19421102106571198,0.13927853107452393,0.23807747662067413,0.09768950194120407,0.08223658800125122,0.24775879085063934,0.2552715241909027,0.9999998807907104,0.19186678528785706,0.11011603474617004
difficulty,0.3258202373981476,0.19012531638145447,0.14078663289546967,0.28524860739707947,0.2327825427055359,0.27728772163391113,0.14593768119812012,0.23129403591156006,0.16407857835292816,0.2672026455402374,0.33458951115608215,0.22484037280082703,0.3745116889476776,0.24149617552757263,0.19186678528785706,0.9999999403953552,0.1517200618982315
;,0.10986888408660889,0.04037041217088699,0.03983156383037567,0.09152708947658539,0.11828020215034485,0.054534342139959335,0.06549166142940521,0.05324986204504967,0.06441469490528107,0.0293948445469141,0.0970027819275856,0.060628000646829605,0.03742231801152229,0.08403264731168747,-0.017155827954411507,0.02865162119269371,0.10349778085947037
according,0.2776208221912384,0.23519565165042877,0.2622531056404114,0.3202974498271942,0.15928281843662262,0.3307822346687317,0.18696226179599762,0.2838992476463318,0.21257144212722778,0.1956551969051361,0.22182291746139526,0.09129422903060913,0.1695132851600647,0.30645591020584106,0.21078309416770935,0.24842940270900726,0.21173474192619324
to,0.455847829580307,0.2289099544286728,0.2828785181045532,0.535392165184021,0.23370461165905,0.41548454761505127,0.19278118014335632,0.42745086550712585,0.14337651431560516,0.4451248347759247,0.44619059562683105,0.21586324274539948,0.41638579964637756,0.48971283435821533,0.17588050663471222,0.3135955035686493,0.29463258385658264
uni,0.21406665444374084,0.12495958060026169,0.12258325517177582,0.17291058599948883,0.39212411642074585,0.1680680513381958,0.06082842871546745,0.16386617720127106,0.12208430469036102,0.09033360332250595,0.09291820228099823,0.11331618577241898,0.034134767949581146,0.12285106629133224,0.16528862714767456,0.12835340201854706,0.2170056849718094
in,0.30808621644973755,0.1711975336074829,0.3977442979812622,0.6662389636039734,0.27475589513778687,0.5696388483047485,0.23921214044094086,0.5394441485404968,0.32641831040382385,0.4322226941585541,0.34976133704185486,0.2047721892595291,0.19107401371002197,0.4954058527946472,0.1914365142583847,0.1823630928993225,0.20430970191955566
the,0.42745697498321533,0.2088000774383545,0.3463578522205353,1.0,0.2923078238964081,0.733189046382904,0.27360326051712036,0.5823672413825989,0.3624623417854309,0.4739971458911896,0.516537070274353,0.2532151937484741,0.2274261862039566,0.5171257257461548,0.15387672185897827,0.28524860739707947,0.22068053483963013
usa,0.1744624823331833,0.1807224005460739,0.48688480257987976,0.18954607844352722,0.2592926621437073,0.17888924479484558,0.27615439891815186,0.14328986406326294,0.17751950025558472,0.23307926952838898,0.09786762297153473,0.104486845433712,0.13327111303806305,0.2396354228258133,0.10262317210435867,0.04989144206047058,0.18464894592761993
",",0.3087472915649414,0.21336932480335236,0.3315127193927765,0.4933079481124878,0.33228012919425964,0.4946078956127167,0.2679542899131775,0.4691906273365021,0.3604377806186676,0.4464869201183319,0.3045167922973633,0.2612200081348419,0.25833001732826233,0.6633074283599854,0.3273942470550537,0.21331651508808136,0.31091248989105225
``,0.008517155423760414,-0.14240509271621704,0.029627995565533638,0.029072100296616554,0.004107701126486063,0.06780257821083069,-0.05299286171793938,0.058766357600688934,0.00922766886651516,0.01270448137074709,0.05465886741876602,-0.025011640042066574,0.07373998314142227,0.036644238978624344,0.1125357449054718,0.09119173884391785,0.0685480609536171
among,0.21154822409152985,0.15952661633491516,0.20300832390785217,0.3507058024406433,0.17982986569404602,0.3679063022136688,0.13828854262828827,0.21956473588943481,0.35925352573394775,0.2832789719104767,0.3366332948207855,0.17222119867801666,0.1933412402868271,0.39211368560791016,0.24836716055870056,0.2739848792552948,0.14343059062957764
the,0.42745697498321533,0.2088000774383545,0.3463578522205353,1.0,0.2923078238964081,0.733189046382904,0.27360326051712036,0.5823672413825989,0.3624623417854309,0.4739971458911896,0.516537070274353,0.2532151937484741,0.2274261862039566,0.5171257257461548,0.15387672185897827,0.28524860739707947,0.22068053483963013
academic,0.10352335125207901,0.16148105263710022,0.19936974346637726,0.15387672185897827,0.32115066051483154,0.20802809298038483,0.2689683437347412,0.19421102106571198,0.13927853107452393,0.23807747662067413,0.09768950194120407,0.08223658800125122,0.24775879085063934,0.2552715241909027,0.9999998807907104,0.19186678528785706,0.11011603474617004
cream,0.18971702456474304,0.08094379305839539,0.1844232827425003,0.22428356111049652,0.21359555423259735,0.15461334586143494,0.15522459149360657,0.22857390344142914,0.20162433385849,0.14382316172122955,0.21622245013713837,0.21271494030952454,0.20805415511131287,0.2689354419708252,0.12187885493040085,0.10763643682003021,0.13436415791511536
of,0.33290785551071167,0.16701211035251617,0.30884552001953125,0.733189046382904,0.25525370240211487,1.0,0.18391016125679016,0.4854315221309662,0.35814476013183594,0.4185989499092102,0.4329940676689148,0.24240271747112274,0.19291165471076965,0.5116966962814331,0.20802809298038483,0.27728772163391113,0.1826142966747284
american,0.1909721940755844,0.19001483917236328,0.34012681245803833,0.24562937021255493,0.3023662269115448,0.22180068492889404,0.3793830871582031,0.1853146106004715,0.29350247979164124,0.2306184321641922,0.2323206216096878,0.21838335692882538,0.14952225983142853,0.32290002703666687,0.27535775303840637,0.06642403453588486,0.18877598643302917
universities,0.1630716770887375,0.1585777848958969,0.32087501883506775,0.2619408071041107,0.4591453969478607,0.29948264360427856,0.2027006447315216,0.2421088069677353,0.1983174830675125,0.2253284901380539,0.19459480047225952,0.13848742842674255,0.18028409779071808,0.3038506805896759,0.45179879665374756,0.20733727514743805,0.16836881637573242
–,0.13008765876293182,0.08972132951021194,0.16179192066192627,0.2607575058937073,0.2819332182407379,0.2799985408782959,0.2113194316625595,0.1436920464038849,0.23798814415931702,0.2408909648656845,0.14568807184696198,0.11578815430402756,0.10341306775808334,0.3279274106025696,0.21189625561237335,0.07206323742866516,0.2714554965496063
harvard,0.2177114188671112,0.1919250190258026,0.3025471568107605,0.24496200680732727,0.43601828813552856,0.25842633843421936,0.3228795826435089,0.15387701988220215,0.12952183187007904,0.14800849556922913,0.12904533743858337,0.07447499781847,0.12126688659191132,0.2453373372554779,0.41330868005752563,0.21237294375896454,0.11685016006231308
",",0.3087472915649414,0.21336932480335236,0.3315127193927765,0.4933079481124878,0.33228012919425964,0.4946078956127167,0.2679542899131775,0.4691906273365021,0.3604377806186676,0.4464869201183319,0.3045167922973633,0.2612200081348419,0.25833001732826233,0.6633074283599854,0.3273942470550537,0.21331651508808136,0.31091248989105225
yale,0.1766820251941681,0.1656596064567566,0.26200076937675476,0.20174992084503174,0.3956340253353119,0.20639310777187347,0.3406082093715668,0.0664043128490448,0.15322478115558624,0.12627682089805603,0.1937909573316574,0.06943786144256592,0.12589135766029358,0.2546328902244568,0.33086568117141724,0.2067355066537857,0.1444430649280548
",",0.3087472915649414,0.21336932480335236,0.3315127193927765,0.4933079481124878,0.33228012919425964,0.4946078956127167,0.2679542899131775,0.4691906273365021,0.3604377806186676,0.4464869201183319,0.3045167922973633,0.2612200081348419,0.25833001732826233,0.6633074283599854,0.3273942470550537,0.21331651508808136,0.31091248989105225
princeton,0.1920749545097351,0.27783262729644775,0.23940205574035645,0.2383277863264084,0.3527168333530426,0.2322216033935547,0.3535781502723694,0.11035037785768509,0.14898769557476044,0.21902966499328613,0.1322116106748581,0.1295822113752365,0.1863861232995987,0.24847130477428436,0.31429117918014526,0.18042534589767456,0.21103206276893616
",",0.3087472915649414,0.21336932480335236,0.3315127193927765,0.4933079481124878,0.33228012919425964,0.4946078956127167,0.2679542899131775,0.4691906273365021,0.3604377806186676,0.4464869201183319,0.3045167922973633,0.2612200081348419,0.25833001732826233,0.6633074283599854,0.3273942470550537,0.21331651508808136,0.31091248989105225
mit,0.15160860121250153,0.11123636364936829,0.17077496647834778,0.172334685921669,0.28057950735092163,0.22569386661052704,0.14800973236560822,0.12627211213111877,0.10493416339159012,0.15164557099342346,0.14189155399799347,0.08234936743974686,0.16995060443878174,0.19261278212070465,0.23239944875240326,0.10454536974430084,0.12031133472919464
",",0.3087472915649414,0.21336932480335236,0.3315127193927765,0.4933079481124878,0.33228012919425964,0.4946078956127167,0.2679542899131775,0.4691906273365021,0.3604377806186676,0.4464869201183319,0.3045167922973633,0.2612200081348419,0.25833001732826233,0.6633074283599854,0.3273942470550537,0.21331651508808136,0.31091248989105225
and,0.31309178471565247,0.1849318891763687,0.2974761426448822,0.5171257257461548,0.3345358073711395,0.5116966962814331,0.23260825872421265,0.3859752118587494,0.3468935489654541,0.5064792633056641,0.45114588737487793,0.3313291370868683,0.3210570514202118,1.0,0.2552715241909027,0.24149617552757263,0.20544172823429108
the,0.42745697498321533,0.2088000774383545,0.3463578522205353,1.0,0.2923078238964081,0.733189046382904,0.27360326051712036,0.5823672413825989,0.3624623417854309,0.4739971458911896,0.516537070274353,0.2532151937484741,0.2274261862039566,0.5171257257461548,0.15387672185897827,0.28524860739707947,0.22068053483963013
university,0.20256435871124268,0.23186570405960083,0.24941645562648773,0.263973206281662,0.5244249105453491,0.30646374821662903,0.29005804657936096,0.20346471667289734,0.15387564897537231,0.18573740124702454,0.14945244789123535,0.11485923081636429,0.17957803606987,0.2665814459323883,0.4402775466442108,0.22282665967941284,0.11887256056070328
of,0.33290785551071167,0.16701211035251617,0.30884552001953125,0.733189046382904,0.25525370240211487,1.0,0.18391016125679016,0.4854315221309662,0.35814476013183594,0.4185989499092102,0.4329940676689148,0.24240271747112274,0.19291165471076965,0.5116966962814331,0.20802809298038483,0.27728772163391113,0.1826142966747284
chicago,0.1521448791027069,0.15873101353645325,0.26554226875305176,0.27360326051712036,0.28732022643089294,0.18391016125679016,1.0,0.12146236002445221,0.15148675441741943,0.2320132851600647,0.17923840880393982,0.14024858176708221,0.180104061961174,0.23260825872421265,0.2689683437347412,0.14593768119812012,0.16446958482265472
–,0.13008765876293182,0.08972132951021194,0.16179192066192627,0.2607575058937073,0.2819332182407379,0.2799985408782959,0.2113194316625595,0.1436920464038849,0.23798814415931702,0.2408909648656845,0.14568807184696198,0.11578815430402756,0.10341306775808334,0.3279274106025696,0.21189625561237335,0.07206323742866516,0.2714554965496063
it,0.45803478360176086,0.16880916059017181,0.3072223365306854,0.6251175999641418,0.23214446008205414,0.38761502504348755,0.18813791871070862,0.6328473687171936,0.2640952467918396,0.32171204686164856,0.3067983090877533,0.24935531616210938,0.3171229958534241,0.40957894921302795,0.13023914396762848,0.23879292607307434,0.25732165575027466
is,0.28837618231773376,0.19144614040851593,0.21939043700695038,0.5823672413825989,0.25771769881248474,0.4854315221309662,0.12146236002445221,1.0,0.41921812295913696,0.43268078565597534,0.2101074606180191,0.23454418778419495,0.23793621361255646,0.3859752118587494,0.19421102106571198,0.23129403591156006,0.22961433231830597
uchicago,0.1244094967842102,0.1480822116136551,0.22904488444328308,0.23118087649345398,0.2962965965270996,0.1812904179096222,0.899956464767456,0.07834049314260483,0.13677123188972473,0.2114046961069107,0.11804531514644623,0.09043080359697342,0.1355528086423874,0.1798572540283203,0.3068210184574127,0.12558981776237488,0.1768796592950821
that,0.6297725439071655,0.181025892496109,0.291576623916626,0.5473989248275757,0.30610036849975586,0.41498205065727234,0.22499492764472961,0.3995479643344879,0.20813259482383728,0.4137635827064514,0.4266771972179413,0.20991893112659454,0.3880896270275116,0.4731321930885315,0.17354877293109894,0.33686771988868713,0.32716336846351624
can,0.34502777457237244,0.22419267892837524,0.18360939621925354,0.312528520822525,0.2608427405357361,0.2603091299533844,0.19342438876628876,0.44256699085235596,0.18300224840641022,0.35690054297447205,0.3564860224723816,0.24925167858600616,0.4119136333465576,0.3675691485404968,0.14555543661117554,0.34880542755126953,0.3226337134838104
most,0.3219912350177765,0.1701919585466385,0.286347895860672,0.47635307908058167,0.26961034536361694,0.4178851246833801,0.1819228082895279,0.41165053844451904,0.3850763440132141,0.3906237483024597,0.3699820935726166,0.2756640613079071,0.2005215287208557,0.4309377074241638,0.17076992988586426,0.2779354453086853,0.2107497900724411
convincingly,0.36469200253486633,0.1507827788591385,0.18110482394695282,0.2717118561267853,0.31021472811698914,0.18227015435695648,0.16537056863307953,0.21504157781600952,0.2029251754283905,0.2956449091434479,0.26065224409103394,0.0958201065659523,0.31462085247039795,0.2893836796283722,0.14765852689743042,0.27724817395210266,0.31486931443214417
claim,0.30214840173721313,0.15259525179862976,0.18629401922225952,0.25873351097106934,0.2120821624994278,0.2833690047264099,0.14446651935577393,0.15920500457286835,0.21171574294567108,0.22986814379692078,0.22127701342105865,0.11902538686990738,0.16276836395263672,0.22851447761058807,0.2383260428905487,0.16187402606010437,0.2665664851665497
to,0.455847829580307,0.2289099544286728,0.2828785181045532,0.535392165184021,0.23370461165905,0.41548454761505127,0.19278118014335632,0.42745086550712585,0.14337651431560516,0.4451248347759247,0.44619059562683105,0.21586324274539948,0.41638579964637756,0.48971283435821533,0.17588050663471222,0.3135955035686493,0.29463258385658264
provide,0.27049049735069275,0.27594754099845886,0.21804334223270416,0.26373472809791565,0.2201637327671051,0.27198103070259094,0.17722073197364807,0.23050084710121155,0.14439085125923157,0.42299434542655945,0.321857213973999,0.18976135551929474,0.35657382011413574,0.32960009574890137,0.2160734385251999,0.25705885887145996,0.22704634070396423
the,0.42745697498321533,0.2088000774383545,0.3463578522205353,1.0,0.2923078238964081,0.733189046382904,0.27360326051712036,0.5823672413825989,0.3624623417854309,0.4739971458911896,0.516537070274353,0.2532151937484741,0.2274261862039566,0.5171257257461548,0.15387672185897827,0.28524860739707947,0.22068053483963013
most,0.3219912350177765,0.1701919585466385,0.286347895860672,0.47635307908058167,0.26961034536361694,0.4178851246833801,0.1819228082895279,0.41165053844451904,0.3850763440132141,0.3906237483024597,0.3699820935726166,0.2756640613079071,0.2005215287208557,0.4309377074241638,0.17076992988586426,0.2779354453086853,0.2107497900724411
rigorous,0.2750876843929291,0.12660899758338928,0.14271411299705505,0.22082485258579254,0.2688170075416565,0.21921856701374054,0.1658305674791336,0.1329675018787384,0.21761097013950348,0.34143006801605225,0.2641631066799164,0.19154484570026398,0.4024932086467743,0.28569677472114563,0.3235543668270111,0.3530381917953491,0.18893571197986603
",",0.3087472915649414,0.21336932480335236,0.3315127193927765,0.4933079481124878,0.33228012919425964,0.4946078956127167,0.2679542899131775,0.4691906273365021,0.3604377806186676,0.4464869201183319,0.3045167922973633,0.2612200081348419,0.25833001732826233,0.6633074283599854,0.3273942470550537,0.21331651508808136,0.31091248989105225
intense,0.2151675522327423,0.14746522903442383,0.16939648985862732,0.217502623796463,0.282309889793396,0.2310306578874588,0.1900041401386261,0.20113009214401245,0.20198628306388855,0.25024643540382385,0.2546617388725281,0.36965715885162354,0.2481425404548645,0.261640340089798,0.09304732084274292,0.3632373511791229,0.15166594088077545
learning,0.29806870222091675,0.3255777657032013,0.0901336669921875,0.2504628002643585,0.2291911542415619,0.23709416389465332,0.0982554480433464,0.19600103795528412,0.18308068811893463,0.3046240508556366,0.247757226228714,0.11451397091150284,0.3064814507961273,0.2687397301197052,0.24293109774589539,0.4464501738548279,0.25810256600379944
experience,0.3894727826118469,0.297789067029953,0.19226029515266418,0.21682339906692505,0.20054110884666443,0.228313148021698,0.14527027308940887,0.19130541384220123,0.11597485840320587,0.29364609718322754,0.3119005262851715,0.17364315688610077,0.47782838344573975,0.24539199471473694,0.2471400946378708,0.421122282743454,0.25203612446784973
.,0.3567904531955719,0.23866170644760132,0.33941102027893066,0.5934505462646484,0.29571205377578735,0.5352458953857422,0.2771213948726654,0.4569662809371948,0.283290296792984,0.4726039469242096,0.34427863359451294,0.23141726851463318,0.30920472741127014,0.588965117931366,0.21939443051815033,0.1597665250301361,0.4130953550338745
'',0.08143015950918198,-0.02030036970973015,-0.06360612064599991,0.041273195296525955,0.008198210969567299,0.13035868108272552,0.012448498047888279,0.0793738141655922,0.06905213743448257,-0.04479556903243065,0.011550518684089184,-0.015863709151744843,-0.0900721400976181,0.021612688899040222,0.08557505905628204,-0.030072467401623726,0.018684765323996544
