,what,is,included,along,with,gravitational,acceration,",",and,mass,of,the,earth,in,a,formula,about,rotation,about,the,earth,?
(,0.2411840260028839,0.35393038392066956,0.20944266021251678,0.18445467948913574,0.29503780603408813,0.1618802845478058,0.31004035472869873,0.6363511681556702,0.4862271547317505,0.16710513830184937,0.35032153129577637,0.33289089798927307,0.18478946387767792,0.3087427020072937,0.3206180930137634,0.16372644901275635,0.27495184540748596,0.15544208884239197,0.27495184540748596,0.33289089798927307,0.18478946387767792,0.40561532974243164
),0.26259949803352356,0.37732169032096863,0.20644870400428772,0.17395511269569397,0.3069596290588379,0.14153404533863068,0.3209092319011688,0.63033527135849,0.4961937665939331,0.18670302629470825,0.3680361211299896,0.3456730246543884,0.18219341337680817,0.3326910734176636,0.3640355169773102,0.1775512844324112,0.2775460183620453,0.14471392333507538,0.2775460183620453,0.3456730246543884,0.18219341337680817,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.3643590211868286,0.4213258922100067,0.5477725267410278,0.21932606399059296,0.31695589423179626,0.6633074283599854,1.0,0.21843883395195007,0.5116966962814331,0.5171257257461548,0.27524080872535706,0.4954058527946472,0.3739250600337982,0.18467900156974792,0.3875081241130829,0.1637061983346939,0.3875081241130829,0.5171257257461548,0.27524080872535706,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.3825419843196869,0.39495137333869934,0.4223487675189972,0.2145237773656845,0.406839519739151,0.4933079481124878,0.5171257257461548,0.2284930944442749,0.733189046382904,1.0,0.2801888585090637,0.6662389636039734,0.5829201340675354,0.19533312320709229,0.37995871901512146,0.2576199471950531,0.37995871901512146,1.0,0.2801888585090637,0.22068053483963013
radius,0.16101615130901337,0.21503031253814697,0.1296347826719284,0.19165462255477905,0.19198675453662872,0.546880841255188,0.29257288575172424,0.1630222201347351,0.16702455282211304,0.3499908745288849,0.18824385106563568,0.16148683428764343,0.34664681553840637,0.1322099268436432,0.24901020526885986,0.17713242769241333,0.25053122639656067,0.48146286606788635,0.25053122639656067,0.16148683428764343,0.34664681553840637,0.11298585683107376
(,0.2411840260028839,0.35393038392066956,0.20944266021251678,0.18445467948913574,0.29503780603408813,0.1618802845478058,0.31004035472869873,0.6363511681556702,0.4862271547317505,0.16710513830184937,0.35032153129577637,0.33289089798927307,0.18478946387767792,0.3087427020072937,0.3206180930137634,0.16372644901275635,0.27495184540748596,0.15544208884239197,0.27495184540748596,0.33289089798927307,0.18478946387767792,0.40561532974243164
),0.26259949803352356,0.37732169032096863,0.20644870400428772,0.17395511269569397,0.3069596290588379,0.14153404533863068,0.3209092319011688,0.63033527135849,0.4961937665939331,0.18670302629470825,0.3680361211299896,0.3456730246543884,0.18219341337680817,0.3326910734176636,0.3640355169773102,0.1775512844324112,0.2775460183620453,0.14471392333507538,0.2775460183620453,0.3456730246543884,0.18219341337680817,0.42300865054130554
of,0.33290785551071167,0.4854315221309662,0.4391688108444214,0.34889817237854004,0.41827285289764404,0.23920997977256775,0.39141353964805603,0.4946078956127167,0.5116966962814331,0.26915112137794495,1.0,0.733189046382904,0.2329314798116684,0.5696388483047485,0.5052502155303955,0.18542331457138062,0.40939709544181824,0.20764458179473877,0.40939709544181824,0.733189046382904,0.2329314798116684,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.3825419843196869,0.39495137333869934,0.4223487675189972,0.2145237773656845,0.406839519739151,0.4933079481124878,0.5171257257461548,0.2284930944442749,0.733189046382904,1.0,0.2801888585090637,0.6662389636039734,0.5829201340675354,0.19533312320709229,0.37995871901512146,0.2576199471950531,0.37995871901512146,1.0,0.2801888585090637,0.22068053483963013
earth,0.25883176922798157,0.26888176798820496,0.10524079203605652,0.12019025534391403,0.21692633628845215,0.451016366481781,0.24383431673049927,0.23186853528022766,0.27524080872535706,0.23690102994441986,0.2329314798116684,0.2801888585090637,1.0,0.18566735088825226,0.21121151745319366,0.15840089321136475,0.252605140209198,0.4035097062587738,0.252605140209198,0.2801888585090637,1.0,0.17717236280441284
to,0.455847829580307,0.42745086550712585,0.2322428971529007,0.2976071536540985,0.4239959120750427,0.26134511828422546,0.36469244956970215,0.44245919585227966,0.48971283435821533,0.20907121896743774,0.41548454761505127,0.535392165184021,0.2486501932144165,0.45010748505592346,0.45503583550453186,0.20870213210582733,0.391953706741333,0.23143674433231354,0.391953706741333,0.535392165184021,0.2486501932144165,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,0.3825419843196869,0.39495137333869934,0.4223487675189972,0.2145237773656845,0.406839519739151,0.4933079481124878,0.5171257257461548,0.2284930944442749,0.733189046382904,1.0,0.2801888585090637,0.6662389636039734,0.5829201340675354,0.19533312320709229,0.37995871901512146,0.2576199471950531,0.37995871901512146,1.0,0.2801888585090637,0.22068053483963013
gravitational,0.23380526900291443,0.20917914807796478,0.1286354959011078,0.2081671804189682,0.19159720838069916,1.0,0.3072304427623749,0.1856740117073059,0.21932606399059296,0.4995284080505371,0.23920997977256775,0.2145237773656845,0.451016366481781,0.2080984264612198,0.2441251575946808,0.2691497504711151,0.2052033394575119,0.5358949899673462,0.2052033394575119,0.2145237773656845,0.451016366481781,0.17902444303035736
acceleration,0.2983599901199341,0.21391066908836365,0.09607626497745514,0.23800036311149597,0.18795186281204224,0.6247795224189758,0.6060785055160522,0.22419989109039307,0.2636891305446625,0.44826188683509827,0.27446165680885315,0.29868006706237793,0.3610192835330963,0.17706692218780518,0.21804127097129822,0.26123297214508057,0.1943342536687851,0.5590498447418213,0.1943342536687851,0.29868006706237793,0.3610192835330963,0.16905567049980164
:,-0.12022944539785385,-0.07222653180360794,-0.025355264544487,-0.04340015724301338,0.039687950164079666,-0.10282545536756516,-0.03605718910694122,-0.004729332868009806,-0.04625999182462692,-0.11397958546876907,-0.08807745575904846,-0.03403344005346298,-0.10272635519504547,0.020521078258752823,-0.0007584693375974894,0.12174895405769348,-0.14031879603862762,0.022422688081860542,-0.14031879603862762,-0.03403344005346298,-0.10272635519504547,-0.07156077772378922
