,antibodies,are,transferred,to,the,gut,of,the,infant,through,what,means,?
high,0.09015687555074692,0.21708175539970398,0.2529633939266205,0.28947713971138,0.28034812211990356,0.10129407048225403,0.2803038954734802,0.28034812211990356,0.2010308802127838,0.1998162418603897,0.20466077327728271,0.1793275624513626,0.11137914657592773
levels,0.29672297835350037,0.3186073899269104,0.14009951055049896,0.29053324460983276,0.286034494638443,0.1518644094467163,0.23668165504932404,0.286034494638443,0.24520649015903473,0.2162754237651825,0.21641245484352112,0.21381637454032898,0.1541307419538498
of,0.24495436251163483,0.39081433415412903,0.33309000730514526,0.41548454761505127,0.733189046382904,0.1940992772579193,1.0,0.733189046382904,0.24684707820415497,0.3647414743900299,0.33290785551071167,0.29942914843559265,0.1826142966747284
antibodies,1.0000001192092896,0.2970903217792511,0.08493788540363312,0.2543680965900421,0.25005820393562317,0.38408541679382324,0.24495436251163483,0.25005820393562317,0.2492460012435913,0.21063359081745148,0.2190079689025879,0.26341521739959717,0.2315049171447754
even,0.28988534212112427,0.43312960863113403,0.14688871800899506,0.46467068791389465,0.37996912002563477,0.21330882608890533,0.34735506772994995,0.37996912002563477,0.22564588487148285,0.27721893787384033,0.40872135758399963,0.3557143211364746,0.30082517862319946
at,0.1261550933122635,0.2074895054101944,0.3133998513221741,0.36524343490600586,0.457212895154953,0.11583859473466873,0.42558613419532776,0.457212895154953,0.20239192247390747,0.2170695960521698,0.2838611304759979,0.16717694699764252,0.21978627145290375
birth,0.19232182204723358,0.16156888008117676,0.16233371198177338,0.22512221336364746,0.21280217170715332,0.09435532242059708,0.2531921863555908,0.21280217170715332,0.4631970524787903,0.09754668176174164,0.17344997823238373,0.13547055423259735,0.10080231726169586
",",0.16660167276859283,0.4062570035457611,0.27208399772644043,0.44245919585227966,0.4933079481124878,0.24080508947372437,0.4946078956127167,0.4933079481124878,0.19170615077018738,0.3060276508331299,0.3087472915649414,0.24041147530078888,0.31091248989105225
with,0.21223419904708862,0.38996943831443787,0.19742423295974731,0.4239959120750427,0.4223487675189972,0.16895537078380585,0.41827285289764404,0.4223487675189972,0.19901590049266815,0.26801666617393494,0.2464839518070221,0.18411244451999664,0.2433311939239502
the,0.25005820393562317,0.40399202704429626,0.34201255440711975,0.535392165184021,1.0,0.24150092899799347,0.733189046382904,1.0,0.19802507758140564,0.44071322679519653,0.42745697498321533,0.32225894927978516,0.22068053483963013
same,0.2138480693101883,0.3446533679962158,0.27894115447998047,0.3205692768096924,0.4583131968975067,0.149457648396492,0.3808329105377197,0.4583131968975067,0.1407913863658905,0.1991325169801712,0.3764382302761078,0.2983475923538208,0.22649677097797394
range,0.2211882621049881,0.31786245107650757,0.12510134279727936,0.2767433524131775,0.2311336100101471,0.13877840340137482,0.234999418258667,0.2311336100101471,0.1277550458908081,0.28155866265296936,0.19613829255104065,0.16487973928451538,0.1204894632101059
of,0.24495436251163483,0.39081433415412903,0.33309000730514526,0.41548454761505127,0.733189046382904,0.1940992772579193,1.0,0.733189046382904,0.24684707820415497,0.3647414743900299,0.33290785551071167,0.29942914843559265,0.1826142966747284
antigen,0.71067875623703,0.23546671867370605,0.1650805026292801,0.2139984518289566,0.2583788335323334,0.3573944568634033,0.2816563546657562,0.2583788335323334,0.2657814621925354,0.2170707881450653,0.1935727745294571,0.30363717675209045,0.19160577654838562
specificities,0.43016284704208374,0.38981977105140686,0.2112809419631958,0.42045021057128906,0.33869221806526184,0.228030264377594,0.3205384612083435,0.33869221806526184,0.24030305445194244,0.2306213676929474,0.36888644099235535,0.31669726967811584,0.29871904850006104
as,0.15535785257816315,0.3826591968536377,0.22362643480300903,0.42092081904411316,0.48381632566452026,0.2181105613708496,0.3886612355709076,0.48381632566452026,0.19946934282779694,0.24602261185646057,0.31749409437179565,0.19043149054050446,0.27043893933296204
their,0.31131216883659363,0.46887820959091187,0.1833987981081009,0.44619059562683105,0.516537070274353,0.21288229525089264,0.4329940676689148,0.516537070274353,0.21907897293567657,0.3113696575164795,0.35142919421195984,0.2709062397480011,0.1898253709077835
mother,0.1605299413204193,0.14957599341869354,0.14322255551815033,0.2733205258846283,0.22516992688179016,0.22000692784786224,0.2170739620923996,0.22516992688179016,0.4803858697414398,0.11286037415266037,0.20282095670700073,0.12871408462524414,0.15180644392967224
.,0.24115599691867828,0.3452940285205841,0.2828300893306732,0.4645031690597534,0.5934505462646484,0.26034247875213623,0.5352458953857422,0.5934505462646484,0.21042348444461823,0.3174465596675873,0.3567904531955719,0.18089891970157623,0.4130953550338745
