,what,was,the,time,on,the,clock,when,carolina,got,the,ball,to,their,24-yard,line,in,the,fourth,quarter,?
mount,0.158494234085083,0.20221182703971863,0.26066282391548157,0.12506753206253052,0.24330584704875946,0.26066282391548157,0.08684585243463516,0.19127918779850006,0.19571645557880402,0.07354529201984406,0.26066282391548157,0.0613226518034935,0.20538730919361115,0.10813110321760178,0.2563377320766449,0.14301277697086334,0.22216229140758514,0.26066282391548157,0.11495690047740936,0.1589968204498291,0.10283114016056061
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.3292340338230133,0.3848365545272827,0.5829201340675354,0.23731647431850433,0.44397395849227905,0.1979188621044159,0.2347145676612854,0.5829201340675354,0.23578347265720367,0.45503583550453186,0.29698723554611206,0.2805190086364746,0.23499317467212677,0.539380669593811,0.5829201340675354,0.3032437562942505,0.26766106486320496,0.23916715383529663
game-winning,0.21344314515590668,0.32808151841163635,0.40773385763168335,0.3571936786174774,0.3057469427585602,0.40773385763168335,0.23393172025680542,0.2812664806842804,0.26509422063827515,0.2774932384490967,0.40773385763168335,0.3597179055213928,0.2668333351612091,0.33020541071891785,0.29419824481010437,0.25226864218711853,0.35514113306999207,0.40773385763168335,0.2974027991294861,0.38159117102622986,0.18565678596496582
drive,0.21679377555847168,0.18442629277706146,0.2083187699317932,0.19006572663784027,0.1695663183927536,0.2083187699317932,0.2244313657283783,0.18232060968875885,0.10420341044664383,0.11293143033981323,0.2083187699317932,0.22436363995075226,0.291306734085083,0.17822641134262085,0.2660772502422333,0.23453757166862488,0.16816924512386322,0.2083187699317932,0.08126304298639297,0.09962659329175949,0.11447915434837341
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.3029961884021759,0.49057599902153015,0.4933079481124878,0.17917221784591675,0.36674630641937256,0.2566046118736267,0.26594072580337524,0.4933079481124878,0.2170172780752182,0.44245919585227966,0.3045167922973633,0.24484103918075562,0.22637072205543518,0.5201468467712402,0.4933079481124878,0.271299809217453,0.2742914855480194,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.3025408685207367,0.4077630043029785,0.5171257257461548,0.15999893844127655,0.4716290831565857,0.22423055768013,0.28609535098075867,0.5171257257461548,0.19981779158115387,0.48971283435821533,0.45114588737487793,0.29131680727005005,0.24584348499774933,0.4954058527946472,0.5171257257461548,0.27958914637565613,0.24505728483200073,0.20544172823429108
soon,0.3005380630493164,0.38351550698280334,0.3431394100189209,0.34375467896461487,0.29179972410202026,0.3431394100189209,0.15069566667079926,0.538250207901001,0.16963602602481842,0.3743617832660675,0.3431394100189209,0.13767187297344208,0.3827410042285919,0.31930720806121826,0.2209930121898651,0.14836876094341278,0.2957788109779358,0.3431394100189209,0.1712682843208313,0.09915556013584137,0.17460282146930695
faced,0.1428881287574768,0.3024119436740875,0.29245710372924805,0.22803069651126862,0.2033153772354126,0.29245710372924805,0.12953178584575653,0.19686807692050934,0.18722155690193176,0.20500807464122772,0.29245710372924805,0.11770100146532059,0.19094133377075195,0.1887044757604599,0.15633749961853027,0.12208284437656403,0.20601411163806915,0.29245710372924805,0.22013288736343384,0.2375655174255371,0.12312540411949158
3rd-and-9,0.2732994258403778,0.1952950656414032,0.2776583731174469,0.22926832735538483,0.2179589718580246,0.2776583731174469,0.18974484503269196,0.23569005727767944,0.28038108348846436,0.11304184049367905,0.2776583731174469,0.27587640285491943,0.2876184582710266,0.23885037004947662,0.3295896053314209,0.1608758419752121,0.26557138562202454,0.2776583731174469,0.14433051645755768,0.25749722123146057,0.26912328600883484
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.371569961309433,0.49257001280784607,0.5934505462646484,0.21992506086826324,0.475719153881073,0.2702518403530121,0.28717702627182007,0.5934505462646484,0.214210644364357,0.4645031690597534,0.34427863359451294,0.2543480694293976,0.25851553678512573,0.5591574311256409,0.5934505462646484,0.27895694971084595,0.29042351245880127,0.4130953550338745
