,what,building,was,a,gift,from,the,soviet,union,?
",",0.3087472915649414,0.2374238669872284,0.45456063747406006,0.427140474319458,0.20268721878528595,0.39760664105415344,0.4933079481124878,0.25194454193115234,0.2362271547317505,0.31091248989105225
the,0.42745697498321533,0.3159640431404114,0.48711544275283813,0.5829201340675354,0.23132675886154175,0.40150508284568787,1.0,0.2312941700220108,0.24421639740467072,0.22068053483963013
``,0.008517155423760414,-0.10087663680315018,-0.012679691426455975,0.07272057235240936,-0.03367026522755623,0.02677825279533863,0.029072100296616554,0.06603430956602097,0.08401795476675034,0.0685480609536171
bricks,0.191340371966362,0.44973084330558777,0.22636497020721436,0.24362890422344208,0.12964379787445068,0.16595593094825745,0.23952940106391907,0.100743368268013,0.0849846825003624,0.1467980444431305
for,0.3017193675041199,0.2644540071487427,0.3863949179649353,0.44038116931915283,0.23025396466255188,0.314039945602417,0.4739971458911896,0.19638079404830933,0.20406247675418854,0.264628142118454
warsaw,0.10373849421739578,0.17944054305553436,0.2614976763725281,0.19591784477233887,0.07179414480924606,0.2396499514579773,0.23137180507183075,0.4669087827205658,0.34130436182022095,0.09769917279481888
'',0.08143015950918198,-0.03844011574983597,0.04456103965640068,0.04890415817499161,0.012198452837765217,-0.011389154009521008,0.041273195296525955,-0.08973073214292526,-0.10012631863355637,0.018684765323996544
campaign,0.22158007323741913,0.12199012190103531,0.2556212544441223,0.20502153038978577,0.12954369187355042,0.15644878149032593,0.2755736708641052,0.174444317817688,0.22506654262542725,0.162482351064682
was,0.22111038863658905,0.237406387925148,1.0000001192092896,0.4508470594882965,0.2019146829843521,0.31171464920043945,0.48711544275283813,0.259528785943985,0.23276571929454803,0.18412111699581146
initiated,0.17882773280143738,0.17471252381801605,0.2528574764728546,0.25577256083488464,0.12993361055850983,0.0879458636045456,0.2882399260997772,0.14573362469673157,0.15952317416667938,0.16644564270973206
",",0.3087472915649414,0.2374238669872284,0.45456063747406006,0.427140474319458,0.20268721878528595,0.39760664105415344,0.4933079481124878,0.25194454193115234,0.2362271547317505,0.31091248989105225
and,0.31309178471565247,0.2593274712562561,0.3740963041782379,0.3739250600337982,0.19494399428367615,0.3601827025413513,0.5171257257461548,0.24788688123226166,0.2594362497329712,0.20544172823429108
large,0.2017821967601776,0.31278279423713684,0.21717436611652374,0.3740714490413666,0.2160457819700241,0.24790740013122559,0.3828733265399933,0.1050712913274765,0.15080472826957703,0.1355665624141693
prefabricated,0.27159062027931213,0.34422364830970764,0.15341700613498688,0.2374403327703476,0.20771117508411407,0.12724994122982025,0.20600959658622742,0.14243914186954498,0.08447232842445374,0.3230966329574585
housing,0.14871764183044434,0.45493361353874207,0.2453424632549286,0.26001980900764465,0.1322300285100937,0.15277467668056488,0.24837790429592133,0.1662198305130005,0.18160344660282135,0.11872038245201111
projects,0.28646913170814514,0.29935577511787415,0.161495640873909,0.21870890259742737,0.10645768791437149,0.1961805820465088,0.23802334070205688,0.1621265709400177,0.14500370621681213,0.3193145990371704
were,0.22298263013362885,0.18601834774017334,0.590133786201477,0.17203083634376526,0.14118143916130066,0.29991888999938965,0.3906462490558624,0.24698977172374725,0.20750673115253448,0.17890112102031708
erected,0.12341726571321487,0.3974362313747406,0.2669670879840851,0.14822642505168915,0.22995059192180634,0.15431256592273712,0.23663264513015747,0.0966305136680603,0.1524207592010498,0.08063657581806183
in,0.30808621644973755,0.3256937265396118,0.45514053106307983,0.539380669593811,0.19502383470535278,0.4274188280105591,0.6662389636039734,0.22826138138771057,0.22726479172706604,0.20430970191955566
warsaw,0.10373849421739578,0.17944054305553436,0.2614976763725281,0.19591784477233887,0.07179414480924606,0.2396499514579773,0.23137180507183075,0.4669087827205658,0.34130436182022095,0.09769917279481888
to,0.455847829580307,0.2658686637878418,0.3636345863342285,0.45503583550453186,0.21320243179798126,0.4069952368736267,0.535392165184021,0.19090956449508667,0.16926777362823486,0.29463258385658264
address,0.2695501744747162,0.18892084062099457,0.17266488075256348,0.18317347764968872,0.22527389228343964,0.21201437711715698,0.24438561499118805,0.19003179669380188,0.2616998851299286,0.2784976661205292
the,0.42745697498321533,0.3159640431404114,0.48711544275283813,0.5829201340675354,0.23132675886154175,0.40150508284568787,1.0,0.2312941700220108,0.24421639740467072,0.22068053483963013
housing,0.14871764183044434,0.45493361353874207,0.2453424632549286,0.26001980900764465,0.1322300285100937,0.15277467668056488,0.24837790429592133,0.1662198305130005,0.18160344660282135,0.11872038245201111
shortage,0.2864443063735962,0.2510429322719574,0.23748403787612915,0.3145276606082916,0.14905323088169098,0.26294809579849243,0.31014639139175415,0.24836085736751556,0.24873577058315277,0.19423167407512665
",",0.3087472915649414,0.2374238669872284,0.45456063747406006,0.427140474319458,0.20268721878528595,0.39760664105415344,0.4933079481124878,0.25194454193115234,0.2362271547317505,0.31091248989105225
along,0.22421957552433014,0.15611039102077484,0.24175575375556946,0.24426962435245514,0.14107152819633484,0.279703289270401,0.39495137333869934,0.12589064240455627,0.11030567437410355,0.17134909331798553
with,0.2464839518070221,0.1992759108543396,0.27411898970603943,0.3783375024795532,0.20566268265247345,0.26272761821746826,0.4223487675189972,0.1796698123216629,0.19172410666942596,0.2433311939239502
other,0.341873437166214,0.22052548825740814,0.14651623368263245,0.2806335389614105,0.12845478951931,0.30141791701316833,0.44152235984802246,0.19863061606884003,0.22207047045230865,0.24682199954986572
typical,0.2897430658340454,0.12210511416196823,0.10615719854831696,0.4022108316421509,0.08186259865760803,0.14928312599658966,0.28039172291755676,0.10037738084793091,0.0813453420996666,0.15633712708950043
buildings,0.17147983610630035,0.765990138053894,0.2350262999534607,0.22776827216148376,0.17288921773433685,0.24082650244235992,0.25566717982292175,0.18126849830150604,0.17384138703346252,0.11192528158426285
of,0.33290785551071167,0.26200541853904724,0.4069072902202606,0.5052502155303955,0.2024591863155365,0.4249346852302551,0.733189046382904,0.17437179386615753,0.2642118036746979,0.1826142966747284
an,0.2821882665157318,0.09766699373722076,0.3694365322589874,0.44552403688430786,0.1563062220811844,0.20876385271549225,0.4207492768764496,0.1334078162908554,0.15291360020637512,0.19793890416622162
eastern,0.2263268083333969,0.2148376703262329,0.23346775770187378,0.2322530597448349,0.09589556604623795,0.2597717344760895,0.3928247392177582,0.26789242029190063,0.29379037022590637,0.20060817897319794
bloc,0.21728333830833435,0.17463473975658417,0.18848392367362976,0.24784760177135468,0.09698580950498581,0.2351449877023697,0.28089916706085205,0.41016316413879395,0.30093643069267273,0.12625090777873993
city,0.17493832111358643,0.2894352674484253,0.3188765048980713,0.2349124401807785,0.20979337394237518,0.3118290305137634,0.35769423842430115,0.1769561469554901,0.23116759955883026,0.13423943519592285
",",0.3087472915649414,0.2374238669872284,0.45456063747406006,0.427140474319458,0.20268721878528595,0.39760664105415344,0.4933079481124878,0.25194454193115234,0.2362271547317505,0.31091248989105225
such,0.23989605903625488,0.21135058999061584,0.12487147748470306,0.2706976532936096,0.14037483930587769,0.24813218414783478,0.3575236201286316,0.17144086956977844,0.15644019842147827,0.17851735651493073
as,0.31749409437179565,0.23924584686756134,0.3677520453929901,0.39550232887268066,0.2102014422416687,0.3251767158508301,0.48381632566452026,0.1631620079278946,0.1848503202199936,0.27043893933296204
the,0.42745697498321533,0.3159640431404114,0.48711544275283813,0.5829201340675354,0.23132675886154175,0.40150508284568787,1.0,0.2312941700220108,0.24421639740467072,0.22068053483963013
palace,0.17891965806484222,0.38647371530532837,0.22858285903930664,0.16498732566833496,0.25766199827194214,0.16726216673851013,0.25955939292907715,0.16922789812088013,0.1310396045446396,0.14965219795703888
of,0.33290785551071167,0.26200541853904724,0.4069072902202606,0.5052502155303955,0.2024591863155365,0.4249346852302551,0.733189046382904,0.17437179386615753,0.2642118036746979,0.1826142966747284
culture,0.22475376725196838,0.13531605899333954,0.23239882290363312,0.23602306842803955,0.11261468380689621,0.19027870893478394,0.27157285809516907,0.1705542802810669,0.09179354459047318,0.13093146681785583
and,0.31309178471565247,0.2593274712562561,0.3740963041782379,0.3739250600337982,0.19494399428367615,0.3601827025413513,0.5171257257461548,0.24788688123226166,0.2594362497329712,0.20544172823429108
science,0.2612018585205078,0.21764571964740753,0.22005605697631836,0.2378881424665451,0.20123742520809174,0.22525878250598907,0.24037593603134155,0.19589123129844666,0.15723907947540283,0.17974960803985596
",",0.3087472915649414,0.2374238669872284,0.45456063747406006,0.427140474319458,0.20268721878528595,0.39760664105415344,0.4933079481124878,0.25194454193115234,0.2362271547317505,0.31091248989105225
a,0.3320399522781372,0.2576078176498413,0.4508470594882965,1.0,0.26155462861061096,0.322764128446579,0.5829201340675354,0.19809463620185852,0.18140026926994324,0.23916715383529663
gift,0.22758355736732483,0.1811472624540329,0.2019146829843521,0.26155462861061096,1.0,0.19565756618976593,0.23132675886154175,0.08879396319389343,0.17890648543834686,0.1950901448726654
from,0.2737620174884796,0.20497049391269684,0.31171464920043945,0.322764128446579,0.19565756618976593,1.0,0.40150508284568787,0.19734857976436615,0.19356246292591095,0.19969791173934937
the,0.42745697498321533,0.3159640431404114,0.48711544275283813,0.5829201340675354,0.23132675886154175,0.40150508284568787,1.0,0.2312941700220108,0.24421639740467072,0.22068053483963013
soviet,0.12922172248363495,0.16862592101097107,0.259528785943985,0.19809463620185852,0.08879396319389343,0.19734857976436615,0.2312941700220108,1.0,0.6145875453948975,0.08693568408489227
union,0.1396910548210144,0.1820399910211563,0.23276571929454803,0.18140026926994324,0.17890648543834686,0.19356246292591095,0.24421639740467072,0.6145875453948975,0.9999999403953552,0.07797172665596008
.,0.3567904531955719,0.275610089302063,0.40146201848983765,0.50484299659729,0.18617132306098938,0.41536515951156616,0.5934505462646484,0.22642354667186737,0.23708370327949524,0.4130953550338745
