,when,did,the,first,french,language,bible,appear,?
arrived,0.31268149614334106,0.32213419675827026,0.279670387506485,0.34352418780326843,0.14518405497074127,0.13930580019950867,0.15186959505081177,0.19297897815704346,0.1681029200553894
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.4345304071903229,0.2480926215648651,0.2506868243217468,0.22401820123195648,0.2815418541431427,0.4130953550338745
,when,did,the,first,french,language,bible,appear,?
around,0.39192935824394226,0.1658935695886612,0.40085816383361816,0.2861560881137848,0.11352091282606125,0.15934962034225464,0.15542757511138916,0.22605696320533752,0.14729668200016022
1294,0.2203310877084732,0.07598394900560379,0.09579470008611679,0.07098062336444855,0.07504089921712875,-0.0752117708325386,-0.19275298714637756,0.06474024057388306,0.050814855843782425
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.34503069519996643,0.28806620836257935,0.2694627344608307,0.18640878796577454,0.28874364495277405,0.31091248989105225
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.4287874400615692,0.24285779893398285,0.21064592897891998,0.15878930687904358,0.2526538372039795,0.23916715383529663
french,0.18820616602897644,0.1584041714668274,0.2555147111415863,0.2345779836177826,1.0000001192092896,0.27161145210266113,0.17088451981544495,0.06203712522983551,0.1386883556842804
version,0.20694629848003387,0.21677692234516144,0.27268242835998535,0.2650057077407837,0.10141567885875702,0.23587697744369507,0.33069539070129395,0.21247869729995728,0.2573966085910797
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.3536086082458496,0.19450366497039795,0.25272229313850403,0.25664499402046204,0.2246912121772766,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.49448907375335693,0.2555147111415863,0.30198320746421814,0.27647915482521057,0.3581200838088989,0.22068053483963013
scriptures,0.17809270322322845,0.19941265881061554,0.2662908434867859,0.18015003204345703,0.0844586193561554,0.3882514238357544,0.5877456068992615,0.21132755279541016,0.2851420044898987
was,0.37326499819755554,0.41399896144866943,0.48711544275283813,0.5022147297859192,0.2523815333843231,0.20423492789268494,0.21726252138614655,0.17049376666545868,0.18412111699581146
prepared,0.2518775165081024,0.2929789125919342,0.2523883581161499,0.207258939743042,0.18998382985591888,0.2077435851097107,0.237924724817276,0.1663917601108551,0.23652499914169312
by,0.4376842677593231,0.18574509024620056,0.4408751428127289,0.3877052962779999,0.23343317210674286,0.21010853350162506,0.19745492935180664,0.21565574407577515,0.17966607213020325
the,0.5091903209686279,0.34736719727516174,1.0,0.49448907375335693,0.2555147111415863,0.30198320746421814,0.27647915482521057,0.3581200838088989,0.22068053483963013
roman,0.1767279952764511,0.1483525037765503,0.2862859070301056,0.16811686754226685,0.26965591311454773,0.18058598041534424,0.2665514051914215,0.14269506931304932,0.1663191318511963
catholic,0.19128262996673584,0.16203826665878296,0.26391419768333435,0.1505795419216156,0.2604173421859741,0.23366552591323853,0.37051916122436523,0.0858767181634903,0.16609853506088257
priest,0.14679278433322906,0.20535904169082642,0.17071814835071564,0.19680161774158478,0.17443807423114777,0.14976726472377777,0.30010637640953064,0.06349267810583115,0.1474698781967163
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.34503069519996643,0.28806620836257935,0.2694627344608307,0.18640878796577454,0.28874364495277405,0.31091248989105225
guyard,0.18613888323307037,0.15110009908676147,0.309914231300354,0.2505137324333191,0.3773204982280731,0.15427367389202118,0.24993880093097687,0.18837636709213257,0.14384956657886505
de,0.15837545692920685,0.09745011478662491,0.23491892218589783,0.21795547008514404,0.3256419897079468,0.12148133665323257,0.18177089095115662,0.03699566796422005,0.11064168810844421
moulin,0.17322297394275665,0.1810714155435562,0.22883544862270355,0.17036259174346924,0.38816598057746887,0.16356858611106873,0.13918089866638184,0.16193845868110657,0.21058645844459534
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.4345304071903229,0.2480926215648651,0.2506868243217468,0.22401820123195648,0.2815418541431427,0.4130953550338745
