,how,many,nations,contain,``,amazonas,'',in,their,names,?
60,0.12259688228368759,0.0015101747121661901,0.04572274163365364,-0.011313862167298794,0.0031524996738880873,-0.0006010979413986206,0.13770997524261475,0.008437495678663254,-0.007077779155224562,-0.0928446426987648,0.06999651342630386
%,0.1237400695681572,0.24948352575302124,0.1818973571062088,0.18791994452476501,0.09777792543172836,0.20521341264247894,-0.01261489000171423,0.19465309381484985,0.1725485622882843,0.14140285551548004,0.21441808342933655
of,0.2480744868516922,0.37253960967063904,0.27521562576293945,0.30574339628219604,0.06780257821083069,0.3006817102432251,0.13035868108272552,0.5696388483047485,0.4329940676689148,0.2515542805194855,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.3506215214729309,0.26383090019226074,0.029072100296616554,0.2979772388935089,0.041273195296525955,0.6662389636039734,0.516537070274353,0.27965226769447327,0.22068053483963013
rainforest,0.15943723917007446,0.30444011092185974,0.19016636908054352,0.21071332693099976,0.051055461168289185,0.4925515353679657,-0.08471324294805527,0.2207682877779007,0.17671984434127808,0.21592558920383453,0.1917492002248764
",",0.22659391164779663,0.40610817074775696,0.24394330382347107,0.24384500086307526,0.09681109338998795,0.2776586711406708,-0.037358131259679794,0.5201468467712402,0.3045167922973633,0.2669545114040375,0.31091248989105225
followed,0.22116149961948395,0.2190432846546173,0.15151755511760712,0.16576698422431946,0.06008903309702873,0.13302674889564514,0.041462622582912445,0.3307904005050659,0.2390340268611908,0.19785192608833313,0.20567169785499573
by,0.34370526671409607,0.3409687578678131,0.18318814039230347,0.19216567277908325,-0.030704375356435776,0.15656425058841705,-0.010275691747665405,0.370934396982193,0.3242124021053314,0.21136626601219177,0.17966607213020325
peru,0.13971734046936035,0.20509777963161469,0.2969246208667755,0.15009213984012604,0.05729632079601288,0.5199328064918518,-0.017629100009799004,0.24933743476867676,0.14117589592933655,0.0945388674736023,0.13233628869056702
with,0.3525622487068176,0.35744401812553406,0.2591147720813751,0.3116915822029114,0.08974023163318634,0.20909704267978668,0.07907696813344955,0.4080928862094879,0.4258328378200531,0.21162480115890503,0.2433311939239502
13,-0.02601788192987442,0.04598686099052429,-0.010746203362941742,-0.01635359413921833,-0.006508041638880968,-0.03345724940299988,0.02935056760907173,0.02730540931224823,-0.019233347848057747,-0.003260390367358923,-0.11384815722703934
%,0.1237400695681572,0.24948352575302124,0.1818973571062088,0.18791994452476501,0.09777792543172836,0.20521341264247894,-0.01261489000171423,0.19465309381484985,0.1725485622882843,0.14140285551548004,0.21441808342933655
",",0.22659391164779663,0.40610817074775696,0.24394330382347107,0.24384500086307526,0.09681109338998795,0.2776586711406708,-0.037358131259679794,0.5201468467712402,0.3045167922973633,0.2669545114040375,0.31091248989105225
colombia,0.11489874869585037,0.23465819656848907,0.2928851842880249,0.14270029962062836,0.08415930718183517,0.5259297490119934,-0.04819580540060997,0.19181451201438904,0.1501213163137436,0.05510549619793892,0.1405753791332245
with,0.3525622487068176,0.35744401812553406,0.2591147720813751,0.3116915822029114,0.08974023163318634,0.20909704267978668,0.07907696813344955,0.4080928862094879,0.4258328378200531,0.21162480115890503,0.2433311939239502
10,0.09177426248788834,0.3056783974170685,0.19332486391067505,0.10238668322563171,0.008565991185605526,0.20699955523014069,0.026877591386437416,0.22690178453922272,0.2421654909849167,0.1494465172290802,0.022911956533789635
%,0.1237400695681572,0.24948352575302124,0.1818973571062088,0.18791994452476501,0.09777792543172836,0.20521341264247894,-0.01261489000171423,0.19465309381484985,0.1725485622882843,0.14140285551548004,0.21441808342933655
",",0.22659391164779663,0.40610817074775696,0.24394330382347107,0.24384500086307526,0.09681109338998795,0.2776586711406708,-0.037358131259679794,0.5201468467712402,0.3045167922973633,0.2669545114040375,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2505394220352173,0.3066939413547516,0.036644238978624344,0.24199192225933075,0.021612688899040222,0.4954058527946472,0.45114588737487793,0.22828514873981476,0.20544172823429108
with,0.3525622487068176,0.35744401812553406,0.2591147720813751,0.3116915822029114,0.08974023163318634,0.20909704267978668,0.07907696813344955,0.4080928862094879,0.4258328378200531,0.21162480115890503,0.2433311939239502
minor,0.13696302473545074,0.221731036901474,0.1316092163324356,0.14435724914073944,0.06644017994403839,0.15510158240795135,-0.008937908336520195,0.2571607828140259,0.2058209478855133,0.16676416993141174,0.21100293099880219
amounts,0.3012950122356415,0.38389021158218384,0.2203277200460434,0.42844608426094055,0.08630687743425369,0.17281460762023926,-0.024503661319613457,0.2579386234283447,0.28824979066848755,0.20252875983715057,0.1591416597366333
in,0.2601168751716614,0.41474202275276184,0.259304404258728,0.23975171148777008,0.04765888676047325,0.22229640185832977,0.07432962208986282,1.0,0.34976133704185486,0.19826655089855194,0.20430970191955566
venezuela,0.11930880695581436,0.22006314992904663,0.2770944833755493,0.08312107622623444,0.0982479602098465,0.5340510606765747,-0.0776008665561676,0.19676432013511658,0.14088302850723267,0.14964058995246887,0.11648969352245331
",",0.22659391164779663,0.40610817074775696,0.24394330382347107,0.24384500086307526,0.09681109338998795,0.2776586711406708,-0.037358131259679794,0.5201468467712402,0.3045167922973633,0.2669545114040375,0.31091248989105225
ecuador,0.14692392945289612,0.18935036659240723,0.2673270106315613,0.14546245336532593,0.045468028634786606,0.4976746141910553,0.06239328905940056,0.16749899089336395,0.15221837162971497,0.115522600710392,0.17029023170471191
",",0.22659391164779663,0.40610817074775696,0.24394330382347107,0.24384500086307526,0.09681109338998795,0.2776586711406708,-0.037358131259679794,0.5201468467712402,0.3045167922973633,0.2669545114040375,0.31091248989105225
bolivia,0.16136206686496735,0.21882352232933044,0.30114874243736267,0.1447615623474121,0.06039571762084961,0.5713510513305664,-0.07060417532920837,0.24788466095924377,0.15411922335624695,0.12664754688739777,0.14049001038074493
",",0.22659391164779663,0.40610817074775696,0.24394330382347107,0.24384500086307526,0.09681109338998795,0.2776586711406708,-0.037358131259679794,0.5201468467712402,0.3045167922973633,0.2669545114040375,0.31091248989105225
guyana,0.1246531531214714,0.13426212966442108,0.3004928231239319,0.10219250619411469,0.11050868034362793,0.45696941018104553,-0.05439615994691849,0.13966479897499084,0.11032048612833023,0.17417100071907043,0.1367928385734558
",",0.22659391164779663,0.40610817074775696,0.24394330382347107,0.24384500086307526,0.09681109338998795,0.2776586711406708,-0.037358131259679794,0.5201468467712402,0.3045167922973633,0.2669545114040375,0.31091248989105225
suriname,0.1381421983242035,0.19554175436496735,0.31704604625701904,0.05781560391187668,0.1855640411376953,0.43082940578460693,-0.1176954060792923,0.2113480418920517,0.14566199481487274,0.3472253084182739,0.132745161652565
and,0.33647966384887695,0.5296266674995422,0.2505394220352173,0.3066939413547516,0.036644238978624344,0.24199192225933075,0.021612688899040222,0.4954058527946472,0.45114588737487793,0.22828514873981476,0.20544172823429108
french,0.14884154498577118,0.2158181369304657,0.21042682230472565,0.08787593245506287,0.12658566236495972,0.1518326699733734,-0.004800750873982906,0.22093388438224792,0.18787698447704315,0.17494119703769684,0.1386883556842804
guiana,0.1584290862083435,0.2104785293340683,0.25473883748054504,0.17437098920345306,0.11205888539552689,0.47155699133872986,-0.039599183946847916,0.2021322250366211,0.13769809901714325,0.1790381371974945,0.11800974607467651
.,0.3287222981452942,0.3974229395389557,0.2933122515678406,0.22565869987010956,0.05720457062125206,0.30248016119003296,-0.07181349396705627,0.5591574311256409,0.34427863359451294,0.18628843128681183,0.4130953550338745
,how,many,nations,contain,``,amazonas,'',in,their,names,?
states,0.20841296017169952,0.29976361989974976,0.4257693290710449,0.1875922977924347,0.029627995565533638,0.31964537501335144,-0.06360612064599991,0.3977442979812622,0.20773419737815857,0.18762218952178955,0.16272737085819244
or,0.3378981947898865,0.36905089020729065,0.23975369334220886,0.4471302628517151,0.1197475790977478,0.18557442724704742,0.04548122361302376,0.3586423695087433,0.42146000266075134,0.23787297308444977,0.32389625906944275
departments,0.20130792260169983,0.2318371832370758,0.34203600883483887,0.20083102583885193,0.12253112345933914,0.3106011748313904,0.052196066826581955,0.2660248577594757,0.22053353488445282,0.1853480190038681,0.11303292214870453
in,0.2601168751716614,0.41474202275276184,0.259304404258728,0.23975171148777008,0.04765888676047325,0.22229640185832977,0.07432962208986282,1.0,0.34976133704185486,0.19826655089855194,0.20430970191955566
four,0.1955733299255371,0.4139232039451599,0.2020806223154068,0.2098006308078766,0.10683105140924454,0.1630401611328125,0.000842683541122824,0.3085027039051056,0.3255431652069092,0.20165759325027466,0.14532537758350372
nations,0.19878381490707397,0.26099729537963867,0.9999998807907104,0.15954512357711792,0.11216246336698532,0.2252529263496399,-0.07258028537034988,0.259304404258728,0.2184963822364807,0.19423621892929077,0.20999202132225037
contain,0.2636528015136719,0.35166433453559875,0.15954512357711792,1.0,0.008403251878917217,0.14394229650497437,0.09602189809083939,0.23975171148777008,0.2947271168231964,0.2304614782333374,0.18853069841861725
``,-0.01591024175286293,0.012824942357838154,0.11216246336698532,0.008403251878917217,1.0,0.10618413239717484,-0.09173435717821121,0.04765888676047325,0.05465886741876602,0.16139712929725647,0.0685480609536171
amazonas,0.12523068487644196,0.21678932011127472,0.2252529263496399,0.14394229650497437,0.10618413239717484,0.9999999403953552,-0.014025792479515076,0.22229640185832977,0.13838352262973785,0.15488006174564362,0.17285984754562378
'',-0.0029843549709767103,-0.016843097284436226,-0.07258028537034988,0.09602189809083939,-0.09173435717821121,-0.014025792479515076,1.0,0.07432962208986282,0.011550518684089184,0.027237260714173317,0.018684765323996544
in,0.2601168751716614,0.41474202275276184,0.259304404258728,0.23975171148777008,0.04765888676047325,0.22229640185832977,0.07432962208986282,1.0,0.34976133704185486,0.19826655089855194,0.20430970191955566
their,0.3316696584224701,0.4574248492717743,0.2184963822364807,0.2947271168231964,0.05465886741876602,0.13838352262973785,0.011550518684089184,0.34976133704185486,1.0,0.24656252562999725,0.1898253709077835
names,0.15838667750358582,0.2901678681373596,0.19423621892929077,0.2304614782333374,0.16139712929725647,0.15488006174564362,0.027237260714173317,0.19826655089855194,0.24656252562999725,1.0000001192092896,0.16607333719730377
.,0.3287222981452942,0.3974229395389557,0.2933122515678406,0.22565869987010956,0.05720457062125206,0.30248016119003296,-0.07181349396705627,0.5591574311256409,0.34427863359451294,0.18628843128681183,0.4130953550338745
