,how,much,did,disney,sell,it,'s,stake,in,eurosport,for,in,2000,?
of,0.2480744868516922,0.2671096920967102,0.2513895630836487,0.19926400482654572,0.16354906558990479,0.38761502504348755,-0.03817026689648628,0.23804813623428345,0.5696388483047485,0.26275622844696045,0.4185989499092102,0.5696388483047485,0.010344067588448524,0.1826142966747284
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.24980762600898743,0.19874759018421173,0.6251175999641418,-0.01540423184633255,0.23719215393066406,0.6662389636039734,0.2676761746406555,0.4739971458911896,0.6662389636039734,-0.015081177465617657,0.22068053483963013
espn,0.18037715554237366,0.09318169206380844,0.16097742319107056,0.30053627490997314,0.1224595233798027,0.19814106822013855,0.03143302723765373,0.15474803745746613,0.12142056226730347,0.30163511633872986,0.26341113448143005,0.12142056226730347,0.06362992525100708,0.1709517240524292
network,0.22464405000209808,0.1864682137966156,0.08572790026664734,0.28231924772262573,0.17094077169895172,0.27817267179489136,0.07819218933582306,0.18562744557857513,0.19496823847293854,0.23915140330791473,0.253274142742157,0.19496823847293854,-0.010939844883978367,0.17853789031505585
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.18521910905838013,0.23190630972385406,0.5130809545516968,-0.037580832839012146,0.1796121448278427,1.0,0.3321205675601959,0.4322226941585541,1.0,-0.0435720756649971,0.20430970191955566
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.24980762600898743,0.19874759018421173,0.6251175999641418,-0.01540423184633255,0.23719215393066406,0.6662389636039734,0.2676761746406555,0.4739971458911896,0.6662389636039734,-0.015081177465617657,0.22068053483963013
1990s,0.04509050026535988,-0.003544552717357874,0.1284751147031784,-0.09019903838634491,0.025181405246257782,-0.0032187262549996376,0.02525479905307293,0.02149382047355175,-0.1172933429479599,-0.048678718507289886,0.0328381322324276,-0.1172933429479599,-0.012436660006642342,0.11282819509506226
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.2132069319486618,0.26397812366485596,0.48329564929008484,-0.0016132977325469255,0.18645142018795013,0.5201468467712402,0.28384822607040405,0.4464869201183319,0.5201468467712402,-0.03465369716286659,0.31091248989105225
and,0.33647966384887695,0.38395699858665466,0.34479495882987976,0.23352548480033875,0.2874627709388733,0.40957894921302795,0.06895173341035843,0.19920819997787476,0.4954058527946472,0.3056837320327759,0.5064792633056641,0.4954058527946472,-0.004737076815217733,0.20544172823429108
policies,0.37921208143234253,0.2888946533203125,0.28301122784614563,0.0876738429069519,0.12147361040115356,0.19651642441749573,-0.0030640345066785812,0.1801213175058365,0.12669669091701508,0.22217266261577606,0.2570570409297943,0.12669669091701508,-0.11060316860675812,0.2969106435775757
enacted,0.2815937101840973,0.20034386217594147,0.2727288603782654,0.18402133882045746,0.16243699193000793,0.19975560903549194,-0.058049529790878296,0.29391103982925415,0.22392210364341736,0.16661123931407928,0.19751735031604767,0.22392210364341736,-0.029786882922053337,0.21675309538841248
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.18521910905838013,0.23190630972385406,0.5130809545516968,-0.037580832839012146,0.1796121448278427,1.0,0.3321205675601959,0.4322226941585541,1.0,-0.0435720756649971,0.20430970191955566
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.24980762600898743,0.19874759018421173,0.6251175999641418,-0.01540423184633255,0.23719215393066406,0.6662389636039734,0.2676761746406555,0.4739971458911896,0.6662389636039734,-0.015081177465617657,0.22068053483963013
2000s,0.05070275440812111,0.0012251900043338537,0.044008102267980576,-0.05404351279139519,-0.16100075840950012,-0.011704408563673496,-0.03648130223155022,-0.186080202460289,-0.26794537901878357,-0.35122716426849365,-0.05370233207941055,-0.26794537901878357,0.14323396980762482,0.2498977780342102
by,0.34370526671409607,0.24959969520568848,0.18574509024620056,0.20869913697242737,0.1953730434179306,0.40926623344421387,-0.010884488001465797,0.26845648884773254,0.370934396982193,0.21885758638381958,0.3248702883720398,0.370934396982193,0.028724920004606247,0.17966607213020325
disney,0.1604415476322174,0.16625745594501495,0.16180537641048431,1.0,0.15717096626758575,0.24349725246429443,0.0786653682589531,0.1665438711643219,0.18521910905838013,0.16212879121303558,0.16913838684558868,0.18521910905838013,0.23273907601833344,0.22150784730911255
media,0.24264627695083618,0.15545594692230225,0.1758316457271576,0.28724905848503113,0.19988694787025452,0.19141267240047455,0.07690927386283875,0.19620643556118011,0.19773486256599426,0.21922464668750763,0.2442343533039093,0.19773486256599426,0.03187067434191704,0.1571006178855896
networks,0.23104870319366455,0.2177361249923706,0.06869131326675415,0.2896259129047394,0.21652460098266602,0.26461464166641235,0.11665306240320206,0.21966511011123657,0.17525765299797058,0.2721349000930786,0.2421427071094513,0.17525765299797058,-0.07182622700929642,0.17815114557743073
(,0.1676948219537735,0.21788647770881653,0.18979617953300476,0.13315561413764954,0.09964830428361893,0.2745298147201538,0.0012731997994706035,0.11730848997831345,0.3087427020072937,0.14703498780727386,0.3357032239437103,0.3087427020072937,-0.01192599069327116,0.40561532974243164
which,0.4852597713470459,0.4274604916572571,0.2750149369239807,0.22318677604198456,0.20380838215351105,0.616637647151947,0.03856118768453598,0.17436496913433075,0.4840516746044159,0.2261638194322586,0.44095608592033386,0.4840516746044159,-0.12876750528812408,0.25814583897590637
included,0.13500849902629852,0.21095877885818481,0.32908451557159424,0.19360217452049255,0.21114547550678253,0.20007821917533875,-0.041006240993738174,0.1004672721028328,0.32433560490608215,0.16454608738422394,0.3889397978782654,0.32433560490608215,0.0003022178425453603,0.14385655522346497
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.24980762600898743,0.19874759018421173,0.6251175999641418,-0.01540423184633255,0.23719215393066406,0.6662389636039734,0.2676761746406555,0.4739971458911896,0.6662389636039734,-0.015081177465617657,0.22068053483963013
expansion,0.1856977343559265,0.3151290714740753,0.1645428091287613,0.18018515408039093,0.14299322664737701,0.22734709084033966,-0.022183343768119812,0.17944633960723877,0.20021484792232513,0.20658962428569794,0.2434670478105545,0.20021484792232513,-0.1577623039484024,0.18286365270614624
of,0.2480744868516922,0.2671096920967102,0.2513895630836487,0.19926400482654572,0.16354906558990479,0.38761502504348755,-0.03817026689648628,0.23804813623428345,0.5696388483047485,0.26275622844696045,0.4185989499092102,0.5696388483047485,0.010344067588448524,0.1826142966747284
several,0.28568220138549805,0.2832532227039337,0.24080568552017212,0.20166952908039093,0.16238053143024445,0.30562862753868103,-0.012985157780349255,0.1450417935848236,0.39405709505081177,0.19975587725639343,0.3891045153141022,0.39405709505081177,-0.026352714747190475,0.15595775842666626
of,0.2480744868516922,0.2671096920967102,0.2513895630836487,0.19926400482654572,0.16354906558990479,0.38761502504348755,-0.03817026689648628,0.23804813623428345,0.5696388483047485,0.26275622844696045,0.4185989499092102,0.5696388483047485,0.010344067588448524,0.1826142966747284
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.24980762600898743,0.19874759018421173,0.6251175999641418,-0.01540423184633255,0.23719215393066406,0.6662389636039734,0.2676761746406555,0.4739971458911896,0.6662389636039734,-0.015081177465617657,0.22068053483963013
company,0.15308363735675812,0.17030248045921326,0.16800642013549805,0.29213109612464905,0.4149223566055298,0.3082790970802307,0.003266559913754463,0.3037717342376709,0.22141718864440918,0.31732600927352905,0.25874319672584534,0.22141718864440918,0.022294772788882256,0.12195809185504913
's,-0.026164190843701363,0.06731651723384857,0.05069678649306297,0.0786653682589531,0.10946694761514664,0.06608816236257553,0.9999999403953552,0.00936009082943201,-0.037580832839012146,0.048770733177661896,-0.07241261005401611,-0.037580832839012146,-0.01496386993676424,-0.023395681753754616
u.s.-based,0.3308883011341095,0.2767489552497864,0.23631706833839417,0.20404432713985443,0.26400047540664673,0.35192638635635376,0.09103100001811981,0.22685518860816956,0.3006666600704193,0.2502977252006531,0.30407580733299255,0.3006666600704193,-0.17278137803077698,0.249643936753273
cable,0.14998435974121094,0.18831390142440796,0.11801295727491379,0.28921759128570557,0.14841094613075256,0.23282299935817719,0.07009196281433105,0.1644507795572281,0.17584200203418732,0.19542983174324036,0.20683787763118744,0.17584200203418732,0.032056111842393875,0.13993921875953674
networks,0.23104870319366455,0.2177361249923706,0.06869131326675415,0.2896259129047394,0.21652460098266602,0.26461464166641235,0.11665306240320206,0.21966511011123657,0.17525765299797058,0.2721349000930786,0.2421427071094513,0.17525765299797058,-0.07182622700929642,0.17815114557743073
including,0.20270724594593048,0.25625187158584595,0.26678287982940674,0.19056564569473267,0.25525471568107605,0.21794912219047546,0.0074059427715837955,0.1135624423623085,0.35857823491096497,0.19585637748241425,0.42507120966911316,0.35857823491096497,-0.03328373283147812,0.1633303165435791
disney,0.1604415476322174,0.16625745594501495,0.16180537641048431,1.0,0.15717096626758575,0.24349725246429443,0.0786653682589531,0.1665438711643219,0.18521910905838013,0.16212879121303558,0.16913838684558868,0.18521910905838013,0.23273907601833344,0.22150784730911255
channel,0.1534586250782013,0.17305240035057068,0.09007708728313446,0.4220673739910126,0.09326089173555374,0.2505355477333069,0.10094652324914932,0.1354375034570694,0.210372194647789,0.2620857059955597,0.1936226189136505,0.210372194647789,-0.027098696678876877,0.20176179707050323
and,0.33647966384887695,0.38395699858665466,0.34479495882987976,0.23352548480033875,0.2874627709388733,0.40957894921302795,0.06895173341035843,0.19920819997787476,0.4954058527946472,0.3056837320327759,0.5064792633056641,0.4954058527946472,-0.004737076815217733,0.20544172823429108
its,0.22449488937854767,0.31350770592689514,0.19922670722007751,0.19488584995269775,0.2351435273885727,0.5786119699478149,0.03202139586210251,0.15819624066352844,0.3793783485889435,0.2677297294139862,0.2992613911628723,0.3793783485889435,-0.11208463460206985,0.15103481709957123
spinoffs,0.20234455168247223,0.18098053336143494,0.22792455554008484,0.39279481768608093,0.23784704506397247,0.25307920575141907,0.01401457004249096,0.1932811439037323,0.24551624059677124,0.1265522688627243,0.26747220754623413,0.24551624059677124,0.07907146960496902,0.17021238803863525
toon,0.18826164305210114,0.17796239256858826,0.1713654100894928,0.4921344518661499,0.1569211184978485,0.23532399535179138,0.0631910189986229,0.09725183993577957,0.14200182259082794,0.1175130307674408,0.16211530566215515,0.14200182259082794,0.13001464307308197,0.18240219354629517
disney,0.1604415476322174,0.16625745594501495,0.16180537641048431,1.0,0.15717096626758575,0.24349725246429443,0.0786653682589531,0.1665438711643219,0.18521910905838013,0.16212879121303558,0.16913838684558868,0.18521910905838013,0.23273907601833344,0.22150784730911255
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.2132069319486618,0.26397812366485596,0.48329564929008484,-0.0016132977325469255,0.18645142018795013,0.5201468467712402,0.28384822607040405,0.4464869201183319,0.5201468467712402,-0.03465369716286659,0.31091248989105225
playhouse,0.17252813279628754,0.12135390937328339,0.19415462017059326,0.4903806447982788,0.15364517271518707,0.259287565946579,-0.012629383243620396,0.12673400342464447,0.27134984731674194,0.21902994811534882,0.28239166736602783,0.27134984731674194,0.23279410600662231,0.22765079140663147
disney,0.1604415476322174,0.16625745594501495,0.16180537641048431,1.0,0.15717096626758575,0.24349725246429443,0.0786653682589531,0.1665438711643219,0.18521910905838013,0.16212879121303558,0.16913838684558868,0.18521910905838013,0.23273907601833344,0.22150784730911255
and,0.33647966384887695,0.38395699858665466,0.34479495882987976,0.23352548480033875,0.2874627709388733,0.40957894921302795,0.06895173341035843,0.19920819997787476,0.4954058527946472,0.3056837320327759,0.5064792633056641,0.4954058527946472,-0.004737076815217733,0.20544172823429108
jetix,0.11630944162607193,0.14183761179447174,0.11587625741958618,0.5018976926803589,0.21436011791229248,0.31384071707725525,0.11170587688684464,0.14926749467849731,0.25330454111099243,0.30956006050109863,0.21081200242042542,0.25330454111099243,0.06474675983190536,0.24838021397590637
;,0.07230665534734726,0.128553569316864,0.10727239400148392,0.08175265789031982,0.09163210541009903,0.08263079822063446,0.006909397430717945,0.0280318520963192,0.092739537358284,0.03366459906101227,0.0293948445469141,0.092739537358284,-0.05998704582452774,0.10349778085947037
although,0.26196205615997314,0.4015255868434906,0.29252153635025024,0.14999425411224365,0.2637671232223511,0.4662907123565674,0.06846998631954193,0.17106246948242188,0.28763338923454285,0.17190834879875183,0.2825305759906769,0.28763338923454285,-0.10155213624238968,0.15541206300258636
disney,0.1604415476322174,0.16625745594501495,0.16180537641048431,1.0,0.15717096626758575,0.24349725246429443,0.0786653682589531,0.1665438711643219,0.18521910905838013,0.16212879121303558,0.16913838684558868,0.18521910905838013,0.23273907601833344,0.22150784730911255
also,0.43506327271461487,0.4144500195980072,0.39334940910339355,0.2207544445991516,0.289385050535202,0.542508602142334,-0.0014726108638569713,0.17108090221881866,0.5073733329772949,0.2617237865924835,0.5373267531394958,0.5073733329772949,-0.018866080790758133,0.21848613023757935
sold,0.1283762902021408,0.2174491286277771,0.22639408707618713,0.21715913712978363,0.6424343585968018,0.2950914204120636,0.0745566189289093,0.30016928911209106,0.2828634977340698,0.30247050523757935,0.21817919611930847,0.2828634977340698,0.0343305841088295,0.14943712949752808
its,0.22449488937854767,0.31350770592689514,0.19922670722007751,0.19488584995269775,0.2351435273885727,0.5786119699478149,0.03202139586210251,0.15819624066352844,0.3793783485889435,0.2677297294139862,0.2992613911628723,0.3793783485889435,-0.11208463460206985,0.15103481709957123
33,-0.12183893471956253,0.00631784787401557,-0.14576099812984467,-0.08435598760843277,-0.0925278514623642,-0.005903166253119707,-0.02629842609167099,-0.06930125504732132,-0.11882872134447098,-0.02433823049068451,-0.1317824423313141,-0.11882872134447098,-0.29814520478248596,-0.19592872262001038
%,0.1237400695681572,0.26866111159324646,0.1450016051530838,0.07822928577661514,0.12281642854213715,0.2159399837255478,0.031266406178474426,0.19591166079044342,0.19465309381484985,0.24988797307014465,0.16658860445022583,0.19465309381484985,-0.165690615773201,0.21441808342933655
stake,0.09628243744373322,0.1669905036687851,0.19136126339435577,0.1665438711643219,0.33534809947013855,0.17091546952724457,0.00936009082943201,1.0,0.1796121448278427,0.29305678606033325,0.14664745330810547,0.1796121448278427,-0.026736965402960777,0.10940878093242645
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.18521910905838013,0.23190630972385406,0.5130809545516968,-0.037580832839012146,0.1796121448278427,1.0,0.3321205675601959,0.4322226941585541,1.0,-0.0435720756649971,0.20430970191955566
european,0.123964823782444,0.16241003572940826,0.2440035194158554,0.13535571098327637,0.18697503209114075,0.16905969381332397,0.08902547508478165,0.1477251499891281,0.23319172859191895,0.4070032835006714,0.2838500738143921,0.23319172859191895,-0.15204432606697083,0.14560863375663757
sports,0.10512971878051758,0.15297482907772064,0.12759751081466675,0.22276170551776886,0.15601959824562073,0.1934262365102768,0.038657430559396744,0.20055310428142548,0.27591386437416077,0.45671793818473816,0.26810020208358765,0.27591386437416077,-0.0411384180188179,0.04557104781270027
channel,0.1534586250782013,0.17305240035057068,0.09007708728313446,0.4220673739910126,0.09326089173555374,0.2505355477333069,0.10094652324914932,0.1354375034570694,0.210372194647789,0.2620857059955597,0.1936226189136505,0.210372194647789,-0.027098696678876877,0.20176179707050323
eurosport,0.12941506505012512,0.24048425257205963,0.15994618833065033,0.16212879121303558,0.3151003420352936,0.25571924448013306,0.048770733177661896,0.29305678606033325,0.3321205675601959,1.0,0.32370439171791077,0.3321205675601959,-0.19099442660808563,0.11398043483495712
for,0.3308170735836029,0.2994346022605896,0.318512886762619,0.16913838684558868,0.2719201445579529,0.32171204686164856,-0.07241261005401611,0.14664745330810547,0.4322226941585541,0.32370439171791077,0.9999999403953552,0.4322226941585541,0.008091370575129986,0.264628142118454
$,0.18718640506267548,0.205519899725914,0.23203131556510925,0.20913034677505493,0.3366301655769348,0.21609486639499664,0.03734852001070976,0.2240751087665558,0.21616753935813904,0.22784559428691864,0.22711659967899323,0.21616753935813904,-0.04845081642270088,0.2786129117012024
155,0.00834349263459444,0.12237324565649033,-0.07049929350614548,-0.08003467321395874,0.057714931666851044,0.08414608985185623,0.006473976653069258,0.09285081177949905,-0.04687422513961792,0.23601652681827545,-0.02518894337117672,-0.04687422513961792,-0.3170152008533478,-0.07435241341590881
million,0.21114659309387207,0.2792966067790985,0.1815238744020462,0.11548277735710144,0.2866972088813782,0.27422818541526794,0.05079329386353493,0.2393290102481842,0.2596224844455719,0.2907142639160156,0.18660776317119598,0.2596224844455719,-0.15348699688911438,0.23092924058437347
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.18521910905838013,0.23190630972385406,0.5130809545516968,-0.037580832839012146,0.1796121448278427,1.0,0.3321205675601959,0.4322226941585541,1.0,-0.0435720756649971,0.20430970191955566
june,0.1188528835773468,0.16260890662670135,0.26244688034057617,0.20541371405124664,0.12109978497028351,0.23863808810710907,-0.0547623410820961,0.11035086959600449,0.29047903418540955,0.15621232986450195,0.27836936712265015,0.29047903418540955,0.0299043171107769,0.31416764855384827
2000,-0.07386910915374756,-0.1229490339756012,0.028451859951019287,0.23273907601833344,0.0025616020429879427,-0.11222794651985168,-0.01496386993676424,-0.026736965402960777,-0.0435720756649971,-0.19099442660808563,0.008091370575129986,-0.0435720756649971,1.0,-0.0824366956949234
),0.17939934134483337,0.22256317734718323,0.18584993481636047,0.14130505919456482,0.1075398176908493,0.28560304641723633,0.021107977256178856,0.13028328120708466,0.3326910734176636,0.15801145136356354,0.3639558255672455,0.3326910734176636,-0.001137865474447608,0.42300865054130554
.,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.23698924481868744,0.2524729371070862,0.5593622326850891,-0.003708066651597619,0.2023586928844452,0.5591574311256409,0.30700600147247314,0.4726039469242096,0.5591574311256409,-0.03837863355875015,0.4130953550338745
