,how,many,doctors,were,in,kenya,in,2011,?
population,0.1651063710451126,0.2201971709728241,0.06507351994514465,0.17721828818321228,0.3268454372882843,0.20777837932109833,0.3268454372882843,0.09016094356775284,0.14449454843997955
of,0.2480744868516922,0.37253960967063904,0.18925178050994873,0.34038281440734863,0.5696388483047485,0.22226637601852417,0.5696388483047485,0.09709474444389343,0.1826142966747284
43,-0.03132842853665352,-0.05990751087665558,0.11381638795137405,-0.06762740015983582,-0.01301285158842802,0.0011301848571747541,-0.01301285158842802,-0.05696723237633705,0.06043510511517525
million,0.21114659309387207,0.3520967364311218,0.11407783627510071,0.25957414507865906,0.2596224844455719,0.27429839968681335,0.2596224844455719,0.023826025426387787,0.23092924058437347
people,0.2932034730911255,0.4171447455883026,0.37471410632133484,0.35862088203430176,0.39605680108070374,0.1704300194978714,0.39605680108070374,0.09670346975326538,0.23739641904830933
(,0.1676948219537735,0.1455259770154953,0.10164801776409149,0.14743882417678833,0.3087427020072937,0.10727446526288986,0.3087427020072937,-0.03467067703604698,0.40561532974243164
these,0.41104358434677124,0.7077717185020447,0.37810060381889343,0.587685227394104,0.3791837692260742,0.10835309326648712,0.3791837692260742,0.17883215844631195,0.2571668326854706
figures,0.22975820302963257,0.33409348130226135,0.18378199636936188,0.2919425666332245,0.1782902628183365,0.09287886321544647,0.1782902628183365,0.07082931697368622,0.15584851801395416
from,0.22939439117908478,0.33099696040153503,0.17152954638004303,0.29991888999938965,0.4274188280105591,0.15824314951896667,0.4274188280105591,0.035411104559898376,0.19969791173934937
official,0.10355232656002045,0.16133320331573486,0.10901977121829987,0.16307741403579712,0.25180214643478394,0.20150336623191833,0.25180214643478394,-0.025769729167222977,0.18097688257694244
registers,0.2546941936016083,0.2504783868789673,0.2514360547065735,0.199570432305336,0.19141890108585358,0.16219507157802582,0.19141890108585358,0.04114936664700508,0.22058476507663727
include,0.1816270500421524,0.4642373323440552,0.2561144530773163,0.3062470853328705,0.28694382309913635,0.1413692831993103,0.28694382309913635,0.12475335597991943,0.14925788342952728
those,0.3717906177043915,0.5882058143615723,0.3192136287689209,0.5048789978027344,0.3419301211833954,0.1190044954419136,0.3419301211833954,0.10149652510881424,0.3328189253807068
who,0.4070430099964142,0.4149286150932312,0.34335678815841675,0.3188014328479767,0.2792111933231354,0.168242946267128,0.2792111933231354,0.023839345201849937,0.26220351457595825
have,0.4370637536048889,0.5841760635375977,0.29020634293556213,0.5193349123001099,0.36843645572662354,0.17783501744270325,0.36843645572662354,0.06022777408361435,0.32991164922714233
died,0.07147754728794098,0.16722610592842102,0.2046138197183609,0.29009872674942017,0.25881269574165344,0.13306695222854614,0.25881269574165344,0.0047200946137309074,0.15254227817058563
or,0.3378981947898865,0.36905089020729065,0.2322768270969391,0.3389680087566376,0.3586423695087433,0.1932266503572464,0.3586423695087433,0.18510712683200836,0.32389625906944275
left,0.186065211892128,0.15492984652519226,0.1323428452014923,0.2213863730430603,0.21139952540397644,0.08975546807050705,0.21139952540397644,-0.04248568043112755,0.13251960277557373
the,0.33890387415885925,0.4335206151008606,0.24499839544296265,0.3906462490558624,0.6662389636039734,0.21657514572143555,0.6662389636039734,0.07811610400676727,0.22068053483963013
profession,0.19338764250278473,0.2238537222146988,0.23877553641796112,0.1000848263502121,0.16790467500686646,0.1458715796470642,0.16790467500686646,0.019623911008238792,0.13789935410022736
hence,0.2724249064922333,0.2217075228691101,0.07549183815717697,0.18324467539787292,0.22663943469524384,0.09800884872674942,0.22663943469524384,0.022454246878623962,0.23041710257530212
the,0.33890387415885925,0.4335206151008606,0.24499839544296265,0.3906462490558624,0.6662389636039734,0.21657514572143555,0.6662389636039734,0.07811610400676727,0.22068053483963013
actual,0.34438028931617737,0.2475663125514984,0.10846983641386032,0.20265665650367737,0.28794917464256287,0.11871238797903061,0.28794917464256287,0.09526287764310837,0.20405827462673187
number,0.2725796401500702,0.41408368945121765,0.15319982171058655,0.2910310626029968,0.3024539053440094,0.1351860612630844,0.3024539053440094,0.13312749564647675,0.19256845116615295
of,0.2480744868516922,0.37253960967063904,0.18925178050994873,0.34038281440734863,0.5696388483047485,0.22226637601852417,0.5696388483047485,0.09709474444389343,0.1826142966747284
these,0.41104358434677124,0.7077717185020447,0.37810060381889343,0.587685227394104,0.3791837692260742,0.10835309326648712,0.3791837692260742,0.17883215844631195,0.2571668326854706
workers,0.18233367800712585,0.271828830242157,0.3311246335506439,0.3074246644973755,0.2254374474287033,0.13727957010269165,0.2254374474287033,-0.03150366619229317,0.1706571877002716
may,0.22490409016609192,0.29758191108703613,0.24101687967777252,0.2525627911090851,0.3424151837825775,0.15268798172473907,0.3424151837825775,0.07471255958080292,0.2768254578113556
be,0.4158933162689209,0.3961109519004822,0.24167558550834656,0.4064064621925354,0.3481820821762085,0.11485160887241364,0.3481820821762085,0.07500747591257095,0.3324260413646698
lower,0.1727292835712433,0.18185967206954956,0.12128481268882751,0.17496317625045776,0.27455443143844604,0.12567691504955292,0.27455443143844604,0.06755301356315613,0.08471795171499252
),0.17939934134483337,0.16602720320224762,0.0938401073217392,0.1566188633441925,0.3326910734176636,0.12372948974370956,0.3326910734176636,-0.002760703209787607,0.42300865054130554
.,0.3287222981452942,0.3974229395389557,0.1993139684200287,0.3378238379955292,0.5591574311256409,0.24234211444854736,0.5591574311256409,0.10024500638246536,0.4130953550338745
