,if,an,extraordinary,election,is,held,within,less,than,six,months,before,the,date,of,an,ordinary,election,",",what,does,it,do,to,the,ordinary,election,?
",",0.257730096578598,0.3581022024154663,0.2103504091501236,0.22834618389606476,0.4691906273365021,0.2880980372428894,0.2513136863708496,0.28111666440963745,0.3371901512145996,0.2737274467945099,0.28694233298301697,0.3156566619873047,0.4933079481124878,0.2279704213142395,0.4946078956127167,0.3581022024154663,0.2568533420562744,0.22834618389606476,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.48329564929008484,0.3283645510673523,0.44245919585227966,0.4933079481124878,0.2568533420562744,0.22834618389606476,0.31091248989105225
unless,0.6523000001907349,0.27203744649887085,0.2326415330171585,0.1902318298816681,0.30670252442359924,0.1526843160390854,0.33786100149154663,0.4037882387638092,0.3253069221973419,0.22701573371887207,0.2655241787433624,0.37179842591285706,0.3451882302761078,0.24469111859798431,0.26434075832366943,0.27203744649887085,0.2825981676578522,0.1902318298816681,0.2220224142074585,0.4516109526157379,0.4893481135368347,0.35409075021743774,0.40013357996940613,0.45781534910202026,0.3451882302761078,0.2825981676578522,0.1902318298816681,0.37169966101646423
held,0.11106826364994049,0.09179631620645523,0.15258309245109558,0.31269127130508423,0.19884860515594482,1.0,0.21524296700954437,0.14217153191566467,0.17135155200958252,0.21692387759685516,0.22080938518047333,0.17456568777561188,0.32185450196266174,0.11118277907371521,0.28960686922073364,0.09179631620645523,0.12651172280311584,0.31269127130508423,0.2880980372428894,0.0974166989326477,0.14484372735023499,0.23581157624721527,0.16762764751911163,0.22177374362945557,0.32185450196266174,0.12651172280311584,0.31269127130508423,0.14103956520557404
less,0.4109472334384918,0.24461770057678223,0.1973121166229248,0.14660248160362244,0.3123510479927063,0.14217153191566467,0.3275868892669678,1.0,0.7410463690757751,0.2780706584453583,0.32648730278015137,0.32004451751708984,0.29185041785240173,0.13227276504039764,0.30836719274520874,0.24461770057678223,0.3299981951713562,0.14660248160362244,0.28111666440963745,0.31119704246520996,0.33181050419807434,0.3841782212257385,0.27604779601097107,0.38397523760795593,0.29185041785240173,0.3299981951713562,0.14660248160362244,0.22418740391731262
than,0.387159138917923,0.2493579238653183,0.21402420103549957,0.15846481919288635,0.2839990258216858,0.17135155200958252,0.27742239832878113,0.7410463690757751,1.0,0.3210940957069397,0.3199608325958252,0.286297082901001,0.3227543234825134,0.18276889622211456,0.33036211133003235,0.2493579238653183,0.3454291522502899,0.15846481919288635,0.3371901512145996,0.29388150572776794,0.32178643345832825,0.3603973984718323,0.2387038916349411,0.3192550539970398,0.3227543234825134,0.3454291522502899,0.15846481919288635,0.24917294085025787
six,0.1761716902256012,0.13384422659873962,0.08318957686424255,0.1280582845211029,0.20925110578536987,0.21692387759685516,0.298762708902359,0.2780706584453583,0.3210940957069397,1.0,0.3750472962856293,0.2876567542552948,0.3614266812801361,0.11183102428913116,0.3317931592464447,0.13384422659873962,0.14666810631752014,0.1280582845211029,0.2737274467945099,0.1779850870370865,0.13226458430290222,0.2437211126089096,0.16893811523914337,0.2762264311313629,0.3614266812801361,0.14666810631752014,0.1280582845211029,0.15298804640769958
months,0.26355278491973877,0.19245415925979614,0.15366363525390625,0.24946333467960358,0.20294976234436035,0.22080938518047333,0.253868967294693,0.32648730278015137,0.3199608325958252,0.3750472962856293,1.0,0.48599371314048767,0.2680157423019409,0.25869685411453247,0.22298860549926758,0.19245415925979614,0.13041849434375763,0.24946333467960358,0.28694233298301697,0.24954822659492493,0.21912482380867004,0.25612854957580566,0.23621289432048798,0.2831858992576599,0.2680157423019409,0.13041849434375763,0.24946333467960358,0.2804218530654907
before,0.38886740803718567,0.2804223895072937,0.10382964462041855,0.19476167857646942,0.25183290243148804,0.17456568777561188,0.35961514711380005,0.32004451751708984,0.286297082901001,0.2876567542552948,0.48599371314048767,1.0,0.45900648832321167,0.3249364197254181,0.3282964527606964,0.2804223895072937,0.18540669977664948,0.19476167857646942,0.3156566619873047,0.3801657259464264,0.24947339296340942,0.34684064984321594,0.2566060721874237,0.4190867841243744,0.45900648832321167,0.18540669977664948,0.19476167857646942,0.2507109045982361
the,0.33724796772003174,0.4207492768764496,0.23438787460327148,0.22873377799987793,0.5823672413825989,0.32185450196266174,0.39827480912208557,0.29185041785240173,0.3227543234825134,0.3614266812801361,0.2680157423019409,0.45900648832321167,1.0,0.25333094596862793,0.733189046382904,0.4207492768764496,0.2741096615791321,0.22873377799987793,0.4933079481124878,0.42745697498321533,0.35928019881248474,0.6251175999641418,0.30239659547805786,0.535392165184021,1.0,0.2741096615791321,0.22873377799987793,0.22068053483963013
due,0.19913192093372345,0.16163069009780884,0.1586114913225174,0.1723506897687912,0.24065633118152618,0.1518307477235794,0.2381017506122589,0.2527543902397156,0.19449427723884583,0.12857261300086975,0.23780344426631927,0.2627594769001007,0.22577603161334991,0.18847240507602692,0.2533245384693146,0.16163069009780884,0.16189299523830414,0.1723506897687912,0.3106630742549896,0.15204688906669617,0.20878952741622925,0.2184215486049652,0.15443827211856842,0.35188060998916626,0.22577603161334991,0.16189299523830414,0.1723506897687912,0.10954997688531876
date,0.2906985878944397,0.1483449637889862,0.09380694478750229,0.2233263999223709,0.1887049674987793,0.11118277907371521,0.18756133317947388,0.13227276504039764,0.18276889622211456,0.11183102428913116,0.25869685411453247,0.3249364197254181,0.25333094596862793,1.0,0.19568462669849396,0.1483449637889862,0.06040700525045395,0.2233263999223709,0.2279704213142395,0.20141606032848358,0.2264091819524765,0.2222152203321457,0.1508779078722,0.2530132532119751,0.25333094596862793,0.06040700525045395,0.2233263999223709,0.2698357403278351
of,0.2557544410228729,0.32280945777893066,0.292976438999176,0.23051156103610992,0.4854315221309662,0.28960686922073364,0.39594778418540955,0.30836719274520874,0.33036211133003235,0.3317931592464447,0.22298860549926758,0.3282964527606964,0.733189046382904,0.19568462669849396,1.0,0.32280945777893066,0.3156825006008148,0.23051156103610992,0.4946078956127167,0.33290785551071167,0.3119818866252899,0.38761502504348755,0.26150479912757874,0.41548454761505127,0.733189046382904,0.3156825006008148,0.23051156103610992,0.1826142966747284
an,0.26347705721855164,1.0,0.2315310388803482,0.1264611929655075,0.4654068350791931,0.09179631620645523,0.180417001247406,0.24461770057678223,0.2493579238653183,0.13384422659873962,0.19245415925979614,0.2804223895072937,0.4207492768764496,0.1483449637889862,0.32280945777893066,1.0,0.24658697843551636,0.1264611929655075,0.3581022024154663,0.2821882665157318,0.29477936029434204,0.39472338557243347,0.25865980982780457,0.3138085603713989,0.4207492768764496,0.24658697843551636,0.1264611929655075,0.19793890416622162
ordinary,0.2743615508079529,0.24658697843551636,0.5996886491775513,0.12621992826461792,0.2577972412109375,0.12651172280311584,0.2278299629688263,0.3299981951713562,0.3454291522502899,0.14666810631752014,0.13041849434375763,0.18540669977664948,0.2741096615791321,0.06040700525045395,0.3156825006008148,0.24658697843551636,1.0000001192092896,0.12621992826461792,0.2568533420562744,0.29406803846359253,0.2965717017650604,0.2746547758579254,0.3683397173881531,0.2614358067512512,0.2741096615791321,1.0000001192092896,0.12621992826461792,0.22565332055091858
general,0.18856973946094513,0.16276395320892334,0.14476542174816132,0.34865012764930725,0.20144300162792206,0.17221853137016296,0.2165386825799942,0.14504089951515198,0.13724775612354279,0.12383328378200531,0.18298576772212982,0.1992262303829193,0.28634732961654663,0.14010679721832275,0.28352999687194824,0.16276395320892334,0.23571187257766724,0.34865012764930725,0.3022127151489258,0.24928055703639984,0.15178900957107544,0.21158641576766968,0.20145048201084137,0.24755197763442993,0.28634732961654663,0.23571187257766724,0.34865012764930725,0.1972234547138214
election,0.20882846415042877,0.1264611929655075,0.13350333273410797,0.9999999403953552,0.16769170761108398,0.31269127130508423,0.16767872869968414,0.14660248160362244,0.15846481919288635,0.1280582845211029,0.24946333467960358,0.19476167857646942,0.22873377799987793,0.2233263999223709,0.23051156103610992,0.1264611929655075,0.12621992826461792,0.9999999403953552,0.22834618389606476,0.2325795590877533,0.12260783463716507,0.22174210846424103,0.1376693844795227,0.20867465436458588,0.22873377799987793,0.12621992826461792,0.9999999403953552,0.23105260729789734
",",0.257730096578598,0.3581022024154663,0.2103504091501236,0.22834618389606476,0.4691906273365021,0.2880980372428894,0.2513136863708496,0.28111666440963745,0.3371901512145996,0.2737274467945099,0.28694233298301697,0.3156566619873047,0.4933079481124878,0.2279704213142395,0.4946078956127167,0.3581022024154663,0.2568533420562744,0.22834618389606476,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.48329564929008484,0.3283645510673523,0.44245919585227966,0.4933079481124878,0.2568533420562744,0.22834618389606476,0.31091248989105225
in,0.2589588761329651,0.2605783939361572,0.2312799096107483,0.2450414001941681,0.5394441485404968,0.3127288818359375,0.40576374530792236,0.2661931812763214,0.3270052373409271,0.3013422191143036,0.27186378836631775,0.4155850410461426,0.6662389636039734,0.21362407505512238,0.5696388483047485,0.2605783939361572,0.2512589395046234,0.2450414001941681,0.5201468467712402,0.30808621644973755,0.214483380317688,0.5130809545516968,0.23402775824069977,0.45010748505592346,0.6662389636039734,0.2512589395046234,0.2450414001941681,0.20430970191955566
which,0.46344661712646484,0.3611921966075897,0.245338574051857,0.1799871027469635,0.4457404911518097,0.2626747488975525,0.43539655208587646,0.41259074211120605,0.3974681496620178,0.35139694809913635,0.2137526571750641,0.3430410623550415,0.6521818041801453,0.198163703083992,0.5011631846427917,0.3611921966075897,0.3046126961708069,0.1799871027469635,0.3658004403114319,0.5261979103088379,0.39111801981925964,0.616637647151947,0.31153854727745056,0.5345056653022766,0.6521818041801453,0.3046126961708069,0.1799871027469635,0.25814583897590637
case,0.4457412660121918,0.28771698474884033,0.23285922408103943,0.20062704384326935,0.26648613810539246,0.1021638736128807,0.15958687663078308,0.24255947768688202,0.27907121181488037,0.08910208195447922,0.16234272718429565,0.2702951431274414,0.31022098660469055,0.18534214794635773,0.24743439257144928,0.28771698474884033,0.27900874614715576,0.20062704384326935,0.2977246046066284,0.30770957469940186,0.2875708043575287,0.27522414922714233,0.23862245678901672,0.3172709345817566,0.31022098660469055,0.27900874614715576,0.20062704384326935,0.33232852816581726
they,0.4092397689819336,0.2435421496629715,0.13556042313575745,0.14498110115528107,0.330102801322937,0.23297390341758728,0.2779225707054138,0.39704006910324097,0.3383907079696655,0.33498507738113403,0.29125866293907166,0.372068852186203,0.49925389885902405,0.1507100909948349,0.3426007330417633,0.2435421496629715,0.3232494294643402,0.14498110115528107,0.390799880027771,0.4431931674480438,0.34390902519226074,0.44394949078559875,0.4667694866657257,0.5452046394348145,0.49925389885902405,0.3232494294643402,0.14498110115528107,0.2753053903579712
supplant,0.2689553499221802,0.231875941157341,0.24270080029964447,0.17448481917381287,0.2804405689239502,0.1475471556186676,0.19846367835998535,0.23354147374629974,0.19603563845157623,0.11662682145833969,0.15618190169334412,0.2011418491601944,0.3537079691886902,0.18425317108631134,0.27924975752830505,0.231875941157341,0.21789619326591492,0.17448481917381287,0.28324514627456665,0.19022199511528015,0.16278217732906342,0.31147658824920654,0.21321114897727966,0.20139366388320923,0.3537079691886902,0.21789619326591492,0.17448481917381287,0.16718445718288422
it,0.35967332124710083,0.39472338557243347,0.1635316014289856,0.22174210846424103,0.6328473687171936,0.23581157624721527,0.31596240401268005,0.3841782212257385,0.3603973984718323,0.2437211126089096,0.25612854957580566,0.34684064984321594,0.6251175999641418,0.2222152203321457,0.38761502504348755,0.39472338557243347,0.2746547758579254,0.22174210846424103,0.48329564929008484,0.45803478360176086,0.34188351035118103,0.9999999403953552,0.337066113948822,0.513711154460907,0.6251175999641418,0.2746547758579254,0.22174210846424103,0.25732165575027466
.,0.421799898147583,0.3581749200820923,0.23417147994041443,0.25081899762153625,0.4569662809371948,0.2628571093082428,0.2984525263309479,0.32668155431747437,0.3594527542591095,0.3090869188308716,0.32207444310188293,0.36693984270095825,0.5934505462646484,0.2508279085159302,0.5352458953857422,0.3581749200820923,0.2864464521408081,0.25081899762153625,0.6812511086463928,0.3567904531955719,0.3022993505001068,0.5593622326850891,0.3613996207714081,0.4645031690597534,0.5934505462646484,0.2864464521408081,0.25081899762153625,0.4130953550338745
,if,an,extraordinary,election,is,held,within,less,than,six,months,before,the,date,of,an,ordinary,election,",",what,does,it,do,to,the,ordinary,election,?
the,0.33724796772003174,0.4207492768764496,0.23438787460327148,0.22873377799987793,0.5823672413825989,0.32185450196266174,0.39827480912208557,0.29185041785240173,0.3227543234825134,0.3614266812801361,0.2680157423019409,0.45900648832321167,1.0,0.25333094596862793,0.733189046382904,0.4207492768764496,0.2741096615791321,0.22873377799987793,0.4933079481124878,0.42745697498321533,0.35928019881248474,0.6251175999641418,0.30239659547805786,0.535392165184021,1.0,0.2741096615791321,0.22873377799987793,0.22068053483963013
following,0.24558301270008087,0.28730031847953796,0.16645260155200958,0.22785113751888275,0.21705439686775208,0.18532830476760864,0.3178500533103943,0.15315499901771545,0.13516739010810852,0.2830253541469574,0.2027018517255783,0.346343994140625,0.39779382944107056,0.24522097408771515,0.3576679527759552,0.28730031847953796,0.16622987389564514,0.22785113751888275,0.27101513743400574,0.2506418824195862,0.22666849195957184,0.29255929589271545,0.37967899441719055,0.31711265444755554,0.39779382944107056,0.16622987389564514,0.22785113751888275,0.1555173695087433
ordinary,0.2743615508079529,0.24658697843551636,0.5996886491775513,0.12621992826461792,0.2577972412109375,0.12651172280311584,0.2278299629688263,0.3299981951713562,0.3454291522502899,0.14666810631752014,0.13041849434375763,0.18540669977664948,0.2741096615791321,0.06040700525045395,0.3156825006008148,0.24658697843551636,1.0000001192092896,0.12621992826461792,0.2568533420562744,0.29406803846359253,0.2965717017650604,0.2746547758579254,0.3683397173881531,0.2614358067512512,0.2741096615791321,1.0000001192092896,0.12621992826461792,0.22565332055091858
election,0.20882846415042877,0.1264611929655075,0.13350333273410797,0.9999999403953552,0.16769170761108398,0.31269127130508423,0.16767872869968414,0.14660248160362244,0.15846481919288635,0.1280582845211029,0.24946333467960358,0.19476167857646942,0.22873377799987793,0.2233263999223709,0.23051156103610992,0.1264611929655075,0.12621992826461792,0.9999999403953552,0.22834618389606476,0.2325795590877533,0.12260783463716507,0.22174210846424103,0.1376693844795227,0.20867465436458588,0.22873377799987793,0.12621992826461792,0.9999999403953552,0.23105260729789734
reverts,0.4022758901119232,0.10267336666584015,0.21878433227539062,0.12924644351005554,0.22029469907283783,0.1034936010837555,0.1814097762107849,0.2919299304485321,0.25835394859313965,0.17648044228553772,0.30259519815444946,0.27866190671920776,0.22713439166545868,0.15673239529132843,0.19826056063175201,0.10267336666584015,0.21520158648490906,0.12924644351005554,0.21172916889190674,0.3076920509338379,0.3662879467010498,0.28438279032707214,0.3116818368434906,0.2765270471572876,0.22713439166545868,0.21520158648490906,0.12924644351005554,0.3614759147167206
to,0.4559597074985504,0.3138085603713989,0.11696390807628632,0.20867465436458588,0.42745086550712585,0.22177374362945557,0.34980177879333496,0.38397523760795593,0.3192550539970398,0.2762264311313629,0.2831858992576599,0.4190867841243744,0.535392165184021,0.2530132532119751,0.41548454761505127,0.3138085603713989,0.2614358067512512,0.20867465436458588,0.44245919585227966,0.455847829580307,0.4391997456550598,0.513711154460907,0.38876664638519287,1.0,0.535392165184021,0.2614358067512512,0.20867465436458588,0.29463258385658264
the,0.33724796772003174,0.4207492768764496,0.23438787460327148,0.22873377799987793,0.5823672413825989,0.32185450196266174,0.39827480912208557,0.29185041785240173,0.3227543234825134,0.3614266812801361,0.2680157423019409,0.45900648832321167,1.0,0.25333094596862793,0.733189046382904,0.4207492768764496,0.2741096615791321,0.22873377799987793,0.4933079481124878,0.42745697498321533,0.35928019881248474,0.6251175999641418,0.30239659547805786,0.535392165184021,1.0,0.2741096615791321,0.22873377799987793,0.22068053483963013
first,0.29443517327308655,0.29757723212242126,0.26094141602516174,0.2726391851902008,0.30889374017715454,0.2648550271987915,0.20293103158473969,0.21037854254245758,0.22692961990833282,0.31582528352737427,0.24026255309581757,0.46023231744766235,0.49448907375335693,0.2779913544654846,0.3536086082458496,0.29757723212242126,0.2362527698278427,0.2726391851902008,0.34503069519996643,0.28086137771606445,0.2198687642812729,0.3491429388523102,0.19137287139892578,0.3792489171028137,0.49448907375335693,0.2362527698278427,0.2726391851902008,0.18701928853988647
thursday,0.18518973886966705,0.04907179996371269,0.00943749025464058,0.251085102558136,0.15811681747436523,0.3023136854171753,0.17823679745197296,0.1746588945388794,0.1588769108057022,0.176566481590271,0.27586713433265686,0.2762819826602936,0.2160235196352005,0.23776257038116455,0.08406465500593185,0.04907179996371269,0.08619437366724014,0.251085102558136,0.2625715136528015,0.1903308480978012,0.1235697939991951,0.32489147782325745,0.15930049121379852,0.22853629291057587,0.2160235196352005,0.08619437366724014,0.251085102558136,0.2132832556962967
in,0.2589588761329651,0.2605783939361572,0.2312799096107483,0.2450414001941681,0.5394441485404968,0.3127288818359375,0.40576374530792236,0.2661931812763214,0.3270052373409271,0.3013422191143036,0.27186378836631775,0.4155850410461426,0.6662389636039734,0.21362407505512238,0.5696388483047485,0.2605783939361572,0.2512589395046234,0.2450414001941681,0.5201468467712402,0.30808621644973755,0.214483380317688,0.5130809545516968,0.23402775824069977,0.45010748505592346,0.6662389636039734,0.2512589395046234,0.2450414001941681,0.20430970191955566
may,0.3125908374786377,0.30457955598831177,0.176658034324646,0.21240754425525665,0.322792649269104,0.16321872174739838,0.21352408826351166,0.25377562642097473,0.3617818057537079,0.15171578526496887,0.30711397528648376,0.2652997672557831,0.2694292366504669,0.27594587206840515,0.26447007060050964,0.30457955598831177,0.22271782159805298,0.21240754425525665,0.5007920861244202,0.25739946961402893,0.35508081316947937,0.30672433972358704,0.28230178356170654,0.391582727432251,0.2694292366504669,0.22271782159805298,0.21240754425525665,0.2768254578113556
",",0.257730096578598,0.3581022024154663,0.2103504091501236,0.22834618389606476,0.4691906273365021,0.2880980372428894,0.2513136863708496,0.28111666440963745,0.3371901512145996,0.2737274467945099,0.28694233298301697,0.3156566619873047,0.4933079481124878,0.2279704213142395,0.4946078956127167,0.3581022024154663,0.2568533420562744,0.22834618389606476,1.0000001192092896,0.3087472915649414,0.28617382049560547,0.48329564929008484,0.3283645510673523,0.44245919585227966,0.4933079481124878,0.2568533420562744,0.22834618389606476,0.31091248989105225
a,0.41272827982902527,0.44552403688430786,0.27469542622566223,0.21829310059547424,0.658733606338501,0.22326228022575378,0.3858051896095276,0.3475147485733032,0.3126874566078186,0.26189830899238586,0.24924878776073456,0.3583870828151703,0.5829201340675354,0.20166118443012238,0.5052502155303955,0.44552403688430786,0.2957803010940552,0.21829310059547424,0.427140474319458,0.3320399522781372,0.38201746344566345,0.5452592968940735,0.26237669587135315,0.45503583550453186,0.5829201340675354,0.2957803010940552,0.21829310059547424,0.23916715383529663
multiple,0.3083112835884094,0.1860007792711258,0.15595243871212006,0.14222659170627594,0.12635007500648499,0.10910771042108536,0.24205224215984344,0.21602977812290192,0.24183402955532074,0.28073227405548096,0.20989863574504852,0.17442861199378967,0.20022359490394592,0.19576634466648102,0.20745883882045746,0.1860007792711258,0.1975700408220291,0.14222659170627594,0.2533658742904663,0.19839626550674438,0.16529619693756104,0.12368384748697281,0.18609929084777832,0.2663446366786957,0.20022359490394592,0.1975700408220291,0.14222659170627594,0.1591399908065796
of,0.2557544410228729,0.32280945777893066,0.292976438999176,0.23051156103610992,0.4854315221309662,0.28960686922073364,0.39594778418540955,0.30836719274520874,0.33036211133003235,0.3317931592464447,0.22298860549926758,0.3282964527606964,0.733189046382904,0.19568462669849396,1.0,0.32280945777893066,0.3156825006008148,0.23051156103610992,0.4946078956127167,0.33290785551071167,0.3119818866252899,0.38761502504348755,0.26150479912757874,0.41548454761505127,0.733189046382904,0.3156825006008148,0.23051156103610992,0.1826142966747284
four,0.16661573946475983,0.17310436069965363,0.09592095017433167,0.1636994183063507,0.22331103682518005,0.24638524651527405,0.25860893726348877,0.24986222386360168,0.2951599359512329,0.7561588883399963,0.2616887390613556,0.25172191858291626,0.40344667434692383,0.11936186999082565,0.36293646693229675,0.17310436069965363,0.19421692192554474,0.1636994183063507,0.31238991022109985,0.18057085573673248,0.14431285858154297,0.2597942650318146,0.1615660935640335,0.2803118824958801,0.40344667434692383,0.19421692192554474,0.1636994183063507,0.14532537758350372
years,0.2103022336959839,0.17872706055641174,0.1801213026046753,0.23702581226825714,0.19551363587379456,0.21447817981243134,0.2801017165184021,0.23216719925403595,0.2976750135421753,0.3696673810482025,0.5756329298019409,0.3794313073158264,0.2912273406982422,0.2852732837200165,0.2904134690761566,0.17872706055641174,0.1791904866695404,0.23702581226825714,0.2589467465877533,0.1981470286846161,0.11878147721290588,0.21688692271709442,0.180253803730011,0.23891852796077728,0.2912273406982422,0.1791904866695404,0.23702581226825714,0.1914375126361847
after,0.2528844475746155,0.20180045068264008,0.10759522765874863,0.28415748476982117,0.2835143506526947,0.22166801989078522,0.360816091299057,0.25502049922943115,0.20929968357086182,0.29967090487480164,0.41579800844192505,0.6937490701675415,0.4565047025680542,0.2596578001976013,0.3867455720901489,0.20180045068264008,0.13838788866996765,0.28415748476982117,0.38860568404197693,0.21973377466201782,0.18596531450748444,0.36872005462646484,0.20534609258174896,0.37890323996543884,0.4565047025680542,0.13838788866996765,0.28415748476982117,0.16608688235282898
1999,-0.010156041011214256,-0.0016907737590372562,0.03294025734066963,0.22144684195518494,-0.0019369778456166387,0.13943584263324738,0.08302656561136246,-0.007859495468437672,0.0048695276491343975,0.011733949184417725,0.05718659237027168,0.04180087894201279,0.06755080074071884,0.049400001764297485,0.06211002916097641,-0.0016907737590372562,0.06057640165090561,0.22144684195518494,0.04005637392401695,0.09112130105495453,-0.043145570904016495,0.05650762468576431,-0.05269920453429222,0.03205801546573639,0.06755080074071884,0.06057640165090561,0.22144684195518494,0.05416720360517502
(,0.26899856328964233,0.286407470703125,0.1427939534187317,0.13001319766044617,0.35393038392066956,0.18327336013317108,0.21063244342803955,0.20576579868793488,0.19419437646865845,0.2073679268360138,0.18850794434547424,0.2336025983095169,0.33289089798927307,0.248662531375885,0.35032153129577637,0.286407470703125,0.15404224395751953,0.13001319766044617,0.6363511681556702,0.2411840260028839,0.2728188931941986,0.2745298147201538,0.24216170608997345,0.30882009863853455,0.33289089798927307,0.15404224395751953,0.13001319766044617,0.40561532974243164
