,on,what,date,did,henry,kissinger,negotiate,an,israeli,troop,withdrawal,from,the,sinai,peninsula,?
had,0.36692994832992554,0.23849567770957947,0.1289709359407425,0.540525496006012,0.25164878368377686,0.24007567763328552,0.2613738775253296,0.22327841818332672,0.1991305947303772,0.22337889671325684,0.25298431515693665,0.3075238764286041,0.3875846862792969,0.25556403398513794,0.18742799758911133,0.20728366076946259
negotiated,0.17712074518203735,0.10894132405519485,0.2014440894126892,0.280305415391922,0.22148655354976654,0.30264830589294434,0.9073895812034607,0.21282216906547546,0.20253227651119232,0.2584485113620758,0.33453667163848877,0.15403197705745697,0.2594250440597534,0.18582522869110107,0.17524772882461548,0.09223373234272003
an,0.3192969560623169,0.2821882665157318,0.1483449637889862,0.22598257660865784,0.1634841114282608,0.10551603138446808,0.1810292899608612,1.0,0.19129367172718048,0.1430412083864212,0.19203023612499237,0.20876385271549225,0.4207492768764496,0.15289928019046783,0.14738890528678894,0.19793890416622162
israeli,0.14711123704910278,0.09620342403650284,0.15225259959697723,0.1267569363117218,0.15977349877357483,0.2526353597640991,0.17993785440921783,0.19129367172718048,1.0,0.20407500863075256,0.18735574185848236,0.1166970431804657,0.14381162822246552,0.40855735540390015,0.14427265524864197,0.12899450957775116
troop,0.1977471560239792,0.12768682837486267,0.08932198584079742,0.12767009437084198,0.14174295961856842,0.25264278054237366,0.26675471663475037,0.1430412083864212,0.20407500863075256,1.0,0.29239797592163086,0.126799538731575,0.2688431143760681,0.16160544753074646,0.21447129547595978,0.14549945294857025
withdrawal,0.17637240886688232,0.23945844173431396,0.17453019320964813,0.23112821578979492,0.11842967569828033,0.22531677782535553,0.2989588677883148,0.19203023612499237,0.18735574185848236,0.29239797592163086,0.9999999403953552,0.21952497959136963,0.3067931830883026,0.2828208804130554,0.17104960978031158,0.11406612396240234
from,0.36926645040512085,0.2737620174884796,0.20628158748149872,0.20248863101005554,0.16907568275928497,0.1945854127407074,0.15768705308437347,0.20876385271549225,0.1166970431804657,0.126799538731575,0.21952497959136963,1.0,0.40150508284568787,0.23840667307376862,0.21005813777446747,0.19969791173934937
parts,0.26594671607017517,0.3415631353855133,0.08174952119588852,0.19881683588027954,0.17397789657115936,0.0977175235748291,0.06501056253910065,0.2022421658039093,0.0621839314699173,0.1146702989935875,0.20320677757263184,0.2734678387641907,0.4042440354824066,0.1852031648159027,0.29055288434028625,0.12310896813869476
of,0.3966929316520691,0.33290785551071167,0.19568462669849396,0.2513895630836487,0.2390729784965515,0.2343144565820694,0.20997712016105652,0.32280945777893066,0.07325319200754166,0.1970508098602295,0.23345902562141418,0.4249346852302551,0.733189046382904,0.21369516849517822,0.2414405792951584,0.1826142966747284
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.34736719727516174,0.2542637586593628,0.23669348657131195,0.23700475692749023,0.4207492768764496,0.14381162822246552,0.2688431143760681,0.3067931830883026,0.40150508284568787,1.0,0.26769325137138367,0.24185490608215332,0.22068053483963013
sinai,0.29081109166145325,0.21837218105793,0.14387451112270355,0.1807214468717575,0.15665630996227264,0.14444220066070557,0.15325047075748444,0.15289928019046783,0.40855735540390015,0.16160544753074646,0.2828208804130554,0.23840667307376862,0.26769325137138367,0.9999999403953552,0.382851779460907,0.13518419861793518
peninsula,0.2339400053024292,0.22160862386226654,0.11977554857730865,0.0987195074558258,0.15686404705047607,0.1783464103937149,0.16671134531497955,0.14738890528678894,0.14427265524864197,0.21447129547595978,0.17104960978031158,0.21005813777446747,0.24185490608215332,0.382851779460907,1.0000001192092896,0.142807275056839
.,0.49257001280784607,0.3567904531955719,0.2508279085159302,0.35288307070732117,0.3065545856952667,0.2984859347343445,0.1784079372882843,0.3581749200820923,0.13907812535762787,0.1992766410112381,0.1739749163389206,0.41536515951156616,0.5934505462646484,0.24385367333889008,0.1883990615606308,0.4130953550338745
