,what,did,the,non-afghan,veterans,returning,home,have,in,addition,to,their,prestige,?
the,0.42745697498321533,0.34736719727516174,1.0,0.25719061493873596,0.3290243446826935,0.3807036876678467,0.28978195786476135,0.40389683842658997,0.6662389636039734,0.32955414056777954,0.535392165184021,0.516537070274353,0.3049629330635071,0.22068053483963013
soviet,0.12922172248363495,0.20321983098983765,0.2312941700220108,0.37793591618537903,0.17955687642097473,0.15310192108154297,0.06920243799686432,0.1874462515115738,0.22826138138771057,0.10588783025741577,0.19090956449508667,0.21154393255710602,0.13379542529582977,0.08693568408489227
union,0.1396910548210144,0.185054212808609,0.24421639740467072,0.224230095744133,0.17405588924884796,0.1707504242658615,0.08282415568828583,0.16471676528453827,0.22726479172706604,0.12557345628738403,0.16926777362823486,0.1686946004629135,0.16340622305870056,0.07797172665596008
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2287169247865677,0.18481110036373138,0.2649920582771301,0.2790627181529999,0.3541618287563324,0.5201468467712402,0.3040202856063843,0.44245919585227966,0.3045167922973633,0.21304044127464294,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.2779577672481537,0.1943126767873764,0.2968690097332001,0.24667192995548248,0.4711785912513733,0.4954058527946472,0.3508087992668152,0.48971283435821533,0.45114588737487793,0.22827835381031036,0.20544172823429108
non-afghan,0.23343287408351898,0.1939450055360794,0.25719061493873596,0.9999999403953552,0.1909981220960617,0.2000463306903839,0.11408502608537674,0.2365027815103531,0.19071146845817566,0.1691410094499588,0.21062897145748138,0.24642740190029144,0.22684457898139954,0.15430259704589844
veterans,0.1860266625881195,0.15019714832305908,0.3290243446826935,0.1909981220960617,1.0,0.2734406292438507,0.2586004137992859,0.21292191743850708,0.22477714717388153,0.14481884241104126,0.23743145167827606,0.2501254677772522,0.17177274823188782,0.17911319434642792
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.22050851583480835,0.30576401948928833,0.3265147805213928,0.24402645230293274,0.3802283704280853,0.5696388483047485,0.27503931522369385,0.41548454761505127,0.4329940676689148,0.19719675183296204,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,1.0,0.25719061493873596,0.3290243446826935,0.3807036876678467,0.28978195786476135,0.40389683842658997,0.6662389636039734,0.32955414056777954,0.535392165184021,0.516537070274353,0.3049629330635071,0.22068053483963013
war,0.22516006231307983,0.27422013878822327,0.366199791431427,0.28206247091293335,0.4571016728878021,0.2998923063278198,0.14435844123363495,0.22249692678451538,0.29904094338417053,0.13287147879600525,0.2610234022140503,0.2163475602865219,0.21834051609039307,0.15510529279708862
returned,0.15085899829864502,0.32570260763168335,0.32857778668403625,0.08477748930454254,0.23110394179821014,0.6938720345497131,0.27632614970207214,0.19268153607845306,0.341925710439682,0.22204893827438354,0.30012887716293335,0.2557326555252075,0.22780272364616394,0.07695316523313522
home,0.1608789712190628,0.17098017036914825,0.28978195786476135,0.11408502608537674,0.2586004137992859,0.29906657338142395,1.0,0.18206730484962463,0.30467477440834045,0.1985703408718109,0.31056779623031616,0.2586057186126709,0.12603943049907684,0.0757145956158638
with,0.2464839518070221,0.25472134351730347,0.4223487675189972,0.17071835696697235,0.20061428844928741,0.3089049458503723,0.1929387003183365,0.48046383261680603,0.4080928862094879,0.3659588098526001,0.4239959120750427,0.4258328378200531,0.23452021181583405,0.2433311939239502
their,0.35142919421195984,0.38078752160072327,0.516537070274353,0.24642740190029144,0.2501254677772522,0.2843382656574249,0.2586057186126709,0.523270845413208,0.34976133704185486,0.2408984899520874,0.44619059562683105,1.0,0.2446831613779068,0.1898253709077835
prestige,0.12985387444496155,0.1740143597126007,0.3049629330635071,0.22684457898139954,0.17177274823188782,0.19426299631595612,0.12603943049907684,0.18911035358905792,0.25493353605270386,0.19995155930519104,0.15078945457935333,0.2446831613779068,1.0000001192092896,0.10047686100006104
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2287169247865677,0.18481110036373138,0.2649920582771301,0.2790627181529999,0.3541618287563324,0.5201468467712402,0.3040202856063843,0.44245919585227966,0.3045167922973633,0.21304044127464294,0.31091248989105225
``,0.008517155423760414,-0.029888948425650597,0.029072100296616554,0.09498383104801178,0.055978454649448395,0.060700152069330215,-0.08306030929088593,0.1022237241268158,0.04765888676047325,0.04716494679450989,0.06720756739377975,0.05465886741876602,-0.029118621721863747,0.0685480609536171
experience,0.3894727826118469,0.2411177009344101,0.21682339906692505,0.25725477933883667,0.25975337624549866,0.3425033688545227,0.20138691365718842,0.3715166747570038,0.19806437194347382,0.28008005023002625,0.25535836815834045,0.3119005262851715,0.17424431443214417,0.25203612446784973
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2287169247865677,0.18481110036373138,0.2649920582771301,0.2790627181529999,0.3541618287563324,0.5201468467712402,0.3040202856063843,0.44245919585227966,0.3045167922973633,0.21304044127464294,0.31091248989105225
ideology,0.3075948655605316,0.15715236961841583,0.17914913594722748,0.24537023901939392,0.15610262751579285,0.14311888813972473,0.15338373184204102,0.20608200132846832,0.15930864214897156,0.15353378653526306,0.2050238847732544,0.18817000091075897,0.11558543145656586,0.14344371855258942
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2287169247865677,0.18481110036373138,0.2649920582771301,0.2790627181529999,0.3541618287563324,0.5201468467712402,0.3040202856063843,0.44245919585227966,0.3045167922973633,0.21304044127464294,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.2779577672481537,0.1943126767873764,0.2968690097332001,0.24667192995548248,0.4711785912513733,0.4954058527946472,0.3508087992668152,0.48971283435821533,0.45114588737487793,0.22827835381031036,0.20544172823429108
weapons,0.18805687129497528,0.2783046066761017,0.24496999382972717,0.15800149738788605,0.22942514717578888,0.12368834018707275,0.13555960357189178,0.28580063581466675,0.19301296770572662,0.2115100473165512,0.2244204729795456,0.2822863459587097,0.18583282828330994,0.12573792040348053
'',0.08143015950918198,0.01978493109345436,0.041273195296525955,0.04550580680370331,-0.004939740523695946,-0.04386972635984421,-0.02645508386194706,0.0312618687748909,0.07432962208986282,0.040365759283304214,-0.009905828163027763,0.011550518684089184,0.028435105457901955,0.018684765323996544
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2287169247865677,0.18481110036373138,0.2649920582771301,0.2790627181529999,0.3541618287563324,0.5201468467712402,0.3040202856063843,0.44245919585227966,0.3045167922973633,0.21304044127464294,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.2779577672481537,0.1943126767873764,0.2968690097332001,0.24667192995548248,0.4711785912513733,0.4954058527946472,0.3508087992668152,0.48971283435821533,0.45114588737487793,0.22827835381031036,0.20544172823429108
had,0.23849567770957947,0.540525496006012,0.3875846862792969,0.2030802071094513,0.23140345513820648,0.3059900403022766,0.24833010137081146,0.6263401508331299,0.385026752948761,0.3111904263496399,0.37984350323677063,0.4145275354385376,0.23774279654026031,0.20728366076946259
considerable,0.23370833694934845,0.2232411801815033,0.34121429920196533,0.2927643954753876,0.16740061342716217,0.2838400602340698,0.06345991045236588,0.3749517798423767,0.2693186104297638,0.2862177789211273,0.2816513478755951,0.3276958763599396,0.39674022793769836,0.13223446905612946
impact,0.25162962079048157,0.2040126919746399,0.22336715459823608,0.08797485381364822,0.12816566228866577,0.2018972635269165,0.15766607224941254,0.31931746006011963,0.18933768570423126,0.2910330295562744,0.2031068354845047,0.2138645499944687,0.18948695063591003,0.18429921567440033
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.24824175238609314,0.2437395304441452,0.2911841571331024,0.3067048490047455,0.41614407300949097,0.5591574311256409,0.27481022477149963,0.4645031690597534,0.34427863359451294,0.19816939532756805,0.4130953550338745
