,what,special,was,created,for,the,show,'s,30th,anniversary,?
titled,0.21236079931259155,0.22411590814590454,0.26757439970970154,0.24920298159122467,0.19508877396583557,0.267250657081604,0.25833073258399963,-0.02731235884130001,0.18426445126533508,0.35536715388298035,0.23354937136173248
dimensions,0.22588478028774261,0.16285207867622375,0.10549084097146988,0.12070420384407043,0.18152545392513275,0.16366221010684967,0.23878078162670135,-0.023744558915495872,0.31739935278892517,0.19876614212989807,0.2405867874622345
in,0.30808621644973755,0.2897285223007202,0.45514053106307983,0.2843434810638428,0.4322226941585541,0.6662389636039734,0.27595704793930054,-0.037580832839012146,0.1858179271221161,0.25491592288017273,0.20430970191955566
time,0.36319252848625183,0.20113401114940643,0.3641340136528015,0.23348867893218994,0.3992156386375427,0.43061500787734985,0.19633352756500244,0.01301188487559557,0.18921606242656708,0.2806112766265869,0.27391523122787476
was,0.22111038863658905,0.1585642695426941,1.0000001192092896,0.3592788577079773,0.3863949179649353,0.48711544275283813,0.20142383873462677,0.008974763564765453,0.2303590625524521,0.28924626111984253,0.18412111699581146
produced,0.1393624097108841,0.22761572897434235,0.28463777899742126,0.40669211745262146,0.16180217266082764,0.22045251727104187,0.2940535843372345,-0.03862787038087845,0.14545288681983948,0.17343862354755402,0.1623450517654419
for,0.3017193675041199,0.311454176902771,0.3863949179649353,0.25684574246406555,0.9999999403953552,0.4739971458911896,0.3141973614692688,-0.07241261005401611,0.16724558174610138,0.24768374860286713,0.264628142118454
children,0.22469459474086761,0.2189730703830719,0.16522078216075897,0.2079743593931198,0.19934585690498352,0.15654058754444122,0.24469324946403503,0.0160713829100132,0.11963842064142227,0.17320141196250916,0.21788206696510315
in,0.30808621644973755,0.2897285223007202,0.45514053106307983,0.2843434810638428,0.4322226941585541,0.6662389636039734,0.27595704793930054,-0.037580832839012146,0.1858179271221161,0.25491592288017273,0.20430970191955566
need,0.39420950412750244,0.2620236575603485,0.1745726615190506,0.18992671370506287,0.3668079972267151,0.2594960331916809,0.2781631350517273,-0.007236657664179802,0.09969227761030197,0.08300317823886871,0.40413710474967957
",",0.3087472915649414,0.23880577087402344,0.45456063747406006,0.2755771577358246,0.4464869201183319,0.4933079481124878,0.31928569078445435,-0.0016132977325469255,0.1899278610944748,0.20396199822425842,0.31091248989105225
featuring,0.18412666022777557,0.17985719442367554,0.16899792850017548,0.19990408420562744,0.18349294364452362,0.21340800821781158,0.32612454891204834,0.006669926922768354,0.1770516037940979,0.28442975878715515,0.24838131666183472
all,0.41981086134910583,0.24764396250247955,0.23179835081100464,0.22973093390464783,0.41144001483917236,0.4860881567001343,0.2571442127227783,0.03181743621826172,0.11257001757621765,0.21782074868679047,0.29575422406196594
of,0.33290785551071167,0.27998968958854675,0.4069072902202606,0.32043445110321045,0.4185989499092102,0.733189046382904,0.21383242309093475,-0.03817026689648628,0.19457659125328064,0.2393128126859665,0.1826142966747284
the,0.42745697498321533,0.3027077615261078,0.48711544275283813,0.3539263904094696,0.4739971458911896,1.0,0.319829523563385,-0.01540423184633255,0.2819302976131439,0.29318708181381226,0.22068053483963013
surviving,0.16434775292873383,0.10707493126392365,0.2745644152164459,0.17571492493152618,0.2241045981645584,0.3328552544116974,0.15146613121032715,0.06567038595676422,0.11109656095504761,0.20293885469436646,0.1395692080259323
actors,0.19468875229358673,0.1754852831363678,0.20793429017066956,0.14129436016082764,0.25254231691360474,0.27470633387565613,0.23919923603534698,0.06737196445465088,0.05236724019050598,0.13248518109321594,0.16258424520492554
who,0.40942975878715515,0.21519862115383148,0.3318818509578705,0.25695955753326416,0.37110671401023865,0.3733934462070465,0.2095358669757843,0.05599616840481758,0.1561739295721054,0.16220717132091522,0.26220351457595825
played,0.14831039309501648,0.1065249815583229,0.3139837682247162,0.19539251923561096,0.31373727321624756,0.2603478729724884,0.21609683334827423,0.03920676186680794,0.18360967934131622,0.17473463714122772,0.14096300303936005
the,0.42745697498321533,0.3027077615261078,0.48711544275283813,0.3539263904094696,0.4739971458911896,1.0,0.319829523563385,-0.01540423184633255,0.2819302976131439,0.29318708181381226,0.22068053483963013
doctor,0.20870667695999146,0.16843044757843018,0.19672659039497375,0.1847328394651413,0.1556548923254013,0.2820442318916321,0.2094513326883316,0.031664930284023285,0.24068360030651093,0.17330653965473175,0.1462511420249939
and,0.31309178471565247,0.22352655231952667,0.3740963041782379,0.2873832881450653,0.5064792633056641,0.5171257257461548,0.3455478549003601,0.06895173341035843,0.28300732374191284,0.13314463198184967,0.20544172823429108
a,0.3320399522781372,0.31333932280540466,0.4508470594882965,0.30777761340141296,0.44038116931915283,0.5829201340675354,0.24886544048786163,0.04866964742541313,0.22394970059394836,0.1787421703338623,0.23916715383529663
number,0.23046229779720306,0.23163312673568726,0.1855042725801468,0.13650594651699066,0.2861633002758026,0.35145696997642517,0.2180454581975937,0.033178191632032394,0.23612339794635773,0.16383099555969238,0.19256845116615295
of,0.33290785551071167,0.27998968958854675,0.4069072902202606,0.32043445110321045,0.4185989499092102,0.733189046382904,0.21383242309093475,-0.03817026689648628,0.19457659125328064,0.2393128126859665,0.1826142966747284
previous,0.2743692696094513,0.1805673986673355,0.2747909128665924,0.17959588766098022,0.27794817090034485,0.34706559777259827,0.26714929938316345,0.046779852360486984,0.14183267951011658,0.22803843021392822,0.16724538803100586
companions,0.18120864033699036,0.17740324139595032,0.17933380603790283,0.08921733498573303,0.20080320537090302,0.25117260217666626,0.17522458732128143,-0.03501149266958237,0.19802802801132202,0.14804163575172424,0.14333169162273407
.,0.3567904531955719,0.26337340474128723,0.40146201848983765,0.3230568766593933,0.4726039469242096,0.5934505462646484,0.3016606271266937,-0.003708066651597619,0.25485220551490784,0.2281392365694046,0.4130953550338745
