,cost,overruns,with,government,projects,have,occurred,when,the,contractor,did,what,?
are,0.21638384461402893,0.14254184067249298,0.38996943831443787,0.20126859843730927,0.31792762875556946,0.6577680706977844,0.20931276679039001,0.29873907566070557,0.40399202704429626,0.07687314599752426,0.2159031480550766,0.29724663496017456,0.24591213464736938
not,0.2255265861749649,0.17834915220737457,0.3409014642238617,0.2722996473312378,0.30767741799354553,0.5619372129440308,0.25084587931632996,0.4799930453300476,0.4310511648654938,0.1946863979101181,0.6481515765190125,0.5449194312095642,0.41942933201789856
subject,0.1937856376171112,0.18998165428638458,0.2275499850511551,0.2287435382604599,0.28212180733680725,0.2905719578266144,0.1859709620475769,0.23772791028022766,0.2387523651123047,0.1981877088546753,0.23762831091880798,0.3828662037849426,0.33952999114990234
to,0.2525014281272888,0.19924405217170715,0.4239959120750427,0.28343796730041504,0.3065624237060547,0.4544740617275238,0.16706319153308868,0.5423505902290344,0.535392165184021,0.24450071156024933,0.4452643394470215,0.455847829580307,0.29463258385658264
competition,0.1628488153219223,0.23136532306671143,0.19646349549293518,0.22140219807624817,0.19848723709583282,0.2105618566274643,0.15883693099021912,0.23896628618240356,0.257230669260025,0.2135104089975357,0.1774688959121704,0.18313148617744446,0.1394461691379547
from,0.12411961704492569,0.19381286203861237,0.26272761821746826,0.16793464124202728,0.1961805820465088,0.30702701210975647,0.1900612860918045,0.405669629573822,0.40150508284568787,0.1276669204235077,0.20248863101005554,0.2737620174884796,0.19969791173934937
other,0.22403904795646667,0.16931188106536865,0.44086363911628723,0.25909486413002014,0.34674352407455444,0.559082567691803,0.20646274089813232,0.34102705121040344,0.44152235984802246,0.13681133091449738,0.31707024574279785,0.341873437166214,0.24682199954986572
firms,0.34318405389785767,0.24550415575504303,0.20297254621982574,0.32661181688308716,0.36067286133766174,0.27642330527305603,0.15638993680477142,0.23720283806324005,0.2687743306159973,0.3711008131504059,0.22547394037246704,0.19687598943710327,0.1337330937385559
as,0.1677890419960022,0.15432986617088318,0.40387406945228577,0.1883569210767746,0.2880971133708954,0.37788212299346924,0.1574142426252365,0.4437963366508484,0.48381632566452026,0.211790531873703,0.3596470057964325,0.31749409437179565,0.27043893933296204
they,0.251931369304657,0.17526757717132568,0.42091572284698486,0.27497777342796326,0.2707372009754181,0.6542890071868896,0.21236993372440338,0.5090266466140747,0.49925389885902405,0.20722408592700958,0.4879390597343445,0.4431931674480438,0.2753053903579712
have,0.30025556683540344,0.15266180038452148,0.48046383261680603,0.23351164162158966,0.33960428833961487,0.9999999403953552,0.2891860902309418,0.40555819869041443,0.40389683842658997,0.1468748152256012,0.3783526122570038,0.39808809757232666,0.32991164922714233
already,0.14663954079151154,0.20326019823551178,0.34823688864707947,0.21228748559951782,0.36165526509284973,0.5221008658409119,0.21774660050868988,0.5275567173957825,0.34582915902137756,0.1899004727602005,0.3281528055667877,0.4530037045478821,0.3477933406829834
been,0.19805018603801727,0.16732358932495117,0.2804456949234009,0.20358073711395264,0.29983869194984436,0.6493861675262451,0.3598586618900299,0.3339833617210388,0.3563927710056305,0.12584200501441956,0.2835664749145508,0.2567804455757141,0.24354910850524902
eliminated,0.10092135518789291,0.16955040395259857,0.23127004504203796,0.0911090224981308,0.04756574332714081,0.16448844969272614,0.20243248343467712,0.1726161390542984,0.20512576401233673,0.06982482969760895,0.15332083404064178,0.14590737223625183,0.09558668732643127
from,0.12411961704492569,0.19381286203861237,0.26272761821746826,0.16793464124202728,0.1961805820465088,0.30702701210975647,0.1900612860918045,0.405669629573822,0.40150508284568787,0.1276669204235077,0.20248863101005554,0.2737620174884796,0.19969791173934937
consideration,0.22191058099269867,0.20210537314414978,0.2710414230823517,0.25209376215934753,0.42161062359809875,0.34419357776641846,0.21128937602043152,0.24307292699813843,0.3567850589752197,0.18051359057426453,0.23430947959423065,0.4204122722148895,0.3967568278312683
after,0.17198866605758667,0.26267701387405396,0.33843478560447693,0.26047283411026,0.1472514271736145,0.2838422358036041,0.31322455406188965,0.5331412553787231,0.4565047025680542,0.19571015238761902,0.30330467224121094,0.21973377466201782,0.16608688235282898
the,0.23177006840705872,0.2584819197654724,0.4223487675189972,0.31798112392425537,0.23802334070205688,0.40389683842658997,0.3372073173522949,0.5091903209686279,1.0,0.21471422910690308,0.34736719727516174,0.42745697498321533,0.22068053483963013
initial,0.26969993114471436,0.20036500692367554,0.19669650495052338,0.17365507781505585,0.30453628301620483,0.2602079212665558,0.3503887355327606,0.2781846523284912,0.29837024211883545,0.24375678598880768,0.2502395808696747,0.2771121859550476,0.16868601739406586
bid,0.3056437075138092,0.2471805363893509,0.19312460720539093,0.2561212480068207,0.17506037652492523,0.1891859769821167,0.09338677674531937,0.16974632441997528,0.19956929981708527,0.18976299464702606,0.2128802388906479,0.1788376271724701,0.19390296936035156
.,0.26134178042411804,0.22370103001594543,0.4446153938770294,0.2521961033344269,0.2564103305339813,0.41614407300949097,0.2029680609703064,0.475719153881073,0.5934505462646484,0.19221588969230652,0.35288307070732117,0.3567904531955719,0.4130953550338745
