,what,is,to,blame,for,the,burdens,in,health,care,in,kenya,?
corruption,0.20003895461559296,0.18165592849254608,0.22868205606937408,0.3742702901363373,0.22773846983909607,0.23319530487060547,0.2505151629447937,0.17617714405059814,0.27137285470962524,0.15755406022071838,0.17617714405059814,0.15938818454742432,0.16485145688056946
",",0.3087472915649414,0.4691906273365021,0.44245919585227966,0.23327811062335968,0.4464869201183319,0.4933079481124878,0.21889357268810272,0.5201468467712402,0.2331448197364807,0.25498491525650024,0.5201468467712402,0.23432263731956482,0.31091248989105225
inadequate,0.2975982427597046,0.23933742940425873,0.3254776895046234,0.3275097608566284,0.35489633679389954,0.23429985344409943,0.36857759952545166,0.16595710813999176,0.36591634154319763,0.29586338996887207,0.16595710813999176,0.11597497016191483,0.2455245554447174
health,0.21460163593292236,0.1864514946937561,0.29985085129737854,0.22187867760658264,0.31610164046287537,0.2340974360704422,0.29515352845191956,0.2500189542770386,1.0000001192092896,0.5299020409584045,0.2500189542770386,0.09716341644525528,0.16094304621219635
workers,0.21390831470489502,0.16085883975028992,0.2307046800851822,0.19563758373260498,0.2527289092540741,0.23066683113574982,0.31069958209991455,0.2254374474287033,0.27860599756240845,0.30518364906311035,0.2254374474287033,0.13727957010269165,0.1706571877002716
",",0.3087472915649414,0.4691906273365021,0.44245919585227966,0.23327811062335968,0.4464869201183319,0.4933079481124878,0.21889357268810272,0.5201468467712402,0.2331448197364807,0.25498491525650024,0.5201468467712402,0.23432263731956482,0.31091248989105225
weak,0.2838204503059387,0.21422678232192993,0.2679104804992676,0.23143917322158813,0.1396307349205017,0.19635674357414246,0.2100132703781128,0.19598926603794098,0.2733149528503418,0.18382328748703003,0.19598926603794098,0.05807461589574814,0.1458035111427307
management,0.180610790848732,0.24706420302391052,0.23028287291526794,0.18527401983737946,0.25923067331314087,0.26673808693885803,0.24749568104743958,0.2783967852592468,0.3951845169067383,0.3151373863220215,0.2783967852592468,0.20874470472335815,0.15866325795650482
and,0.31309178471565247,0.3859752118587494,0.48971283435821533,0.23162296414375305,0.5064792633056641,0.5171257257461548,0.26908254623413086,0.4954058527946472,0.3215619623661041,0.32680341601371765,0.4954058527946472,0.20742860436439514,0.20544172823429108
poor,0.2570318877696991,0.18218109011650085,0.2869894206523895,0.3011530935764313,0.2900572121143341,0.21093174815177917,0.28668734431266785,0.23408232629299164,0.3499755859375,0.31857895851135254,0.23408232629299164,0.16982805728912354,0.12937016785144806
leadership,0.2053566873073578,0.1369245946407318,0.22441066801548004,0.2798510193824768,0.28100383281707764,0.2857116758823395,0.22793084383010864,0.2307659387588501,0.3050934672355652,0.2160193771123886,0.2307659387588501,0.15428541600704193,0.08979988098144531
in,0.30808621644973755,0.5394441485404968,0.45010748505592346,0.10829274356365204,0.4322226941585541,0.6662389636039734,0.1406950205564499,1.0,0.2500189542770386,0.14557574689388275,1.0,0.23621977865695953,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.535392165184021,0.1959904432296753,0.4739971458911896,1.0,0.19935747981071472,0.6662389636039734,0.2340974360704422,0.1663842648267746,0.6662389636039734,0.21657514572143555,0.22068053483963013
public,0.1729622185230255,0.1980048567056656,0.2672370672225952,0.1779516488313675,0.3092794418334961,0.22857438027858734,0.23910850286483765,0.29074716567993164,0.3813157081604004,0.23868843913078308,0.29074716567993164,0.12837323546409607,0.19872993230819702
health,0.21460163593292236,0.1864514946937561,0.29985085129737854,0.22187867760658264,0.31610164046287537,0.2340974360704422,0.29515352845191956,0.2500189542770386,1.0000001192092896,0.5299020409584045,0.2500189542770386,0.09716341644525528,0.16094304621219635
sector,0.18244388699531555,0.22561627626419067,0.25943341851234436,0.17718370258808136,0.2508887052536011,0.27798449993133545,0.21386219561100006,0.2731133699417114,0.3034490644931793,0.20220230519771576,0.2731133699417114,0.18393830955028534,0.06294605135917664
are,0.29724663496017456,0.5330929756164551,0.3504326641559601,0.15949253737926483,0.3895993232727051,0.40399202704429626,0.20452933013439178,0.3841303884983063,0.19031372666358948,0.2662802040576935,0.3841303884983063,0.1597108691930771,0.24591213464736938
largely,0.25660550594329834,0.27936726808547974,0.24348199367523193,0.2515047490596771,0.22081872820854187,0.34641584753990173,0.21411406993865967,0.2371911108493805,0.12655489146709442,0.1419599950313568,0.2371911108493805,0.12433464080095291,0.08185246586799622
to,0.455847829580307,0.42745086550712585,1.0,0.22786720097064972,0.4451248347759247,0.535392165184021,0.24508044123649597,0.45010748505592346,0.29985085129737854,0.27786314487457275,0.45010748505592346,0.17769291996955872,0.29463258385658264
blame,0.3078381419181824,0.11612142622470856,0.22786720097064972,0.9999998807907104,0.24851137399673462,0.1959904432296753,0.2865956425666809,0.10829274356365204,0.22187867760658264,0.23655131459236145,0.10829274356365204,0.133055180311203,0.265218049287796
.,0.3567904531955719,0.4569662809371948,0.4645031690597534,0.21665722131729126,0.4726039469242096,0.5934505462646484,0.21354082226753235,0.5591574311256409,0.25832483172416687,0.22417111694812775,0.5591574311256409,0.24234211444854736,0.4130953550338745
