,who,led,the,mongolian,borjigin,clan,?
dynasty,0.19946415722370148,0.17547492682933807,0.26267939805984497,0.40221554040908813,0.2615760266780853,0.3159351050853729,0.15884074568748474
of,0.2827862501144409,0.32918456196784973,0.733189046382904,0.22608324885368347,0.28722819685935974,0.21514500677585602,0.1826142966747284
china,0.17514774203300476,0.19702774286270142,0.3110525608062744,0.537650465965271,0.2546117603778839,0.19432848691940308,0.18007943034172058
established,0.20118318498134613,0.2823069095611572,0.33092597126960754,0.13487908244132996,0.2094583660364151,0.23943261802196503,0.15917523205280304
by,0.39727845788002014,0.30694612860679626,0.4408751428127289,0.15527263283729553,0.22194324433803558,0.13154788315296173,0.17966607213020325
kublai,0.2874084413051605,0.25991091132164,0.32886171340942383,0.48675429821014404,0.3467872142791748,0.3794279992580414,0.14562560617923737
khan,0.2616176903247833,0.1513843536376953,0.21067845821380615,0.4463278353214264,0.23123885691165924,0.2817547023296356,0.12862591445446014
",",0.3365725874900818,0.22548827528953552,0.4933079481124878,0.22636307775974274,0.42880749702453613,0.1591440886259079,0.31091248989105225
leader,0.31168457865715027,0.428101122379303,0.27799519896507263,0.18178188800811768,0.31246504187583923,0.31129905581474304,0.09527933597564697
of,0.2827862501144409,0.32918456196784973,0.733189046382904,0.22608324885368347,0.28722819685935974,0.21514500677585602,0.1826142966747284
the,0.3733934462070465,0.3267505168914795,1.0,0.2657795250415802,0.31788668036460876,0.25248298048973083,0.22068053483963013
mongolian,0.22100761532783508,0.13795971870422363,0.2657795250415802,0.9999999403953552,0.2574436664581299,0.30424463748931885,0.13122369349002838
borjigin,0.38150107860565186,0.2569010257720947,0.31788668036460876,0.2574436664581299,1.0000001192092896,0.24737833440303802,0.2398347109556198
clan,0.2787356972694397,0.21307818591594696,0.25248298048973083,0.30424463748931885,0.24737833440303802,1.0000001192092896,0.10341332107782364
.,0.3541337847709656,0.19335708022117615,0.5934505462646484,0.18073968589305878,0.3453085720539093,0.14309915900230408,0.4130953550338745
