,in,2013-14,",",nbc,finished,behind,what,network,in,the,ratings,?
and,0.4954058527946472,0.22870375216007233,0.6633074283599854,0.1969573199748993,0.22604867815971375,0.3094099164009094,0.31309178471565247,0.27591994404792786,0.4954058527946472,0.5171257257461548,0.24109064042568207,0.20544172823429108
in,1.0,0.2407332807779312,0.5201468467712402,0.19303210079669952,0.2933714687824249,0.3174246549606323,0.30808621644973755,0.19496823847293854,1.0,0.6662389636039734,0.17289267480373383,0.20430970191955566
second,0.34510284662246704,0.05355076119303703,0.29927265644073486,0.15693192183971405,0.41321343183517456,0.3028007745742798,0.19948028028011322,0.12895596027374268,0.34510284662246704,0.4620301127433777,0.14679351449012756,0.17239587008953094
place,0.38128477334976196,0.1019025668501854,0.34068408608436584,0.10189764946699142,0.32091301679611206,0.3226894736289978,0.2689766585826874,0.15428373217582703,0.38128477334976196,0.4179787337779999,0.18893598020076752,0.2455766350030899
in,1.0,0.2407332807779312,0.5201468467712402,0.19303210079669952,0.2933714687824249,0.3174246549606323,0.30808621644973755,0.19496823847293854,1.0,0.6662389636039734,0.17289267480373383,0.20430970191955566
total,0.27667245268821716,0.12055690586566925,0.25815486907958984,0.14407403767108917,0.20913679897785187,0.1824178546667099,0.19850242137908936,0.20955123007297516,0.27667245268821716,0.27068960666656494,0.2352299690246582,0.14396025240421295
viewership,0.23857662081718445,0.0678776204586029,0.2360859364271164,0.3254510760307312,0.19149217009544373,0.20101387798786163,0.30348849296569824,0.35839420557022095,0.23857662081718445,0.30921506881713867,0.5089206695556641,0.23784568905830383
behind,0.3174246549606323,0.061664484441280365,0.27367478609085083,0.1312233805656433,0.2652738690376282,0.9999999403953552,0.1959938108921051,0.12354302406311035,0.3174246549606323,0.38928431272506714,0.11307032406330109,0.19274599850177765
long-dominant,0.3459166884422302,0.19451065361499786,0.32860997319221497,0.1827629953622818,0.17030052840709686,0.26284152269363403,0.24157574772834778,0.19933828711509705,0.3459166884422302,0.4331076145172119,0.2441542148590088,0.134700745344162
cbs,0.17584392428398132,0.14040523767471313,0.18569420278072357,0.7415741682052612,0.14538630843162537,0.151946559548378,0.1950361132621765,0.4702880382537842,0.17584392428398132,0.2283918708562851,0.3393882215023041,0.14594407379627228
.,0.5591574311256409,0.23303525149822235,0.6812511086463928,0.23586274683475494,0.26350095868110657,0.24024903774261475,0.3567904531955719,0.23909442126750946,0.5591574311256409,0.5934505462646484,0.2822798490524292,0.4130953550338745
