,which,member,of,parliament,explained,how,the,museum,would,preserve,the,collection,and,keep,it,available,to,the,public,?
care,0.2031434029340744,0.11475734412670135,0.20533065497875214,0.14011992514133453,0.1962645798921585,0.3198530375957489,0.1663842648267746,0.10656094551086426,0.2982957363128662,0.17992739379405975,0.1663842648267746,0.12449389696121216,0.32680341601371765,0.23461027443408966,0.2162565290927887,0.20807605981826782,0.27786314487457275,0.1663842648267746,0.23868843913078308,0.24279968440532684
for,0.44095608592033386,0.2718653976917267,0.4185989499092102,0.23382046818733215,0.32101553678512573,0.3308170735836029,0.4739971458911896,0.15718214213848114,0.39877474308013916,0.27091488242149353,0.4739971458911896,0.22454001009464264,0.5064792633056641,0.2518472671508789,0.32171204686164856,0.3672940731048584,0.4451248347759247,0.4739971458911896,0.3092794418334961,0.264628142118454
the,0.6521818041801453,0.2806392312049866,0.733189046382904,0.26521381735801697,0.2738569974899292,0.33890387415885925,1.0,0.24861779808998108,0.4133751392364502,0.2541806697845459,1.0,0.25281965732574463,0.5171257257461548,0.22379513084888458,0.6251175999641418,0.26723232865333557,0.535392165184021,1.0,0.22857438027858734,0.22068053483963013
collection,0.30199134349823,0.15137602388858795,0.2915455996990204,0.20520462095737457,0.20283660292625427,0.11592676490545273,0.25281965732574463,0.4441815912723541,0.10993105918169022,0.25388839840888977,0.25281965732574463,0.9999998807907104,0.2379438579082489,0.15258197486400604,0.21974997222423553,0.3141503930091858,0.15417452156543732,0.25281965732574463,0.2861367166042328,0.20069393515586853
and,0.506277859210968,0.28606608510017395,0.5116966962814331,0.26227831840515137,0.2517392039299011,0.33647966384887695,0.5171257257461548,0.21554097533226013,0.34921059012413025,0.22660569846630096,0.5171257257461548,0.2379438579082489,1.0,0.2533072531223297,0.40957894921302795,0.24201975762844086,0.48971283435821533,0.5171257257461548,0.3227643668651581,0.20544172823429108
keep,0.2142772376537323,0.06585679203271866,0.16512422263622284,0.11960956454277039,0.2689296305179596,0.2636590301990509,0.22379513084888458,0.10901112854480743,0.36881348490715027,0.302170991897583,0.22379513084888458,0.15258197486400604,0.2533072531223297,0.9999998807907104,0.23222477734088898,0.26537543535232544,0.31550586223602295,0.22379513084888458,0.16844725608825684,0.2537146508693695
it,0.616637647151947,0.14092883467674255,0.38761502504348755,0.22944188117980957,0.224326953291893,0.36714982986450195,0.6251175999641418,0.18497297167778015,0.36398744583129883,0.2748822271823883,0.6251175999641418,0.21974997222423553,0.40957894921302795,0.23222477734088898,0.9999999403953552,0.26048925518989563,0.513711154460907,0.6251175999641418,0.2047269344329834,0.25732165575027466
available,0.2679377496242523,0.09729792177677155,0.2416580766439438,0.11094525456428528,0.22767674922943115,0.2581886649131775,0.26723232865333557,0.1268225908279419,0.3103061616420746,0.1892147809267044,0.26723232865333557,0.3141503930091858,0.24201975762844086,0.26537543535232544,0.26048925518989563,1.0000001192092896,0.2394571453332901,0.26723232865333557,0.320629745721817,0.2501629889011383
to,0.5345056653022766,0.19456195831298828,0.41548454761505127,0.20290622115135193,0.2741650342941284,0.44169697165489197,0.535392165184021,0.1640389859676361,0.5965728163719177,0.29399949312210083,0.535392165184021,0.15417452156543732,0.48971283435821533,0.31550586223602295,0.513711154460907,0.2394571453332901,1.0,0.535392165184021,0.2672370672225952,0.29463258385658264
the,0.6521818041801453,0.2806392312049866,0.733189046382904,0.26521381735801697,0.2738569974899292,0.33890387415885925,1.0,0.24861779808998108,0.4133751392364502,0.2541806697845459,1.0,0.25281965732574463,0.5171257257461548,0.22379513084888458,0.6251175999641418,0.26723232865333557,0.535392165184021,1.0,0.22857438027858734,0.22068053483963013
public,0.2544276714324951,0.200414776802063,0.2391265481710434,0.26356351375579834,0.1613570600748062,0.15624697506427765,0.22857438027858734,0.27653977274894714,0.2115112692117691,0.24446280300617218,0.22857438027858734,0.2861367166042328,0.3227643668651581,0.16844725608825684,0.2047269344329834,0.320629745721817,0.2672370672225952,0.22857438027858734,1.0000001192092896,0.19872993230819702
",",0.3658004403114319,0.25757819414138794,0.4946078956127167,0.25442883372306824,0.26507580280303955,0.22659391164779663,0.4933079481124878,0.20741747319698334,0.32586824893951416,0.1484125256538391,0.4933079481124878,0.2277175933122635,0.6633074283599854,0.29710182547569275,0.48329564929008484,0.2614012062549591,0.44245919585227966,0.4933079481124878,0.2588968276977539,0.31091248989105225
with,0.46403205394744873,0.1763933300971985,0.41827285289764404,0.14422082901000977,0.30434560775756836,0.3525622487068176,0.4223487675189972,0.08185859024524689,0.38372042775154114,0.20292514562606812,0.4223487675189972,0.16466663777828217,0.5477725267410278,0.2506358027458191,0.3369046747684479,0.23752564191818237,0.4239959120750427,0.4223487675189972,0.17061910033226013,0.2433311939239502
items,0.33137381076812744,0.03908791393041611,0.21522082388401031,0.11802729219198227,0.21323780715465546,0.25054052472114563,0.23580949008464813,0.22843439877033234,0.29157981276512146,0.24440591037273407,0.23580949008464813,0.38827261328697205,0.2645854949951172,0.27584946155548096,0.2588444650173187,0.32015323638916016,0.3191612660884857,0.23580949008464813,0.18803909420967102,0.19807128608226776
being,0.4268448054790497,0.24352066218852997,0.34885138273239136,0.17365151643753052,0.290270060300827,0.33768191933631897,0.419739305973053,0.10108008235692978,0.41456547379493713,0.22063620388507843,0.419739305973053,0.16773810982704163,0.4286794066429138,0.2662491798400879,0.3926103413105011,0.2136567234992981,0.4514104127883911,0.419739305973053,0.26446470618247986,0.26743772625923157
redistributed,0.35201966762542725,0.16321803629398346,0.2817199230194092,0.18041065335273743,0.28686076402664185,0.2361309677362442,0.30601388216018677,0.0732896625995636,0.2792767286300659,0.19414758682250977,0.30601388216018677,0.2937321662902832,0.26657840609550476,0.12258094549179077,0.28887349367141724,0.3396833837032318,0.25183022022247314,0.30601388216018677,0.20288607478141785,0.09613082557916641
to,0.5345056653022766,0.19456195831298828,0.41548454761505127,0.20290622115135193,0.2741650342941284,0.44169697165489197,0.535392165184021,0.1640389859676361,0.5965728163719177,0.29399949312210083,0.535392165184021,0.15417452156543732,0.48971283435821533,0.31550586223602295,0.513711154460907,0.2394571453332901,1.0,0.535392165184021,0.2672370672225952,0.29463258385658264
the,0.6521818041801453,0.2806392312049866,0.733189046382904,0.26521381735801697,0.2738569974899292,0.33890387415885925,1.0,0.24861779808998108,0.4133751392364502,0.2541806697845459,1.0,0.25281965732574463,0.5171257257461548,0.22379513084888458,0.6251175999641418,0.26723232865333557,0.535392165184021,1.0,0.22857438027858734,0.22068053483963013
british,0.2002234309911728,0.20028749108314514,0.23701532185077667,0.2798250913619995,0.17821291089057922,0.17564475536346436,0.28973397612571716,0.1519032120704651,0.22893008589744568,0.1382608711719513,0.28973397612571716,0.15021207928657532,0.325880765914917,0.1315625160932541,0.18971234560012817,0.17783206701278687,0.22690963745117188,0.28973397612571716,0.2240295261144638,0.09711728990077972
galleries,0.28423401713371277,0.12167991697788239,0.24172402918338776,0.2874400019645691,0.13360461592674255,0.1707666516304016,0.27603694796562195,0.54404217004776,0.20091168582439423,0.28257080912590027,0.27603694796562195,0.44320929050445557,0.3095110058784485,0.1920580416917801,0.19271650910377502,0.2542930245399475,0.2089657187461853,0.27603694796562195,0.314632773399353,0.1957392692565918
",",0.3658004403114319,0.25757819414138794,0.4946078956127167,0.25442883372306824,0.26507580280303955,0.22659391164779663,0.4933079481124878,0.20741747319698334,0.32586824893951416,0.1484125256538391,0.4933079481124878,0.2277175933122635,0.6633074283599854,0.29710182547569275,0.48329564929008484,0.2614012062549591,0.44245919585227966,0.4933079481124878,0.2588968276977539,0.31091248989105225
the,0.6521818041801453,0.2806392312049866,0.733189046382904,0.26521381735801697,0.2738569974899292,0.33890387415885925,1.0,0.24861779808998108,0.4133751392364502,0.2541806697845459,1.0,0.25281965732574463,0.5171257257461548,0.22379513084888458,0.6251175999641418,0.26723232865333557,0.535392165184021,1.0,0.22857438027858734,0.22068053483963013
medieval,0.26363545656204224,0.08731522411108017,0.31686919927597046,0.24182620644569397,0.11006711423397064,0.14603546261787415,0.28617456555366516,0.14943410456180573,0.1074804738163948,0.16702239215373993,0.28617456555366516,0.2224784940481186,0.2673880457878113,0.09579156339168549,0.23296499252319336,0.15551701188087463,0.1536858230829239,0.28617456555366516,0.10956785082817078,0.15571735799312592
&,0.16294614970684052,0.1592518538236618,0.19900451600551605,0.125053271651268,0.1561422497034073,0.1377509981393814,0.14992168545722961,0.18110838532447815,0.08418537676334381,0.12067191302776337,0.14992168545722961,0.18749947845935822,0.34093084931373596,0.01841212995350361,0.08886928111314774,0.13524509966373444,0.1254875510931015,0.14992168545722961,0.10552787780761719,0.12596383690834045
renaissance,0.1855861097574234,0.16963160037994385,0.21895526349544525,0.18130679428577423,0.16780483722686768,0.18407687544822693,0.2050212025642395,0.2021889090538025,0.16433864831924438,0.1254938393831253,0.2050212025642395,0.23197145760059357,0.25317543745040894,0.11108600348234177,0.20775486528873444,0.10944603383541107,0.17294242978096008,0.2050212025642395,0.1873873770236969,0.12260647863149643
galleries,0.28423401713371277,0.12167991697788239,0.24172402918338776,0.2874400019645691,0.13360461592674255,0.1707666516304016,0.27603694796562195,0.54404217004776,0.20091168582439423,0.28257080912590027,0.27603694796562195,0.44320929050445557,0.3095110058784485,0.1920580416917801,0.19271650910377502,0.2542930245399475,0.2089657187461853,0.27603694796562195,0.314632773399353,0.1957392692565918
",",0.3658004403114319,0.25757819414138794,0.4946078956127167,0.25442883372306824,0.26507580280303955,0.22659391164779663,0.4933079481124878,0.20741747319698334,0.32586824893951416,0.1484125256538391,0.4933079481124878,0.2277175933122635,0.6633074283599854,0.29710182547569275,0.48329564929008484,0.2614012062549591,0.44245919585227966,0.4933079481124878,0.2588968276977539,0.31091248989105225
and,0.506277859210968,0.28606608510017395,0.5116966962814331,0.26227831840515137,0.2517392039299011,0.33647966384887695,0.5171257257461548,0.21554097533226013,0.34921059012413025,0.22660569846630096,0.5171257257461548,0.2379438579082489,1.0,0.2533072531223297,0.40957894921302795,0.24201975762844086,0.48971283435821533,0.5171257257461548,0.3227643668651581,0.20544172823429108
the,0.6521818041801453,0.2806392312049866,0.733189046382904,0.26521381735801697,0.2738569974899292,0.33890387415885925,1.0,0.24861779808998108,0.4133751392364502,0.2541806697845459,1.0,0.25281965732574463,0.5171257257461548,0.22379513084888458,0.6251175999641418,0.26723232865333557,0.535392165184021,1.0,0.22857438027858734,0.22068053483963013
planned,0.22419503331184387,0.14546354115009308,0.2487981617450714,0.17837025225162506,0.23038870096206665,0.16940928995609283,0.3010992109775543,0.1772284358739853,0.3900475800037384,0.1366790384054184,0.3010992109775543,0.08526447415351868,0.28036394715309143,0.1631903350353241,0.23548643290996552,0.24067877233028412,0.309917151927948,0.3010992109775543,0.23809589445590973,0.16188396513462067
new,0.33739399909973145,0.16893768310546875,0.343457967042923,0.17184364795684814,0.18828198313713074,0.20832711458206177,0.3845241069793701,0.14840424060821533,0.30488598346710205,0.10849996656179428,0.3845241069793701,0.18632188439369202,0.31402453780174255,0.15858489274978638,0.23156195878982544,0.20730333030223846,0.33159172534942627,0.3845241069793701,0.1667426973581314,0.14782847464084625
galleries,0.28423401713371277,0.12167991697788239,0.24172402918338776,0.2874400019645691,0.13360461592674255,0.1707666516304016,0.27603694796562195,0.54404217004776,0.20091168582439423,0.28257080912590027,0.27603694796562195,0.44320929050445557,0.3095110058784485,0.1920580416917801,0.19271650910377502,0.2542930245399475,0.2089657187461853,0.27603694796562195,0.314632773399353,0.1957392692565918
for,0.44095608592033386,0.2718653976917267,0.4185989499092102,0.23382046818733215,0.32101553678512573,0.3308170735836029,0.4739971458911896,0.15718214213848114,0.39877474308013916,0.27091488242149353,0.4739971458911896,0.22454001009464264,0.5064792633056641,0.2518472671508789,0.32171204686164856,0.3672940731048584,0.4451248347759247,0.4739971458911896,0.3092794418334961,0.264628142118454
furniture,0.2323695719242096,0.12010457366704941,0.22592581808567047,0.24319827556610107,0.14772678911685944,0.19980201125144958,0.19680102169513702,0.21772366762161255,0.19916938245296478,0.21437585353851318,0.19680102169513702,0.2719252407550812,0.2639084458351135,0.23110590875148773,0.21622256934642792,0.2429894655942917,0.22684277594089508,0.19680102169513702,0.2418622523546219,0.2056051790714264
and,0.506277859210968,0.28606608510017395,0.5116966962814331,0.26227831840515137,0.2517392039299011,0.33647966384887695,0.5171257257461548,0.21554097533226013,0.34921059012413025,0.22660569846630096,0.5171257257461548,0.2379438579082489,1.0,0.2533072531223297,0.40957894921302795,0.24201975762844086,0.48971283435821533,0.5171257257461548,0.3227643668651581,0.20544172823429108
europe,0.23978596925735474,0.16866810619831085,0.29299741983413696,0.2105439305305481,0.12521544098854065,0.1606675088405609,0.34463706612586975,0.11224167793989182,0.21397703886032104,0.12515661120414734,0.34463706612586975,0.15164971351623535,0.3463572859764099,0.17231009900569916,0.2849960923194885,0.2687285244464874,0.24889446794986725,0.34463706612586975,0.1653873473405838,0.18278923630714417
1600–1800,0.03604291006922722,0.02269338071346283,0.12538248300552368,0.19193008542060852,-0.04639044031500816,0.07574620842933655,0.09531836211681366,0.2003897726535797,0.013018098659813404,0.07037001103162766,0.09531836211681366,0.06320220232009888,0.06174344941973686,-0.016141977161169052,0.03290698304772377,0.029827935621142387,0.019155321642756462,0.09531836211681366,0.12590400874614716,0.06071998551487923
",",0.3658004403114319,0.25757819414138794,0.4946078956127167,0.25442883372306824,0.26507580280303955,0.22659391164779663,0.4933079481124878,0.20741747319698334,0.32586824893951416,0.1484125256538391,0.4933079481124878,0.2277175933122635,0.6633074283599854,0.29710182547569275,0.48329564929008484,0.2614012062549591,0.44245919585227966,0.4933079481124878,0.2588968276977539,0.31091248989105225
and,0.506277859210968,0.28606608510017395,0.5116966962814331,0.26227831840515137,0.2517392039299011,0.33647966384887695,0.5171257257461548,0.21554097533226013,0.34921059012413025,0.22660569846630096,0.5171257257461548,0.2379438579082489,1.0,0.2533072531223297,0.40957894921302795,0.24201975762844086,0.48971283435821533,0.5171257257461548,0.3227643668651581,0.20544172823429108
that,0.6894589066505432,0.17725452780723572,0.41498205065727234,0.17629513144493103,0.4389038383960724,0.557814359664917,0.5473989248275757,0.1994490772485733,0.5895259380340576,0.2798400819301605,0.5473989248275757,0.22439968585968018,0.4731321930885315,0.45155078172683716,0.5921133160591125,0.2840282618999481,0.5436353087425232,0.5473989248275757,0.2622828185558319,0.32716336846351624
the,0.6521818041801453,0.2806392312049866,0.733189046382904,0.26521381735801697,0.2738569974899292,0.33890387415885925,1.0,0.24861779808998108,0.4133751392364502,0.2541806697845459,1.0,0.25281965732574463,0.5171257257461548,0.22379513084888458,0.6251175999641418,0.26723232865333557,0.535392165184021,1.0,0.22857438027858734,0.22068053483963013
horniman,0.1399003565311432,0.24789294600486755,0.2396623194217682,0.21485070884227753,0.16252371668815613,0.14034993946552277,0.2511445879936218,0.21069945394992828,0.13290201127529144,0.12693968415260315,0.2511445879936218,0.2569565176963806,0.30135101079940796,0.13680414855480194,0.14990924298763275,0.09834016859531403,0.14412513375282288,0.2511445879936218,0.11688009649515152,0.16307298839092255
museum,0.22731433808803558,0.11785271763801575,0.23314370214939117,0.20607618987560272,0.1002698540687561,0.08534817397594452,0.24861779808998108,1.0000001192092896,0.09068617969751358,0.28501155972480774,0.24861779808998108,0.4441815912723541,0.21554097533226013,0.10901112854480743,0.18497297167778015,0.1268225908279419,0.1640389859676361,0.24861779808998108,0.27653977274894714,0.14128351211547852
and,0.506277859210968,0.28606608510017395,0.5116966962814331,0.26227831840515137,0.2517392039299011,0.33647966384887695,0.5171257257461548,0.21554097533226013,0.34921059012413025,0.22660569846630096,0.5171257257461548,0.2379438579082489,1.0,0.2533072531223297,0.40957894921302795,0.24201975762844086,0.48971283435821533,0.5171257257461548,0.3227643668651581,0.20544172823429108
other,0.50507652759552,0.15854816138744354,0.38583824038505554,0.14233070611953735,0.24691329896450043,0.3591516315937042,0.44152235984802246,0.13978137075901031,0.37565508484840393,0.18376348912715912,0.44152235984802246,0.2705381214618683,0.5504306554794312,0.41487938165664673,0.36282607913017273,0.3339622914791107,0.4193183183670044,0.44152235984802246,0.23259668052196503,0.24682199954986572
institutions,0.3250819742679596,0.20012737810611725,0.3371490240097046,0.34400415420532227,0.1740669161081314,0.2266826033592224,0.2776423394680023,0.3129362463951111,0.222817525267601,0.23202022910118103,0.2776423394680023,0.24041153490543365,0.2943127751350403,0.20817668735980988,0.19739089906215668,0.24226869642734528,0.21708254516124725,0.2776423394680023,0.3988390564918518,0.19119486212730408
were,0.2807837128639221,0.1471366137266159,0.34038281440734863,0.13656416535377502,0.24850578606128693,0.2082374095916748,0.3906462490558624,0.16107067465782166,0.37426912784576416,0.18071353435516357,0.3906462490558624,0.22638525068759918,0.42175528407096863,0.2543780207633972,0.25487732887268066,0.20631881058216095,0.31913647055625916,0.3906462490558624,0.16988693177700043,0.17890112102031708
possible,0.3714272081851959,0.07300074398517609,0.3314395844936371,0.11521725356578827,0.315487802028656,0.3728843033313751,0.32701125741004944,0.0738309696316719,0.4802806079387665,0.26173126697540283,0.32701125741004944,0.1410691887140274,0.29339438676834106,0.3396238088607788,0.3402087390422821,0.3962860703468323,0.4506641626358032,0.32701125741004944,0.25157129764556885,0.3059970438480377
candidates,0.19087906181812286,0.3007970154285431,0.2392524778842926,0.3388848602771759,0.18333905935287476,0.21534323692321777,0.2590187191963196,0.11713659018278122,0.35423481464385986,0.09301935881376266,0.2590187191963196,0.18313133716583252,0.2229602187871933,0.16208688914775848,0.20246820151805878,0.21512065827846527,0.26112937927246094,0.2590187191963196,0.18350261449813843,0.2568073272705078
for,0.44095608592033386,0.2718653976917267,0.4185989499092102,0.23382046818733215,0.32101553678512573,0.3308170735836029,0.4739971458911896,0.15718214213848114,0.39877474308013916,0.27091488242149353,0.4739971458911896,0.22454001009464264,0.5064792633056641,0.2518472671508789,0.32171204686164856,0.3672940731048584,0.4451248347759247,0.4739971458911896,0.3092794418334961,0.264628142118454
loans,0.2518361210823059,0.1062004566192627,0.20269882678985596,0.25013190507888794,0.11482284218072891,0.1786792278289795,0.2122887223958969,0.18690131604671478,0.2358260303735733,0.17206710577011108,0.2122887223958969,0.23343543708324432,0.2448335736989975,0.1394226998090744,0.21327875554561615,0.2309698611497879,0.2571730613708496,0.2122887223958969,0.2756558656692505,0.17645451426506042
of,0.5011631846427917,0.2701796889305115,1.0,0.2885259687900543,0.24962453544139862,0.2480744868516922,0.733189046382904,0.23314370214939117,0.3353942930698395,0.2157810926437378,0.733189046382904,0.2915455996990204,0.5116966962814331,0.16512422263622284,0.38761502504348755,0.2416580766439438,0.41548454761505127,0.733189046382904,0.2391265481710434,0.1826142966747284
material,0.3947785794734955,0.09441760182380676,0.27520954608917236,0.1615738719701767,0.26635730266571045,0.2608981430530548,0.26762521266937256,0.12383314222097397,0.28869330883026123,0.2826792597770691,0.26762521266937256,0.30830851197242737,0.2923409640789032,0.2721751928329468,0.3145681917667389,0.31883445382118225,0.29219651222229004,0.26762521266937256,0.24189871549606323,0.18117131292819977
to,0.5345056653022766,0.19456195831298828,0.41548454761505127,0.20290622115135193,0.2741650342941284,0.44169697165489197,0.535392165184021,0.1640389859676361,0.5965728163719177,0.29399949312210083,0.535392165184021,0.15417452156543732,0.48971283435821533,0.31550586223602295,0.513711154460907,0.2394571453332901,1.0,0.535392165184021,0.2672370672225952,0.29463258385658264
ensure,0.28718745708465576,0.1099722608923912,0.20923924446105957,0.1449764221906662,0.32241564989089966,0.39007568359375,0.2955571711063385,0.054673269391059875,0.38206934928894043,0.3859908878803253,0.2955571711063385,0.10990436375141144,0.2938583791255951,0.36952826380729675,0.22934292256832123,0.3469668924808502,0.3696618974208832,0.2955571711063385,0.22240570187568665,0.24192948639392853
that,0.6894589066505432,0.17725452780723572,0.41498205065727234,0.17629513144493103,0.4389038383960724,0.557814359664917,0.5473989248275757,0.1994490772485733,0.5895259380340576,0.2798400819301605,0.5473989248275757,0.22439968585968018,0.4731321930885315,0.45155078172683716,0.5921133160591125,0.2840282618999481,0.5436353087425232,0.5473989248275757,0.2622828185558319,0.32716336846351624
the,0.6521818041801453,0.2806392312049866,0.733189046382904,0.26521381735801697,0.2738569974899292,0.33890387415885925,1.0,0.24861779808998108,0.4133751392364502,0.2541806697845459,1.0,0.25281965732574463,0.5171257257461548,0.22379513084888458,0.6251175999641418,0.26723232865333557,0.535392165184021,1.0,0.22857438027858734,0.22068053483963013
instruments,0.32048147916793823,0.171612948179245,0.24177105724811554,0.13558191061019897,0.18074634671211243,0.2526197135448456,0.21890103816986084,0.13710464537143707,0.24681834876537323,0.1764880269765854,0.21890103816986084,0.22531633079051971,0.29311448335647583,0.1614704579114914,0.22173167765140533,0.16398002207279205,0.2603708803653717,0.21890103816986084,0.18312925100326538,0.14437328279018402
remained,0.22100548446178436,0.16025212407112122,0.35287612676620483,0.18747463822364807,0.2813256084918976,0.09373094886541367,0.3492392301559448,0.18730172514915466,0.31162282824516296,0.1959848701953888,0.3492392301559448,0.16053706407546997,0.2777479588985443,0.2125939577817917,0.21020890772342682,0.17526236176490784,0.22385163605213165,0.3492392301559448,0.18500077724456787,0.08263323456048965
publicly,0.23447149991989136,0.1988115906715393,0.17506715655326843,0.19417141377925873,0.20735017955303192,0.23219656944274902,0.2108452022075653,0.14187023043632507,0.31610652804374695,0.18765296041965485,0.2108452022075653,0.2472040355205536,0.22679471969604492,0.14577610790729523,0.20955444872379303,0.2756962776184082,0.29973188042640686,0.2108452022075653,0.5424575805664062,0.24073180556297302
viewable,0.3401278555393219,0.06737149506807327,0.23482941091060638,0.19524900615215302,0.26077157258987427,0.30192020535469055,0.2530614137649536,0.10759343206882477,0.34651491045951843,0.25242629647254944,0.2530614137649536,0.3102172911167145,0.24837705492973328,0.3126668632030487,0.30470481514930725,0.5225832462310791,0.3380206227302551,0.2530614137649536,0.3106885254383087,0.29316142201423645
.,0.45942068099975586,0.19907453656196594,0.5352458953857422,0.23747818171977997,0.24758407473564148,0.3287222981452942,0.5934505462646484,0.19497929513454437,0.35067233443260193,0.18802966177463531,0.5934505462646484,0.2516246736049652,0.588965117931366,0.24156734347343445,0.5593622326850891,0.3383464217185974,0.4645031690597534,0.5934505462646484,0.21888655424118042,0.4130953550338745
