,what,television,show,for,abc,was,an,adaptation,of,the,1947,film,wyoming,kid,?
),0.26259949803352356,0.27724143862724304,0.22110877931118011,0.3639558255672455,0.18381085991859436,0.3267642855644226,0.2873353958129883,0.14674295485019684,0.3680361211299896,0.3456730246543884,0.14924922585487366,0.24370460212230682,0.19117684662342072,0.22572049498558044,0.42300865054130554
;,0.10986888408660889,-0.018809376284480095,0.04267780855298042,0.0293948445469141,-0.0012340332614257932,0.0754367932677269,-0.0424368716776371,-0.018103158101439476,0.054534342139959335,0.09152708947658539,0.09770539402961731,-0.004339606035500765,0.051738765090703964,0.10205549746751785,0.10349778085947037
sugarfoot,0.29650869965553284,0.23268535733222961,0.24023015797138214,0.2484302818775177,0.21947331726551056,0.2953489124774933,0.18118411302566528,0.2354479879140854,0.3168431222438812,0.35702112317085266,0.28581809997558594,0.19433341920375824,0.3036097288131714,0.33837392926216125,0.2517614960670471
(,0.2411840260028839,0.27449095249176025,0.21963447332382202,0.3357032239437103,0.183883935213089,0.2980341613292694,0.286407470703125,0.17352277040481567,0.35032153129577637,0.33289089798927307,0.1315596103668213,0.22846083343029022,0.19958548247814178,0.20712929964065552,0.40561532974243164
a,0.3320399522781372,0.22552843391895294,0.24886544048786163,0.44038116931915283,0.21331243216991425,0.4508470594882965,0.44552403688430786,0.20043177902698517,0.5052502155303955,0.5829201340675354,0.13711807131767273,0.19172197580337524,0.23913544416427612,0.2345714569091797,0.23916715383529663
remake,0.19082246720790863,0.3689233362674713,0.21689771115779877,0.11671271920204163,0.25848960876464844,0.28471049666404724,0.13682451844215393,0.30262547731399536,0.15939995646476746,0.24091660976409912,0.0639626681804657,0.4003164768218994,0.15059000253677368,0.29883646965026855,0.17784759402275085
of,0.33290785551071167,0.21995750069618225,0.21383242309093475,0.4185989499092102,0.14607268571853638,0.4069072902202606,0.32280945777893066,0.14920257031917572,1.0,0.733189046382904,0.20373398065567017,0.22166931629180908,0.23376528918743134,0.1273588091135025,0.1826142966747284
the,0.42745697498321533,0.24569597840309143,0.319829523563385,0.4739971458911896,0.2068762183189392,0.48711544275283813,0.4207492768764496,0.2371719926595688,0.733189046382904,1.0,0.25957298278808594,0.2824619710445404,0.25937825441360474,0.1682891696691513,0.22068053483963013
1954,-0.028202006593346596,0.08877259492874146,-0.011566163040697575,0.0640338808298111,0.01942364126443863,7.787912909407169e-05,-0.02912885881960392,-0.055888667702674866,0.040509894490242004,0.05573182925581932,0.06441537290811539,-0.029031645506620407,-0.021933872252702713,0.06575536727905273,-0.028866952285170555
film,0.17437689006328583,0.39371010661125183,0.20821957290172577,0.24293163418769836,0.19744548201560974,0.25235438346862793,0.19123156368732452,0.34397342801094055,0.22166931629180908,0.2824619710445404,0.009500068612396717,0.9999999403953552,0.17064140737056732,0.2593059241771698,0.16369038820266724
the,0.42745697498321533,0.24569597840309143,0.319829523563385,0.4739971458911896,0.2068762183189392,0.48711544275283813,0.4207492768764496,0.2371719926595688,0.733189046382904,1.0,0.25957298278808594,0.2824619710445404,0.25937825441360474,0.1682891696691513,0.22068053483963013
boy,0.2377057820558548,0.23078550398349762,0.24759626388549805,0.14056088030338287,0.20114336907863617,0.2472873330116272,0.16450515389442444,0.1598907858133316,0.16048085689544678,0.21782036125659943,0.0001410917757311836,0.16979821026325226,0.08123186230659485,0.29251402616500854,0.1530727595090866
from,0.2737620174884796,0.19486135244369507,0.2004580795764923,0.314039945602417,0.12159302085638046,0.31171464920043945,0.20876385271549225,0.14143747091293335,0.4249346852302551,0.40150508284568787,0.19847750663757324,0.17437699437141418,0.1668284833431244,0.14715473353862762,0.19969791173934937
oklahoma,0.16219964623451233,0.18350207805633545,0.2006692886352539,0.20359908044338226,0.2049959897994995,0.21668951213359833,0.16542580723762512,0.21693375706672668,0.18418718874454498,0.20388591289520264,0.09647751599550247,0.11365672200918198,0.5540342926979065,0.1684701293706894,0.17251837253570557
),0.26259949803352356,0.27724143862724304,0.22110877931118011,0.3639558255672455,0.18381085991859436,0.3267642855644226,0.2873353958129883,0.14674295485019684,0.3680361211299896,0.3456730246543884,0.14924922585487366,0.24370460212230682,0.19117684662342072,0.22572049498558044,0.42300865054130554
;,0.10986888408660889,-0.018809376284480095,0.04267780855298042,0.0293948445469141,-0.0012340332614257932,0.0754367932677269,-0.0424368716776371,-0.018103158101439476,0.054534342139959335,0.09152708947658539,0.09770539402961731,-0.004339606035500765,0.051738765090703964,0.10205549746751785,0.10349778085947037
and,0.31309178471565247,0.29514092206954956,0.3455478549003601,0.5064792633056641,0.16453155875205994,0.3740963041782379,0.2838519215583801,0.21907475590705872,0.5116966962814331,0.5171257257461548,0.24638228118419647,0.23832054436206818,0.23750071227550507,0.22708600759506226,0.20544172823429108
maverick,0.19769038259983063,0.30174487829208374,0.2895581126213074,0.3006379008293152,0.30501484870910645,0.295791357755661,0.22896002233028412,0.21802611649036407,0.2010183334350586,0.30924922227859497,0.03127752244472504,0.261861115694046,0.27635493874549866,0.308521568775177,0.19297784566879272
.,0.3567904531955719,0.2806251645088196,0.3016606271266937,0.4726039469242096,0.2567209303379059,0.40146201848983765,0.3581749200820923,0.2024645209312439,0.5352458953857422,0.5934505462646484,0.20950967073440552,0.22823183238506317,0.24112027883529663,0.24051766097545624,0.4130953550338745
