,which,series,version,had,a,negative,reception,from,some,doctor,who,viewers,?
gold,0.2007036805152893,0.15606050193309784,0.14353325963020325,0.18882788717746735,0.22218312323093414,0.08996589481830597,0.1069776639342308,0.18462617695331573,0.1448380947113037,0.14219869673252106,0.11612684279680252,0.1324273943901062,0.11542754620313644
",",0.3658004403114319,0.24060699343681335,0.2078275829553604,0.35487717390060425,0.427140474319458,0.18075795471668243,0.25582873821258545,0.39760664105415344,0.42400437593460083,0.20407600700855255,0.3365725874900818,0.18595917522907257,0.31091248989105225
was,0.2830964922904968,0.2261398285627365,0.297456830739975,0.5927209258079529,0.4508470594882965,0.13354144990444183,0.220537930727005,0.31171464920043945,0.21528802812099457,0.19672659039497375,0.3318818509578705,0.1538165658712387,0.18412111699581146
introduced,0.27052173018455505,0.22022710740566254,0.2997073829174042,0.270118772983551,0.2573881149291992,0.12377014011144638,0.18817749619483948,0.1545238345861435,0.2599789798259735,0.10804295539855957,0.18349657952785492,0.12007344514131546,0.16386865079402924
in,0.4840516746044159,0.2914260923862457,0.19599339365959167,0.385026752948761,0.539380669593811,0.17476117610931396,0.2322438657283783,0.4274188280105591,0.4010399878025055,0.25567495822906494,0.2792111933231354,0.15653292834758759,0.20430970191955566
the,0.6521818041801453,0.31376904249191284,0.27268242835998535,0.3875846862792969,0.5829201340675354,0.1981879472732544,0.27069389820098877,0.40150508284568787,0.4566698372364044,0.2820442318916321,0.3733934462070465,0.24207380414009094,0.22068053483963013
2007,-0.07080759108066559,-0.07742132991552353,-0.05645490437746048,-0.3019011318683624,-0.06548836827278137,0.009293771348893642,-0.10047858208417892,-0.13366085290908813,-0.12801440060138702,-0.010231979191303253,-0.29352980852127075,-0.08965519070625305,-0.1664225310087204
christmas,0.19800183176994324,0.18122392892837524,0.235663041472435,0.18133480846881866,0.18815474212169647,0.1297791749238968,0.24952872097492218,0.15571251511573792,0.1964104324579239,0.1539488285779953,0.19243934750556946,0.21733276546001434,0.23817040026187897
special,0.3709421753883362,0.25486889481544495,0.13404907286167145,0.20414842665195465,0.31333932280540466,0.19274231791496277,0.20185428857803345,0.17036697268486023,0.3254354000091553,0.16843044757843018,0.21519862115383148,0.19009682536125183,0.29623302817344666
episode,0.23802484571933746,0.4687832295894623,0.26713085174560547,0.21882744133472443,0.211050882935524,0.14767663180828094,0.2137776017189026,0.18589910864830017,0.13328737020492554,0.2940889000892639,0.2015407234430313,0.4023419916629791,0.23978739976882935
",",0.3658004403114319,0.24060699343681335,0.2078275829553604,0.35487717390060425,0.427140474319458,0.18075795471668243,0.25582873821258545,0.39760664105415344,0.42400437593460083,0.20407600700855255,0.3365725874900818,0.18595917522907257,0.31091248989105225
``,0.05178012326359749,-0.08478077501058578,-0.078781358897686,0.0518546998500824,0.07272057235240936,0.15715719759464264,-0.018990661948919296,0.02677825279533863,0.06408426910638809,0.03718610852956772,0.02397952415049076,-0.031395092606544495,0.0685480609536171
voyage,0.1646152287721634,0.19137990474700928,0.15547238290309906,0.19209024310112,0.14384129643440247,0.10982834547758102,0.22221684455871582,0.18778516352176666,0.17405365407466888,0.24686606228351593,0.21563133597373962,0.19306446611881256,0.1303650438785553
of,0.5011631846427917,0.22268271446228027,0.14166875183582306,0.37755560874938965,0.5052502155303955,0.17049510776996613,0.20910748839378357,0.4249346852302551,0.4300730526447296,0.16895952820777893,0.2827862501144409,0.1391541063785553,0.1826142966747284
the,0.6521818041801453,0.31376904249191284,0.27268242835998535,0.3875846862792969,0.5829201340675354,0.1981879472732544,0.27069389820098877,0.40150508284568787,0.4566698372364044,0.2820442318916321,0.3733934462070465,0.24207380414009094,0.22068053483963013
damned,0.17597441375255585,0.2517116665840149,0.20015569031238556,0.2203899770975113,0.18566524982452393,0.14020785689353943,0.23530252277851105,0.08957323431968689,0.17329272627830505,0.24891455471515656,0.2506263554096222,0.2107478529214859,0.2031424641609192
'',-0.03332270681858063,-0.014226003549993038,0.06002119556069374,0.024004416540265083,0.04890415817499161,0.03989468887448311,0.022065185010433197,-0.011389154009521008,0.04253336414694786,0.06782495975494385,0.024401003494858742,-0.016816217452287674,0.018684765323996544
;,-0.01244901679456234,0.029867203906178474,0.016862615942955017,0.036781277507543564,-0.02122584730386734,0.16765688359737396,0.05145237594842911,0.07524215430021286,0.09988705068826675,0.03465403988957405,0.007937713526189327,0.05775880813598633,0.10349778085947037
gold,0.2007036805152893,0.15606050193309784,0.14353325963020325,0.18882788717746735,0.22218312323093414,0.08996589481830597,0.1069776639342308,0.18462617695331573,0.1448380947113037,0.14219869673252106,0.11612684279680252,0.1324273943901062,0.11542754620313644
returned,0.16953375935554504,0.2319052815437317,0.0922459065914154,0.4430961012840271,0.22562164068222046,0.09582983702421188,0.1531541347503662,0.25394386053085327,0.19914491474628448,0.2451178878545761,0.23187772929668427,0.1377638578414917,0.07695316523313522
as,0.41006597876548767,0.2641415596008301,0.26424798369407654,0.3393979072570801,0.39550232887268066,0.20187623798847198,0.25258901715278625,0.3251767158508301,0.4293700158596039,0.17422905564308167,0.3923053741455078,0.17778855562210083,0.27043893933296204
composer,0.12324099242687225,0.10887230187654495,0.15387427806854248,0.19665856659412384,0.1815209537744522,0.1055217757821083,0.12735913693904877,0.14219802618026733,0.1113719791173935,0.1990453451871872,0.21451207995414734,0.18602462112903595,0.17525890469551086
for,0.44095608592033386,0.2715710699558258,0.19780562818050385,0.3270139992237091,0.44038116931915283,0.21180248260498047,0.28480443358421326,0.314039945602417,0.4257155656814575,0.1556548923254013,0.37110671401023865,0.18976131081581116,0.264628142118454
the,0.6521818041801453,0.31376904249191284,0.27268242835998535,0.3875846862792969,0.5829201340675354,0.1981879472732544,0.27069389820098877,0.40150508284568787,0.4566698372364044,0.2820442318916321,0.3733934462070465,0.24207380414009094,0.22068053483963013
2010,0.18768779933452606,0.03148118034005165,0.05645950883626938,0.28968116641044617,0.18140065670013428,0.09698645770549774,0.08354368060827255,0.21823202073574066,0.34664449095726013,0.06750862300395966,0.30279624462127686,0.17157860100269318,0.21232788264751434
series,0.2484029233455658,1.0000001192092896,0.2539559602737427,0.17813511192798615,0.23966510593891144,0.14718647301197052,0.1851944774389267,0.20279763638973236,0.19828929007053375,0.2712797522544861,0.21484537422657013,0.3164702355861664,0.1709602326154709
.,0.45942068099975586,0.3121925890445709,0.2754054665565491,0.37348684668540955,0.50484299659729,0.22178860008716583,0.24029435217380524,0.41536515951156616,0.40663889050483704,0.22361043095588684,0.3541337847709656,0.28379327058792114,0.4130953550338745
