,britain,'s,support,of,france,in,which,war,led,to,rodin,donating,many,of,his,sculptures,to,the,v,&,a,?
",",0.26227492094039917,-0.0016132977325469255,0.2733234167098999,0.4946078956127167,0.28250643610954285,0.5201468467712402,0.3658004403114319,0.2671184241771698,0.22548827528953552,0.44245919585227966,0.20436488091945648,0.27265748381614685,0.40610817074775696,0.4946078956127167,0.3378419280052185,0.26061996817588806,0.44245919585227966,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
making,0.19964496791362762,0.043641600757837296,0.18060588836669922,0.3250596821308136,0.1694120317697525,0.280230849981308,0.38859307765960693,0.2169453650712967,0.23808059096336365,0.3740498423576355,0.13563117384910583,0.3195255696773529,0.3595695495605469,0.3250596821308136,0.27794650197029114,0.23538075387477875,0.3740498423576355,0.35185980796813965,0.13766321539878845,0.17952188849449158,0.3237393796443939,0.2539324164390564
it,0.24028480052947998,0.06608816236257553,0.2199798822402954,0.38761502504348755,0.2813328504562378,0.5130809545516968,0.616637647151947,0.28139346837997437,0.09852217882871628,0.513711154460907,0.17293275892734528,0.2492217719554901,0.39615920186042786,0.38761502504348755,0.2876833975315094,0.20337046682834625,0.513711154460907,0.6251175999641418,0.1784781813621521,0.08886928111314774,0.5452592968940735,0.25732165575027466
one,0.24012713134288788,0.06913424283266068,0.25752249360084534,0.4999135136604309,0.23014985024929047,0.4129433035850525,0.510688066482544,0.2536076605319977,0.2201184630393982,0.4025384783744812,0.19993633031845093,0.3109130263328552,0.4223630726337433,0.4999135136604309,0.3774510324001312,0.25424277782440186,0.4025384783744812,0.5514441132545471,0.1586812287569046,0.0723944678902626,0.4910551905632019,0.2673267424106598
of,0.28899943828582764,-0.03817026689648628,0.2307697981595993,1.0,0.3265724182128906,0.5696388483047485,0.5011631846427917,0.31680163741111755,0.32918456196784973,0.41548454761505127,0.2017039805650711,0.33144035935401917,0.37253960967063904,1.0,0.38364991545677185,0.2783608138561249,0.41548454761505127,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.1826142966747284
the,0.29784059524536133,-0.01540423184633255,0.22984638810157776,0.733189046382904,0.35517507791519165,0.6662389636039734,0.6521818041801453,0.366199791431427,0.3267505168914795,0.535392165184021,0.22058722376823425,0.32038500905036926,0.4335206151008606,0.733189046382904,0.4394008219242096,0.2478773295879364,0.535392165184021,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
largest,0.23456554114818573,-0.02050611935555935,0.14394189417362213,0.36650770902633667,0.16727149486541748,0.3017216920852661,0.29749369621276855,0.2268042266368866,0.1880723237991333,0.18687231838703156,0.05051018297672272,0.18755076825618744,0.23644231259822845,0.36650770902633667,0.09980954229831696,0.2374616414308548,0.18687231838703156,0.3757036626338959,0.06051240116357803,0.13004033267498016,0.24042341113090515,0.12401245534420013
collections,0.19876505434513092,0.006817140616476536,0.19156508147716522,0.3185039758682251,0.19880792498588562,0.2719179093837738,0.319350928068161,0.16912759840488434,0.1623523235321045,0.18565168976783752,0.3132130801677704,0.2973802089691162,0.3478132486343384,0.3185039758682251,0.24938185513019562,0.42484113574028015,0.18565168976783752,0.27174001932144165,0.09366906434297562,0.163213849067688,0.2494979351758957,0.1873358190059662
of,0.28899943828582764,-0.03817026689648628,0.2307697981595993,1.0,0.3265724182128906,0.5696388483047485,0.5011631846427917,0.31680163741111755,0.32918456196784973,0.41548454761505127,0.2017039805650711,0.33144035935401917,0.37253960967063904,1.0,0.38364991545677185,0.2783608138561249,0.41548454761505127,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.1826142966747284
the,0.29784059524536133,-0.01540423184633255,0.22984638810157776,0.733189046382904,0.35517507791519165,0.6662389636039734,0.6521818041801453,0.366199791431427,0.3267505168914795,0.535392165184021,0.22058722376823425,0.32038500905036926,0.4335206151008606,0.733189046382904,0.4394008219242096,0.2478773295879364,0.535392165184021,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
sculptor,0.17066803574562073,0.026073001325130463,0.14967957139015198,0.1255505234003067,0.2562991976737976,0.18095266819000244,0.07772393524646759,0.17906953394412994,0.1446739286184311,0.14069709181785583,0.46118688583374023,0.24714402854442596,0.15893852710723877,0.1255505234003067,0.23214614391326904,0.6216980218887329,0.14069709181785583,0.11254248023033142,0.169610857963562,0.03806489333510399,0.17305271327495575,0.13014136254787445
's,0.04469253867864609,0.9999999403953552,-0.013377348892390728,-0.03817026689648628,0.024341266602277756,-0.037580832839012146,0.03856118768453598,0.06856801360845566,-0.01628696173429489,0.03782717138528824,0.07818061113357544,-0.05474362149834633,0.01698932610452175,-0.03817026689648628,0.047556519508361816,0.09478592872619629,0.03782717138528824,-0.01540423184633255,-0.008823617361485958,-0.02038128487765789,0.04866964742541313,-0.023395681753754616
work,0.2291656881570816,-0.03332063928246498,0.3015843629837036,0.23473061621189117,0.1644916981458664,0.2753349542617798,0.30331435799598694,0.2102726548910141,0.12869513034820557,0.3482864499092102,0.24164479970932007,0.340749591588974,0.3578229546546936,0.23473061621189117,0.36648666858673096,0.2700604200363159,0.3482864499092102,0.2704800069332123,0.08781450986862183,0.06640969961881638,0.266241192817688,0.2621155381202698
outside,0.22230257093906403,-0.10228612273931503,0.18748235702514648,0.2973117530345917,0.15217937529087067,0.4191201329231262,0.3882860839366913,0.18284520506858826,0.11559436470270157,0.3292369544506073,0.18671123683452606,0.29682737588882446,0.3308001160621643,0.2973117530345917,0.2547970712184906,0.27865931391716003,0.3292369544506073,0.3879719078540802,0.13446339964866638,0.05394068732857704,0.3113526403903961,0.14839068055152893
france,0.41256818175315857,0.024341266602277756,0.17001374065876007,0.3265724182128906,1.0000001192092896,0.3812309503555298,0.1980295330286026,0.2819103002548218,0.2015276998281479,0.2670897841453552,0.27480971813201904,0.23138293623924255,0.24514140188694,0.3265724182128906,0.25797635316848755,0.2207636833190918,0.2670897841453552,0.35517507791519165,0.1773144006729126,0.06989613175392151,0.24802380800247192,0.15069349110126495
;,0.14609667658805847,0.006909397430717945,0.013119024224579334,0.054534342139959335,0.11501353234052658,0.092739537358284,-0.01244901679456234,0.048548635095357895,0.10556129366159439,0.0979827418923378,0.02803831733763218,-0.06264141947031021,0.11763367056846619,0.054534342139959335,0.07100893557071686,0.03962399810552597,0.0979827418923378,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.10349778085947037
these,0.28493088483810425,0.026068098843097687,0.23549920320510864,0.42684608697891235,0.20739100873470306,0.3791837692260742,0.5959210991859436,0.26477760076522827,0.23558646440505981,0.46852558851242065,0.1386449784040451,0.2721845805644989,0.7077717185020447,0.42684608697891235,0.2947653532028198,0.3179449737071991,0.46852558851242065,0.49086877703666687,0.13913843035697937,0.17527756094932556,0.24380075931549072,0.2571668326854706
were,0.2944076955318451,0.007088581565767527,0.2020559310913086,0.34038281440734863,0.24330811202526093,0.3815755248069763,0.2807837128639221,0.3151806890964508,0.3353847861289978,0.31913647055625916,0.2569185495376587,0.16814231872558594,0.4804460406303406,0.34038281440734863,0.3142043352127075,0.26337453722953796,0.31913647055625916,0.3906462490558624,0.1089601069688797,0.1205248013138771,0.17203083634376526,0.17890112102031708
given,0.2171187549829483,-0.024429189041256905,0.18372537195682526,0.39388060569763184,0.20522302389144897,0.2528568208217621,0.3192405104637146,0.18648575246334076,0.22962570190429688,0.3428947925567627,0.10211778432130814,0.3084053099155426,0.2596621513366699,0.39388060569763184,0.2973951995372772,0.16997377574443817,0.3428947925567627,0.37508252263069153,0.14629913866519928,0.04509348422288895,0.3335871398448944,0.2570464313030243
to,0.25324371457099915,0.03782717138528824,0.2742273211479187,0.41548454761505127,0.2670897841453552,0.45010748505592346,0.5345056653022766,0.2610234022140503,0.21815308928489685,1.0,0.1395432949066162,0.34853121638298035,0.40243685245513916,0.41548454761505127,0.3715193271636963,0.237481951713562,1.0,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.29463258385658264
the,0.29784059524536133,-0.01540423184633255,0.22984638810157776,0.733189046382904,0.35517507791519165,0.6662389636039734,0.6521818041801453,0.366199791431427,0.3267505168914795,0.535392165184021,0.22058722376823425,0.32038500905036926,0.4335206151008606,0.733189046382904,0.4394008219242096,0.2478773295879364,0.535392165184021,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
museum,0.17979341745376587,-0.011753248050808907,0.1303071230649948,0.23314370214939117,0.21940147876739502,0.2407650351524353,0.22731433808803558,0.19376973807811737,0.20291689038276672,0.1640389859676361,0.2495928704738617,0.20029844343662262,0.16926175355911255,0.23314370214939117,0.19025814533233643,0.3961195647716522,0.1640389859676361,0.24861779808998108,0.07561434060335159,0.18110838532447815,0.14725451171398163,0.14128351211547852
by,0.20873384177684784,-0.010884488001465797,0.16184203326702118,0.3646814823150635,0.22743742167949677,0.370934396982193,0.40543368458747864,0.18974854052066803,0.30694612860679626,0.33534231781959534,0.17763222754001617,0.24325232207775116,0.3409687578678131,0.3646814823150635,0.3107621967792511,0.20191910862922668,0.33534231781959534,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.17966607213020325
the,0.29784059524536133,-0.01540423184633255,0.22984638810157776,0.733189046382904,0.35517507791519165,0.6662389636039734,0.6521818041801453,0.366199791431427,0.3267505168914795,0.535392165184021,0.22058722376823425,0.32038500905036926,0.4335206151008606,0.733189046382904,0.4394008219242096,0.2478773295879364,0.535392165184021,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
sculptor,0.17066803574562073,0.026073001325130463,0.14967957139015198,0.1255505234003067,0.2562991976737976,0.18095266819000244,0.07772393524646759,0.17906953394412994,0.1446739286184311,0.14069709181785583,0.46118688583374023,0.24714402854442596,0.15893852710723877,0.1255505234003067,0.23214614391326904,0.6216980218887329,0.14069709181785583,0.11254248023033142,0.169610857963562,0.03806489333510399,0.17305271327495575,0.13014136254787445
in,0.26246872544288635,-0.037580832839012146,0.17618270218372345,0.5696388483047485,0.3812309503555298,1.0,0.4840516746044159,0.29904094338417053,0.2990247309207916,0.45010748505592346,0.22827556729316711,0.2520313560962677,0.41474202275276184,0.5696388483047485,0.3598145842552185,0.2280999720096588,0.45010748505592346,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.20430970191955566
1914,0.00783447828143835,-0.005902550183236599,0.15439806878566742,0.08154571056365967,0.09001155942678452,0.10786473751068115,0.18796472251415253,-0.021159591153264046,0.03211319446563721,0.07202267646789551,0.07776375114917755,0.12259501963853836,0.09078340232372284,0.08154571056365967,-0.0852547362446785,0.005357962101697922,0.07202267646789551,0.04474614933133125,0.08940891176462173,-0.001445487141609192,0.07047152519226074,0.14893388748168945
",",0.26227492094039917,-0.0016132977325469255,0.2733234167098999,0.4946078956127167,0.28250643610954285,0.5201468467712402,0.3658004403114319,0.2671184241771698,0.22548827528953552,0.44245919585227966,0.20436488091945648,0.27265748381614685,0.40610817074775696,0.4946078956127167,0.3378419280052185,0.26061996817588806,0.44245919585227966,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
as,0.27051201462745667,-0.05775856226682663,0.2501060962677002,0.3886612355709076,0.19034622609615326,0.3887844979763031,0.41006597876548767,0.24018222093582153,0.20535489916801453,0.42092081904411316,0.12369494885206223,0.24503561854362488,0.4070141911506653,0.3886612355709076,0.3146366477012634,0.2513221502304077,0.42092081904411316,0.48381632566452026,0.10349564254283905,0.22134603559970856,0.39550232887268066,0.27043893933296204
acknowledgement,0.20968349277973175,0.019012870267033577,0.37203624844551086,0.33074092864990234,0.1739097535610199,0.23249737918376923,0.30984658002853394,0.2789303958415985,0.21677079796791077,0.2888937294483185,0.21051056683063507,0.25495824217796326,0.21286703646183014,0.33074092864990234,0.33229681849479675,0.202786386013031,0.2888937294483185,0.3058605194091797,0.10000383853912354,0.08349351584911346,0.21783091127872467,0.3101827800273895
of,0.28899943828582764,-0.03817026689648628,0.2307697981595993,1.0,0.3265724182128906,0.5696388483047485,0.5011631846427917,0.31680163741111755,0.32918456196784973,0.41548454761505127,0.2017039805650711,0.33144035935401917,0.37253960967063904,1.0,0.38364991545677185,0.2783608138561249,0.41548454761505127,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.1826142966747284
britain,1.0000001192092896,0.04469253867864609,0.17646819353103638,0.28899943828582764,0.41256818175315857,0.26246872544288635,0.25284263491630554,0.33082640171051025,0.20651252567768097,0.25324371457099915,0.1785481870174408,0.13434197008609772,0.31913602352142334,0.28899943828582764,0.22212547063827515,0.19697481393814087,0.25324371457099915,0.29784059524536133,0.17508196830749512,0.14032991230487823,0.18575294315814972,0.1268460750579834
's,0.04469253867864609,0.9999999403953552,-0.013377348892390728,-0.03817026689648628,0.024341266602277756,-0.037580832839012146,0.03856118768453598,0.06856801360845566,-0.01628696173429489,0.03782717138528824,0.07818061113357544,-0.05474362149834633,0.01698932610452175,-0.03817026689648628,0.047556519508361816,0.09478592872619629,0.03782717138528824,-0.01540423184633255,-0.008823617361485958,-0.02038128487765789,0.04866964742541313,-0.023395681753754616
support,0.17646819353103638,-0.013377348892390728,1.0000001192092896,0.2307697981595993,0.17001374065876007,0.17618270218372345,0.21665282547473907,0.23062802851200104,0.23838825523853302,0.2742273211479187,0.19214895367622375,0.2903970777988434,0.25043240189552307,0.2307697981595993,0.20473214983940125,0.14835098385810852,0.2742273211479187,0.22984638810157776,0.1678365021944046,0.08042986690998077,0.2484646886587143,0.22626608610153198
of,0.28899943828582764,-0.03817026689648628,0.2307697981595993,1.0,0.3265724182128906,0.5696388483047485,0.5011631846427917,0.31680163741111755,0.32918456196784973,0.41548454761505127,0.2017039805650711,0.33144035935401917,0.37253960967063904,1.0,0.38364991545677185,0.2783608138561249,0.41548454761505127,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.1826142966747284
france,0.41256818175315857,0.024341266602277756,0.17001374065876007,0.3265724182128906,1.0000001192092896,0.3812309503555298,0.1980295330286026,0.2819103002548218,0.2015276998281479,0.2670897841453552,0.27480971813201904,0.23138293623924255,0.24514140188694,0.3265724182128906,0.25797635316848755,0.2207636833190918,0.2670897841453552,0.35517507791519165,0.1773144006729126,0.06989613175392151,0.24802380800247192,0.15069349110126495
in,0.26246872544288635,-0.037580832839012146,0.17618270218372345,0.5696388483047485,0.3812309503555298,1.0,0.4840516746044159,0.29904094338417053,0.2990247309207916,0.45010748505592346,0.22827556729316711,0.2520313560962677,0.41474202275276184,0.5696388483047485,0.3598145842552185,0.2280999720096588,0.45010748505592346,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.20430970191955566
world,0.3683224022388458,0.11877062171697617,0.1526585817337036,0.2828933000564575,0.2837721109390259,0.3038199245929718,0.29213306307792664,0.4748530089855194,0.17534752190113068,0.26213452219963074,0.19171959161758423,0.11385773122310638,0.3418862819671631,0.2828933000564575,0.22569474577903748,0.14899364113807678,0.26213452219963074,0.33604270219802856,0.06254376471042633,0.15911176800727844,0.22239887714385986,0.17579582333564758
war,0.33082640171051025,0.06856801360845566,0.23062802851200104,0.31680163741111755,0.2819103002548218,0.29904094338417053,0.2244700789451599,1.0000001192092896,0.2665179967880249,0.2610234022140503,0.21641598641872406,0.17009012401103973,0.28938722610473633,0.31680163741111755,0.2932312488555908,0.15338432788848877,0.2610234022140503,0.366199791431427,0.1411202996969223,0.11975175887346268,0.2368277609348297,0.15510529279708862
i,0.17873583734035492,0.09143294394016266,0.3494569957256317,0.25849398970603943,0.18981032073497772,0.22907796502113342,0.25654318928718567,0.261459082365036,0.16779421269893646,0.3140375316143036,0.16918878257274628,0.20070193707942963,0.22270812094211578,0.25849398970603943,0.2764712870121002,0.1875898391008377,0.3140375316143036,0.26687872409820557,0.2959514260292053,0.0735432431101799,0.3155658543109894,0.4695145785808563
",",0.26227492094039917,-0.0016132977325469255,0.2733234167098999,0.4946078956127167,0.28250643610954285,0.5201468467712402,0.3658004403114319,0.2671184241771698,0.22548827528953552,0.44245919585227966,0.20436488091945648,0.27265748381614685,0.40610817074775696,0.4946078956127167,0.3378419280052185,0.26061996817588806,0.44245919585227966,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
although,0.2552100121974945,0.06846998631954193,0.25460490584373474,0.3024747669696808,0.18896937370300293,0.28763338923454285,0.3901670575141907,0.2241992950439453,0.19227828085422516,0.4176313281059265,0.1718357503414154,0.20633570849895477,0.36542749404907227,0.3024747669696808,0.25380417704582214,0.157142773270607,0.4176313281059265,0.3265823423862457,0.0445699580013752,0.08505310118198395,0.29747897386550903,0.15541206300258636
the,0.29784059524536133,-0.01540423184633255,0.22984638810157776,0.733189046382904,0.35517507791519165,0.6662389636039734,0.6521818041801453,0.366199791431427,0.3267505168914795,0.535392165184021,0.22058722376823425,0.32038500905036926,0.4335206151008606,0.733189046382904,0.4394008219242096,0.2478773295879364,0.535392165184021,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
statue,0.2004249095916748,0.08315156400203705,0.10299621522426605,0.2287396490573883,0.18098817765712738,0.17760419845581055,0.15891814231872559,0.19511188566684723,0.1884520947933197,0.19961439073085785,0.2912133038043976,0.22784432768821716,0.196601003408432,0.2287396490573883,0.23135600984096527,0.5433087348937988,0.19961439073085785,0.21746210753917694,0.12322065979242325,0.0333920381963253,0.20682553946971893,0.08672746270895004
of,0.28899943828582764,-0.03817026689648628,0.2307697981595993,1.0,0.3265724182128906,0.5696388483047485,0.5011631846427917,0.31680163741111755,0.32918456196784973,0.41548454761505127,0.2017039805650711,0.33144035935401917,0.37253960967063904,1.0,0.38364991545677185,0.2783608138561249,0.41548454761505127,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.1826142966747284
st,0.2358214408159256,0.05475457385182381,0.14318270981311798,0.2636793851852417,0.24834762513637543,0.259651780128479,0.18361647427082062,0.15861321985721588,0.14483053982257843,0.21034306287765503,0.15831437706947327,0.1418580561876297,0.1763658970594406,0.2636793851852417,0.19640818238258362,0.14107424020767212,0.21034306287765503,0.27966225147247314,0.15186242759227753,0.17163974046707153,0.175659641623497,0.13298600912094116
john,0.2414906769990921,-0.1023898646235466,0.08038270473480225,0.2407056987285614,0.21003970503807068,0.22177861630916595,0.20415355265140533,0.19316232204437256,0.19885379076004028,0.2070634365081787,0.14636489748954773,0.16826854646205902,0.12777787446975708,0.2407056987285614,0.288114070892334,0.11132647842168808,0.2070634365081787,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.13162356615066528
the,0.29784059524536133,-0.01540423184633255,0.22984638810157776,0.733189046382904,0.35517507791519165,0.6662389636039734,0.6521818041801453,0.366199791431427,0.3267505168914795,0.535392165184021,0.22058722376823425,0.32038500905036926,0.4335206151008606,0.733189046382904,0.4394008219242096,0.2478773295879364,0.535392165184021,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.22068053483963013
baptist,0.19639863073825836,0.006550132296979427,0.13184520602226257,0.2294047474861145,0.21852897107601166,0.19495439529418945,0.17018763720989227,0.1986551582813263,0.11523160338401794,0.16161905229091644,0.23511458933353424,0.2231787145137787,0.15639126300811768,0.2294047474861145,0.18093712627887726,0.21040856838226318,0.16161905229091644,0.19322502613067627,0.09607283025979996,0.1340721845626831,0.19241592288017273,0.13512451946735382
had,0.29607513546943665,-0.004401352722197771,0.2458699643611908,0.37755560874938965,0.2409151792526245,0.385026752948761,0.3188965916633606,0.29970744252204895,0.38557857275009155,0.37984350323677063,0.2538527250289917,0.265823632478714,0.40130746364593506,0.37755560874938965,0.4401516616344452,0.1835593730211258,0.37984350323677063,0.3875846862792969,0.1252606064081192,0.15368397533893585,0.34897568821907043,0.20728366076946259
been,0.2622803747653961,-0.10734795778989792,0.22384177148342133,0.31685134768486023,0.19178694486618042,0.3515113592147827,0.36993977427482605,0.18175610899925232,0.2673066556453705,0.34945759177207947,0.18607540428638458,0.277261346578598,0.4963826537132263,0.31685134768486023,0.2785126268863678,0.18132919073104858,0.34945759177207947,0.3563927710056305,0.06977773457765579,0.09559250622987747,0.3315402865409851,0.24354910850524902
purchased,0.17254064977169037,0.09375522285699844,0.12061076611280441,0.20983272790908813,0.17385980486869812,0.18043512105941772,0.22792038321495056,0.1787506490945816,0.15958409011363983,0.18960927426815033,0.19210918247699738,0.25638145208358765,0.21595831215381622,0.20983272790908813,0.2354380190372467,0.18756741285324097,0.18960927426815033,0.21101699769496918,0.04849410802125931,0.10185874253511429,0.19183528423309326,0.04121813923120499
in,0.26246872544288635,-0.037580832839012146,0.17618270218372345,0.5696388483047485,0.3812309503555298,1.0,0.4840516746044159,0.29904094338417053,0.2990247309207916,0.45010748505592346,0.22827556729316711,0.2520313560962677,0.41474202275276184,0.5696388483047485,0.3598145842552185,0.2280999720096588,0.45010748505592346,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.20430970191955566
1902,0.0762629359960556,0.060110315680503845,0.04977898672223091,0.14709116518497467,0.32895153760910034,0.12061172723770142,0.10910367220640182,-0.01535821333527565,0.040289610624313354,0.04661083593964577,0.3605773448944092,0.02832474559545517,0.19812090694904327,0.14709116518497467,0.2593536078929901,0.26970091462135315,0.04661083593964577,0.1322304904460907,0.026633482426404953,0.022911669686436653,0.168498232960701,0.0625530481338501
by,0.20873384177684784,-0.010884488001465797,0.16184203326702118,0.3646814823150635,0.22743742167949677,0.370934396982193,0.40543368458747864,0.18974854052066803,0.30694612860679626,0.33534231781959534,0.17763222754001617,0.24325232207775116,0.3409687578678131,0.3646814823150635,0.3107621967792511,0.20191910862922668,0.33534231781959534,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.17966607213020325
public,0.2840458154678345,0.060657959431409836,0.2368832230567932,0.2391265481710434,0.1551758497953415,0.29074716567993164,0.2544276714324951,0.15139274299144745,0.17358890175819397,0.2672370672225952,0.19991926848888397,0.29380255937576294,0.25114959478378296,0.2391265481710434,0.26603415608406067,0.26441821455955505,0.2672370672225952,0.22857438027858734,0.15756504237651825,0.10552787780761719,0.19607044756412506,0.19872993230819702
subscription,0.14506036043167114,0.08943908661603928,0.26848262548446655,0.20247460901737213,0.08913411945104599,0.2119540274143219,0.29409605264663696,0.18048760294914246,0.10489851236343384,0.2455354779958725,0.07117857784032822,0.32188111543655396,0.20439748466014862,0.20247460901737213,0.20649799704551697,0.08188770711421967,0.2455354779958725,0.26760369539260864,0.1552528440952301,0.06461510062217712,0.27930477261543274,0.22697269916534424
