,what,was,an,additional,projected,effect,of,the,attempted,reform,?
constitutional,0.24835939705371857,0.2571640908718109,0.21693658828735352,0.26692911982536316,0.15287582576274872,0.23274017870426178,0.3563419580459595,0.2926941215991974,0.24158485233783722,0.43531522154808044,0.2199033498764038
law,0.2145031988620758,0.21553055942058563,0.17270056903362274,0.1390957534313202,0.11930609494447708,0.22741442918777466,0.2816956341266632,0.24548950791358948,0.18428295850753784,0.3631409704685211,0.1528988480567932
of,0.33290785551071167,0.4069072902202606,0.32280945777893066,0.2518594264984131,0.28165891766548157,0.24129827320575714,1.0,0.733189046382904,0.2567136883735657,0.28063878417015076,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.4207492768764496,0.2539002597332001,0.2842520475387573,0.2865084111690521,0.733189046382904,1.0,0.2688039243221283,0.28116169571876526,0.22068053483963013
european,0.15324164927005768,0.22463937103748322,0.15618090331554413,0.17268697917461395,0.252597451210022,0.12194139510393143,0.2507138252258301,0.3423081040382385,0.21157196164131165,0.13404084742069244,0.14560863375663757
union,0.1396910548210144,0.23276571929454803,0.15291360020637512,0.10147270560264587,0.08950872719287872,0.11457715183496475,0.2642118036746979,0.24421639740467072,0.22544384002685547,0.23981435596942902,0.07797172665596008
and,0.31309178471565247,0.3740963041782379,0.2838519215583801,0.3180832266807556,0.26218312978744507,0.23508284986019135,0.5116966962814331,0.5171257257461548,0.25629109144210815,0.29105228185653687,0.20544172823429108
make,0.3792211413383484,0.20205417275428772,0.17815372347831726,0.27569037675857544,0.22407424449920654,0.3353469967842102,0.2912110388278961,0.3146495521068573,0.15428178012371063,0.23751312494277954,0.28314751386642456
it,0.45803478360176086,0.4577186405658722,0.39472338557243347,0.14385353028774261,0.185319185256958,0.2770649194717407,0.38761502504348755,0.6251175999641418,0.15197761356830597,0.2090119868516922,0.25732165575027466
more,0.3484537899494171,0.21525104343891144,0.316240519285202,0.30313533544540405,0.23780761659145355,0.29258641600608826,0.30478984117507935,0.39758381247520447,0.1680113673210144,0.24415001273155212,0.27894994616508484
transparent,0.24275505542755127,0.07287517935037613,0.18789801001548767,0.22620730102062225,0.353057861328125,0.2598882019519806,0.2503390610218048,0.23603859543800354,0.11048828065395355,0.13811351358890533,0.2256769835948944
;,0.10986888408660889,0.0754367932677269,-0.0424368716776371,0.016990911215543747,0.06657359004020691,0.047211695462465286,0.054534342139959335,0.09152708947658539,0.017485810443758965,-0.03324891999363899,0.10349778085947037
this,0.5489566326141357,0.3638818562030792,0.41881775856018066,0.28719383478164673,0.30158382654190063,0.3899325728416443,0.45148900151252747,0.6274310946464539,0.2242710143327713,0.28253474831581116,0.3155723512172699
would,0.45766422152519226,0.41663143038749695,0.2650099992752075,0.2866101562976837,0.27224355936050415,0.2549987733364105,0.3353942930698395,0.4133751392364502,0.34733662009239197,0.27639833092689514,0.37178951501846313
have,0.39808809757232666,0.2863433063030243,0.22897054255008698,0.3269815742969513,0.25629594922065735,0.27919867634773254,0.3802283704280853,0.40389683842658997,0.17268702387809753,0.18881796300411224,0.32991164922714233
also,0.42747777700424194,0.4032125174999237,0.36835694313049316,0.3025253117084503,0.21376633644104004,0.26656779646873474,0.4924938678741455,0.6021018624305725,0.20559647679328918,0.2597060799598694,0.21848613023757935
produced,0.1393624097108841,0.28463777899742126,0.16673175990581512,0.25589385628700256,0.29656246304512024,0.1911967247724533,0.18961067497730255,0.22045251727104187,0.09147606790065765,0.060626521706581116,0.1623450517654419
a,0.3320399522781372,0.4508470594882965,0.44552403688430786,0.21921908855438232,0.2720677852630615,0.24771364033222198,0.5052502155303955,0.5829201340675354,0.25313758850097656,0.2380085587501526,0.23916715383529663
single,0.24458327889442444,0.22785933315753937,0.20847202837467194,0.18932604789733887,0.21795016527175903,0.20876984298229218,0.22455744445323944,0.29338565468788147,0.11297239363193512,0.09851720929145813,0.2151121199131012
constitutional,0.24835939705371857,0.2571640908718109,0.21693658828735352,0.26692911982536316,0.15287582576274872,0.23274017870426178,0.3563419580459595,0.2926941215991974,0.24158485233783722,0.43531522154808044,0.2199033498764038
document,0.2726209759712219,0.1502385288476944,0.18423506617546082,0.22675472497940063,0.1662093698978424,0.1580740511417389,0.2297721952199936,0.2833879888057709,0.1507115215063095,0.1771778017282486,0.23232926428318024
.,0.3567904531955719,0.40146201848983765,0.3581749200820923,0.189470574259758,0.25348109006881714,0.2277858853340149,0.5352458953857422,0.5934505462646484,0.2151479423046112,0.26137542724609375,0.4130953550338745
