,when,was,richard,grainger,actively,building,and,developing,?
",",0.36674630641937256,0.45456063747406006,0.27245110273361206,0.40289974212646484,0.29617661237716675,0.2374238669872284,0.6633074283599854,0.23282839357852936,0.31091248989105225
some,0.386913925409317,0.21528802812099457,0.17049895226955414,0.18905073404312134,0.31015321612358093,0.20945800840854645,0.5337774157524109,0.40329527854919434,0.2562315762042999
of,0.3757161796092987,0.4069072902202606,0.2227524220943451,0.19878338277339935,0.17802059650421143,0.26200541853904724,0.5116966962814331,0.27299609780311584,0.1826142966747284
newcastle,0.14692102372646332,0.25710436701774597,0.2415330857038498,0.25379544496536255,0.08676284551620483,0.1980883926153183,0.20204751193523407,0.1383449137210846,0.0902252271771431
upon,0.2915102541446686,0.21848641335964203,0.12907461822032928,0.15983286499977112,0.17959663271903992,0.1752413660287857,0.2482176125049591,0.1048656553030014,0.13780277967453003
tyne,0.1834404021501541,0.2610088884830475,0.1299894005060196,0.1912733018398285,0.06883537769317627,0.20465116202831268,0.21724887192249298,0.1243516281247139,0.07377036660909653
's,-0.03368149697780609,0.008974763564765453,-0.04731119051575661,0.05577683821320534,0.011887999251484871,0.004743766970932484,0.06895173341035843,-0.02905133366584778,-0.023395681753754616
finest,0.1332266926765442,0.22616782784461975,0.19871371984481812,0.2469739019870758,0.18698109686374664,0.25605377554893494,0.2746049761772156,0.15558120608329773,0.1559486985206604
buildings,0.20478227734565735,0.2350262999534607,0.1737070381641388,0.11962953954935074,0.15041524171829224,0.765990138053894,0.3477250337600708,0.16945964097976685,0.11192528158426285
and,0.4716290831565857,0.3740963041782379,0.22443673014640808,0.34008583426475525,0.3370615541934967,0.2593274712562561,1.0,0.294929563999176,0.20544172823429108
streets,0.16596552729606628,0.18835458159446716,0.08586911112070084,0.14488762617111206,0.134514719247818,0.3106657564640045,0.3053084909915924,0.09622656553983688,0.0894271582365036
lie,0.13497120141983032,0.13299678266048431,0.09219051897525787,0.18907497823238373,0.12918493151664734,0.11009952425956726,0.2649589776992798,0.13532623648643494,0.13703542947769165
within,0.3464125096797943,0.19280311465263367,0.0937306210398674,0.05371076986193657,0.28578293323516846,0.24239449203014374,0.35049548745155334,0.2700158953666687,0.1870293766260147
this,0.4959332048892975,0.3638818562030792,0.17440494894981384,0.14560914039611816,0.33355745673179626,0.29406365752220154,0.42353692650794983,0.3224354386329651,0.3155723512172699
area,0.29334506392478943,0.24981513619422913,0.15466494858264923,0.06910525262355804,0.17654161155223846,0.3161354660987854,0.3044000566005707,0.22022637724876404,0.12640461325645447
of,0.3757161796092987,0.4069072902202606,0.2227524220943451,0.19878338277339935,0.17802059650421143,0.26200541853904724,0.5116966962814331,0.27299609780311584,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,0.2087954580783844,0.19754326343536377,0.30223920941352844,0.3159640431404114,0.5171257257461548,0.3203009068965912,0.22068053483963013
city,0.19592350721359253,0.3188765048980713,0.1506127119064331,0.06955394893884659,0.10560391843318939,0.2894352674484253,0.2827445864677429,0.07159307599067688,0.13423943519592285
centre,0.13267141580581665,0.24988211691379547,0.08916707336902618,0.19313547015190125,0.129647359251976,0.29012542963027954,0.2848764955997467,0.1935148537158966,0.019365152344107628
including,0.24633030593395233,0.21884717047214508,0.19477948546409607,0.23351196944713593,0.16218525171279907,0.18312621116638184,0.5144438743591309,0.2415899783372879,0.1633303165435791
grainger,0.17764344811439514,0.24651384353637695,0.3453887701034546,0.9999999403953552,0.07138541340827942,0.13328175246715546,0.34008583426475525,0.1467338651418686,0.14470532536506653
market,0.16571037471294403,0.2252027839422226,0.12854410707950592,0.10789944231510162,0.1228787824511528,0.23120804131031036,0.23057621717453003,0.28322216868400574,0.12805593013763428
",",0.36674630641937256,0.45456063747406006,0.27245110273361206,0.40289974212646484,0.29617661237716675,0.2374238669872284,0.6633074283599854,0.23282839357852936,0.31091248989105225
theatre,0.16944347321987152,0.2824205458164215,0.2149348109960556,0.268404483795166,0.12998627126216888,0.33465731143951416,0.2638216018676758,0.07882083207368851,0.1159285232424736
royal,0.19010110199451447,0.2874114215373993,0.19681701064109802,0.1591809242963791,0.12765014171600342,0.1945846974849701,0.24934640526771545,0.11156709492206573,0.11453001946210861
",",0.36674630641937256,0.45456063747406006,0.27245110273361206,0.40289974212646484,0.29617661237716675,0.2374238669872284,0.6633074283599854,0.23282839357852936,0.31091248989105225
grey,0.26352372765541077,0.15459232032299042,0.15613895654678345,0.3110596239566803,0.1832575798034668,0.10970194637775421,0.2760346531867981,0.15194083750247955,0.1291438490152359
street,0.15712179243564606,0.21281053125858307,0.1095554307103157,0.19355712831020355,0.12089747190475464,0.31150975823402405,0.30381542444229126,0.12057021260261536,0.07315441966056824
",",0.36674630641937256,0.45456063747406006,0.27245110273361206,0.40289974212646484,0.29617661237716675,0.2374238669872284,0.6633074283599854,0.23282839357852936,0.31091248989105225
grainger,0.17764344811439514,0.24651384353637695,0.3453887701034546,0.9999999403953552,0.07138541340827942,0.13328175246715546,0.34008583426475525,0.1467338651418686,0.14470532536506653
street,0.15712179243564606,0.21281053125858307,0.1095554307103157,0.19355712831020355,0.12089747190475464,0.31150975823402405,0.30381542444229126,0.12057021260261536,0.07315441966056824
and,0.4716290831565857,0.3740963041782379,0.22443673014640808,0.34008583426475525,0.3370615541934967,0.2593274712562561,1.0,0.294929563999176,0.20544172823429108
clayton,0.16980566084384918,0.19910289347171783,0.3450191617012024,0.3960932791233063,0.11332868039608002,0.11909525096416473,0.2522091269493103,0.13841921091079712,0.1832459717988968
street,0.15712179243564606,0.21281053125858307,0.1095554307103157,0.19355712831020355,0.12089747190475464,0.31150975823402405,0.30381542444229126,0.12057021260261536,0.07315441966056824
.,0.475719153881073,0.40146201848983765,0.24983328580856323,0.28335756063461304,0.2648431956768036,0.275610089302063,0.588965117931366,0.2637762427330017,0.4130953550338745
