,what,entity,is,created,if,the,three,different,institutions,can,not,come,to,a,consensus,at,any,stage,?
a,0.3320399522781372,0.2841722071170807,0.658733606338501,0.30777761340141296,0.41272827982902527,0.5829201340675354,0.3025658130645752,0.29175353050231934,0.20288343727588654,0.3915780484676361,0.3791346549987793,0.23267972469329834,0.45503583550453186,1.0,0.2618806064128876,0.3095070421695709,0.45031747221946716,0.2036506086587906,0.23916715383529663
``,0.008517155423760414,0.16402003169059753,0.058766357600688934,3.665990152512677e-05,0.20059196650981903,0.029072100296616554,0.08353904634714127,0.07249068468809128,0.02035221830010414,0.12428006529808044,0.09406080842018127,-0.008487103506922722,0.06720756739377975,0.07272057235240936,0.08867952972650528,-0.07642947137355804,0.14707304537296295,0.040079329162836075,0.0685480609536171
conciliation,0.22971366345882416,0.2734413743019104,0.18287751078605652,0.18381696939468384,0.1869809627532959,0.2767317593097687,0.14535529911518097,0.16857928037643433,0.3874899446964264,0.1113671213388443,0.2513429820537567,0.18688733875751495,0.2571645677089691,0.22781871259212494,0.26299676299095154,0.14915797114372253,0.2586730122566223,0.10158499330282211,0.16966107487678528
committee,0.18195343017578125,0.21806205809116364,0.1410297304391861,0.2314150482416153,0.1338927447795868,0.24322165548801422,0.15540099143981934,0.15887993574142456,0.3582577705383301,0.0774661973118782,0.20062534511089325,0.1766926795244217,0.24979650974273682,0.1903151571750641,0.23895105719566345,0.21561488509178162,0.18840260803699493,0.10081899166107178,0.12144632637500763
'',0.08143015950918198,-0.03951994702219963,0.0793738141655922,-0.004385723266750574,-0.010894154198467731,0.041273195296525955,0.024504557251930237,0.037724949419498444,0.02348349429666996,0.008988718502223492,0.04262445494532585,0.020051119849085808,-0.009905828163027763,0.04890415817499161,0.009440755471587181,0.04379578307271004,-0.013354322873055935,-0.04040523245930672,0.018684765323996544
is,0.28837618231773376,0.28724968433380127,1.0,0.28467464447021484,0.30927813053131104,0.5823672413825989,0.23072560131549835,0.24624870717525482,0.14988303184509277,0.44256699085235596,0.3776007890701294,0.25866594910621643,0.42745086550712585,0.658733606338501,0.21528127789497375,0.25906258821487427,0.35691767930984497,0.19676770269870758,0.22961433231830597
convened,0.1498289853334427,0.18267351388931274,0.16099733114242554,0.2551777958869934,0.08936195820569992,0.2804921269416809,0.2147645503282547,0.21140438318252563,0.35171958804130554,0.12478875368833542,0.25435012578964233,0.2153453677892685,0.316614031791687,0.2057645469903946,0.16799116134643555,0.25610673427581787,0.1553022265434265,0.1189502701163292,0.12000016868114471
",",0.3087472915649414,0.19129666686058044,0.4691906273365021,0.2755771577358246,0.257730096578598,0.4933079481124878,0.3347506821155548,0.32220861315727234,0.25403106212615967,0.3139454126358032,0.3769696354866028,0.350309282541275,0.44245919585227966,0.427140474319458,0.26434966921806335,0.38314947485923767,0.3237466514110565,0.2630990147590637,0.31091248989105225
representing,0.1524650901556015,0.3154295086860657,0.2766564190387726,0.2288053035736084,0.17986486852169037,0.35762789845466614,0.2836768925189972,0.2760477364063263,0.26719194650650024,0.1931275874376297,0.20791397988796234,0.18709270656108856,0.22131237387657166,0.3024493157863617,0.20578478276729584,0.23539680242538452,0.2520168721675873,0.17371287941932678,0.10637413710355759
meps,0.20121853053569794,0.20744633674621582,0.2885042726993561,0.2580963373184204,0.24275285005569458,0.376752108335495,0.2857802212238312,0.2821912169456482,0.3917616009712219,0.2775680720806122,0.24919646978378296,0.28080013394355774,0.23549243807792664,0.30780935287475586,0.2984497547149658,0.1978183090686798,0.3141554892063141,0.21555601060390472,0.19381771981716156
",",0.3087472915649414,0.19129666686058044,0.4691906273365021,0.2755771577358246,0.257730096578598,0.4933079481124878,0.3347506821155548,0.32220861315727234,0.25403106212615967,0.3139454126358032,0.3769696354866028,0.350309282541275,0.44245919585227966,0.427140474319458,0.26434966921806335,0.38314947485923767,0.3237466514110565,0.2630990147590637,0.31091248989105225
ministers,0.24707821011543274,0.15948913991451263,0.16078178584575653,0.1990075558423996,0.17735174298286438,0.2563166916370392,0.21676203608512878,0.19051799178123474,0.382331907749176,0.18766166269779205,0.213723286986351,0.19043035805225372,0.2761210799217224,0.17241229116916656,0.16008566319942474,0.15668123960494995,0.17973406612873077,0.1277398318052292,0.15132683515548706
and,0.31309178471565247,0.20907706022262573,0.3859752118587494,0.2873832881450653,0.3498523235321045,0.5171257257461548,0.3826501965522766,0.39536112546920776,0.2943127751350403,0.3675691485404968,0.39099299907684326,0.3412281572818756,0.48971283435821533,0.3739250600337982,0.16719374060630798,0.3571503460407257,0.3363793194293976,0.17654182016849518,0.20544172823429108
the,0.42745697498321533,0.2403784692287445,0.5823672413825989,0.3539263904094696,0.33724796772003174,1.0,0.43452659249305725,0.36412742733955383,0.2776423394680023,0.312528520822525,0.4310511648654938,0.36020293831825256,0.535392165184021,0.5829201340675354,0.2295674830675125,0.457212895154953,0.4525727927684784,0.22652170062065125,0.22068053483963013
commission,0.22273972630500793,0.1865222305059433,0.19761666655540466,0.2085641324520111,0.15533563494682312,0.24418850243091583,0.16007938981056213,0.12967702746391296,0.3546614944934845,0.1267329305410385,0.21429981291294098,0.12239871919155121,0.24674905836582184,0.18981990218162537,0.2590590715408325,0.1871871054172516,0.23308111727237701,0.08618530631065369,0.16231559216976166
to,0.455847829580307,0.19512765109539032,0.42745086550712585,0.2592601478099823,0.4559597074985504,0.535392165184021,0.3043823838233948,0.3617510497570038,0.21708254516124725,0.4979398250579834,0.5149973034858704,0.4297197163105011,1.0,0.45503583550453186,0.3241267502307892,0.36524343490600586,0.46410247683525085,0.1484832912683487,0.29463258385658264
try,0.44086137413978577,0.18865039944648743,0.18928584456443787,0.19055357575416565,0.4516626298427582,0.28568562865257263,0.2193409502506256,0.34284159541130066,0.20559820532798767,0.4482133090496063,0.4615512490272522,0.4337698519229889,0.5391331911087036,0.2632726728916168,0.3587876558303833,0.1983899176120758,0.3706940710544586,0.1911165565252304,0.3757479786872864
and,0.31309178471565247,0.20907706022262573,0.3859752118587494,0.2873832881450653,0.3498523235321045,0.5171257257461548,0.3826501965522766,0.39536112546920776,0.2943127751350403,0.3675691485404968,0.39099299907684326,0.3412281572818756,0.48971283435821533,0.3739250600337982,0.16719374060630798,0.3571503460407257,0.3363793194293976,0.17654182016849518,0.20544172823429108
get,0.3490515947341919,0.16342221200466156,0.29207053780555725,0.17113281786441803,0.5463786721229553,0.29667025804519653,0.22699818015098572,0.323765367269516,0.19617357850074768,0.4816424250602722,0.4426962435245514,0.441020131111145,0.4388369917869568,0.27948489785194397,0.2456638365983963,0.24260355532169342,0.38687968254089355,0.17723536491394043,0.3499825894832611
agreement,0.2851087749004364,0.25487077236175537,0.20094099640846252,0.1559407114982605,0.20335911214351654,0.2490699142217636,0.17439700663089752,0.18457075953483582,0.25422775745391846,0.13394851982593536,0.2792661786079407,0.25143036246299744,0.2757699489593506,0.203191339969635,0.36203861236572266,0.16210845112800598,0.19608654081821442,0.08849138021469116,0.15830197930335999
on,0.34226128458976746,0.16793252527713776,0.3635730445384979,0.20446635782718658,0.24549968540668488,0.5107308030128479,0.2742598354816437,0.3056946098804474,0.23092038929462433,0.2772369682788849,0.3516409695148468,0.22001175582408905,0.41031414270401,0.3848365545272827,0.2541971206665039,0.4806317389011383,0.2894362509250641,0.2387886643409729,0.2714994251728058
a,0.3320399522781372,0.2841722071170807,0.658733606338501,0.30777761340141296,0.41272827982902527,0.5829201340675354,0.3025658130645752,0.29175353050231934,0.20288343727588654,0.3915780484676361,0.3791346549987793,0.23267972469329834,0.45503583550453186,1.0,0.2618806064128876,0.3095070421695709,0.45031747221946716,0.2036506086587906,0.23916715383529663
joint,0.18112199008464813,0.1574314534664154,0.18687279522418976,0.1747630536556244,0.1677524745464325,0.2854326069355011,0.21393606066703796,0.16352513432502747,0.2317010909318924,0.15955549478530884,0.14598698914051056,0.11751671135425568,0.1634485125541687,0.22126229107379913,0.14107608795166016,0.2091975063085556,0.1931576281785965,0.07789064943790436,0.15804731845855713
text,0.2818579077720642,0.16108806431293488,0.15218685567378998,0.168791726231575,0.24947993457317352,0.23968088626861572,0.1275443285703659,0.19830359518527985,0.1394706517457962,0.151658833026886,0.23287510871887207,0.16982512176036835,0.21944402158260345,0.19656427204608917,0.18421824276447296,0.14324389398097992,0.21121439337730408,0.10023432224988937,0.263901948928833
:,-0.12022944539785385,-0.06508191674947739,-0.07222653180360794,-0.073984295129776,-0.07505649328231812,-0.03403344005346298,0.07388566434383392,-0.11576474457979202,-0.07941608130931854,-0.18125738203525543,-0.09143596887588501,-0.10669418424367905,-0.09243495017290115,-0.0007584693375974894,-0.015614712610840797,-0.003970166202634573,-0.057427823543548584,0.0064022475853562355,-0.07156077772378922
if,0.5277165174484253,0.38960444927215576,0.30927813053131104,0.1636093556880951,1.0,0.33724796772003174,0.20651589334011078,0.29059454798698425,0.17832688987255096,0.5903681516647339,0.6100378632545471,0.2841111421585083,0.4559597074985504,0.41272827982902527,0.40409451723098755,0.21405546367168427,0.6160299777984619,0.1587570160627365,0.4441644251346588
this,0.5489566326141357,0.25560128688812256,0.480927973985672,0.31965404748916626,0.48231831192970276,0.6274310946464539,0.29207751154899597,0.4134233593940735,0.22598277032375336,0.4006461203098297,0.557635486125946,0.34015509486198425,0.5759071707725525,0.5422310829162598,0.40766847133636475,0.32544323801994324,0.5327546000480652,0.19488343596458435,0.3155723512172699
works,0.2418437898159027,0.1829604208469391,0.30236580967903137,0.1979452669620514,0.21760344505310059,0.26337864995002747,0.21101532876491547,0.25938618183135986,0.2447473406791687,0.23192332684993744,0.21809817850589752,0.1506803333759308,0.22564561665058136,0.2170431762933731,0.1608947515487671,0.20105081796646118,0.2572169899940491,0.19929279386997223,0.19597402215003967
",",0.3087472915649414,0.19129666686058044,0.4691906273365021,0.2755771577358246,0.257730096578598,0.4933079481124878,0.3347506821155548,0.32220861315727234,0.25403106212615967,0.3139454126358032,0.3769696354866028,0.350309282541275,0.44245919585227966,0.427140474319458,0.26434966921806335,0.38314947485923767,0.3237466514110565,0.2630990147590637,0.31091248989105225
it,0.45803478360176086,0.2522418200969696,0.6328473687171936,0.35949116945266724,0.35967332124710083,0.6251175999641418,0.27537038922309875,0.30863916873931885,0.19739089906215668,0.3819273114204407,0.4651523232460022,0.3171003758907318,0.513711154460907,0.5452592968940735,0.32086020708084106,0.36473900079727173,0.4118892550468445,0.17540708184242249,0.25732165575027466
will,0.3510494530200958,0.20782412588596344,0.3723262846469879,0.20256343483924866,0.5882071852684021,0.3635469079017639,0.21078772842884064,0.30599331855773926,0.15358413755893707,0.6371527910232544,0.5266793966293335,0.3558075726032257,0.5091033577919006,0.3401327431201935,0.29826876521110535,0.26192525029182434,0.45067107677459717,0.2407180219888687,0.35046905279159546
be,0.3929833769798279,0.2448408603668213,0.4819129705429077,0.22345785796642303,0.5628611445426941,0.4248143136501312,0.25663426518440247,0.3756779432296753,0.23006395995616913,0.5791122913360596,0.5788898468017578,0.30159616470336914,0.4972836375236511,0.39883795380592346,0.3306424021720886,0.30379733443260193,0.5107080936431885,0.16068872809410095,0.3324260413646698
sent,0.19595611095428467,0.11528582125902176,0.1441161036491394,0.23408794403076172,0.2238052487373352,0.3010627329349518,0.24601180851459503,0.2304435521364212,0.19255411624908447,0.17928306758403778,0.1861650049686432,0.3072538375854492,0.34694167971611023,0.24201522767543793,0.04897654429078102,0.2616238594055176,0.1988239288330078,0.07137932628393173,0.10903520882129669
back,0.2965294420719147,0.12272962927818298,0.20263513922691345,0.13162268698215485,0.3205070495605469,0.3612101674079895,0.2568799555301666,0.27083009481430054,0.1219511553645134,0.24537630379199982,0.23833145201206207,0.3819368779659271,0.4675939381122589,0.31908270716667175,0.252272367477417,0.2632777690887451,0.2853800356388092,0.17262566089630127,0.2397768795490265
to,0.455847829580307,0.19512765109539032,0.42745086550712585,0.2592601478099823,0.4559597074985504,0.535392165184021,0.3043823838233948,0.3617510497570038,0.21708254516124725,0.4979398250579834,0.5149973034858704,0.4297197163105011,1.0,0.45503583550453186,0.3241267502307892,0.36524343490600586,0.46410247683525085,0.1484832912683487,0.29463258385658264
the,0.42745697498321533,0.2403784692287445,0.5823672413825989,0.3539263904094696,0.33724796772003174,1.0,0.43452659249305725,0.36412742733955383,0.2776423394680023,0.312528520822525,0.4310511648654938,0.36020293831825256,0.535392165184021,0.5829201340675354,0.2295674830675125,0.457212895154953,0.4525727927684784,0.22652170062065125,0.22068053483963013
parliament,0.21650300920009613,0.19381479918956757,0.19676777720451355,0.15749505162239075,0.1661069244146347,0.26521381735801697,0.20437894761562347,0.08829214423894882,0.34400415420532227,0.1599172055721283,0.22406005859375,0.13141527771949768,0.20290622115135193,0.22951169312000275,0.25565797090530396,0.17480722069740295,0.2043316811323166,0.22801706194877625,0.1586504578590393
and,0.31309178471565247,0.20907706022262573,0.3859752118587494,0.2873832881450653,0.3498523235321045,0.5171257257461548,0.3826501965522766,0.39536112546920776,0.2943127751350403,0.3675691485404968,0.39099299907684326,0.3412281572818756,0.48971283435821533,0.3739250600337982,0.16719374060630798,0.3571503460407257,0.3363793194293976,0.17654182016849518,0.20544172823429108
council,0.16933071613311768,0.20454207062721252,0.2196589708328247,0.2276693433523178,0.13545042276382446,0.2829204201698303,0.13547994196414948,0.17033100128173828,0.35056889057159424,0.12142665684223175,0.16596728563308716,0.1515590399503708,0.23829470574855804,0.16385574638843536,0.22703884541988373,0.20668897032737732,0.17267656326293945,0.03086715377867222,0.1160062924027443
to,0.455847829580307,0.19512765109539032,0.42745086550712585,0.2592601478099823,0.4559597074985504,0.535392165184021,0.3043823838233948,0.3617510497570038,0.21708254516124725,0.4979398250579834,0.5149973034858704,0.4297197163105011,1.0,0.45503583550453186,0.3241267502307892,0.36524343490600586,0.46410247683525085,0.1484832912683487,0.29463258385658264
approve,0.3271811008453369,0.22419610619544983,0.22218306362628937,0.22944054007530212,0.36695393919944763,0.31595274806022644,0.2328534573316574,0.21075503528118134,0.2763200104236603,0.24616004526615143,0.3939851224422455,0.30421265959739685,0.39083346724510193,0.28816404938697815,0.36348339915275574,0.21810272336006165,0.3541705012321472,0.14196042716503143,0.30642789602279663
by,0.2455483376979828,0.1859617531299591,0.3899846076965332,0.3492257595062256,0.2429230511188507,0.4408751428127289,0.28754812479019165,0.2739490568637848,0.1569143533706665,0.29642900824546814,0.291808545589447,0.11457374691963196,0.33534231781959534,0.32094135880470276,0.15551701188087463,0.2368064820766449,0.2681882679462433,0.173556387424469,0.17966607213020325
absolute,0.3186502158641815,0.32660800218582153,0.2352413386106491,0.17651915550231934,0.34880441427230835,0.26488861441612244,0.1561613231897354,0.21511322259902954,0.20378638803958893,0.1994364708662033,0.28281062841415405,0.1458306908607483,0.26245933771133423,0.23519659042358398,0.28090420365333557,0.1908833384513855,0.3358745872974396,0.04342581331729889,0.22724391520023346
and,0.31309178471565247,0.20907706022262573,0.3859752118587494,0.2873832881450653,0.3498523235321045,0.5171257257461548,0.3826501965522766,0.39536112546920776,0.2943127751350403,0.3675691485404968,0.39099299907684326,0.3412281572818756,0.48971283435821533,0.3739250600337982,0.16719374060630798,0.3571503460407257,0.3363793194293976,0.17654182016849518,0.20544172823429108
qualified,0.19747373461723328,0.18665441870689392,0.14523987472057343,0.1968366801738739,0.2825177013874054,0.23118680715560913,0.17198587954044342,0.17235271632671356,0.2260473668575287,0.2143571823835373,0.31063079833984375,0.18676424026489258,0.2360132336616516,0.22264724969863892,0.24976591765880585,0.23733985424041748,0.23042123019695282,0.26019832491874695,0.1370558738708496
majority,0.25967487692832947,0.23433904349803925,0.19749082624912262,0.13064269721508026,0.22456485033035278,0.28757327795028687,0.24339909851551056,0.26380833983421326,0.24002082645893097,0.24783922731876373,0.29603248834609985,0.1865551769733429,0.26316750049591064,0.227370023727417,0.3595205247402191,0.18278247117996216,0.22715121507644653,0.08459052443504333,0.220119908452034
.,0.3567904531955719,0.24862751364707947,0.4569662809371948,0.3230568766593933,0.421799898147583,0.5934505462646484,0.34968629479408264,0.31511759757995605,0.22790031135082245,0.35783761739730835,0.4824007451534271,0.2866859436035156,0.4645031690597534,0.50484299659729,0.2479652613401413,0.4549728035926819,0.39295488595962524,0.19994208216667175,0.4130953550338745
