,what,series,was,created,by,former,doctor,who,producer,russell,t.,davies,?
with,0.2464839518070221,0.17767351865768433,0.27411898970603943,0.2505694031715393,0.39731505513191223,0.16752652823925018,0.17277967929840088,0.3282766342163086,0.2240762859582901,0.1846441626548767,0.01815139502286911,0.22390632331371307,0.2433311939239502
references,0.33697807788848877,0.20761968195438385,0.1935451179742813,0.17488890886306763,0.1998719722032547,0.12378862500190735,0.11018913984298706,0.18663379549980164,0.13059104979038239,0.17120493948459625,-0.02736755833029747,0.16158387064933777,0.37122470140457153
appearing,0.1875840276479721,0.4333322048187256,0.28149938583374023,0.24239598214626312,0.19479842483997345,0.1313735544681549,0.24746188521385193,0.27771255373954773,0.2803478240966797,0.15887197852134705,-0.010641944594681263,0.22187595069408417,0.1843143105506897
many,0.36131182312965393,0.2703429162502289,0.260356068611145,0.25522369146347046,0.3409687578678131,0.1638922393321991,0.18319568037986755,0.4149286150932312,0.1476302146911621,0.18527990579605103,-0.03270643576979637,0.16322168707847595,0.2124512493610382
times,0.21414996683597565,0.16098327934741974,0.2859917879104614,0.1659054160118103,0.18494531512260437,0.08189792931079865,0.12058350443840027,0.24510560929775238,0.1431635022163391,0.1633131206035614,0.0016389446100220084,0.20836813747882843,0.18880689144134521
throughout,0.2130906730890274,0.2990710735321045,0.2373686283826828,0.16460412740707397,0.2679721713066101,0.18785259127616882,0.1354808360338211,0.22343657910823822,0.1310880035161972,0.11495491862297058,-0.006536870263516903,0.09922438859939575,0.12665234506130219
in,0.30808621644973755,0.2914260923862457,0.45514053106307983,0.2843434810638428,0.370934396982193,0.2668642997741699,0.25567495822906494,0.2792111933231354,0.1708001047372818,0.22963611781597137,0.0679468959569931,0.1982824057340622,0.20430970191955566
the,0.42745697498321533,0.31376904249191284,0.48711544275283813,0.3539263904094696,0.4408751428127289,0.2251449078321457,0.2820442318916321,0.3733934462070465,0.20962586998939514,0.2413037121295929,-0.07556280493736267,0.22865624725818634,0.22068053483963013
form,0.15868011116981506,0.1450398713350296,0.15690121054649353,0.2599959075450897,0.20338405668735504,0.18963995575904846,0.03511518985033035,0.137381911277771,0.08404196053743362,0.10172852128744125,-0.07006968557834625,0.10941664129495621,0.1463010311126709
of,0.33290785551071167,0.22268271446228027,0.4069072902202606,0.32043445110321045,0.3646814823150635,0.30415382981300354,0.16895952820777893,0.2827862501144409,0.14949996769428253,0.21486875414848328,0.0035911432933062315,0.22032342851161957,0.1826142966747284
clips,0.20563474297523499,0.22149012982845306,0.13802242279052734,0.1459597796201706,0.19826525449752808,0.1023835614323616,0.10488682985305786,0.18652378022670746,0.20383146405220032,0.12751872837543488,-0.010980498045682907,0.1549203246831894,0.19700689613819122
from,0.2737620174884796,0.20279763638973236,0.31171464920043945,0.18235871195793152,0.3373257517814636,0.18530778586864471,0.15658842027187347,0.27839982509613037,0.1854838728904724,0.1028231754899025,-0.0402975007891655,0.12904174625873566,0.19969791173934937
the,0.42745697498321533,0.31376904249191284,0.48711544275283813,0.3539263904094696,0.4408751428127289,0.2251449078321457,0.2820442318916321,0.3733934462070465,0.20962586998939514,0.2413037121295929,-0.07556280493736267,0.22865624725818634,0.22068053483963013
programme,0.1876801699399948,0.300445556640625,0.23988407850265503,0.20998938381671906,0.20501865446567535,0.08717571943998337,0.2561369240283966,0.2317163497209549,0.2234380841255188,0.20573605597019196,0.025600692257285118,0.3158915340900421,0.139840766787529
.,0.3567904531955719,0.3121925890445709,0.40146201848983765,0.3230568766593933,0.3936232924461365,0.20895031094551086,0.22361043095588684,0.3541337847709656,0.2136206030845642,0.19771592319011688,-0.024270333349704742,0.2565765380859375,0.4130953550338745
