,fans,blame,the,poor,viewership,of,the,late,80,'s,to,competition,from,what,show,?
against,0.23332872986793518,0.30928781628608704,0.3090755045413971,0.1890975832939148,0.18389523029327393,0.2669808566570282,0.3090755045413971,0.14209525287151337,0.030471403151750565,-0.0006242102244868875,0.310872346162796,0.2463988959789276,0.2447778731584549,0.24561616778373718,0.1270272582769394,0.18095137178897858
the,0.2338283360004425,0.1959904432296753,1.0,0.21093174815177917,0.30921506881713867,0.733189046382904,1.0,0.31481194496154785,0.003630283521488309,-0.01540423184633255,0.535392165184021,0.257230669260025,0.40150508284568787,0.42745697498321533,0.319829523563385,0.22068053483963013
soap,0.14488323032855988,0.13238896429538727,0.19385820627212524,0.1789904087781906,0.19768764078617096,0.20267286896705627,0.19385820627212524,0.07312756776809692,0.014253945089876652,0.08452301472425461,0.16551382839679718,0.15769749879837036,0.10265012085437775,0.17847999930381775,0.28129929304122925,0.1800997406244278
opera,0.2076491415500641,0.17284956574440002,0.21712259948253632,0.14330695569515228,0.19669340550899506,0.2148524820804596,0.21712259948253632,0.1403294950723648,-0.10776570439338684,0.014315725304186344,0.18654409050941467,0.21123293042182922,0.11413158476352692,0.19126243889331818,0.2478116750717163,0.12079104036092758
coronation,0.2147333025932312,0.12815231084823608,0.27051475644111633,0.12335362285375595,0.20447570085525513,0.2707429528236389,0.27051475644111633,0.2285260409116745,0.024260547012090683,-0.019746150821447372,0.22194549441337585,0.2744656801223755,0.1607932597398758,0.19274286925792694,0.20312099158763885,0.14919395744800568
street,0.2327367663383484,0.1624017357826233,0.20947860181331635,0.18457737565040588,0.21791066229343414,0.18984536826610565,0.20947860181331635,0.20069679617881775,-0.050128087401390076,0.06000900641083717,0.1956864446401596,0.20107592642307281,0.21222653985023499,0.14271703362464905,0.20306283235549927,0.07315441966056824
",",0.19332477450370789,0.23327811062335968,0.4933079481124878,0.24018602073192596,0.2360859364271164,0.4946078956127167,0.4933079481124878,0.3051932752132416,-0.025897033512592316,-0.0016132977325469255,0.44245919585227966,0.2820526659488678,0.39760664105415344,0.3087472915649414,0.31928569078445435,0.31091248989105225
the,0.2338283360004425,0.1959904432296753,1.0,0.21093174815177917,0.30921506881713867,0.733189046382904,1.0,0.31481194496154785,0.003630283521488309,-0.01540423184633255,0.535392165184021,0.257230669260025,0.40150508284568787,0.42745697498321533,0.319829523563385,0.22068053483963013
most,0.25571930408477783,0.20473144948482513,0.47635307908058167,0.2522456645965576,0.2500669062137604,0.4178851246833801,0.47635307908058167,0.28233441710472107,-0.0004919985658489168,0.024445664137601852,0.321603000164032,0.21074150502681732,0.28580769896507263,0.3219912350177765,0.20260784029960632,0.2107497900724411
popular,0.37619778513908386,0.19872459769248962,0.2724021077156067,0.18493524193763733,0.2841426134109497,0.25281813740730286,0.2724021077156067,0.33091604709625244,-0.15103541314601898,0.11900079250335693,0.20657874643802643,0.2432507574558258,0.20788542926311493,0.186283677816391,0.22703948616981506,0.13108457624912262
show,0.2043827325105667,0.17597787082195282,0.319829523563385,0.18317745625972748,0.36840367317199707,0.21383242309093475,0.319829523563385,0.296935498714447,0.0017523977439850569,6.513196422019973e-05,0.29833272099494934,0.2721157371997833,0.2004580795764923,0.29653704166412354,0.9999999403953552,0.2520138621330261
at,0.17119143903255463,0.1508377343416214,0.457212895154953,0.1376163810491562,0.22966299951076508,0.42558613419532776,0.457212895154953,0.2634412944316864,0.01943538524210453,-0.08481216430664062,0.36524343490600586,0.2269010990858078,0.3447161316871643,0.2838611304759979,0.2018483579158783,0.21978627145290375
the,0.2338283360004425,0.1959904432296753,1.0,0.21093174815177917,0.30921506881713867,0.733189046382904,1.0,0.31481194496154785,0.003630283521488309,-0.01540423184633255,0.535392165184021,0.257230669260025,0.40150508284568787,0.42745697498321533,0.319829523563385,0.22068053483963013
time,0.24673421680927277,0.20947441458702087,0.43061500787734985,0.12901835143566132,0.25192078948020935,0.35127586126327515,0.43061500787734985,0.3270859718322754,0.12715448439121246,0.01301188487559557,0.3679993152618408,0.24673621356487274,0.2964353561401367,0.36319252848625183,0.19633352756500244,0.27391523122787476
.,0.2187882512807846,0.21665722131729126,0.5934505462646484,0.2311597615480423,0.3083479702472687,0.5352458953857422,0.5934505462646484,0.3287466764450073,0.025519637390971184,-0.003708066651597619,0.4645031690597534,0.2138785570859909,0.41536515951156616,0.3567904531955719,0.3016606271266937,0.4130953550338745
