,what,might,the,amazon,forest,become,if,it,passes,the,tipping,point,and,starts,to,die,?
savanna,0.19796478748321533,0.16193228960037231,0.25403106212615967,0.32400932908058167,0.44381123781204224,0.10224705189466476,0.15617859363555908,0.21617278456687927,0.17831306159496307,0.25403106212615967,0.20142732560634613,0.1456223428249359,0.2777842581272125,0.17102378606796265,0.23430383205413818,0.16380557417869568,0.13222691416740417
or,0.33867141604423523,0.534751296043396,0.4174870550632477,0.18680624663829803,0.1675052046775818,0.24585704505443573,0.508355975151062,0.36389440298080444,0.2635475993156433,0.4174870550632477,0.345235139131546,0.284671813249588,0.4713204801082611,0.2515419125556946,0.38921234011650085,0.2021176517009735,0.32389625906944275
desert,0.25473538041114807,0.13936665654182434,0.234701469540596,0.23302298784255981,0.30924662947654724,0.16759490966796875,0.1483909636735916,0.16456818580627441,0.12759511172771454,0.234701469540596,0.12583908438682556,0.09147285670042038,0.23454883694648743,0.13355082273483276,0.17189157009124756,0.16963492333889008,0.16409924626350403
",",0.3087472915649414,0.2533247768878937,0.4933079481124878,0.2214922308921814,0.2901519536972046,0.29676204919815063,0.257730096578598,0.48329564929008484,0.28486189246177673,0.4933079481124878,0.24253083765506744,0.28971099853515625,0.6633074283599854,0.25432536005973816,0.44245919585227966,0.23915338516235352,0.31091248989105225
with,0.2464839518070221,0.28227806091308594,0.4223487675189972,0.21287250518798828,0.16664531826972961,0.2542296051979065,0.34021785855293274,0.3369046747684479,0.20560717582702637,0.4223487675189972,0.24996818602085114,0.2519472539424896,0.5477725267410278,0.2296278178691864,0.4239959120750427,0.12030825018882751,0.2433311939239502
catastrophic,0.227809339761734,0.2671735882759094,0.31043654680252075,0.20463214814662933,0.20052072405815125,0.1883091777563095,0.20881490409374237,0.17268489301204681,0.19527499377727509,0.31043654680252075,0.16105398535728455,0.1563345044851303,0.18493834137916565,0.21191483736038208,0.2553536891937256,0.2183336466550827,0.1746491938829422
consequences,0.3517453372478485,0.3893561065196991,0.23945103585720062,0.21410109102725983,0.09906481206417084,0.22147732973098755,0.34600427746772766,0.21836698055267334,0.16810503602027893,0.23945103585720062,0.2893475592136383,0.24328815937042236,0.24956126511096954,0.18374432623386383,0.3251718580722809,0.18067532777786255,0.2676798105239868
for,0.3017193675041199,0.3858846127986908,0.4739971458911896,0.165912926197052,0.20533806085586548,0.3047906458377838,0.3609124422073364,0.32171204686164856,0.2133815735578537,0.4739971458911896,0.28988203406333923,0.22027306258678436,0.5064792633056641,0.17173245549201965,0.4451248347759247,0.12036266177892685,0.264628142118454
the,0.42745697498321533,0.32504433393478394,1.0,0.260541707277298,0.24134553968906403,0.31731709837913513,0.33724796772003174,0.6251175999641418,0.3752402365207672,1.0,0.2517189085483551,0.3084787130355835,0.5171257257461548,0.39423343539237976,0.535392165184021,0.2242266982793808,0.22068053483963013
world,0.21669597923755646,0.20336812734603882,0.33604270219802856,0.22393567860126495,0.16128212213516235,0.20146694779396057,0.1554550677537918,0.2775384485721588,0.07952059805393219,0.33604270219802856,0.1638881415128708,0.14639945328235626,0.3246132433414459,0.16664105653762817,0.26213452219963074,0.1974133402109146,0.17579582333564758
's,0.02692362666130066,-0.04840852692723274,-0.01540423184633255,0.062328040599823,0.006216650828719139,-0.06629510223865509,-0.0015437148977071047,0.06608816236257553,-0.03783649578690529,-0.01540423184633255,0.010221457108855247,0.0017411779845133424,0.06895173341035843,-0.05358773469924927,0.03782717138528824,0.0013740580761805177,-0.023395681753754616
climate,0.2854173183441162,0.20334601402282715,0.2693597674369812,0.21384435892105103,0.2514795660972595,0.14869263768196106,0.14490261673927307,0.2797223627567291,0.17014874517917633,0.2693597674369812,0.18719463050365448,0.15790024399757385,0.2292918860912323,0.17088283598423004,0.3023298978805542,0.1337597817182541,0.19998492300510406
.,0.3567904531955719,0.27493223547935486,0.5934505462646484,0.262887567281723,0.2418428510427475,0.32859939336776733,0.421799898147583,0.5593622326850891,0.22859860956668854,0.5934505462646484,0.24584372341632843,0.26374325156211853,0.588965117931366,0.21013739705085754,0.4645031690597534,0.2658497095108032,0.4130953550338745
