,by,what,year,had,temüjin,created,a,significant,``,mongol,'',tribal,alliance,?
or,0.30274316668510437,0.33867141604423523,0.21137036383152008,0.2672365605831146,0.3339405953884125,0.23186936974525452,0.48853766918182373,0.2925649881362915,0.1197475790977478,0.20351910591125488,0.04548122361302376,0.18687552213668823,0.18647357821464539,0.32389625906944275
subdue,0.1985417604446411,0.21905989944934845,0.09924778342247009,0.2710501551628113,0.371906578540802,0.038228195160627365,0.20701436698436737,0.2012788951396942,0.16744722425937653,0.3596128523349762,-0.011067602783441544,0.2522421181201935,0.15382467210292816,0.10237652063369751
the,0.4408751428127289,0.42745697498321533,0.3609684407711029,0.3875846862792969,0.43713900446891785,0.3539263904094696,0.5829201340675354,0.35524800419807434,0.029072100296616554,0.2924198508262634,0.041273195296525955,0.259813129901886,0.24372223019599915,0.22068053483963013
merkits,0.2850783169269562,0.308424711227417,0.26853278279304504,0.3099696636199951,0.4439863860607147,0.2457347959280014,0.3639671206474304,0.2389526218175888,0.044390853494405746,0.3635297119617462,0.09820317476987839,0.3750677704811096,0.23832084238529205,0.22220851480960846
",",0.3680937886238098,0.3087472915649414,0.28560417890548706,0.35487717390060425,0.3484273850917816,0.2755771577358246,0.427140474319458,0.27671438455581665,0.09681109338998795,0.2229510098695755,-0.037358131259679794,0.21239762008190155,0.21540239453315735,0.31091248989105225
naimans,0.1863439530134201,0.1586095243692398,0.14776550233364105,0.18850114941596985,0.37779927253723145,0.17699289321899414,0.2520725727081299,0.1448780745267868,0.17135930061340332,0.3237127661705017,0.02917090244591236,0.236226886510849,0.2607184052467346,0.1973741203546524
",",0.3680937886238098,0.3087472915649414,0.28560417890548706,0.35487717390060425,0.3484273850917816,0.2755771577358246,0.427140474319458,0.27671438455581665,0.09681109338998795,0.2229510098695755,-0.037358131259679794,0.21239762008190155,0.21540239453315735,0.31091248989105225
mongols,0.233955517411232,0.171964630484581,0.12914645671844482,0.2760181427001953,0.6022577881813049,0.07534029334783554,0.13675467669963837,0.18115615844726562,0.10090413689613342,0.905461847782135,0.026175666600465775,0.34653833508491516,0.25455233454704285,0.11517509818077087
",",0.3680937886238098,0.3087472915649414,0.28560417890548706,0.35487717390060425,0.3484273850917816,0.2755771577358246,0.427140474319458,0.27671438455581665,0.09681109338998795,0.2229510098695755,-0.037358131259679794,0.21239762008190155,0.21540239453315735,0.31091248989105225
keraites,0.20201554894447327,0.3201684355735779,0.13919630646705627,0.270813524723053,0.4626360833644867,0.11221618205308914,0.24304132163524628,0.24677176773548126,0.1467100828886032,0.3741273283958435,0.06735001504421234,0.32589253783226013,0.17351098358631134,0.20962880551815033
",",0.3680937886238098,0.3087472915649414,0.28560417890548706,0.35487717390060425,0.3484273850917816,0.2755771577358246,0.427140474319458,0.27671438455581665,0.09681109338998795,0.2229510098695755,-0.037358131259679794,0.21239762008190155,0.21540239453315735,0.31091248989105225
tatars,0.1790771335363388,0.16622012853622437,0.07840084284543991,0.17998366057872772,0.44973504543304443,0.10506797581911087,0.1327401101589203,0.12858252227306366,0.13563095033168793,0.5246586203575134,0.0018471723888069391,0.28252795338630676,0.2844834327697754,0.1585855931043625
",",0.3680937886238098,0.3087472915649414,0.28560417890548706,0.35487717390060425,0.3484273850917816,0.2755771577358246,0.427140474319458,0.27671438455581665,0.09681109338998795,0.2229510098695755,-0.037358131259679794,0.21239762008190155,0.21540239453315735,0.31091248989105225
uyghurs,0.19355882704257965,0.15369337797164917,0.13688737154006958,0.1873987913131714,0.4635639488697052,0.16883251070976257,0.18538981676101685,0.18399180471897125,0.10087871551513672,0.491095632314682,0.05069563537836075,0.38272154331207275,0.2743620276451111,0.20500122010707855
",",0.3680937886238098,0.3087472915649414,0.28560417890548706,0.35487717390060425,0.3484273850917816,0.2755771577358246,0.427140474319458,0.27671438455581665,0.09681109338998795,0.2229510098695755,-0.037358131259679794,0.21239762008190155,0.21540239453315735,0.31091248989105225
and,0.4289871156215668,0.31309178471565247,0.2506658732891083,0.3872550129890442,0.3789469599723816,0.2873832881450653,0.3739250600337982,0.31841233372688293,0.036644238978624344,0.21553155779838562,0.021612688899040222,0.2447868138551712,0.2595731019973755,0.20544172823429108
other,0.3321913778781891,0.341873437166214,0.20244070887565613,0.30737367272377014,0.28115615248680115,0.2160288542509079,0.2806335389614105,0.3648657202720642,0.10245004296302795,0.17935317754745483,0.021007593721151352,0.2135685682296753,0.20509369671344757,0.24682199954986572
disparate,0.2035256326198578,0.36082735657691956,0.09129021316766739,0.23135781288146973,0.2658943831920624,0.11180981993675232,0.2873556613922119,0.2676915228366852,0.010809664614498615,0.15071456134319305,0.02327892743051052,0.17318755388259888,0.0698608011007309,0.22344544529914856
smaller,0.1836150735616684,0.23730900883674622,0.0840517058968544,0.2563222050666809,0.19006192684173584,0.18443265557289124,0.26141878962516785,0.23503562808036804,0.1332646906375885,0.1960422843694687,0.054901089519262314,0.16535131633281708,0.1146097406744957,0.17881669104099274
tribes,0.18261399865150452,0.1860227882862091,0.16529923677444458,0.26337316632270813,0.4125889539718628,0.06055159121751785,0.16990388929843903,0.17375457286834717,0.16562622785568237,0.3928619921207428,0.05540885403752327,0.6543537974357605,0.30809056758880615,0.08824794739484787
under,0.3161602020263672,0.20154598355293274,0.15353286266326904,0.25874900817871094,0.32322803139686584,0.20114687085151672,0.18317826092243195,0.13561302423477173,-0.001388426753692329,0.22559615969657898,0.07581566274166107,0.18192818760871887,0.2208387553691864,0.18233340978622437
his,0.3107621967792511,0.26976513862609863,0.255428284406662,0.4401516616344452,0.4682264029979706,0.1766064465045929,0.3497250974178314,0.21535329520702362,0.008275155909359455,0.22059163451194763,0.016508836299180984,0.15921396017074585,0.16836421191692352,0.18075084686279297
rule,0.19538317620754242,0.30539435148239136,0.17233534157276154,0.1897740513086319,0.3141985535621643,0.19622479379177094,0.2032480239868164,0.1779412031173706,0.18431732058525085,0.3049822151660919,0.09699608385562897,0.22542862594127655,0.23912692070007324,0.1955260932445526
.,0.3936232924461365,0.3567904531955719,0.32538118958473206,0.37348684668540955,0.31788840889930725,0.3230568766593933,0.50484299659729,0.28046533465385437,0.05720457062125206,0.16751837730407715,-0.07181349396705627,0.14948855340480804,0.2052314132452011,0.4130953550338745
