,when,did,the,four,rightly,guided,caliphs,die,?
the,0.5091903209686279,0.34736719727516174,1.0,0.40344667434692383,0.24466533958911896,0.2760855555534363,0.26271897554397583,0.2242266982793808,0.22068053483963013
other,0.34102705121040344,0.31707024574279785,0.44152235984802246,0.29422545433044434,0.27900367975234985,0.2089482992887497,0.20561107993125916,0.19681712985038757,0.24682199954986572
four,0.2677527964115143,0.20222175121307373,0.40344667434692383,1.0,0.17170004546642303,0.24501250684261322,0.17884500324726105,0.19115537405014038,0.14532537758350372
rightly,0.26954013109207153,0.2258317917585373,0.24466533958911896,0.17170004546642303,0.9999999403953552,0.25297486782073975,0.3625747561454773,0.09368330240249634,0.2548271715641022
guided,0.16111306846141815,0.19545669853687286,0.2760855555534363,0.24501250684261322,0.25297486782073975,0.9999998807907104,0.30955490469932556,0.1668950766324997,0.11538667976856232
caliphs,0.1954045593738556,0.23181231319904327,0.26271897554397583,0.17884500324726105,0.3625747561454773,0.30955490469932556,0.9999999403953552,0.09425942599773407,0.19276054203510284
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.3085027039051056,0.11096461862325668,0.1379876583814621,0.15079055726528168,0.18641351163387299,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.40344667434692383,0.24466533958911896,0.2760855555534363,0.26271897554397583,0.2242266982793808,0.22068053483963013
7th,0.18496879935264587,0.14874328672885895,0.20414361357688904,0.05348517745733261,0.1099737361073494,0.13366781175136566,0.08574779331684113,0.1687958538532257,0.12025631219148636
century,0.22992412745952606,0.2333737462759018,0.3617299497127533,0.15694880485534668,0.16955865919589996,0.2101733237504959,0.34961190819740295,0.09437399357557297,0.1026201918721199
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.31238991022109985,0.20701716840267181,0.20254303514957428,0.1759328991174698,0.23915338516235352,0.31091248989105225
but,0.5599016547203064,0.49033689498901367,0.4859698414802551,0.2630307376384735,0.3759021759033203,0.15092149376869202,0.2773103415966034,0.20781482756137848,0.27921953797340393
with,0.5075214505195618,0.25472134351730347,0.4223487675189972,0.32876577973365784,0.22526399791240692,0.13490700721740723,0.18469227850437164,0.12030825018882751,0.2433311939239502
the,0.5091903209686279,0.34736719727516174,1.0,0.40344667434692383,0.24466533958911896,0.2760855555534363,0.26271897554397583,0.2242266982793808,0.22068053483963013
abolition,0.19237783551216125,0.18929362297058105,0.2524787187576294,0.14467233419418335,0.16875456273555756,0.13565392792224884,0.30687257647514343,0.1590631753206253,0.11602208763360977
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.36293646693229675,0.17068718373775482,0.2888166308403015,0.2515905797481537,0.21324244141578674,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.40344667434692383,0.24466533958911896,0.2760855555534363,0.26271897554397583,0.2242266982793808,0.22068053483963013
ottoman,0.15557228028774261,0.18248897790908813,0.2623080313205719,0.08939025551080704,0.19394928216934204,0.14825016260147095,0.5388663411140442,0.09738748520612717,0.14455440640449524
caliphate,0.19301770627498627,0.21856436133384705,0.25527113676071167,0.15652835369110107,0.2671813666820526,0.21722158789634705,0.874973714351654,0.09045984596014023,0.1574885994195938
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.3085027039051056,0.11096461862325668,0.1379876583814621,0.15079055726528168,0.18641351163387299,0.20430970191955566
1924,-0.03571704030036926,0.03454630821943283,-0.12103445082902908,-0.006206869147717953,-0.0058622807264328,-0.14117607474327087,0.1285804808139801,0.019138799980282784,0.04906921088695526
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.3278861939907074,0.17924033105373383,0.20681467652320862,0.1729077696800232,0.2658497095108032,0.4130953550338745
