,it,is,generally,assumed,that,a,turing,machine,can,solve,anything,capable,of,also,being,solved,using,what,?
there,0.4020688533782959,0.3904260993003845,0.3194766342639923,0.17900311946868896,0.6006520986557007,0.4214206337928772,0.26398608088493347,0.16258686780929565,0.36423051357269287,0.28056561946868896,0.29241234064102173,0.2263064980506897,0.44397735595703125,0.44705238938331604,0.29726627469062805,0.29899343848228455,0.2854459285736084,0.35085538029670715,0.29405656456947327
exists,0.35933294892311096,0.37246593832969666,0.25967803597450256,0.25672444701194763,0.40266144275665283,0.29496249556541443,0.21622298657894135,0.145784392952919,0.3292873501777649,0.2942105829715729,0.30280908942222595,0.19521082937717438,0.2298482358455658,0.28540655970573425,0.20411841571331024,0.27436864376068115,0.24752476811408997,0.3020588457584381,0.26845401525497437
a,0.5452592968940735,0.658733606338501,0.37653425335884094,0.1940126121044159,0.47537946701049805,1.0,0.25234705209732056,0.24983544647693634,0.3915780484676361,0.1866181194782257,0.2835075259208679,0.23905758559703827,0.5052502155303955,0.5149940252304077,0.3727131485939026,0.18525584042072296,0.32226553559303284,0.3320399522781372,0.23916715383529663
turing,0.17868860065937042,0.18364353477954865,0.1910787671804428,0.09778040647506714,0.3136295974254608,0.25234705209732056,1.0000001192092896,0.4048772156238556,0.224638432264328,0.3873295485973358,0.2144692987203598,0.21797388792037964,0.2670239806175232,0.2464267760515213,0.24986617267131805,0.3374759256839752,0.2872474789619446,0.2806522250175476,0.1460462063550949
machine,0.22480705380439758,0.18938691914081573,0.17172005772590637,0.12411276251077652,0.2756650745868683,0.24983544647693634,0.4048772156238556,1.0,0.26097333431243896,0.24960891902446747,0.18765732645988464,0.34241783618927,0.15468473732471466,0.20545156300067902,0.19150187075138092,0.2487926036119461,0.3032263517379761,0.23075932264328003,0.17587624490261078
that,0.5921133160591125,0.3995479643344879,0.4812265634536743,0.34552374482154846,1.0,0.47537946701049805,0.3136295974254608,0.2756650745868683,0.4522190988063812,0.31365567445755005,0.5237576961517334,0.3044392168521881,0.41498205065727234,0.6005857586860657,0.46201252937316895,0.32926955819129944,0.4372335970401764,0.6297725439071655,0.32716336846351624
solves,0.22462758421897888,0.33926522731781006,0.20037934184074402,0.13741813600063324,0.26640868186950684,0.2789304852485657,0.30986955761909485,0.27040329575538635,0.34228676557540894,0.7609227299690247,0.29740408062934875,0.24670493602752686,0.14659859240055084,0.18017403781414032,0.17987586557865143,0.644542932510376,0.31277331709861755,0.22717414796352386,0.25974181294441223
the,0.6251175999641418,0.5823672413825989,0.41466525197029114,0.25453677773475647,0.5473989248275757,0.5829201340675354,0.2644472122192383,0.22788187861442566,0.312528520822525,0.16557666659355164,0.266530305147171,0.18860051035881042,0.733189046382904,0.6021018624305725,0.419739305973053,0.21140827238559723,0.28364112973213196,0.42745697498321533,0.22068053483963013
problem,0.296018123626709,0.23238427937030792,0.26802200078964233,0.20817887783050537,0.4416671693325043,0.2605542540550232,0.2813624143600464,0.23731867969036102,0.36370179057121277,0.5774925351142883,0.4021717607975006,0.27819380164146423,0.20464475452899933,0.2736782729625702,0.2995333671569824,0.5690774321556091,0.40827950835227966,0.42183366417884827,0.3762950301170349
.,0.5593622326850891,0.4569662809371948,0.3124077022075653,0.2376803159713745,0.4460422694683075,0.50484299659729,0.19254323840141296,0.20798662304878235,0.35783761739730835,0.2293975055217743,0.3132273852825165,0.17216666042804718,0.5352458953857422,0.49166762828826904,0.35574623942375183,0.23306991159915924,0.3629456162452698,0.3567904531955719,0.4130953550338745
