,what,have,muslims,praised,hamas,for,doing,?
demands,0.1837000846862793,0.196868896484375,0.2605327069759369,0.2801474332809448,0.2039947509765625,0.3068086802959442,0.19964852929115295,0.11488337814807892
in,0.30808621644973755,0.36843645572662354,0.18662098050117493,0.19397583603858948,0.16542012989521027,0.4322226941585541,0.27240219712257385,0.20430970191955566
the,0.42745697498321533,0.40389683842658997,0.2657718360424042,0.19857443869113922,0.25661513209342957,0.4739971458911896,0.29305580258369446,0.22068053483963013
2008-9,-0.037836600095033646,-0.12918305397033691,-0.23055386543273926,0.010365544818341732,-0.1521904170513153,-0.02912021242082119,-0.16840550303459167,-0.04738124459981918
and,0.31309178471565247,0.4711785912513733,0.2307288646697998,0.25617870688438416,0.2204926311969757,0.5064792633056641,0.31533369421958923,0.20544172823429108
2014,0.041483160108327866,-0.018927626311779022,-0.03007933869957924,0.03886900842189789,0.026254769414663315,-0.029771532863378525,-0.024646978825330734,0.058127544820308685
gaza,0.15590357780456543,0.19636185467243195,0.3800288140773773,0.18305514752864838,0.5601406693458557,0.18537390232086182,0.20691053569316864,0.14649301767349243
wars,0.20595821738243103,0.2157735824584961,0.19226588308811188,0.2064565122127533,0.1460132598876953,0.16401514410972595,0.17204700410366058,0.1526605486869812
despite,0.1825345903635025,0.33455711603164673,0.14728854596614838,0.36003512144088745,0.22382722795009613,0.3311030864715576,0.2665509581565857,0.14350546896457672
heavy,0.19175288081169128,0.20802654325962067,0.15918758511543274,0.14385002851486206,0.22166921198368073,0.22900916635990143,0.1701745241880417,0.16717074811458588
destruction,0.22247105836868286,0.1987568736076355,0.15918108820915222,0.12234995514154434,0.2816285789012909,0.1883140653371811,0.2202955037355423,0.12016301602125168
and,0.31309178471565247,0.4711785912513733,0.2307288646697998,0.25617870688438416,0.2204926311969757,0.5064792633056641,0.31533369421958923,0.20544172823429108
significant,0.24268144369125366,0.37663447856903076,0.23506782948970795,0.21145503222942352,0.15707221627235413,0.2912706434726715,0.21291667222976685,0.18679562211036682
loss,0.21803489327430725,0.25157350301742554,0.1428794413805008,0.10214421898126602,0.13095174729824066,0.24238932132720947,0.24755553901195526,0.1312553584575653
of,0.33290785551071167,0.3802283704280853,0.22355489432811737,0.2087140828371048,0.1995590180158615,0.4185989499092102,0.25269845128059387,0.1826142966747284
life,0.24693015217781067,0.25565779209136963,0.17662926018238068,0.2653747498989105,0.06729580461978912,0.244698166847229,0.2117295265197754,0.21677987277507782
.,0.3567904531955719,0.41614407300949097,0.23631970584392548,0.2200126200914383,0.20643571019172668,0.4726039469242096,0.3253456652164459,0.4130953550338745
