,when,did,marconi,transmit,similar,signals,to,those,tesla,received,?
demonstration,0.26713764667510986,0.1724037379026413,0.21420389413833618,0.20376898348331451,0.1760779470205307,0.20494116842746735,0.23557595908641815,0.216566264629364,0.33262601494789124,0.1379530429840088,0.13217706978321075
",",0.36674630641937256,0.3015086054801941,0.21741415560245514,0.17895877361297607,0.29403579235076904,0.18197466433048248,0.44245919585227966,0.39574649930000305,0.20599327981472015,0.2926693558692932,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,0.14582182466983795,0.2503734529018402,0.2963123023509979,0.28817644715309143,0.535392165184021,0.42861196398735046,0.1324402391910553,0.24890556931495667,0.22068053483963013
same,0.37020012736320496,0.3097444474697113,0.1354503482580185,0.2765271067619324,0.554066002368927,0.24991345405578613,0.3205692768096924,0.33720847964286804,0.1633947193622589,0.16758407652378082,0.22649677097797394
three,0.2820437252521515,0.2043166607618332,0.12058795243501663,0.16594912111759186,0.24407954514026642,0.14592471718788147,0.3043823838233948,0.3741224408149719,0.12387315183877945,0.17952139675617218,0.20928427577018738
impulses,0.2894571125507355,0.13671252131462097,0.2981092631816864,0.4172888994216919,0.19301941990852356,0.529559314250946,0.2904786169528961,0.2354639619588852,0.31665271520614624,0.14429588615894318,0.18965747952461243
that,0.5860282182693481,0.47518548369407654,0.18433474004268646,0.2785284221172333,0.4232555329799652,0.2883685231208801,0.5436353087425232,0.5085503458976746,0.22102725505828857,0.16830024123191833,0.32716336846351624
tesla,0.1504557579755783,0.09757418930530548,0.3709399402141571,0.2192133665084839,0.14830854535102844,0.2646845281124115,0.17548894882202148,0.1426512598991394,0.9999999403953552,0.1541121006011963,0.10250775516033173
hinted,0.25209301710128784,0.26939451694488525,0.08589331805706024,0.10141201317310333,0.30159991979599,0.13196037709712982,0.23827232420444489,0.244440957903862,0.05354735627770424,0.2488107681274414,0.23961445689201355
at,0.38876327872276306,0.28390252590179443,0.1479746550321579,0.07797103375196457,0.1996838003396988,0.17530982196331024,0.36524343490600586,0.2508816719055176,0.16552478075027466,0.2666997015476227,0.21978627145290375
hearing,0.3110961616039276,0.26051026582717896,0.2357662469148636,0.3027993440628052,0.25295835733413696,0.4094926118850708,0.26730701327323914,0.2842516601085663,0.24375475943088531,0.16319236159324646,0.19994913041591644
in,0.4431333839893341,0.2593238651752472,0.16926077008247375,0.14338745176792145,0.28091391921043396,0.1433969885110855,0.45010748505592346,0.3419301211833954,0.17097744345664978,0.2772020101547241,0.20430970191955566
colorado—or,0.18920430541038513,0.17051783204078674,0.15757188200950623,0.13310927152633667,0.22120463848114014,0.21359680593013763,0.23114781081676483,0.20936696231365204,0.19985049962997437,0.17225050926208496,0.17570358514785767
signals,0.27304601669311523,0.16955922544002533,0.39674699306488037,0.5912539958953857,0.18994097411632538,0.9999999403953552,0.28668031096458435,0.21343882381916046,0.2646845281124115,0.18302223086357117,0.09948804974555969
from,0.405669629573822,0.20248863101005554,0.15035168826580048,0.18593406677246094,0.21663272380828857,0.19812537729740143,0.4069952368736267,0.24692396819591522,0.10324860364198685,0.26433753967285156,0.19969791173934937
another,0.48569372296333313,0.29175329208374023,0.18838024139404297,0.24343885481357574,0.323978066444397,0.2159576267004013,0.48769932985305786,0.3275596499443054,0.1668986827135086,0.1377011090517044,0.295511931180954
experimenter,0.26969173550605774,0.23714755475521088,0.25792065262794495,0.26251670718193054,0.20008589327335358,0.24949654936790466,0.2326885312795639,0.18255676329135895,0.32646918296813965,0.17275187373161316,0.14729253947734833
in,0.4431333839893341,0.2593238651752472,0.16926077008247375,0.14338745176792145,0.28091391921043396,0.1433969885110855,0.45010748505592346,0.3419301211833954,0.17097744345664978,0.2772020101547241,0.20430970191955566
wireless,0.1706441044807434,0.11166471242904663,0.4714227616786957,0.43138593435287476,0.23345454037189484,0.4398275911808014,0.26774564385414124,0.23505912721157074,0.3652113080024719,0.23779165744781494,0.08461163192987442
transmission,0.22322627902030945,0.09576284140348434,0.3539300560951233,0.800100564956665,0.19392524659633636,0.5222151875495911,0.22681647539138794,0.1923210471868515,0.32000529766082764,0.19409114122390747,0.16372337937355042
.,0.475719153881073,0.35288307070732117,0.22318333387374878,0.20934782922267914,0.306670606136322,0.1770751029253006,0.4645031690597534,0.33163318037986755,0.17949827015399933,0.25050681829452515,0.4130953550338745
