,along,with,the,anglican,church,and,uniting,church,",",what,religious,denomination,operates,private,schools,in,australia,?
independent,0.15416312217712402,0.15262502431869507,0.2927691638469696,0.25659847259521484,0.1580084264278412,0.22274264693260193,0.3499968647956848,0.1580084264278412,0.24115799367427826,0.28752967715263367,0.2115158587694168,0.21167559921741486,0.24771390855312347,0.21767279505729675,0.22231550514698029,0.2794609069824219,0.18160724639892578,0.11902587860822678
schools,0.19221381843090057,0.13740696012973785,0.22905772924423218,0.3277178406715393,0.29122284054756165,0.29319998621940613,0.31530171632766724,0.29122284054756165,0.2760516405105591,0.1820785105228424,0.3179125487804413,0.28818222880363464,0.2512872815132141,0.4158569872379303,1.0,0.2632134258747101,0.2057906836271286,0.18349280953407288
also,0.3395622968673706,0.44397303462028503,0.6021018624305725,0.2593355178833008,0.21634946763515472,0.5755972862243652,0.3185858130455017,0.21634946763515472,0.4717654287815094,0.42747777700424194,0.27032989263534546,0.20273131132125854,0.23621198534965515,0.23910270631313324,0.3129073679447174,0.5073733329772949,0.26121261715888977,0.21848613023757935
belong,0.2133796364068985,0.20823080837726593,0.27031847834587097,0.25605300068855286,0.23149512708187103,0.2474735528230667,0.2162618488073349,0.23149512708187103,0.3347422182559967,0.2621663510799408,0.22559590637683868,0.27750086784362793,0.23390977084636688,0.15301413834095,0.19585004448890686,0.23382951319217682,0.1928834468126297,0.25791382789611816
to,0.2976071536540985,0.4239959120750427,0.535392165184021,0.25118836760520935,0.24439501762390137,0.48971283435821533,0.27339622378349304,0.24439501762390137,0.44245919585227966,0.455847829580307,0.24161745607852936,0.195559561252594,0.20140020549297333,0.18892748653888702,0.2362271547317505,0.45010748505592346,0.24799345433712006,0.29463258385658264
the,0.39495137333869934,0.4223487675189972,1.0,0.2092299461364746,0.23846197128295898,0.5171257257461548,0.3792002499103546,0.23846197128295898,0.4933079481124878,0.42745697498321533,0.22950971126556396,0.26250898838043213,0.2663705050945282,0.18291357159614563,0.22905772924423218,0.6662389636039734,0.26828548312187195,0.22068053483963013
large,0.23491202294826508,0.26124298572540283,0.3828733265399933,0.20339541137218475,0.11998821049928665,0.3404269814491272,0.1887948364019394,0.11998821049928665,0.2263888567686081,0.2017821967601776,0.1597217321395874,0.17445406317710876,0.24101302027702332,0.24709449708461761,0.1798211932182312,0.2841601073741913,0.21678292751312256,0.1355665624141693
",",0.29824912548065186,0.4120737314224243,0.4933079481124878,0.24783726036548615,0.2707274258136749,0.6633074283599854,0.3095775544643402,0.2707274258136749,1.0000001192092896,0.3087472915649414,0.2753547728061676,0.24402782320976257,0.24493210017681122,0.1899166703224182,0.2760516405105591,0.5201468467712402,0.22314006090164185,0.31091248989105225
long-established,0.22817763686180115,0.24877849221229553,0.395307719707489,0.29923850297927856,0.2791095972061157,0.29995253682136536,0.4328421652317047,0.2791095972061157,0.2742317020893097,0.19776825606822968,0.2920895218849182,0.34859246015548706,0.23725366592407227,0.2674875557422638,0.26516157388687134,0.3613005578517914,0.20749537646770477,0.19435754418373108
religious,0.1579800248146057,0.16567319631576538,0.22950971126556396,0.47394877672195435,0.5016112327575684,0.30280056595802307,0.36221861839294434,0.5016112327575684,0.2753547728061676,0.26794421672821045,0.9999998807907104,0.4431026875972748,0.08259781450033188,0.2632821798324585,0.3179125487804413,0.24099457263946533,0.12904056906700134,0.15727058053016663
foundations,0.1546681523323059,0.23519586026668549,0.24636128544807434,0.22863724827766418,0.1857178807258606,0.24498789012432098,0.21233311295509338,0.1857178807258606,0.22462241351604462,0.17929114401340485,0.2512165904045105,0.1704639196395874,0.26482030749320984,0.23251304030418396,0.25327301025390625,0.23318783938884735,0.12409190088510513,0.1452419012784958
",",0.29824912548065186,0.4120737314224243,0.4933079481124878,0.24783726036548615,0.2707274258136749,0.6633074283599854,0.3095775544643402,0.2707274258136749,1.0000001192092896,0.3087472915649414,0.2753547728061676,0.24402782320976257,0.24493210017681122,0.1899166703224182,0.2760516405105591,0.5201468467712402,0.22314006090164185,0.31091248989105225
such,0.29103851318359375,0.3346101939678192,0.3575236201286316,0.13473933935165405,0.15636888146400452,0.44540345668792725,0.22547124326229095,0.15636888146400452,0.39626169204711914,0.23989605903625488,0.2574559450149536,0.17657369375228882,0.197948157787323,0.20891956984996796,0.21323329210281372,0.2704046070575714,0.1885702908039093,0.17851735651493073
as,0.31813573837280273,0.40387406945228577,0.48381632566452026,0.2171330749988556,0.211966410279274,0.49487000703811646,0.27846741676330566,0.211966410279274,0.48816442489624023,0.31749409437179565,0.22407519817352295,0.23284825682640076,0.1830490231513977,0.22101859748363495,0.21233005821704865,0.3887844979763031,0.21074992418289185,0.27043893933296204
the,0.39495137333869934,0.4223487675189972,1.0,0.2092299461364746,0.23846197128295898,0.5171257257461548,0.3792002499103546,0.23846197128295898,0.4933079481124878,0.42745697498321533,0.22950971126556396,0.26250898838043213,0.2663705050945282,0.18291357159614563,0.22905772924423218,0.6662389636039734,0.26828548312187195,0.22068053483963013
anglican,0.12271192669868469,0.15427811443805695,0.2092299461364746,1.0,0.6649542450904846,0.23983682692050934,0.3813644051551819,0.6649542450904846,0.24783726036548615,0.17746756970882416,0.47394877672195435,0.4735877513885498,0.18675653636455536,0.20884349942207336,0.3277178406715393,0.20630250871181488,0.2724456191062927,0.11877371370792389
church,0.13078227639198303,0.17961077392101288,0.23846197128295898,0.6649542450904846,0.9999999403953552,0.1976170688867569,0.4328671395778656,0.9999999403953552,0.2707274258136749,0.1944202184677124,0.5016112327575684,0.5308495759963989,0.1246158629655838,0.2016560584306717,0.29122284054756165,0.2493300437927246,0.1728227585554123,0.18081501126289368
",",0.29824912548065186,0.4120737314224243,0.4933079481124878,0.24783726036548615,0.2707274258136749,0.6633074283599854,0.3095775544643402,0.2707274258136749,1.0000001192092896,0.3087472915649414,0.2753547728061676,0.24402782320976257,0.24493210017681122,0.1899166703224182,0.2760516405105591,0.5201468467712402,0.22314006090164185,0.31091248989105225
uniting,0.1907760053873062,0.26507753133773804,0.3792002499103546,0.3813644051551819,0.4328671395778656,0.33299073576927185,1.0,0.4328671395778656,0.3095775544643402,0.3020067811012268,0.36221861839294434,0.4834701418876648,0.25425130128860474,0.22450675070285797,0.31530171632766724,0.4182955026626587,0.23814740777015686,0.16345468163490295
church,0.13078227639198303,0.17961077392101288,0.23846197128295898,0.6649542450904846,0.9999999403953552,0.1976170688867569,0.4328671395778656,0.9999999403953552,0.2707274258136749,0.1944202184677124,0.5016112327575684,0.5308495759963989,0.1246158629655838,0.2016560584306717,0.29122284054756165,0.2493300437927246,0.1728227585554123,0.18081501126289368
and,0.4213258922100067,0.5477725267410278,0.5171257257461548,0.23983682692050934,0.1976170688867569,1.0,0.33299073576927185,0.1976170688867569,0.6633074283599854,0.31309178471565247,0.30280056595802307,0.18625058233737946,0.254499614238739,0.2557651102542877,0.29319998621940613,0.4954058527946472,0.2804507613182068,0.20544172823429108
presbyterian,0.15276114642620087,0.17183464765548706,0.18977245688438416,0.654884397983551,0.624447762966156,0.2451682835817337,0.4148102402687073,0.624447762966156,0.27420979738235474,0.22814640402793884,0.46594732999801636,0.5216206312179565,0.2291131466627121,0.25937265157699585,0.3344370126724243,0.2315383106470108,0.27127036452293396,0.14897421002388
church,0.13078227639198303,0.17961077392101288,0.23846197128295898,0.6649542450904846,0.9999999403953552,0.1976170688867569,0.4328671395778656,0.9999999403953552,0.2707274258136749,0.1944202184677124,0.5016112327575684,0.5308495759963989,0.1246158629655838,0.2016560584306717,0.29122284054756165,0.2493300437927246,0.1728227585554123,0.18081501126289368
",",0.29824912548065186,0.4120737314224243,0.4933079481124878,0.24783726036548615,0.2707274258136749,0.6633074283599854,0.3095775544643402,0.2707274258136749,1.0000001192092896,0.3087472915649414,0.2753547728061676,0.24402782320976257,0.24493210017681122,0.1899166703224182,0.2760516405105591,0.5201468467712402,0.22314006090164185,0.31091248989105225
but,0.21012422442436218,0.4495173394680023,0.4859698414802551,0.24025993049144745,0.19767498970031738,0.5762497186660767,0.3353055715560913,0.19767498970031738,0.48126736283302307,0.5029441118240356,0.22761160135269165,0.20372752845287323,0.21306684613227844,0.21809467673301697,0.2203376144170761,0.48674455285072327,0.17685571312904358,0.27921953797340393
in,0.3603311777114868,0.4080928862094879,0.6662389636039734,0.20630250871181488,0.2493300437927246,0.4954058527946472,0.4182955026626587,0.2493300437927246,0.5201468467712402,0.30808621644973755,0.24099457263946533,0.19585151970386505,0.28906163573265076,0.21135757863521576,0.2632134258747101,1.0,0.2697675824165344,0.20430970191955566
most,0.2380090206861496,0.336320698261261,0.47635307908058167,0.1856158971786499,0.1584939956665039,0.4309377074241638,0.23302793502807617,0.1584939956665039,0.3636029064655304,0.3219912350177765,0.1754503846168518,0.2083510011434555,0.18387337028980255,0.20440927147865295,0.19526082277297974,0.41416558623313904,0.185204416513443,0.2107497900724411
cases,0.0933370292186737,0.29711535573005676,0.33415094017982483,0.17506460845470428,0.1377817541360855,0.31821322441101074,0.1497228741645813,0.1377817541360855,0.25102201104164124,0.2612028121948242,0.15876442193984985,0.21182756125926971,0.23155789077281952,0.18296349048614502,0.24553757905960083,0.24487079679965973,0.19383463263511658,0.25599566102027893
",",0.29824912548065186,0.4120737314224243,0.4933079481124878,0.24783726036548615,0.2707274258136749,0.6633074283599854,0.3095775544643402,0.2707274258136749,1.0000001192092896,0.3087472915649414,0.2753547728061676,0.24402782320976257,0.24493210017681122,0.1899166703224182,0.2760516405105591,0.5201468467712402,0.22314006090164185,0.31091248989105225
they,0.2803424000740051,0.42091572284698486,0.49925389885902405,0.1911800652742386,0.18669813871383667,0.5073080658912659,0.25173625349998474,0.18669813871383667,0.390799880027771,0.4431931674480438,0.2500614523887634,0.1888670027256012,0.2293802946805954,0.23686249554157257,0.2753114104270935,0.4330179989337921,0.1975484937429428,0.2753053903579712
do,0.1786094307899475,0.23744353652000427,0.30239659547805786,0.156429722905159,0.13028843700885773,0.276123583316803,0.10152098536491394,0.13028843700885773,0.3283645510673523,0.4609605669975281,0.21927370131015778,0.1729583442211151,0.19525454938411713,0.15537725389003754,0.19505831599235535,0.23402775824069977,0.14659027755260468,0.4093979299068451
not,0.21075627207756042,0.3409014642238617,0.4310511648654938,0.20523211359977722,0.1967715620994568,0.39099299907684326,0.21272826194763184,0.1967715620994568,0.3769696354866028,0.5449194312095642,0.26413705945014954,0.22725939750671387,0.14774329960346222,0.181801438331604,0.2299577295780182,0.3403114080429077,0.18426842987537384,0.41942933201789856
insist,0.24705837666988373,0.3058287799358368,0.18413878977298737,0.19565778970718384,0.1756671667098999,0.30059903860092163,0.2734319865703583,0.1756671667098999,0.2757607102394104,0.41526445746421814,0.3538985252380371,0.1528552770614624,0.15805169939994812,0.19951587915420532,0.22654332220554352,0.17496748268604279,0.04570045322179794,0.2709699273109436
on,0.41361382603645325,0.40749499201774597,0.5107308030128479,0.14082717895507812,0.1726921796798706,0.4077630043029785,0.21021686494350433,0.1726921796798706,0.49057599902153015,0.34226128458976746,0.16059501469135284,0.15491412580013275,0.26052126288414,0.21000011265277863,0.18452578783035278,0.46853652596473694,0.2309362292289734,0.2714994251728058
their,0.30045241117477417,0.4258328378200531,0.516537070274353,0.19277893006801605,0.17209430038928986,0.45114588737487793,0.2221599668264389,0.17209430038928986,0.3045167922973633,0.35142919421195984,0.2620738446712494,0.1950494647026062,0.21763670444488525,0.24537235498428345,0.22621867060661316,0.34976133704185486,0.19066186249256134,0.1898253709077835
students,0.1698276400566101,0.17162418365478516,0.25268980860710144,0.23939622938632965,0.23784731328487396,0.28111961483955383,0.26297542452812195,0.23784731328487396,0.26501646637916565,0.2380729615688324,0.2671111226081848,0.25305718183517456,0.205306276679039,0.35454505681991577,0.6169943809509277,0.2676171064376831,0.14317385852336884,0.18017297983169556
’,0.09897109121084213,0.022331437095999718,-0.04090067744255066,-0.030992595478892326,-0.0670008435845375,-0.0002844194823410362,-0.014087204821407795,-0.0670008435845375,0.09620588272809982,-0.01733604073524475,-0.09062397480010986,-0.04378219693899155,0.03745358809828758,0.016314104199409485,-0.060801297426223755,-0.04677301645278931,0.02392265573143959,0.045561522245407104
religious,0.1579800248146057,0.16567319631576538,0.22950971126556396,0.47394877672195435,0.5016112327575684,0.30280056595802307,0.36221861839294434,0.5016112327575684,0.2753547728061676,0.26794421672821045,0.9999998807907104,0.4431026875972748,0.08259781450033188,0.2632821798324585,0.3179125487804413,0.24099457263946533,0.12904056906700134,0.15727058053016663
allegiance,0.10814014077186584,0.08357396721839905,0.26782822608947754,0.3131478726863861,0.2935914397239685,0.17836980521678925,0.37799760699272156,0.2935914397239685,0.17636556923389435,0.19455353915691376,0.25964659452438354,0.2950023412704468,0.23885643482208252,0.1610708087682724,0.22900612652301788,0.19433653354644775,0.19355136156082153,0.10591092705726624
.,0.27491724491119385,0.4446153938770294,0.5934505462646484,0.23677296936511993,0.28898224234580994,0.588965117931366,0.3089861571788788,0.28898224234580994,0.6812511086463928,0.3567904531955719,0.23880675435066223,0.2725091278553009,0.19191603362560272,0.2534593939781189,0.2752705216407776,0.5591574311256409,0.2899940609931946,0.4130953550338745
