,what,did,charles,parsons,invent,?
lord,0.15077504515647888,0.16158217191696167,0.1950022429227829,0.22134101390838623,0.10490090399980545,0.09544310718774796
armstrong,0.13854533433914185,0.17690864205360413,0.25068190693855286,0.3638141453266144,0.13887956738471985,0.16033582389354706
's,0.02692362666130066,0.05069678649306297,-0.08611538261175156,-0.03356404975056648,-0.0011102294083684683,-0.023395681753754616
artillery,0.16232934594154358,0.21729013323783875,0.21690472960472107,0.1660400778055191,0.19154925644397736,0.13681545853614807
",",0.3087472915649414,0.3015086054801941,0.24990057945251465,0.36647313833236694,0.1828853040933609,0.31091248989105225
be-ro,0.17205236852169037,0.11469252407550812,0.10406260192394257,0.19232584536075592,0.07810183614492416,0.17968395352363586
flour,0.21910925209522247,0.1838243305683136,0.19134725630283356,0.1617802381515503,0.30893242359161377,0.2050427794456482
",",0.3087472915649414,0.3015086054801941,0.24990057945251465,0.36647313833236694,0.1828853040933609,0.31091248989105225
joseph,0.20494906604290009,0.19009922444820404,0.40517643094062805,0.24919597804546356,0.1803252100944519,0.08421234786510468
swan,0.1812630444765091,0.1534312218427658,0.25180232524871826,0.24699699878692627,0.14549557864665985,0.08656178414821625
's,0.02692362666130066,0.05069678649306297,-0.08611538261175156,-0.03356404975056648,-0.0011102294083684683,-0.023395681753754616
electric,0.15451551973819733,0.12459144741296768,0.12994396686553955,0.24697008728981018,0.24389700591564178,0.15674720704555511
light,0.22953972220420837,0.18105649948120117,0.12403576821088791,0.16758836805820465,0.22951485216617584,0.17429810762405396
bulbs,0.18802985548973083,0.13165637850761414,0.07850805670022964,0.15507087111473083,0.22303406894207,0.07054978609085083
",",0.3087472915649414,0.3015086054801941,0.24990057945251465,0.36647313833236694,0.1828853040933609,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.23640480637550354,0.3204275369644165,0.1164553090929985,0.20544172823429108
charles,0.18606366217136383,0.11287324130535126,1.0000001192092896,0.3393769860267639,0.17523755133152008,0.17366734147071838
parsons,0.16284945607185364,0.18423952162265778,0.3393769860267639,1.0000001192092896,0.17339612543582916,0.1958886981010437
',0.3245812654495239,0.25488927960395813,0.16365894675254822,0.19958709180355072,0.1768249124288559,0.330942302942276
invention,0.2399451732635498,0.23599016666412354,0.13558988273143768,0.13477620482444763,0.7386114001274109,0.15906493365764618
of,0.33290785551071167,0.2513895630836487,0.22512592375278473,0.17497248947620392,0.13912974298000336,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.20777860283851624,0.24227745831012726,0.12605838477611542,0.22068053483963013
steam,0.15672586858272552,0.19902050495147705,0.09958212822675705,0.12593862414360046,0.3353213965892792,0.113324373960495
turbine,0.1404699683189392,0.13428311049938202,0.11848829686641693,0.19197720289230347,0.25828197598457336,0.16315746307373047
",",0.3087472915649414,0.3015086054801941,0.24990057945251465,0.36647313833236694,0.1828853040933609,0.31091248989105225
which,0.5261979103088379,0.2750149369239807,0.1476125568151474,0.1258072406053543,0.20049579441547394,0.25814583897590637
led,0.12112844735383987,0.3213953971862793,0.2577097713947296,0.14200913906097412,0.0923079326748848,0.09273858368396759
to,0.455847829580307,0.4452643394470215,0.1563960611820221,0.16344530880451202,0.20251034200191498,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,0.20777860283851624,0.24227745831012726,0.12605838477611542,0.22068053483963013
revolution,0.1946869045495987,0.21807503700256348,0.26848700642585754,0.08325699716806412,0.23294413089752197,0.1727980077266693
of,0.33290785551071167,0.2513895630836487,0.22512592375278473,0.17497248947620392,0.13912974298000336,0.1826142966747284
marine,0.15737493336200714,0.16495360434055328,0.17434197664260864,0.13277024030685425,0.14957432448863983,0.1407923698425293
propulsion,0.18541935086250305,0.18539310991764069,0.13664890825748444,0.1705983430147171,0.2888485789299011,0.14722804725170135
and,0.31309178471565247,0.34479495882987976,0.23640480637550354,0.3204275369644165,0.1164553090929985,0.20544172823429108
the,0.42745697498321533,0.34736719727516174,0.20777860283851624,0.24227745831012726,0.12605838477611542,0.22068053483963013
production,0.16636081039905548,0.1752309501171112,0.12122856080532074,0.20391912758350372,0.20151174068450928,0.19318072497844696
of,0.33290785551071167,0.2513895630836487,0.22512592375278473,0.17497248947620392,0.13912974298000336,0.1826142966747284
cheap,0.18572194874286652,0.22664085030555725,0.08217405527830124,0.1566319316625595,0.27017900347709656,0.16799981892108917
electricity,0.20851419866085052,0.22498734295368195,0.11005666851997375,0.12874235212802887,0.3095140755176544,0.17856204509735107
.,0.3567904531955719,0.35288307070732117,0.2551998198032379,0.237540140748024,0.18691621720790863,0.4130953550338745
