,which,player,played,even,though,he,broke,his,arm,two,weeks,prior,to,the,super,bowl,?
",",0.3658004403114319,0.25826331973075867,0.2987361550331116,0.34610581398010254,0.42253127694129944,0.40251094102859497,0.2557729482650757,0.3378419280052185,0.1692921221256256,0.35859420895576477,0.27970150113105774,0.27105793356895447,0.44245919585227966,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
despite,0.2826302945613861,0.06736006587743759,0.1295304149389267,0.45327433943748474,0.5639406442642212,0.24421049654483795,0.2760213315486908,0.37825947999954224,0.1449090540409088,0.2235356867313385,0.25660240650177,0.3048117756843567,0.3584847152233124,0.3172689974308014,0.2255556881427765,0.1263827234506607,0.14350546896457672
playing,0.20566174387931824,0.4705454707145691,0.7318263649940491,0.24495244026184082,0.19144052267074585,0.38143113255500793,0.22853372991085052,0.35806289315223694,0.16283513605594635,0.2088368684053421,0.10588186234235764,0.07329254597425461,0.1998187005519867,0.27700236439704895,0.14963796734809875,0.11901324987411499,0.1513366848230362
just,0.46308982372283936,0.1667463481426239,0.18491576611995697,0.5000751614570618,0.4675427973270416,0.30975914001464844,0.24466390907764435,0.2649642527103424,0.19843056797981262,0.3049333095550537,0.26836028695106506,0.2684164047241211,0.5153104066848755,0.40061673521995544,0.2378835380077362,0.16745918989181519,0.4144178032875061
two,0.4674137234687805,0.1781577318906784,0.2799473702907562,0.3349483013153076,0.2903416156768799,0.27156874537467957,0.29666969180107117,0.3376699388027191,0.13257844746112823,1.0000001192092896,0.3503812551498413,0.245794415473938,0.3343428373336792,0.43858039379119873,0.19097526371479034,0.20622028410434723,0.19645625352859497
weeks,0.22898955643177032,0.1324058622121811,0.14012180268764496,0.26422441005706787,0.2348521500825882,0.2566007375717163,0.2677159607410431,0.2634325921535492,0.1847756803035736,0.3503812551498413,0.9999998807907104,0.3200647532939911,0.24200202524662018,0.2713429629802704,0.07577104866504669,0.16786924004554749,0.21667936444282532
after,0.3217443823814392,0.18601439893245697,0.1869119256734848,0.33616310358047485,0.3300973176956177,0.3936046361923218,0.3790481984615326,0.41949746012687683,0.1628970205783844,0.3276641070842743,0.4113662838935852,0.40053069591522217,0.37890323996543884,0.4565047025680542,0.1987018883228302,0.21850556135177612,0.16608688235282898
breaking,0.33258873224258423,0.14594364166259766,0.1466480791568756,0.3084059953689575,0.27697011828422546,0.1531997174024582,0.567481279373169,0.23923178017139435,0.10909101366996765,0.2840942442417145,0.20988167822360992,0.14105336368083954,0.2557200789451599,0.33078882098197937,0.18695200979709625,0.24404262006282806,0.16709092259407043
his,0.32283493876457214,0.24347680807113647,0.2874697744846344,0.2842361330986023,0.2983919382095337,0.7171558737754822,0.31755274534225464,0.9999998807907104,0.17735014855861664,0.3376699388027191,0.2634325921535492,0.23540276288986206,0.3715193271636963,0.4394008219242096,0.12594756484031677,0.13805828988552094,0.18075084686279297
right,0.29368749260902405,0.15917974710464478,0.10610254108905792,0.24898862838745117,0.19982747733592987,0.22564803063869476,0.14761918783187866,0.20272807776927948,0.3196682631969452,0.23029573261737823,0.1472359001636505,0.1532943844795227,0.31834647059440613,0.33901116251945496,0.08048282563686371,0.13779714703559875,0.27135515213012695
arm,0.2086159735918045,0.09052163362503052,0.09340140968561172,0.1431407481431961,0.14884871244430542,0.17843443155288696,0.14067715406417847,0.17735014855861664,1.0,0.13257844746112823,0.1847756803035736,0.12317681312561035,0.2332841008901596,0.2214433252811432,0.1499057114124298,0.10288630425930023,0.12539196014404297
in,0.4840516746044159,0.1851271539926529,0.27605336904525757,0.29146435856819153,0.3193182945251465,0.41690486669540405,0.2562587857246399,0.3598145842552185,0.17881454527378082,0.36463531851768494,0.23300987482070923,0.24521231651306152,0.45010748505592346,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
the,0.6521818041801453,0.19900773465633392,0.2603478729724884,0.37996912002563477,0.38776206970214844,0.4571082592010498,0.3315005600452423,0.4394008219242096,0.2214433252811432,0.43858039379119873,0.2713429629802704,0.33782097697257996,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
nfc,0.26508596539497375,0.362922340631485,0.30143943428993225,0.17681509256362915,0.16908764839172363,0.19590488076210022,0.2455635666847229,0.13699233531951904,0.134703129529953,0.30582255125045776,0.2848702371120453,0.22971168160438538,0.23611298203468323,0.2545439600944519,0.373574823141098,0.47588562965393066,0.15073348581790924
title,0.22373083233833313,0.10915058851242065,0.1960923671722412,0.21587465703487396,0.17419388890266418,0.2028372436761856,0.08862738311290741,0.22620166838169098,0.08710666000843048,0.17723454535007477,0.09130304306745529,0.2087935507297516,0.24913249909877777,0.27465343475341797,0.22950704395771027,0.21912378072738647,0.34551161527633667
game,0.23652023077011108,0.46623334288597107,0.3575804531574249,0.2448284924030304,0.23377583920955658,0.2474532276391983,0.19360801577568054,0.21079449355602264,0.13154813647270203,0.2322981208562851,0.140842005610466,0.16753952205181122,0.2540906071662903,0.285271555185318,0.3480181396007538,0.2413962334394455,0.1829071193933487
.,0.45942068099975586,0.22491109371185303,0.2876244783401489,0.3729337155818939,0.4245467483997345,0.38061028718948364,0.22951766848564148,0.3119256794452667,0.20812642574310303,0.3524959683418274,0.2855951488018036,0.2402365803718567,0.4645031690597534,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
