,what,profession,are,cany,ash,and,robert,sakula,?
cany,0.22277994453907013,0.16365396976470947,0.26989227533340454,1.0,0.19421705603599548,0.32458481192588806,0.15981869399547577,0.19016583263874054,0.22126857936382294
ash,0.1386452615261078,0.04796181991696358,0.1887705773115158,0.19421705603599548,0.9999999403953552,0.26578933000564575,0.09550102800130844,0.2112945169210434,0.1842072457075119
and,0.31309178471565247,0.2738117277622223,0.48576638102531433,0.32458481192588806,0.26578933000564575,1.0,0.21826715767383575,0.2070552557706833,0.20544172823429108
robert,0.1948658525943756,0.20199544727802277,0.10026475787162781,0.15981869399547577,0.09550102800130844,0.21826715767383575,0.9999999403953552,0.24611034989356995,0.11293095350265503
sakula,0.16963401436805725,0.1901749074459076,0.05146331712603569,0.19016583263874054,0.2112945169210434,0.2070552557706833,0.24611034989356995,1.0,0.14367063343524933
were,0.22298263013362885,0.1000848263502121,0.6489362716674805,0.1972597986459732,0.19064489006996155,0.42175528407096863,0.15146300196647644,0.07750622928142548,0.17890112102031708
attracted,0.12504146993160248,0.24763880670070648,0.2572028338909149,0.22453898191452026,0.12154591828584671,0.2641034722328186,0.08372043073177338,0.09872587025165558,0.06735223531723022
by,0.2455483376979828,0.18375752866268158,0.37842893600463867,0.18721774220466614,0.13613760471343994,0.4289871156215668,0.24091920256614685,0.18858367204666138,0.17966607213020325
the,0.42745697498321533,0.17655403912067413,0.40399202704429626,0.3082965016365051,0.18908189237117767,0.5171257257461548,0.2257954627275467,0.1973034143447876,0.22068053483963013
possibilities,0.3210560381412506,0.2138805091381073,0.3296472132205963,0.2134491503238678,0.06795693933963776,0.295293927192688,0.10306386649608612,0.11517638713121414,0.2855835258960724
of,0.33290785551071167,0.248733788728714,0.39081433415412903,0.3137471079826355,0.17366795241832733,0.5116966962814331,0.2398476004600525,0.16755491495132446,0.1826142966747284
high,0.20466077327728271,0.12978941202163696,0.21708175539970398,0.20702539384365082,0.14393006265163422,0.2911888659000397,0.1572059988975525,0.14947639405727386,0.11137914657592773
density,0.1728270947933197,0.04974442347884178,0.2392759770154953,0.20132553577423096,0.09612728655338287,0.2028898298740387,0.052034106105566025,0.08005150407552719,0.1457761973142624
without,0.3181614279747009,0.18052850663661957,0.3006502687931061,0.19776710867881775,0.15857402980327606,0.35511502623558044,0.14205391705036163,0.0839366465806961,0.2928665280342102
building,0.23529528081417084,0.1621875911951065,0.1904018670320511,0.3161504566669464,0.07617022097110748,0.2593274712562561,0.1707005351781845,0.1562933474779129,0.13549931347370148
high,0.20466077327728271,0.12978941202163696,0.21708175539970398,0.20702539384365082,0.14393006265163422,0.2911888659000397,0.1572059988975525,0.14947639405727386,0.11137914657592773
and,0.31309178471565247,0.2738117277622223,0.48576638102531433,0.32458481192588806,0.26578933000564575,1.0,0.21826715767383575,0.2070552557706833,0.20544172823429108
getting,0.3483720123767853,0.23744545876979828,0.3055779039859772,0.2592608630657196,0.12131869792938232,0.32539379596710205,0.1326487511396408,0.12538492679595947,0.28468504548072815
rid,0.2519458532333374,0.15483230352401733,0.1955844908952713,0.20077908039093018,0.0988697037100792,0.2246866226196289,0.026915591210126877,0.030923992395401,0.19490019977092743
of,0.33290785551071167,0.248733788728714,0.39081433415412903,0.3137471079826355,0.17366795241832733,0.5116966962814331,0.2398476004600525,0.16755491495132446,0.1826142966747284
common,0.19989867508411407,0.1949537992477417,0.3463647663593292,0.1531362533569336,0.2591058015823364,0.229714497923851,0.067640520632267,0.04006197676062584,0.20434872806072235
areas,0.23739881813526154,0.12951304018497467,0.4082777500152588,0.24463507533073425,0.17458020150661469,0.40107932686805725,0.16414384543895721,0.11018890887498856,0.1273590475320816
.,0.3567904531955719,0.23688457906246185,0.3452940285205841,0.3046328127384186,0.2190052568912506,0.588965117931366,0.25747326016426086,0.2585832476615906,0.4130953550338745
