,who,did,abc,sell,the,rights,to,all,my,children,and,one,life,to,live,to,?
soap,0.13830624520778656,0.12407860159873962,0.30289196968078613,0.10744301229715347,0.19385820627212524,0.10566998273134232,0.16551382839679718,0.11729696393013,0.20749950408935547,0.24881477653980255,0.1829628199338913,0.154017373919487,0.17105063796043396,0.16551382839679718,0.1426546275615692,0.16551382839679718,0.1800997406244278
operas,0.24127523601055145,0.2164948731660843,0.23779888451099396,0.14396356046199799,0.24942722916603088,0.12391810864210129,0.20823907852172852,0.21713636815547943,0.23867690563201904,0.2434123158454895,0.2702268958091736,0.26433733105659485,0.23168647289276123,0.20823907852172852,0.20127743482589722,0.20823907852172852,0.16741734743118286
all,0.3698336184024811,0.33943864703178406,0.18112415075302124,0.26370418071746826,0.4860881567001343,0.22061574459075928,0.42520734667778015,1.0000001192092896,0.29666051268577576,0.16303220391273499,0.4542157053947449,0.4628787636756897,0.30487263202667236,0.42520734667778015,0.26119425892829895,0.42520734667778015,0.29575422406196594
my,0.2353120893239975,0.2537900507450104,0.24335843324661255,0.14316055178642273,0.26636773347854614,0.18386918306350708,0.27499768137931824,0.29666051268577576,1.0000001192092896,0.16581735014915466,0.26471394300460815,0.28412947058677673,0.24229495227336884,0.27499768137931824,0.14007237553596497,0.27499768137931824,0.4195883572101593
children,0.344171404838562,0.2211388200521469,0.1666025072336197,0.23240886628627777,0.15654058754444122,0.23860356211662292,0.23135778307914734,0.16303220391273499,0.16581735014915466,1.0,0.2624970078468323,0.225452721118927,0.21863682568073273,0.23135778307914734,0.15150931477546692,0.23135778307914734,0.21788206696510315
and,0.41279885172843933,0.34479495882987976,0.16453155875205994,0.2874627709388733,0.5171257257461548,0.26346641778945923,0.48971283435821533,0.4542157053947449,0.26471394300460815,0.2624970078468323,1.0,0.42438167333602905,0.26095253229141235,0.48971283435821533,0.29040172696113586,0.48971283435821533,0.20544172823429108
one,0.40083858370780945,0.27659472823143005,0.1300981342792511,0.26583966612815857,0.5514441132545471,0.2279309630393982,0.4025384783744812,0.4628787636756897,0.28412947058677673,0.225452721118927,0.42438167333602905,1.0000001192092896,0.21805667877197266,0.4025384783744812,0.25416311621665955,0.4025384783744812,0.2673267424106598
life,0.2577245533466339,0.22298283874988556,0.20232120156288147,0.11835221201181412,0.23528170585632324,0.17106956243515015,0.24560359120368958,0.30487263202667236,0.24229495227336884,0.21863682568073273,0.26095253229141235,0.21805667877197266,1.0,0.24560359120368958,0.3060774803161621,0.24560359120368958,0.21677987277507782
to,0.42656609416007996,0.4452643394470215,0.1762417107820511,0.35664159059524536,0.535392165184021,0.2570022940635681,1.0,0.42520734667778015,0.27499768137931824,0.23135778307914734,0.48971283435821533,0.4025384783744812,0.24560359120368958,1.0,0.298321396112442,1.0,0.29463258385658264
live,0.21460703015327454,0.2321666032075882,0.20379731059074402,0.26213961839675903,0.2995128035545349,0.1817190945148468,0.298321396112442,0.26119425892829895,0.14007237553596497,0.15150931477546692,0.29040172696113586,0.25416311621665955,0.3060774803161621,0.298321396112442,1.0,0.298321396112442,0.19481121003627777
after,0.32549580931663513,0.30330467224121094,0.20314010977745056,0.21252350509166718,0.4565047025680542,0.17070108652114868,0.37890323996543884,0.284124493598938,0.1923135221004486,0.1881784200668335,0.3765919506549835,0.3593756854534149,0.1972336620092392,0.37890323996543884,0.1781926453113556,0.37890323996543884,0.16608688235282898
41,-0.17122125625610352,-0.09649815410375595,0.04106677696108818,-0.04398589953780174,0.19715392589569092,0.03865775093436241,0.008354143239557743,0.05813443288207054,-0.07715561240911484,-0.11404190957546234,0.05665495991706848,0.1218380481004715,-0.05113627016544342,0.008354143239557743,0.14296361804008484,0.008354143239557743,-0.08073537796735764
and,0.41279885172843933,0.34479495882987976,0.16453155875205994,0.2874627709388733,0.5171257257461548,0.26346641778945923,0.48971283435821533,0.4542157053947449,0.26471394300460815,0.2624970078468323,1.0,0.42438167333602905,0.26095253229141235,0.48971283435821533,0.29040172696113586,0.48971283435821533,0.20544172823429108
43,-0.020972687751054764,-0.021801143884658813,0.054237235337495804,-0.027178393676877022,0.04104308411478996,0.1288083791732788,0.04710187762975693,-0.011199100874364376,-0.001254461007192731,0.032034117728471756,-0.015061932615935802,0.00596087658777833,-0.027581389993429184,0.04710187762975693,-0.019598083570599556,0.04710187762975693,0.06043510511517525
years,0.29867154359817505,0.2695724070072174,0.2423967868089676,0.19388259947299957,0.2912273406982422,0.20060478150844574,0.23891852796077728,0.26454147696495056,0.1933421641588211,0.2584390640258789,0.300204873085022,0.33127376437187195,0.3372848331928253,0.23891852796077728,0.25656792521476746,0.23891852796077728,0.1914375126361847
on,0.2340552806854248,0.2670976221561432,0.2862928807735443,0.17814841866493225,0.5107308030128479,0.22401921451091766,0.41031414270401,0.3832052946090698,0.32948949933052063,0.20549149811267853,0.4077630043029785,0.3601475656032562,0.19639495015144348,0.41031414270401,0.24591919779777527,0.41031414270401,0.2714994251728058
the,0.3733934462070465,0.34736719727516174,0.2068762183189392,0.19874759018421173,1.0,0.2579100430011749,0.535392165184021,0.4860881567001343,0.26636773347854614,0.15654058754444122,0.5171257257461548,0.5514441132545471,0.23528170585632324,0.535392165184021,0.2995128035545349,0.535392165184021,0.22068053483963013
air,0.05050304904580116,0.12297173589468002,0.17400608956813812,0.12742727994918823,0.2877824306488037,0.08078974485397339,0.24103909730911255,0.1707611232995987,0.1449548751115799,0.13600441813468933,0.2508046329021454,0.15920887887477875,0.12915121018886566,0.24103909730911255,0.1406429409980774,0.24103909730911255,0.1491677612066269
",",0.3365725874900818,0.3015086054801941,0.2097204476594925,0.26397812366485596,0.4933079481124878,0.2595706284046173,0.44245919585227966,0.425624817609787,0.28294113278388977,0.28531143069267273,0.6633074283599854,0.3696635365486145,0.24050940573215485,0.44245919585227966,0.29754534363746643,0.44245919585227966,0.31091248989105225
respectively,0.22078678011894226,0.1659265011548996,0.11194461584091187,0.16851875185966492,0.3498423993587494,0.15981045365333557,0.29241517186164856,0.3527122735977173,0.09348814934492111,0.11944057047367096,0.4110310673713684,0.3086545169353485,0.07715079188346863,0.29241517186164856,0.17466427385807037,0.29241517186164856,0.1307799071073532
(,0.2443375140428543,0.18979617953300476,0.183883935213089,0.09964830428361893,0.33289089798927307,0.17563141882419586,0.30882009863853455,0.28167209029197693,0.2604561150074005,0.17159132659435272,0.4862271547317505,0.2922096848487854,0.16464252769947052,0.30882009863853455,0.20015591382980347,0.30882009863853455,0.40561532974243164
following,0.1758657693862915,0.28040066361427307,0.1467348337173462,0.12880343198776245,0.39779382944107056,0.12445684522390366,0.31711265444755554,0.34246933460235596,0.09760961681604385,0.08192361891269684,0.2696467339992523,0.3153666853904724,0.048006050288677216,0.31711265444755554,0.1279960721731186,0.31711265444755554,0.1555173695087433
backlash,0.21677212417125702,0.19885307550430298,0.22519005835056305,0.17670530080795288,0.2692379653453827,0.2574387192726135,0.23636743426322937,0.16272395849227905,0.25089916586875916,0.14818857610225677,0.23441030085086823,0.22401626408100128,0.13556523621082306,0.23636743426322937,0.1370391696691513,0.23636743426322937,0.1843646764755249
from,0.27839982509613037,0.20248863101005554,0.12159302085638046,0.19389642775058746,0.40150508284568787,0.159982830286026,0.4069952368736267,0.2866387963294983,0.1911909580230713,0.17079515755176544,0.3601827025413513,0.32194891571998596,0.17661170661449432,0.4069952368736267,0.19593046605587006,0.4069952368736267,0.19969791173934937
fans,0.2800639271736145,0.2945730984210968,0.104229636490345,0.30556145310401917,0.2338283360004425,0.13268494606018066,0.2823963463306427,0.2500227391719818,0.2669452130794525,0.18050268292427063,0.24900998175144196,0.21909736096858978,0.11664220690727234,0.2823963463306427,0.17119625210762024,0.2823963463306427,0.09329766035079956
",",0.3365725874900818,0.3015086054801941,0.2097204476594925,0.26397812366485596,0.4933079481124878,0.2595706284046173,0.44245919585227966,0.425624817609787,0.28294113278388977,0.28531143069267273,0.6633074283599854,0.3696635365486145,0.24050940573215485,0.44245919585227966,0.29754534363746643,0.44245919585227966,0.31091248989105225
abc,0.14673753082752228,0.13353709876537323,1.0000001192092896,0.10742729157209396,0.2068762183189392,0.16774038970470428,0.1762417107820511,0.18112415075302124,0.24335843324661255,0.1666025072336197,0.16453155875205994,0.1300981342792511,0.20232120156288147,0.1762417107820511,0.20379731059074402,0.1762417107820511,0.19065172970294952
sold,0.15799525380134583,0.22639408707618713,0.15177004039287567,0.6424343585968018,0.21929198503494263,0.1652831733226776,0.17380841076374054,0.21676389873027802,0.16510578989982605,0.27376216650009155,0.21832405030727386,0.2786933481693268,0.10481289774179459,0.17380841076374054,0.21068184077739716,0.17380841076374054,0.14943712949752808
the,0.3733934462070465,0.34736719727516174,0.2068762183189392,0.19874759018421173,1.0,0.2579100430011749,0.535392165184021,0.4860881567001343,0.26636773347854614,0.15654058754444122,0.5171257257461548,0.5514441132545471,0.23528170585632324,0.535392165184021,0.2995128035545349,0.535392165184021,0.22068053483963013
rights,0.3146883249282837,0.2525300085544586,0.16774038970470428,0.2210587114095688,0.2579100430011749,0.9999999403953552,0.2570022940635681,0.22061574459075928,0.18386918306350708,0.23860356211662292,0.26346641778945923,0.2279309630393982,0.17106956243515015,0.2570022940635681,0.1817190945148468,0.2570022940635681,0.21814769506454468
to,0.42656609416007996,0.4452643394470215,0.1762417107820511,0.35664159059524536,0.535392165184021,0.2570022940635681,1.0,0.42520734667778015,0.27499768137931824,0.23135778307914734,0.48971283435821533,0.4025384783744812,0.24560359120368958,1.0,0.298321396112442,1.0,0.29463258385658264
both,0.31663915514945984,0.34255191683769226,0.1231609657406807,0.20250104367733002,0.4931981563568115,0.24049541354179382,0.3897709250450134,0.5001387596130371,0.2205866277217865,0.1985640972852707,0.5503310561180115,0.4734871983528137,0.1759430170059204,0.3897709250450134,0.24294893443584442,0.3897709250450134,0.19455738365650177
shows,0.1994590163230896,0.22659285366535187,0.3304527997970581,0.1501077264547348,0.36348509788513184,0.12880459427833557,0.23382455110549927,0.3236869275569916,0.23275858163833618,0.15507525205612183,0.34104886651039124,0.30788350105285645,0.21840816736221313,0.23382455110549927,0.20466512441635132,0.23382455110549927,0.2040930688381195
to,0.42656609416007996,0.4452643394470215,0.1762417107820511,0.35664159059524536,0.535392165184021,0.2570022940635681,1.0,0.42520734667778015,0.27499768137931824,0.23135778307914734,0.48971283435821533,0.4025384783744812,0.24560359120368958,1.0,0.298321396112442,1.0,0.29463258385658264
prospect,0.23986300826072693,0.19046460092067719,0.13984154164791107,0.23742523789405823,0.2632376253604889,0.2991996109485626,0.27643218636512756,0.18529337644577026,0.21396511793136597,0.08242496103048325,0.2175099104642868,0.18980398774147034,0.21630412340164185,0.27643218636512756,0.1371360421180725,0.27643218636512756,0.20128807425498962
park,0.16302382946014404,0.12431816756725311,0.16592466831207275,0.16578473150730133,0.24748283624649048,0.1401538997888565,0.14257338643074036,0.07348286360502243,0.10772705078125,0.1850372552871704,0.21340665221214294,0.19555504620075226,0.11731932312250137,0.14257338643074036,0.20963773131370544,0.14257338643074036,0.13508929312229156
",",0.3365725874900818,0.3015086054801941,0.2097204476594925,0.26397812366485596,0.4933079481124878,0.2595706284046173,0.44245919585227966,0.425624817609787,0.28294113278388977,0.28531143069267273,0.6633074283599854,0.3696635365486145,0.24050940573215485,0.44245919585227966,0.29754534363746643,0.44245919585227966,0.31091248989105225
which,0.3688730001449585,0.2750149369239807,0.1991286277770996,0.20380838215351105,0.6521818041801453,0.1689544916152954,0.5345056653022766,0.50777268409729,0.2685011327266693,0.1595885455608368,0.506277859210968,0.510688066482544,0.26412370800971985,0.5345056653022766,0.23445427417755127,0.5345056653022766,0.25814583897590637
eventually,0.3540181517601013,0.36719876527786255,0.1462729126214981,0.30996209383010864,0.42022404074668884,0.14446891844272614,0.4528551697731018,0.3542613387107849,0.13429035246372223,0.1551985889673233,0.3932386040687561,0.26059967279434204,0.18354034423828125,0.4528551697731018,0.13741534948349,0.4528551697731018,0.13642115890979767
revived,0.19575545191764832,0.26464715600013733,0.211515873670578,0.14312274754047394,0.2936354875564575,0.1418961137533188,0.2145116627216339,0.21840283274650574,0.17090465128421783,0.22978384792804718,0.17332477867603302,0.20798683166503906,0.22154520452022552,0.2145116627216339,0.10594195127487183,0.2145116627216339,0.1299351006746292
the,0.3733934462070465,0.34736719727516174,0.2068762183189392,0.19874759018421173,1.0,0.2579100430011749,0.535392165184021,0.4860881567001343,0.26636773347854614,0.15654058754444122,0.5171257257461548,0.5514441132545471,0.23528170585632324,0.535392165184021,0.2995128035545349,0.535392165184021,0.22068053483963013
soaps,0.1642002910375595,0.17516306042671204,0.22872160375118256,0.25359299778938293,0.23128008842468262,0.09950681030750275,0.23537281155586243,0.209707111120224,0.23023749887943268,0.21658682823181152,0.30591773986816406,0.2161785066127777,0.24062618613243103,0.23537281155586243,0.14341774582862854,0.23537281155586243,0.23185338079929352
on,0.2340552806854248,0.2670976221561432,0.2862928807735443,0.17814841866493225,0.5107308030128479,0.22401921451091766,0.41031414270401,0.3832052946090698,0.32948949933052063,0.20549149811267853,0.4077630043029785,0.3601475656032562,0.19639495015144348,0.41031414270401,0.24591919779777527,0.41031414270401,0.2714994251728058
hulu,0.1902286559343338,0.1325419396162033,0.31298986077308655,0.25149598717689514,0.24576015770435333,0.2440561205148697,0.19057926535606384,0.2375171184539795,0.23456935584545135,0.17589399218559265,0.17982950806617737,0.21140621602535248,0.16412362456321716,0.19057926535606384,0.2237423211336136,0.19057926535606384,0.2140095978975296
for,0.37110671401023865,0.318512886762619,0.22510288655757904,0.2719201445579529,0.4739971458911896,0.24823954701423645,0.4451248347759247,0.41144001483917236,0.26856884360313416,0.19934585690498352,0.5064792633056641,0.384836345911026,0.244698166847229,0.4451248347759247,0.22377748787403107,0.4451248347759247,0.264628142118454
one,0.40083858370780945,0.27659472823143005,0.1300981342792511,0.26583966612815857,0.5514441132545471,0.2279309630393982,0.4025384783744812,0.4628787636756897,0.28412947058677673,0.225452721118927,0.42438167333602905,1.0000001192092896,0.21805667877197266,0.4025384783744812,0.25416311621665955,0.4025384783744812,0.2673267424106598
additional,0.19588695466518402,0.20902137458324432,0.1623675376176834,0.15994180738925934,0.2539002597332001,0.24074769020080566,0.29850050806999207,0.34755954146385193,0.23975326120853424,0.24686169624328613,0.3180832266807556,0.22240111231803894,0.11479305475950241,0.29850050806999207,0.11008820682764053,0.29850050806999207,0.24309562146663666
season,0.13809308409690857,0.19368280470371246,0.29887476563453674,0.16222400963306427,0.2507155239582062,0.13745315372943878,0.22382742166519165,0.21257801353931427,0.21838629245758057,0.1516442745923996,0.2369309365749359,0.24332979321479797,0.16289125382900238,0.22382742166519165,0.14364969730377197,0.22382742166519165,0.16793298721313477
in,0.2792111933231354,0.2593238651752472,0.1697147786617279,0.23190630972385406,0.6662389636039734,0.17772755026817322,0.45010748505592346,0.3335905969142914,0.17660009860992432,0.2065156251192093,0.4954058527946472,0.4129433035850525,0.27054134011268616,0.45010748505592346,0.3068392276763916,0.45010748505592346,0.20430970191955566
2013,-0.16540901362895966,-0.264662504196167,-0.1548854112625122,-0.23183564841747284,-0.38509321212768555,-0.09674997627735138,-0.4248543977737427,-0.4187372326850891,-0.3404981791973114,-0.12542787194252014,-0.31428804993629456,-0.40947043895721436,-0.18926799297332764,-0.4248543977737427,-0.23622238636016846,-0.4248543977737427,-0.2969330847263336
and,0.41279885172843933,0.34479495882987976,0.16453155875205994,0.2874627709388733,0.5171257257461548,0.26346641778945923,0.48971283435821533,0.4542157053947449,0.26471394300460815,0.2624970078468323,1.0,0.42438167333602905,0.26095253229141235,0.48971283435821533,0.29040172696113586,0.48971283435821533,0.20544172823429108
with,0.3282766342163086,0.25472134351730347,0.17432008683681488,0.1959729641675949,0.4223487675189972,0.147300586104393,0.4239959120750427,0.3876307010650635,0.2272084504365921,0.1656617969274521,0.5477725267410278,0.3855307400226593,0.21728253364562988,0.4239959120750427,0.19521716237068176,0.4239959120750427,0.2433311939239502
both,0.31663915514945984,0.34255191683769226,0.1231609657406807,0.20250104367733002,0.4931981563568115,0.24049541354179382,0.3897709250450134,0.5001387596130371,0.2205866277217865,0.1985640972852707,0.5503310561180115,0.4734871983528137,0.1759430170059204,0.3897709250450134,0.24294893443584442,0.3897709250450134,0.19455738365650177
companies,0.23784202337265015,0.22622764110565186,0.11513935029506683,0.44285154342651367,0.26917189359664917,0.19717207551002502,0.2619103491306305,0.2378920465707779,0.12199495732784271,0.13969852030277252,0.2527635991573334,0.25517022609710693,0.1390443742275238,0.2619103491306305,0.11374396830797195,0.2619103491306305,0.14365637302398682
suing,0.2462320476770401,0.355366975069046,0.12873093783855438,0.2720271050930023,0.3013080358505249,0.20171448588371277,0.2855599522590637,0.25330039858818054,0.16740800440311432,0.16226862370967865,0.20523418486118317,0.22744441032409668,0.216132253408432,0.2855599522590637,0.1318051964044571,0.2855599522590637,0.19600792229175568
one,0.40083858370780945,0.27659472823143005,0.1300981342792511,0.26583966612815857,0.5514441132545471,0.2279309630393982,0.4025384783744812,0.4628787636756897,0.28412947058677673,0.225452721118927,0.42438167333602905,1.0000001192092896,0.21805667877197266,0.4025384783744812,0.25416311621665955,0.4025384783744812,0.2673267424106598
another,0.4379323124885559,0.29175329208374023,0.16896098852157593,0.2554508447647095,0.5019711852073669,0.21633261442184448,0.48769932985305786,0.2899569571018219,0.2941475808620453,0.18471920490264893,0.3214244842529297,0.5444791913032532,0.2103060930967331,0.48769932985305786,0.1579851657152176,0.48769932985305786,0.295511931180954
for,0.37110671401023865,0.318512886762619,0.22510288655757904,0.2719201445579529,0.4739971458911896,0.24823954701423645,0.4451248347759247,0.41144001483917236,0.26856884360313416,0.19934585690498352,0.5064792633056641,0.384836345911026,0.244698166847229,0.4451248347759247,0.22377748787403107,0.4451248347759247,0.264628142118454
allegations,0.21045827865600586,0.29910725355148315,0.17865297198295593,0.2033883035182953,0.2481755167245865,0.29427894949913025,0.22249357402324677,0.28581756353378296,0.2526279091835022,0.1613202691078186,0.19135132431983948,0.21195074915885925,0.16939806938171387,0.22249357402324677,0.05980462208390236,0.22249357402324677,0.23546560108661652
of,0.2827862501144409,0.2513895630836487,0.14607268571853638,0.16354906558990479,0.733189046382904,0.19425496459007263,0.41548454761505127,0.42798417806625366,0.2089746594429016,0.1978350728750229,0.5116966962814331,0.4999135136604309,0.2788603901863098,0.41548454761505127,0.27734068036079407,0.41548454761505127,0.1826142966747284
interference,0.20135195553302765,0.2506895363330841,0.1528707593679428,0.14781072735786438,0.26789531111717224,0.20411908626556396,0.2993396818637848,0.2279611974954605,0.11826740950345993,0.08155573159456253,0.22482667863368988,0.22872377932071686,0.16114985942840576,0.2993396818637848,0.13801933825016022,0.2993396818637848,0.11166875064373016
with,0.3282766342163086,0.25472134351730347,0.17432008683681488,0.1959729641675949,0.4223487675189972,0.147300586104393,0.4239959120750427,0.3876307010650635,0.2272084504365921,0.1656617969274521,0.5477725267410278,0.3855307400226593,0.21728253364562988,0.4239959120750427,0.19521716237068176,0.4239959120750427,0.2433311939239502
the,0.3733934462070465,0.34736719727516174,0.2068762183189392,0.19874759018421173,1.0,0.2579100430011749,0.535392165184021,0.4860881567001343,0.26636773347854614,0.15654058754444122,0.5171257257461548,0.5514441132545471,0.23528170585632324,0.535392165184021,0.2995128035545349,0.535392165184021,0.22068053483963013
process,0.22606876492500305,0.1973760724067688,0.08570899814367294,0.16279859840869904,0.264274537563324,0.24524050951004028,0.35462963581085205,0.2530641257762909,0.18528778851032257,0.038574643433094025,0.20204883813858032,0.2058241218328476,0.1805451363325119,0.35462963581085205,0.08089210093021393,0.35462963581085205,0.2460896074771881
of,0.2827862501144409,0.2513895630836487,0.14607268571853638,0.16354906558990479,0.733189046382904,0.19425496459007263,0.41548454761505127,0.42798417806625366,0.2089746594429016,0.1978350728750229,0.5116966962814331,0.4999135136604309,0.2788603901863098,0.41548454761505127,0.27734068036079407,0.41548454761505127,0.1826142966747284
reviving,0.2671390175819397,0.21115802228450775,0.16570621728897095,0.16754156351089478,0.3832961320877075,0.15760424733161926,0.22175022959709167,0.2370595782995224,0.12539321184158325,0.16526149213314056,0.2470516413450241,0.28224876523017883,0.2386176586151123,0.22175022959709167,0.17306241393089294,0.22175022959709167,0.09287013113498688
the,0.3733934462070465,0.34736719727516174,0.2068762183189392,0.19874759018421173,1.0,0.2579100430011749,0.535392165184021,0.4860881567001343,0.26636773347854614,0.15654058754444122,0.5171257257461548,0.5514441132545471,0.23528170585632324,0.535392165184021,0.2995128035545349,0.535392165184021,0.22068053483963013
shows,0.1994590163230896,0.22659285366535187,0.3304527997970581,0.1501077264547348,0.36348509788513184,0.12880459427833557,0.23382455110549927,0.3236869275569916,0.23275858163833618,0.15507525205612183,0.34104886651039124,0.30788350105285645,0.21840816736221313,0.23382455110549927,0.20466512441635132,0.23382455110549927,0.2040930688381195
",",0.3365725874900818,0.3015086054801941,0.2097204476594925,0.26397812366485596,0.4933079481124878,0.2595706284046173,0.44245919585227966,0.425624817609787,0.28294113278388977,0.28531143069267273,0.6633074283599854,0.3696635365486145,0.24050940573215485,0.44245919585227966,0.29754534363746643,0.44245919585227966,0.31091248989105225
failure,0.13155552744865417,0.20153479278087616,0.09946519881486893,0.1308804154396057,0.24083465337753296,0.10542310774326324,0.2692638337612152,0.2049483358860016,0.1719335913658142,0.12538057565689087,0.20724323391914368,0.14156171679496765,0.16337525844573975,0.2692638337612152,0.08003110438585281,0.2692638337612152,0.12142058461904526
to,0.42656609416007996,0.4452643394470215,0.1762417107820511,0.35664159059524536,0.535392165184021,0.2570022940635681,1.0,0.42520734667778015,0.27499768137931824,0.23135778307914734,0.48971283435821533,0.4025384783744812,0.24560359120368958,1.0,0.298321396112442,1.0,0.29463258385658264
pay,0.31589654088020325,0.29416757822036743,0.2132277935743332,0.4393980801105499,0.1903611719608307,0.224465012550354,0.26723966002464294,0.23617897927761078,0.16933557391166687,0.26141175627708435,0.2487477958202362,0.22762547433376312,0.13340720534324646,0.26723966002464294,0.22330093383789062,0.26723966002464294,0.19821009039878845
licensing,0.21822284162044525,0.2698881924152374,0.18817384541034698,0.3603825271129608,0.24331648647785187,0.3351260721683502,0.26254668831825256,0.2936459481716156,0.21084538102149963,0.1920524686574936,0.23155921697616577,0.19386650621891022,0.1183253675699234,0.26254668831825256,0.18145136535167694,0.26254668831825256,0.23048727214336395
fees,0.2131042629480362,0.2814892828464508,0.18158289790153503,0.4185754358768463,0.22297759354114532,0.31118154525756836,0.27193203568458557,0.27915868163108826,0.1778912991285324,0.160259410738945,0.23771890997886658,0.22908318042755127,0.11275223642587662,0.27193203568458557,0.17519329488277435,0.27193203568458557,0.18385712802410126
and,0.41279885172843933,0.34479495882987976,0.16453155875205994,0.2874627709388733,0.5171257257461548,0.26346641778945923,0.48971283435821533,0.4542157053947449,0.26471394300460815,0.2624970078468323,1.0,0.42438167333602905,0.26095253229141235,0.48971283435821533,0.29040172696113586,0.48971283435821533,0.20544172823429108
issues,0.24231775104999542,0.22840259969234467,0.18246594071388245,0.1283460408449173,0.2638932764530182,0.3745838403701782,0.27458062767982483,0.2787977159023285,0.33025282621383667,0.17712964117527008,0.2817770540714264,0.23093721270561218,0.24626688659191132,0.27458062767982483,0.13460101187229156,0.27458062767982483,0.320565789937973
over,0.316001296043396,0.2535076439380646,0.13036851584911346,0.25228530168533325,0.39856547117233276,0.1679213047027588,0.38635820150375366,0.3786722719669342,0.24804386496543884,0.1417134553194046,0.4021143913269043,0.3846774995326996,0.15801559388637543,0.38635820150375366,0.1992352157831192,0.38635820150375366,0.25742942094802856
abc,0.14673753082752228,0.13353709876537323,1.0000001192092896,0.10742729157209396,0.2068762183189392,0.16774038970470428,0.1762417107820511,0.18112415075302124,0.24335843324661255,0.1666025072336197,0.16453155875205994,0.1300981342792511,0.20232120156288147,0.1762417107820511,0.20379731059074402,0.1762417107820511,0.19065172970294952
's,0.05599616840481758,0.05069678649306297,0.06670809537172318,0.10946694761514664,-0.01540423184633255,-0.06798747181892395,0.03782717138528824,0.03181743621826172,0.11324785649776459,0.0160713829100132,0.06895173341035843,0.06913424283266068,0.03983813151717186,0.03782717138528824,0.0809648334980011,0.03782717138528824,-0.023395681753754616
use,0.2265424281358719,0.32446643710136414,0.1775941103696823,0.33465245366096497,0.34342584013938904,0.22413590550422668,0.47261837124824524,0.38276857137680054,0.2579014003276825,0.14588651061058044,0.34145063161849976,0.3501819968223572,0.15109926462173462,0.47261837124824524,0.17711880803108215,0.47261837124824524,0.32795652747154236
