,when,did,the,university,start,having,a,bachelor,'s,degree,program,in,cinema,&,media,studies,?
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.3017033040523529,0.2934366464614868,0.3154076039791107,0.427140474319458,0.23690266907215118,-0.0016132977325469255,0.1912073791027069,0.17760658264160156,0.5201468467712402,0.2111419141292572,0.2516871392726898,0.23135341703891754,0.26373082399368286,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2665814459323883,0.2890162169933319,0.36825746297836304,0.3739250600337982,0.24147123098373413,0.06895173341035843,0.2947183847427368,0.24895258247852325,0.4954058527946472,0.17745845019817352,0.34093084931373596,0.28782835602760315,0.30504533648490906,0.20544172823429108
art,0.15869338810443878,0.1711656004190445,0.20297785103321075,0.2554933428764343,0.18292057514190674,0.11092238128185272,0.1329297125339508,0.2626284062862396,-0.0026162867434322834,0.23509985208511353,0.18972505629062653,0.2282189577817917,0.35482388734817505,0.1891014128923416,0.2399342656135559,0.31671300530433655,0.138971745967865
history,0.24001719057559967,0.24950987100601196,0.33215048909187317,0.27712079882621765,0.2487780600786209,0.19075344502925873,0.2123815417289734,0.18103860318660736,-0.0466335192322731,0.15465833246707916,0.19003461301326752,0.29215577244758606,0.17125731706619263,0.22272753715515137,0.23018547892570496,0.25197675824165344,0.2501974403858185
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.3017033040523529,0.2934366464614868,0.3154076039791107,0.427140474319458,0.23690266907215118,-0.0016132977325469255,0.1912073791027069,0.17760658264160156,0.5201468467712402,0.2111419141292572,0.2516871392726898,0.23135341703891754,0.26373082399368286,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2665814459323883,0.2890162169933319,0.36825746297836304,0.3739250600337982,0.24147123098373413,0.06895173341035843,0.2947183847427368,0.24895258247852325,0.4954058527946472,0.17745845019817352,0.34093084931373596,0.28782835602760315,0.30504533648490906,0.20544172823429108
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.3017033040523529,0.2934366464614868,0.3154076039791107,0.427140474319458,0.23690266907215118,-0.0016132977325469255,0.1912073791027069,0.17760658264160156,0.5201468467712402,0.2111419141292572,0.2516871392726898,0.23135341703891754,0.26373082399368286,0.31091248989105225
more,0.359977662563324,0.2803135812282562,0.39758381247520447,0.16529905796051025,0.330402672290802,0.38524073362350464,0.3452818691730499,0.13764362037181854,0.032942235469818115,0.17560896277427673,0.23420202732086182,0.32563260197639465,0.1705443561077118,0.0793071761727333,0.1829180270433426,0.20077383518218994,0.27894994616508484
recently,0.397892028093338,0.25495946407318115,0.2774651348590851,0.20317532122135162,0.16612166166305542,0.33614692091941833,0.2841660678386688,0.19148246943950653,0.005367393139749765,0.19624894857406616,0.14367933571338654,0.32725074887275696,0.290275901556015,0.1142103299498558,0.24041065573692322,0.22728049755096436,0.18352322280406952
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.3017033040523529,0.2934366464614868,0.3154076039791107,0.427140474319458,0.23690266907215118,-0.0016132977325469255,0.1912073791027069,0.17760658264160156,0.5201468467712402,0.2111419141292572,0.2516871392726898,0.23135341703891754,0.26373082399368286,0.31091248989105225
cinema,0.1333438903093338,0.08980871737003326,0.23910944163799286,0.2720787823200226,0.11020851135253906,0.16055430471897125,0.2289597988128662,0.22896884381771088,0.05685582011938095,0.18874692916870117,0.16381177306175232,0.29577532410621643,1.0,0.21478012204170227,0.27331534028053284,0.1928764134645462,0.11584244668483734
&,0.050614893436431885,0.160298690199852,0.14992168545722961,0.18137070536613464,0.03140506520867348,0.09882082045078278,0.07266713678836823,0.18168750405311584,-0.02038128487765789,0.12562420964241028,0.1094309538602829,0.1358654648065567,0.21478012204170227,0.9999998807907104,0.17114384472370148,0.21265849471092224,0.12596383690834045
media,0.13395696878433228,0.1758316457271576,0.19221965968608856,0.18529392778873444,0.10332883894443512,0.16777589917182922,0.21000106632709503,0.13781245052814484,0.07690927386283875,0.14011222124099731,0.26004862785339355,0.19773486256599426,0.27331534028053284,0.17114384472370148,0.9999999403953552,0.23121844232082367,0.1571006178855896
studies,0.18905548751354218,0.2509125769138336,0.22738903760910034,0.4639947712421417,0.18624399602413177,0.17901980876922607,0.24775946140289307,0.3823414146900177,-0.04059765115380287,0.44417306780815125,0.22862312197685242,0.30442532896995544,0.1928764134645462,0.21265849471092224,0.23121844232082367,0.9999998807907104,0.1388726830482483
(,0.2459595799446106,0.18979617953300476,0.33289089798927307,0.20313534140586853,0.21442380547523499,0.14485155045986176,0.3206180930137634,0.11268146336078644,0.0012731997994706035,0.0916384682059288,0.11923244595527649,0.3087427020072937,0.12428352236747742,0.21434709429740906,0.1559925377368927,0.1808423101902008,0.40561532974243164
1996,0.0930543765425682,0.24150575697422028,0.10029517859220505,0.1451093852519989,0.10176841169595718,0.10734831541776657,0.04588954523205757,0.07885915040969849,-0.015418678522109985,0.03288443386554718,0.06690085679292679,0.07233931124210358,0.024513892829418182,-0.08549214899539948,0.09186333417892456,0.07860066741704941,0.18022380769252777
),0.2538422644138336,0.18584993481636047,0.3456730246543884,0.20796938240528107,0.24182365834712982,0.1732136756181717,0.3640355169773102,0.14537712931632996,0.021107977256178856,0.12006344646215439,0.12293422222137451,0.3326910734176636,0.16941618919372559,0.1975884586572647,0.1801380068063736,0.18528133630752563,0.42300865054130554
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2665814459323883,0.2890162169933319,0.36825746297836304,0.3739250600337982,0.24147123098373413,0.06895173341035843,0.2947183847427368,0.24895258247852325,0.4954058527946472,0.17745845019817352,0.34093084931373596,0.28782835602760315,0.30504533648490906,0.20544172823429108
theater,0.19571197032928467,0.21082048118114471,0.2354130744934082,0.29715240001678467,0.1752995401620865,0.15087997913360596,0.2755853235721588,0.2450258582830429,0.10415638238191605,0.2517447769641876,0.2870352864265442,0.3081531822681427,0.44620272517204285,0.07477403432130814,0.2087143510580063,0.19683773815631866,0.12811817228794098
&,0.050614893436431885,0.160298690199852,0.14992168545722961,0.18137070536613464,0.03140506520867348,0.09882082045078278,0.07266713678836823,0.18168750405311584,-0.02038128487765789,0.12562420964241028,0.1094309538602829,0.1358654648065567,0.21478012204170227,0.9999998807907104,0.17114384472370148,0.21265849471092224,0.12596383690834045
performance,0.21612653136253357,0.2360910028219223,0.260756254196167,0.12511539459228516,0.11655755341053009,0.1658940613269806,0.25398191809654236,0.2481062412261963,0.05389726907014847,0.1569289118051529,0.35455062985420227,0.252952516078949,0.20368486642837524,0.10423384606838226,0.16864192485809326,0.19766724109649658,0.1587955504655838
studies,0.18905548751354218,0.2509125769138336,0.22738903760910034,0.4639947712421417,0.18624399602413177,0.17901980876922607,0.24775946140289307,0.3823414146900177,-0.04059765115380287,0.44417306780815125,0.22862312197685242,0.30442532896995544,0.1928764134645462,0.21265849471092224,0.23121844232082367,0.9999998807907104,0.1388726830482483
(,0.2459595799446106,0.18979617953300476,0.33289089798927307,0.20313534140586853,0.21442380547523499,0.14485155045986176,0.3206180930137634,0.11268146336078644,0.0012731997994706035,0.0916384682059288,0.11923244595527649,0.3087427020072937,0.12428352236747742,0.21434709429740906,0.1559925377368927,0.1808423101902008,0.40561532974243164
2002,-0.10007015615701675,-0.009445956908166409,-0.07970229536294937,-0.1961938440799713,-0.06829404085874557,0.042357187718153,-0.04267120361328125,-0.07476593554019928,0.0019099946366623044,-0.059878505766391754,-0.088925302028656,-0.15852214395999908,0.0018768117297440767,0.06901837140321732,-0.054693106561899185,-0.14223943650722504,0.045828185975551605
),0.2538422644138336,0.18584993481636047,0.3456730246543884,0.20796938240528107,0.24182365834712982,0.1732136756181717,0.3640355169773102,0.14537712931632996,0.021107977256178856,0.12006344646215439,0.12293422222137451,0.3326910734176636,0.16941618919372559,0.1975884586572647,0.1801380068063736,0.18528133630752563,0.42300865054130554
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.290679007768631,0.3501981496810913,0.3542446792125702,0.50484299659729,0.14136318862438202,-0.003708066651597619,0.20956046879291534,0.18964338302612305,0.5591574311256409,0.18445119261741638,0.16452857851982117,0.2313707321882248,0.22173671424388885,0.4130953550338745
